year,garnizon,age,suicides,outcome
2017,Kielce,55-59,45,Attempted
2017,Kraków,55-59,97,Attempted
2017,Łódź,55-59,93,Attempted
2017,Lublin,55-59,58,Attempted
2017,Olsztyn,55-59,40,Attempted
2017,Opole,55-59,22,Attempted
2017,Poznań,55-59,55,Attempted
2017,Rzeszów,55-59,57,Attempted
2017,Szczecin,55-59,39,Attempted
2017,Warszawa,55-59,41,Attempted
2017,Radom,55-59,48,Attempted
2017,Wrocław,55-59,72,Attempted
2018,Bydgoszcz,55-59,32,Attempted
2018,Białystok,55-59,25,Attempted
2018,Gdańsk,55-59,34,Attempted
2018,Gorzów Wlkp.,55-59,22,Attempted
2018,Katowice,55-59,152,Attempted
2018,Kielce,55-59,40,Attempted
2018,Kraków,55-59,70,Attempted
2018,Łódź,55-59,75,Attempted
2018,Lublin,55-59,49,Attempted
2018,Olsztyn,55-59,31,Attempted
2018,Opole,55-59,14,Attempted
2018,Poznań,55-59,55,Attempted
2018,Rzeszów,55-59,55,Attempted
2018,Szczecin,55-59,34,Attempted
2018,Warszawa,55-59,34,Attempted
2018,Radom,55-59,54,Attempted
2018,Wrocław,55-59,65,Attempted
2019,Bydgoszcz,55-59,31,Attempted
2019,Białystok,55-59,24,Attempted
2019,Gdańsk,55-59,33,Attempted
2019,Gorzów Wlkp.,55-59,25,Attempted
2019,Katowice,55-59,88,Attempted
2019,Kielce,55-59,26,Attempted
2019,Kraków,55-59,88,Attempted
2019,Łódź,55-59,65,Attempted
2019,Lublin,55-59,49,Attempted
2019,Olsztyn,55-59,29,Attempted
2019,Opole,55-59,12,Attempted
2019,Poznań,55-59,58,Attempted
2019,Rzeszów,55-59,42,Attempted
2019,Szczecin,55-59,34,Attempted
2019,Warszawa,55-59,33,Attempted
2019,Radom,55-59,68,Attempted
2019,Wrocław,55-59,52,Attempted
2020,Bydgoszcz,55-59,36,Attempted
2020,Białystok,55-59,33,Attempted
2020,Gdańsk,55-59,50,Attempted
2020,Gorzów Wlkp.,55-59,19,Attempted
2020,Katowice,55-59,101,Attempted
2020,Kielce,55-59,43,Attempted
2020,Kraków,55-59,60,Attempted
2020,Łódź,55-59,67,Attempted
2020,Lublin,55-59,44,Attempted
2020,Olsztyn,55-59,35,Attempted
2020,Opole,55-59,12,Attempted
2020,Poznań,55-59,49,Attempted
2020,Rzeszów,55-59,28,Attempted
2020,Szczecin,55-59,31,Attempted
2020,Warszawa,55-59,28,Attempted
2020,Radom,55-59,48,Attempted
2020,Wrocław,55-59,43,Attempted
2021,Bydgoszcz,55-59,28,Attempted
2021,Białystok,55-59,37,Attempted
2021,Gdańsk,55-59,62,Attempted
2021,Gorzów Wlkp.,55-59,20,Attempted
2021,Katowice,55-59,115,Attempted
2021,Kielce,55-59,47,Attempted
2021,Kraków,55-59,71,Attempted
2021,Łódź,55-59,87,Attempted
2021,Lublin,55-59,57,Attempted
2021,Olsztyn,55-59,40,Attempted
2021,Opole,55-59,16,Attempted
2021,Poznań,55-59,54,Attempted
2021,Rzeszów,55-59,39,Attempted
2021,Szczecin,55-59,24,Attempted
2021,Warszawa,55-59,33,Attempted
2021,Radom,55-59,41,Attempted
2021,Wrocław,55-59,53,Attempted
2017,Bydgoszcz,60-64,36,Attempted
2017,Białystok,60-64,21,Attempted
2017,Gdańsk,60-64,43,Attempted
2017,Gorzów Wlkp.,60-64,21,Attempted
2017,Katowice,60-64,81,Attempted
2017,Kielce,60-64,36,Attempted
2017,Kraków,60-64,53,Attempted
2017,Łódź,60-64,87,Attempted
2017,Lublin,60-64,55,Attempted
2017,Olsztyn,60-64,32,Attempted
2017,Opole,60-64,10,Attempted
2017,Poznań,60-64,53,Attempted
2017,Rzeszów,60-64,39,Attempted
2017,Szczecin,60-64,43,Attempted
2017,Warszawa,60-64,44,Attempted
2017,Radom,60-64,55,Attempted
2017,Wrocław,60-64,50,Attempted
2018,Bydgoszcz,60-64,37,Attempted
2018,Białystok,60-64,25,Attempted
2018,Gdańsk,60-64,38,Attempted
2018,Gorzów Wlkp.,60-64,19,Attempted
2018,Katowice,60-64,86,Attempted
2018,Kielce,60-64,40,Attempted
2018,Kraków,60-64,68,Attempted
2018,Łódź,60-64,72,Attempted
2018,Lublin,60-64,41,Attempted
2018,Olsztyn,60-64,33,Attempted
2018,Opole,60-64,18,Attempted
2018,Poznań,60-64,62,Attempted
2018,Rzeszów,60-64,36,Attempted
2018,Szczecin,60-64,41,Attempted
2018,Warszawa,60-64,35,Attempted
2018,Radom,60-64,59,Attempted
2018,Wrocław,60-64,58,Attempted
2019,Bydgoszcz,60-64,42,Attempted
2019,Białystok,60-64,29,Attempted
2019,Gdańsk,60-64,49,Attempted
2019,Gorzów Wlkp.,60-64,29,Attempted
2019,Katowice,60-64,78,Attempted
2019,Kielce,60-64,30,Attempted
2019,Kraków,60-64,73,Attempted
2019,Łódź,60-64,61,Attempted
2019,Lublin,60-64,43,Attempted
2019,Olsztyn,60-64,51,Attempted
2019,Opole,60-64,20,Attempted
2019,Poznań,60-64,51,Attempted
2019,Rzeszów,60-64,48,Attempted
2019,Szczecin,60-64,46,Attempted
2019,Warszawa,60-64,36,Attempted
2019,Radom,60-64,45,Attempted
2019,Wrocław,60-64,57,Attempted
2020,Bydgoszcz,60-64,29,Attempted
2020,Białystok,60-64,29,Attempted
2020,Gdańsk,60-64,42,Attempted
2020,Gorzów Wlkp.,60-64,40,Attempted
2020,Katowice,60-64,121,Attempted
2020,Kielce,60-64,44,Attempted
2020,Kraków,60-64,79,Attempted
2020,Łódź,60-64,68,Attempted
2020,Lublin,60-64,48,Attempted
2020,Olsztyn,60-64,28,Attempted
2020,Opole,60-64,13,Attempted
2020,Poznań,60-64,53,Attempted
2020,Rzeszów,60-64,45,Attempted
2020,Szczecin,60-64,29,Attempted
2020,Warszawa,60-64,21,Attempted
2020,Radom,60-64,58,Attempted
2020,Wrocław,60-64,63,Attempted
2021,Bydgoszcz,60-64,35,Attempted
2021,Białystok,60-64,22,Attempted
2021,Gdańsk,60-64,52,Attempted
2021,Gorzów Wlkp.,60-64,29,Attempted
2021,Katowice,60-64,99,Attempted
2021,Kielce,60-64,28,Attempted
2021,Kraków,60-64,67,Attempted
2021,Łódź,60-64,71,Attempted
2021,Lublin,60-64,50,Attempted
2021,Olsztyn,60-64,32,Attempted
2021,Opole,60-64,13,Attempted
2021,Poznań,60-64,49,Attempted
2021,Rzeszów,60-64,43,Attempted
2021,Szczecin,60-64,32,Attempted
2021,Warszawa,60-64,30,Attempted
2021,Radom,60-64,40,Attempted
2021,Wrocław,60-64,58,Attempted
2017,Bydgoszcz,65-69,21,Attempted
2017,Białystok,65-69,12,Attempted
2017,Gdańsk,65-69,23,Attempted
2017,Gorzów Wlkp.,65-69,17,Attempted
2017,Katowice,65-69,55,Attempted
2017,Kielce,65-69,28,Attempted
2017,Kraków,65-69,45,Attempted
2017,Łódź,65-69,51,Attempted
2017,Lublin,65-69,31,Attempted
2017,Olsztyn,65-69,21,Attempted
2017,Opole,65-69,13,Attempted
2017,Poznań,65-69,34,Attempted
2017,Rzeszów,65-69,26,Attempted
2017,Szczecin,65-69,21,Attempted
2017,Warszawa,65-69,25,Attempted
2017,Radom,65-69,38,Attempted
2017,Wrocław,65-69,48,Attempted
2018,Bydgoszcz,65-69,17,Attempted
2018,Białystok,65-69,10,Attempted
2018,Gdańsk,65-69,26,Attempted
2018,Gorzów Wlkp.,65-69,18,Attempted
2018,Katowice,65-69,65,Attempted
2018,Kielce,65-69,16,Attempted
2018,Kraków,65-69,35,Attempted
2018,Łódź,65-69,42,Attempted
2018,Lublin,65-69,24,Attempted
2018,Olsztyn,65-69,27,Attempted
2018,Opole,65-69,6,Attempted
2018,Poznań,65-69,37,Attempted
2018,Rzeszów,65-69,19,Attempted
2018,Szczecin,65-69,22,Attempted
2018,Warszawa,65-69,27,Attempted
2018,Radom,65-69,42,Attempted
2018,Wrocław,65-69,35,Attempted
2019,Bydgoszcz,65-69,20,Attempted
2019,Białystok,65-69,22,Attempted
2019,Gdańsk,65-69,32,Attempted
2019,Gorzów Wlkp.,65-69,18,Attempted
2019,Katowice,65-69,67,Attempted
2019,Kielce,65-69,31,Attempted
2019,Kraków,65-69,49,Attempted
2019,Łódź,65-69,49,Attempted
2019,Lublin,65-69,28,Attempted
2019,Olsztyn,65-69,28,Attempted
2019,Opole,65-69,13,Attempted
2019,Poznań,65-69,35,Attempted
2019,Rzeszów,65-69,25,Attempted
2019,Szczecin,65-69,31,Attempted
2019,Warszawa,65-69,32,Attempted
2019,Radom,65-69,38,Attempted
2019,Wrocław,65-69,60,Attempted
2020,Bydgoszcz,65-69,16,Attempted
2020,Białystok,65-69,8,Attempted
2020,Gdańsk,65-69,30,Attempted
2020,Gorzów Wlkp.,65-69,12,Attempted
2020,Katowice,65-69,58,Attempted
2020,Kielce,65-69,27,Attempted
2020,Kraków,65-69,67,Attempted
2020,Łódź,65-69,51,Attempted
2020,Lublin,65-69,39,Attempted
2020,Olsztyn,65-69,33,Attempted
2020,Opole,65-69,10,Attempted
2020,Poznań,65-69,40,Attempted
2020,Rzeszów,65-69,23,Attempted
2020,Szczecin,65-69,15,Attempted
2020,Warszawa,65-69,36,Attempted
2020,Radom,65-69,34,Attempted
2020,Wrocław,65-69,58,Attempted
2021,Bydgoszcz,65-69,28,Attempted
2021,Białystok,65-69,29,Attempted
2021,Gdańsk,65-69,45,Attempted
2021,Gorzów Wlkp.,65-69,17,Attempted
2021,Katowice,65-69,61,Attempted
2021,Kielce,65-69,26,Attempted
2021,Kraków,65-69,51,Attempted
2021,Łódź,65-69,47,Attempted
2021,Lublin,65-69,45,Attempted
2021,Olsztyn,65-69,27,Attempted
2021,Opole,65-69,9,Attempted
2021,Poznań,65-69,40,Attempted
2021,Rzeszów,65-69,25,Attempted
2021,Szczecin,65-69,31,Attempted
2021,Warszawa,65-69,27,Attempted
2021,Radom,65-69,38,Attempted
2021,Wrocław,65-69,41,Attempted
2017,Bydgoszcz,70-74,14,Attempted
2017,Białystok,70-74,3,Attempted
2017,Gdańsk,70-74,9,Attempted
2017,Gorzów Wlkp.,70-74,10,Attempted
2017,Katowice,70-74,36,Attempted
2017,Kielce,70-74,21,Attempted
2017,Kraków,70-74,32,Attempted
2017,Łódź,70-74,24,Attempted
2017,Lublin,70-74,8,Attempted
2017,Olsztyn,70-74,14,Attempted
2017,Opole,70-74,3,Attempted
2017,Poznań,70-74,16,Attempted
2017,Rzeszów,70-74,12,Attempted
2017,Szczecin,70-74,15,Attempted
2017,Warszawa,70-74,16,Attempted
2017,Radom,70-74,21,Attempted
2017,Wrocław,70-74,20,Attempted
2018,Bydgoszcz,70-74,16,Attempted
2018,Białystok,70-74,6,Attempted
2018,Gdańsk,70-74,17,Attempted
2018,Gorzów Wlkp.,70-74,11,Attempted
2018,Katowice,70-74,37,Attempted
2018,Kielce,70-74,12,Attempted
2018,Kraków,70-74,38,Attempted
2018,Łódź,70-74,31,Attempted
2018,Lublin,70-74,23,Attempted
2018,Olsztyn,70-74,15,Attempted
2018,Opole,70-74,11,Attempted
2018,Poznań,70-74,12,Attempted
2018,Rzeszów,70-74,22,Attempted
2018,Szczecin,70-74,14,Attempted
2018,Warszawa,70-74,25,Attempted
2018,Radom,70-74,13,Attempted
2018,Wrocław,70-74,25,Attempted
2019,Bydgoszcz,70-74,15,Attempted
2019,Białystok,70-74,6,Attempted
2019,Gdańsk,70-74,19,Attempted
2019,Gorzów Wlkp.,70-74,14,Attempted
2019,Katowice,70-74,42,Attempted
2019,Kielce,70-74,23,Attempted
2019,Kraków,70-74,28,Attempted
2019,Łódź,70-74,33,Attempted
2019,Lublin,70-74,17,Attempted
2019,Olsztyn,70-74,19,Attempted
2019,Opole,70-74,7,Attempted
2019,Poznań,70-74,34,Attempted
2019,Rzeszów,70-74,17,Attempted
2019,Szczecin,70-74,20,Attempted
2019,Warszawa,70-74,20,Attempted
2019,Radom,70-74,21,Attempted
2019,Wrocław,70-74,36,Attempted
2020,Bydgoszcz,70-74,16,Attempted
2020,Białystok,70-74,9,Attempted
2020,Gdańsk,70-74,19,Attempted
2020,Gorzów Wlkp.,70-74,13,Attempted
2020,Katowice,70-74,41,Attempted
2020,Kielce,70-74,15,Attempted
2020,Kraków,70-74,40,Attempted
2020,Łódź,70-74,38,Attempted
2020,Lublin,70-74,16,Attempted
2020,Olsztyn,70-74,13,Attempted
2020,Opole,70-74,7,Attempted
2020,Poznań,70-74,22,Attempted
2020,Rzeszów,70-74,27,Attempted
2020,Szczecin,70-74,21,Attempted
2020,Warszawa,70-74,29,Attempted
2020,Radom,70-74,19,Attempted
2020,Wrocław,70-74,28,Attempted
2021,Bydgoszcz,70-74,15,Attempted
2021,Białystok,70-74,9,Attempted
2021,Gdańsk,70-74,28,Attempted
2021,Gorzów Wlkp.,70-74,8,Attempted
2021,Katowice,70-74,58,Attempted
2021,Kielce,70-74,12,Attempted
2021,Kraków,70-74,26,Attempted
2021,Łódź,70-74,35,Attempted
2021,Lublin,70-74,25,Attempted
2021,Olsztyn,70-74,18,Attempted
2021,Opole,70-74,12,Attempted
2021,Poznań,70-74,21,Attempted
2021,Rzeszów,70-74,19,Attempted
2021,Szczecin,70-74,24,Attempted
2021,Warszawa,70-74,19,Attempted
2021,Radom,70-74,26,Attempted
2021,Wrocław,70-74,38,Attempted
2017,Bydgoszcz,75-79,9,Attempted
2017,Białystok,75-79,12,Attempted
2017,Gdańsk,75-79,11,Attempted
2017,Gorzów Wlkp.,75-79,5,Attempted
2017,Katowice,75-79,29,Attempted
2017,Kielce,75-79,8,Attempted
2017,Kraków,75-79,23,Attempted
2017,Łódź,75-79,14,Attempted
2017,Lublin,75-79,7,Attempted
2017,Olsztyn,75-79,5,Attempted
2017,Opole,75-79,3,Attempted
2017,Poznań,75-79,11,Attempted
2017,Rzeszów,75-79,13,Attempted
2017,Szczecin,75-79,4,Attempted
2017,Warszawa,75-79,10,Attempted
2017,Radom,75-79,11,Attempted
2017,Wrocław,75-79,10,Attempted
2018,Bydgoszcz,75-79,5,Attempted
2018,Białystok,75-79,10,Attempted
2018,Gdańsk,75-79,11,Attempted
2018,Gorzów Wlkp.,75-79,3,Attempted
2018,Katowice,75-79,32,Attempted
2018,Kielce,75-79,7,Attempted
2018,Kraków,75-79,22,Attempted
2018,Łódź,75-79,13,Attempted
2018,Lublin,75-79,11,Attempted
2018,Olsztyn,75-79,9,Attempted
2018,Opole,75-79,8,Attempted
2018,Poznań,75-79,8,Attempted
2018,Rzeszów,75-79,14,Attempted
2018,Szczecin,75-79,11,Attempted
2018,Warszawa,75-79,10,Attempted
2018,Radom,75-79,15,Attempted
2018,Wrocław,75-79,13,Attempted
2019,Bydgoszcz,75-79,2,Attempted
2019,Białystok,75-79,12,Attempted
2019,Gdańsk,75-79,11,Attempted
2019,Gorzów Wlkp.,75-79,6,Attempted
2019,Katowice,75-79,32,Attempted
2019,Kielce,75-79,10,Attempted
2019,Kraków,75-79,20,Attempted
2019,Łódź,75-79,18,Attempted
2019,Lublin,75-79,13,Attempted
2019,Olsztyn,75-79,9,Attempted
2019,Opole,75-79,5,Attempted
2019,Poznań,75-79,12,Attempted
2019,Rzeszów,75-79,9,Attempted
2019,Szczecin,75-79,6,Attempted
2019,Warszawa,75-79,8,Attempted
2019,Radom,75-79,11,Attempted
2019,Wrocław,75-79,16,Attempted
2020,Bydgoszcz,75-79,9,Attempted
2020,Białystok,75-79,13,Attempted
2020,Gdańsk,75-79,12,Attempted
2020,Gorzów Wlkp.,75-79,4,Attempted
2020,Katowice,75-79,26,Attempted
2020,Kielce,75-79,10,Attempted
2020,Kraków,75-79,15,Attempted
2020,Łódź,75-79,22,Attempted
2020,Lublin,75-79,12,Attempted
2020,Olsztyn,75-79,6,Attempted
2020,Opole,75-79,4,Attempted
2020,Poznań,75-79,12,Attempted
2020,Rzeszów,75-79,8,Attempted
2020,Szczecin,75-79,6,Attempted
2020,Warszawa,75-79,9,Attempted
2020,Radom,75-79,14,Attempted
2020,Wrocław,75-79,14,Attempted
2021,Bydgoszcz,75-79,8,Attempted
2021,Białystok,75-79,3,Attempted
2021,Gdańsk,75-79,11,Attempted
2021,Gorzów Wlkp.,75-79,10,Attempted
2021,Katowice,75-79,32,Attempted
2021,Kielce,75-79,7,Attempted
2021,Kraków,75-79,22,Attempted
2021,Łódź,75-79,20,Attempted
2021,Lublin,75-79,12,Attempted
2021,Olsztyn,75-79,4,Attempted
2021,Opole,75-79,3,Attempted
2021,Poznań,75-79,14,Attempted
2021,Rzeszów,75-79,8,Attempted
2021,Szczecin,75-79,6,Attempted
2021,Warszawa,75-79,11,Attempted
2021,Radom,75-79,4,Attempted
2021,Wrocław,75-79,17,Attempted
2017,Bydgoszcz,80-84,9,Attempted
2017,Białystok,80-84,2,Attempted
2017,Gdańsk,80-84,11,Attempted
2017,Gorzów Wlkp.,80-84,6,Attempted
2017,Katowice,80-84,28,Attempted
2017,Kielce,80-84,3,Attempted
2017,Kraków,80-84,22,Attempted
2017,Łódź,80-84,11,Attempted
2017,Lublin,80-84,11,Attempted
2017,Olsztyn,80-84,10,Attempted
2017,Opole,80-84,4,Attempted
2017,Poznań,80-84,12,Attempted
2017,Rzeszów,80-84,6,Attempted
2017,Szczecin,80-84,10,Attempted
2017,Warszawa,80-84,13,Attempted
2017,Radom,80-84,13,Attempted
2017,Wrocław,80-84,6,Attempted
2018,Bydgoszcz,80-84,7,Attempted
2018,Białystok,80-84,3,Attempted
2018,Gdańsk,80-84,4,Attempted
2018,Gorzów Wlkp.,80-84,1,Attempted
2018,Katowice,80-84,16,Attempted
2018,Kielce,80-84,5,Attempted
2018,Kraków,80-84,15,Attempted
2018,Łódź,80-84,14,Attempted
2018,Lublin,80-84,10,Attempted
2018,Olsztyn,80-84,5,Attempted
2018,Opole,80-84,3,Attempted
2018,Poznań,80-84,10,Attempted
2018,Rzeszów,80-84,1,Attempted
2018,Szczecin,80-84,5,Attempted
2018,Warszawa,80-84,15,Attempted
2018,Radom,80-84,9,Attempted
2018,Wrocław,80-84,19,Attempted
2019,Bydgoszcz,80-84,4,Attempted
2019,Białystok,80-84,9,Attempted
2019,Gdańsk,80-84,8,Attempted
2019,Gorzów Wlkp.,80-84,5,Attempted
2019,Katowice,80-84,16,Attempted
2019,Kielce,80-84,6,Attempted
2019,Kraków,80-84,16,Attempted
2019,Łódź,80-84,16,Attempted
2019,Lublin,80-84,15,Attempted
2019,Olsztyn,80-84,9,Attempted
2019,Opole,80-84,1,Attempted
2019,Poznań,80-84,9,Attempted
2019,Rzeszów,80-84,7,Attempted
2019,Szczecin,80-84,6,Attempted
2019,Warszawa,80-84,8,Attempted
2019,Radom,80-84,8,Attempted
2019,Wrocław,80-84,19,Attempted
2020,Bydgoszcz,80-84,7,Attempted
2020,Białystok,80-84,4,Attempted
2020,Gdańsk,80-84,4,Attempted
2020,Gorzów Wlkp.,80-84,3,Attempted
2020,Katowice,80-84,29,Attempted
2020,Kielce,80-84,6,Attempted
2020,Kraków,80-84,22,Attempted
2020,Łódź,80-84,14,Attempted
2020,Lublin,80-84,10,Attempted
2020,Olsztyn,80-84,8,Attempted
2020,Opole,80-84,6,Attempted
2020,Poznań,80-84,9,Attempted
2020,Rzeszów,80-84,8,Attempted
2020,Szczecin,80-84,6,Attempted
2020,Warszawa,80-84,11,Attempted
2020,Radom,80-84,10,Attempted
2020,Wrocław,80-84,14,Attempted
2021,Bydgoszcz,80-84,7,Attempted
2021,Białystok,80-84,5,Attempted
2021,Gdańsk,80-84,15,Attempted
2021,Gorzów Wlkp.,80-84,10,Attempted
2021,Katowice,80-84,18,Attempted
2021,Kielce,80-84,6,Attempted
2021,Kraków,80-84,19,Attempted
2021,Łódź,80-84,23,Attempted
2021,Lublin,80-84,11,Attempted
2021,Olsztyn,80-84,6,Attempted
2021,Opole,80-84,5,Attempted
2021,Poznań,80-84,14,Attempted
2021,Rzeszów,80-84,9,Attempted
2021,Szczecin,80-84,10,Attempted
2021,Warszawa,80-84,7,Attempted
2021,Radom,80-84,7,Attempted
2021,Wrocław,80-84,15,Attempted
2017,Bydgoszcz,85+,6,Attempted
2017,Białystok,85+,2,Attempted
2017,Gdańsk,85+,11,Attempted
2017,Gorzów Wlkp.,85+,8,Attempted
2017,Katowice,85+,18,Attempted
2017,Kielce,85+,4,Attempted
2017,Kraków,85+,13,Attempted
2017,Łódź,85+,11,Attempted
2017,Lublin,85+,5,Attempted
2017,Olsztyn,85+,5,Attempted
2017,Opole,85+,0,Attempted
2017,Poznań,85+,9,Attempted
2017,Rzeszów,85+,4,Attempted
2017,Szczecin,85+,7,Attempted
2017,Warszawa,85+,14,Attempted
2017,Radom,85+,6,Attempted
2017,Wrocław,85+,9,Attempted
2018,Bydgoszcz,85+,10,Attempted
2018,Białystok,85+,5,Attempted
2018,Gdańsk,85+,8,Attempted
2018,Gorzów Wlkp.,85+,4,Attempted
2018,Katowice,85+,24,Attempted
2018,Kielce,85+,3,Attempted
2018,Kraków,85+,12,Attempted
2018,Łódź,85+,18,Attempted
2018,Lublin,85+,9,Attempted
2018,Olsztyn,85+,8,Attempted
2018,Opole,85+,3,Attempted
2018,Poznań,85+,8,Attempted
2018,Rzeszów,85+,5,Attempted
2018,Szczecin,85+,6,Attempted
2018,Warszawa,85+,10,Attempted
2018,Radom,85+,14,Attempted
2018,Wrocław,85+,12,Attempted
2019,Bydgoszcz,85+,7,Attempted
2019,Białystok,85+,3,Attempted
2019,Gdańsk,85+,11,Attempted
2019,Gorzów Wlkp.,85+,3,Attempted
2019,Katowice,85+,18,Attempted
2019,Kielce,85+,3,Attempted
2019,Kraków,85+,20,Attempted
2019,Łódź,85+,17,Attempted
2019,Lublin,85+,10,Attempted
2019,Olsztyn,85+,8,Attempted
2019,Opole,85+,3,Attempted
2019,Poznań,85+,15,Attempted
2019,Rzeszów,85+,2,Attempted
2019,Szczecin,85+,10,Attempted
2019,Warszawa,85+,22,Attempted
2019,Radom,85+,13,Attempted
2019,Wrocław,85+,15,Attempted
2020,Bydgoszcz,85+,8,Attempted
2020,Białystok,85+,3,Attempted
2020,Gdańsk,85+,7,Attempted
2020,Gorzów Wlkp.,85+,3,Attempted
2020,Katowice,85+,18,Attempted
2020,Kielce,85+,12,Attempted
2020,Kraków,85+,22,Attempted
2020,Łódź,85+,17,Attempted
2020,Lublin,85+,5,Attempted
2020,Olsztyn,85+,3,Attempted
2020,Opole,85+,6,Attempted
2020,Poznań,85+,13,Attempted
2020,Rzeszów,85+,9,Attempted
2020,Szczecin,85+,7,Attempted
2020,Warszawa,85+,18,Attempted
2020,Radom,85+,12,Attempted
2020,Wrocław,85+,14,Attempted
2021,Bydgoszcz,85+,6,Attempted
2021,Białystok,85+,3,Attempted
2021,Gdańsk,85+,12,Attempted
2021,Gorzów Wlkp.,85+,5,Attempted
2021,Katowice,85+,14,Attempted
2021,Kielce,85+,3,Attempted
2021,Kraków,85+,21,Attempted
2021,Łódź,85+,21,Attempted
2021,Lublin,85+,11,Attempted
2021,Olsztyn,85+,8,Attempted
2021,Opole,85+,7,Attempted
2021,Poznań,85+,12,Attempted
2021,Rzeszów,85+,7,Attempted
2021,Szczecin,85+,9,Attempted
2021,Warszawa,85+,17,Attempted
2021,Radom,85+,9,Attempted
2021,Wrocław,85+,18,Attempted
2017,Bydgoszcz,undetermined,1,Attempted
2017,Białystok,undetermined,1,Attempted
2017,Gdańsk,undetermined,2,Attempted
2017,Gorzów Wlkp.,undetermined,0,Attempted
2017,Katowice,undetermined,0,Attempted
2017,Kielce,undetermined,0,Attempted
2017,Kraków,undetermined,2,Attempted
2017,Łódź,undetermined,0,Attempted
2017,Lublin,undetermined,0,Attempted
2017,Olsztyn,undetermined,0,Attempted
2017,Opole,undetermined,0,Attempted
2017,Poznań,undetermined,1,Attempted
2017,Rzeszów,undetermined,0,Attempted
2017,Szczecin,undetermined,1,Attempted
2017,Warszawa,undetermined,0,Attempted
2017,Radom,undetermined,1,Attempted
2017,Wrocław,undetermined,0,Attempted
2018,Bydgoszcz,undetermined,1,Attempted
2018,Białystok,undetermined,0,Attempted
2018,Gdańsk,undetermined,0,Attempted
2018,Gorzów Wlkp.,undetermined,0,Attempted
2018,Katowice,undetermined,0,Attempted
2018,Kielce,undetermined,0,Attempted
2018,Kraków,undetermined,3,Attempted
2018,Łódź,undetermined,0,Attempted
2018,Lublin,undetermined,0,Attempted
2018,Olsztyn,undetermined,0,Attempted
2018,Opole,undetermined,0,Attempted
2018,Poznań,undetermined,0,Attempted
2018,Rzeszów,undetermined,0,Attempted
2018,Szczecin,undetermined,0,Attempted
2018,Warszawa,undetermined,2,Attempted
2018,Radom,undetermined,0,Attempted
2018,Wrocław,undetermined,1,Attempted
2019,Bydgoszcz,undetermined,2,Attempted
2019,Białystok,undetermined,1,Attempted
2019,Gdańsk,undetermined,0,Attempted
2019,Gorzów Wlkp.,undetermined,1,Attempted
2019,Katowice,undetermined,0,Attempted
2019,Kielce,undetermined,0,Attempted
2019,Kraków,undetermined,0,Attempted
2019,Łódź,undetermined,0,Attempted
2019,Lublin,undetermined,3,Attempted
2019,Olsztyn,undetermined,0,Attempted
2019,Opole,undetermined,0,Attempted
2019,Poznań,undetermined,0,Attempted
2019,Rzeszów,undetermined,0,Attempted
2019,Szczecin,undetermined,0,Attempted
2019,Warszawa,undetermined,1,Attempted
2019,Radom,undetermined,1,Attempted
2019,Wrocław,undetermined,2,Attempted
2020,Bydgoszcz,undetermined,1,Attempted
2020,Białystok,undetermined,0,Attempted
2020,Gdańsk,undetermined,1,Attempted
2020,Gorzów Wlkp.,undetermined,0,Attempted
2020,Katowice,undetermined,0,Attempted
2020,Kielce,undetermined,0,Attempted
2020,Kraków,undetermined,0,Attempted
2020,Łódź,undetermined,0,Attempted
2020,Lublin,undetermined,0,Attempted
2020,Olsztyn,undetermined,0,Attempted
2020,Opole,undetermined,0,Attempted
2020,Poznań,undetermined,0,Attempted
2020,Rzeszów,undetermined,0,Attempted
2020,Szczecin,undetermined,1,Attempted
2020,Warszawa,undetermined,3,Attempted
2020,Radom,undetermined,1,Attempted
2020,Wrocław,undetermined,0,Attempted
2021,Bydgoszcz,undetermined,1,Attempted
2021,Białystok,undetermined,0,Attempted
2021,Gdańsk,undetermined,1,Attempted
2021,Gorzów Wlkp.,undetermined,0,Attempted
2021,Katowice,undetermined,1,Attempted
2021,Kielce,undetermined,0,Attempted
2021,Kraków,undetermined,0,Attempted
2021,Łódź,undetermined,1,Attempted
2021,Lublin,undetermined,1,Attempted
2021,Olsztyn,undetermined,0,Attempted
2021,Opole,undetermined,1,Attempted
2021,Poznań,undetermined,1,Attempted
2021,Rzeszów,undetermined,0,Attempted
2021,Szczecin,undetermined,0,Attempted
2021,Warszawa,undetermined,9,Attempted
2021,Radom,undetermined,0,Attempted
2021,Wrocław,undetermined,2,Attempted
1999,Wrocław,0-6,1,Fatal
1999,Bydgoszcz,0-6,0,Fatal
1999,Lublin,0-6,2,Fatal
1999,Gorzów Wlkp.,0-6,0,Fatal
1999,Łódź,0-6,2,Fatal
1999,Kraków,0-6,1,Fatal
1999,Radom,0-6,0,Fatal
1999,Opole,0-6,0,Fatal
1999,Rzeszów,0-6,1,Fatal
1999,Białystok,0-6,0,Fatal
1999,Gdańsk,0-6,0,Fatal
1999,Katowice,0-6,0,Fatal
1999,Kielce,0-6,0,Fatal
1999,Olsztyn,0-6,0,Fatal
1999,Poznań,0-6,2,Fatal
1999,Szczecin,0-6,0,Fatal
1999,Warszawa,0-6,0,Fatal
2000,Wrocław,0-6,1,Fatal
2000,Bydgoszcz,0-6,0,Fatal
2000,Lublin,0-6,0,Fatal
2000,Gorzów Wlkp.,0-6,0,Fatal
2000,Łódź,0-6,0,Fatal
