year,garnizon,age,suicides,outcome
2001,Gdańsk,60-64,15,Attempted
2001,Katowice,60-64,32,Attempted
2001,Kielce,60-64,13,Attempted
2001,Olsztyn,60-64,13,Attempted
2001,Poznań,60-64,35,Attempted
2001,Szczecin,60-64,15,Attempted
2001,Warszawa,60-64,5,Attempted
2002,Wrocław,60-64,17,Attempted
2002,Bydgoszcz,60-64,10,Attempted
2002,Lublin,60-64,14,Attempted
2002,Gorzów Wlkp.,60-64,13,Attempted
2002,Łódź,60-64,28,Attempted
2002,Kraków,60-64,41,Attempted
2002,Radom,60-64,15,Attempted
2002,Opole,60-64,10,Attempted
2002,Rzeszów,60-64,16,Attempted
2002,Białystok,60-64,8,Attempted
2002,Gdańsk,60-64,23,Attempted
2002,Katowice,60-64,47,Attempted
2002,Kielce,60-64,12,Attempted
2002,Olsztyn,60-64,9,Attempted
2002,Poznań,60-64,26,Attempted
2002,Szczecin,60-64,12,Attempted
2002,Warszawa,60-64,2,Attempted
2003,Wrocław,60-64,20,Attempted
2003,Bydgoszcz,60-64,16,Attempted
2003,Lublin,60-64,13,Attempted
2003,Gorzów Wlkp.,60-64,5,Attempted
2003,Łódź,60-64,20,Attempted
2003,Kraków,60-64,28,Attempted
2003,Radom,60-64,24,Attempted
2003,Opole,60-64,6,Attempted
2003,Rzeszów,60-64,16,Attempted
2003,Białystok,60-64,17,Attempted
2003,Gdańsk,60-64,14,Attempted
2003,Katowice,60-64,38,Attempted
2003,Kielce,60-64,16,Attempted
2003,Olsztyn,60-64,5,Attempted
2003,Poznań,60-64,21,Attempted
2003,Szczecin,60-64,16,Attempted
2003,Warszawa,60-64,8,Attempted
2004,Wrocław,60-64,23,Attempted
2004,Bydgoszcz,60-64,16,Attempted
2004,Lublin,60-64,16,Attempted
2004,Gorzów Wlkp.,60-64,11,Attempted
2004,Łódź,60-64,24,Attempted
2004,Kraków,60-64,30,Attempted
2004,Radom,60-64,19,Attempted
2004,Opole,60-64,9,Attempted
2004,Rzeszów,60-64,7,Attempted
2004,Białystok,60-64,13,Attempted
2004,Gdańsk,60-64,19,Attempted
2004,Katowice,60-64,33,Attempted
2004,Kielce,60-64,18,Attempted
2004,Olsztyn,60-64,9,Attempted
2004,Poznań,60-64,26,Attempted
2004,Szczecin,60-64,8,Attempted
2004,Warszawa,60-64,14,Attempted
2005,Wrocław,60-64,20,Attempted
2005,Bydgoszcz,60-64,18,Attempted
2005,Lublin,60-64,19,Attempted
2005,Gorzów Wlkp.,60-64,6,Attempted
2005,Łódź,60-64,20,Attempted
2005,Kraków,60-64,32,Attempted
2005,Radom,60-64,16,Attempted
2005,Opole,60-64,4,Attempted
2005,Rzeszów,60-64,13,Attempted
2005,Białystok,60-64,15,Attempted
2005,Gdańsk,60-64,11,Attempted
2005,Katowice,60-64,44,Attempted
2005,Kielce,60-64,10,Attempted
2005,Olsztyn,60-64,12,Attempted
2005,Poznań,60-64,20,Attempted
2005,Szczecin,60-64,11,Attempted
2005,Warszawa,60-64,17,Attempted
2006,Wrocław,60-64,16,Attempted
2006,Bydgoszcz,60-64,18,Attempted
2006,Lublin,60-64,15,Attempted
2006,Gorzów Wlkp.,60-64,9,Attempted
2006,Łódź,60-64,17,Attempted
2006,Kraków,60-64,21,Attempted
2006,Radom,60-64,10,Attempted
2006,Opole,60-64,4,Attempted
2006,Rzeszów,60-64,11,Attempted
2006,Białystok,60-64,9,Attempted
2006,Gdańsk,60-64,15,Attempted
2006,Katowice,60-64,38,Attempted
2006,Kielce,60-64,8,Attempted
2006,Olsztyn,60-64,15,Attempted
2006,Poznań,60-64,18,Attempted
2006,Szczecin,60-64,9,Attempted
2006,Warszawa,60-64,5,Attempted
2007,Wrocław,60-64,14,Attempted
2007,Bydgoszcz,60-64,13,Attempted
2007,Lublin,60-64,16,Attempted
2007,Gorzów Wlkp.,60-64,8,Attempted
2007,Łódź,60-64,17,Attempted
2007,Kraków,60-64,18,Attempted
2007,Radom,60-64,20,Attempted
2007,Opole,60-64,7,Attempted
2007,Rzeszów,60-64,7,Attempted
2007,Białystok,60-64,8,Attempted
2007,Gdańsk,60-64,18,Attempted
2007,Katowice,60-64,27,Attempted
2007,Kielce,60-64,4,Attempted
2007,Olsztyn,60-64,10,Attempted
2007,Poznań,60-64,34,Attempted
2007,Szczecin,60-64,8,Attempted
2007,Warszawa,60-64,10,Attempted
2008,Wrocław,60-64,13,Attempted
2008,Bydgoszcz,60-64,15,Attempted
2008,Lublin,60-64,25,Attempted
2008,Gorzów Wlkp.,60-64,12,Attempted
2008,Łódź,60-64,32,Attempted
2008,Kraków,60-64,27,Attempted
2008,Radom,60-64,34,Attempted
2008,Opole,60-64,3,Attempted
2008,Rzeszów,60-64,13,Attempted
2008,Białystok,60-64,9,Attempted
2008,Gdańsk,60-64,11,Attempted
2008,Katowice,60-64,21,Attempted
2008,Kielce,60-64,6,Attempted
2008,Olsztyn,60-64,17,Attempted
2008,Poznań,60-64,27,Attempted
2008,Szczecin,60-64,8,Attempted
2008,Warszawa,60-64,15,Attempted
2009,Wrocław,60-64,19,Attempted
2009,Bydgoszcz,60-64,25,Attempted
2009,Lublin,60-64,17,Attempted
2009,Gorzów Wlkp.,60-64,15,Attempted
2009,Łódź,60-64,31,Attempted
2009,Kraków,60-64,31,Attempted
2009,Radom,60-64,31,Attempted
2009,Opole,60-64,10,Attempted
2009,Rzeszów,60-64,6,Attempted
2009,Białystok,60-64,13,Attempted
2009,Gdańsk,60-64,17,Attempted
2009,Katowice,60-64,33,Attempted
2009,Kielce,60-64,18,Attempted
2009,Olsztyn,60-64,17,Attempted
2009,Poznań,60-64,34,Attempted
2009,Szczecin,60-64,11,Attempted
2009,Warszawa,60-64,17,Attempted
2010,Wrocław,60-64,25,Attempted
2010,Bydgoszcz,60-64,18,Attempted
2010,Lublin,60-64,24,Attempted
2010,Gorzów Wlkp.,60-64,15,Attempted
2010,Łódź,60-64,30,Attempted
2010,Kraków,60-64,20,Attempted
2010,Radom,60-64,32,Attempted
2010,Opole,60-64,7,Attempted
2010,Rzeszów,60-64,22,Attempted
2010,Białystok,60-64,14,Attempted
2010,Gdańsk,60-64,20,Attempted
2010,Katowice,60-64,47,Attempted
2010,Kielce,60-64,9,Attempted
2010,Olsztyn,60-64,14,Attempted
2010,Poznań,60-64,27,Attempted
2010,Szczecin,60-64,12,Attempted
2010,Warszawa,60-64,17,Attempted
2011,Wrocław,60-64,16,Attempted
2011,Bydgoszcz,60-64,25,Attempted
2011,Lublin,60-64,25,Attempted
2011,Gorzów Wlkp.,60-64,14,Attempted
2011,Łódź,60-64,19,Attempted
2011,Kraków,60-64,25,Attempted
2011,Radom,60-64,20,Attempted
2011,Opole,60-64,5,Attempted
2011,Rzeszów,60-64,21,Attempted
2011,Białystok,60-64,16,Attempted
2011,Gdańsk,60-64,15,Attempted
2011,Katowice,60-64,47,Attempted
2011,Kielce,60-64,24,Attempted
2011,Olsztyn,60-64,14,Attempted
2011,Poznań,60-64,16,Attempted
2011,Szczecin,60-64,15,Attempted
2011,Warszawa,60-64,14,Attempted
2012,Wrocław,60-64,28,Attempted
2012,Bydgoszcz,60-64,34,Attempted
2012,Lublin,60-64,15,Attempted
2012,Gorzów Wlkp.,60-64,27,Attempted
2012,Łódź,60-64,35,Attempted
2012,Kraków,60-64,25,Attempted
2012,Radom,60-64,36,Attempted
2012,Opole,60-64,13,Attempted
2012,Rzeszów,60-64,19,Attempted
2012,Białystok,60-64,20,Attempted
2012,Gdańsk,60-64,15,Attempted
2012,Katowice,60-64,43,Attempted
2012,Kielce,60-64,48,Attempted
2012,Olsztyn,60-64,18,Attempted
2012,Poznań,60-64,29,Attempted
2012,Szczecin,60-64,12,Attempted
2012,Warszawa,60-64,26,Attempted
1999,Wrocław,65-69,7,Attempted
1999,Bydgoszcz,65-69,9,Attempted
1999,Lublin,65-69,14,Attempted
1999,Gorzów Wlkp.,65-69,6,Attempted
1999,Łódź,65-69,15,Attempted
1999,Kraków,65-69,19,Attempted
1999,Radom,65-69,18,Attempted
1999,Opole,65-69,15,Attempted
1999,Rzeszów,65-69,9,Attempted
1999,Białystok,65-69,17,Attempted
1999,Gdańsk,65-69,15,Attempted
1999,Katowice,65-69,16,Attempted
1999,Kielce,65-69,12,Attempted
1999,Olsztyn,65-69,9,Attempted
1999,Poznań,65-69,33,Attempted
1999,Szczecin,65-69,15,Attempted
1999,Warszawa,65-69,6,Attempted
2000,Wrocław,65-69,19,Attempted
2000,Bydgoszcz,65-69,5,Attempted
2000,Lublin,65-69,6,Attempted
2000,Gorzów Wlkp.,65-69,6,Attempted
2000,Łódź,65-69,18,Attempted
2000,Kraków,65-69,29,Attempted
2000,Radom,65-69,23,Attempted
2000,Opole,65-69,11,Attempted
2000,Rzeszów,65-69,20,Attempted
2000,Białystok,65-69,12,Attempted
2000,Gdańsk,65-69,20,Attempted
2000,Katowice,65-69,24,Attempted
2000,Kielce,65-69,7,Attempted
2000,Olsztyn,65-69,2,Attempted
2000,Poznań,65-69,27,Attempted
2000,Szczecin,65-69,11,Attempted
2000,Warszawa,65-69,6,Attempted
2001,Wrocław,65-69,16,Attempted
2001,Bydgoszcz,65-69,14,Attempted
2001,Lublin,65-69,7,Attempted
2001,Gorzów Wlkp.,65-69,7,Attempted
2001,Łódź,65-69,18,Attempted
2001,Kraków,65-69,25,Attempted
2001,Radom,65-69,10,Attempted
2001,Opole,65-69,7,Attempted
2001,Rzeszów,65-69,16,Attempted
2001,Białystok,65-69,13,Attempted
2001,Gdańsk,65-69,14,Attempted
2001,Katowice,65-69,22,Attempted
2001,Kielce,65-69,5,Attempted
2001,Olsztyn,65-69,11,Attempted
2001,Poznań,65-69,26,Attempted
2001,Szczecin,65-69,10,Attempted
2001,Warszawa,65-69,3,Attempted
2002,Wrocław,65-69,27,Attempted
2002,Bydgoszcz,65-69,15,Attempted
2002,Lublin,65-69,14,Attempted
2002,Gorzów Wlkp.,65-69,9,Attempted
2002,Łódź,65-69,13,Attempted
2002,Kraków,65-69,30,Attempted
2002,Radom,65-69,12,Attempted
2002,Opole,65-69,10,Attempted
2002,Rzeszów,65-69,25,Attempted
2002,Białystok,65-69,13,Attempted
2002,Gdańsk,65-69,24,Attempted
2002,Katowice,65-69,34,Attempted
2002,Kielce,65-69,6,Attempted
2002,Olsztyn,65-69,15,Attempted
2002,Poznań,65-69,30,Attempted
2002,Szczecin,65-69,11,Attempted
2002,Warszawa,65-69,6,Attempted
2003,Wrocław,65-69,21,Attempted
2003,Bydgoszcz,65-69,7,Attempted
2003,Lublin,65-69,21,Attempted
2003,Gorzów Wlkp.,65-69,5,Attempted
2003,Łódź,65-69,15,Attempted
2003,Kraków,65-69,32,Attempted
2003,Radom,65-69,16,Attempted
2003,Opole,65-69,10,Attempted
2003,Rzeszów,65-69,12,Attempted
2003,Białystok,65-69,13,Attempted
2003,Gdańsk,65-69,13,Attempted
2003,Katowice,65-69,30,Attempted
2003,Kielce,65-69,7,Attempted
2003,Olsztyn,65-69,12,Attempted
2003,Poznań,65-69,22,Attempted
2003,Szczecin,65-69,4,Attempted
2003,Warszawa,65-69,9,Attempted
2004,Wrocław,65-69,25,Attempted
2004,Bydgoszcz,65-69,20,Attempted
2004,Lublin,65-69,12,Attempted
2004,Gorzów Wlkp.,65-69,4,Attempted
2004,Łódź,65-69,11,Attempted
2004,Kraków,65-69,23,Attempted
2004,Radom,65-69,8,Attempted
2004,Opole,65-69,11,Attempted
2004,Rzeszów,65-69,17,Attempted
2004,Białystok,65-69,8,Attempted
2004,Gdańsk,65-69,10,Attempted
2004,Katowice,65-69,25,Attempted
2004,Kielce,65-69,7,Attempted
2004,Olsztyn,65-69,14,Attempted
2004,Poznań,65-69,21,Attempted
2004,Szczecin,65-69,14,Attempted
2004,Warszawa,65-69,10,Attempted
2005,Wrocław,65-69,12,Attempted
2005,Bydgoszcz,65-69,12,Attempted
2005,Lublin,65-69,14,Attempted
2005,Gorzów Wlkp.,65-69,5,Attempted
2005,Łódź,65-69,11,Attempted
2005,Kraków,65-69,23,Attempted
2005,Radom,65-69,19,Attempted
2005,Opole,65-69,10,Attempted
2005,Rzeszów,65-69,8,Attempted
2005,Białystok,65-69,8,Attempted
2005,Gdańsk,65-69,22,Attempted
2005,Katowice,65-69,31,Attempted
2005,Kielce,65-69,10,Attempted
2005,Olsztyn,65-69,6,Attempted
2005,Poznań,65-69,17,Attempted
2005,Szczecin,65-69,5,Attempted
2005,Warszawa,65-69,8,Attempted
2006,Wrocław,65-69,15,Attempted
2006,Bydgoszcz,65-69,15,Attempted
2006,Lublin,65-69,8,Attempted
2006,Gorzów Wlkp.,65-69,9,Attempted
2006,Łódź,65-69,18,Attempted
2006,Kraków,65-69,18,Attempted
2006,Radom,65-69,13,Attempted
2006,Opole,65-69,13,Attempted
2006,Rzeszów,65-69,8,Attempted
2006,Białystok,65-69,8,Attempted
2006,Gdańsk,65-69,14,Attempted
2006,Katowice,65-69,20,Attempted
2006,Kielce,65-69,9,Attempted
2006,Olsztyn,65-69,8,Attempted
2006,Poznań,65-69,16,Attempted
2006,Szczecin,65-69,8,Attempted
2006,Warszawa,65-69,3,Attempted
2007,Wrocław,65-69,14,Attempted
2007,Bydgoszcz,65-69,15,Attempted
2007,Lublin,65-69,10,Attempted
2007,Gorzów Wlkp.,65-69,5,Attempted
2007,Łódź,65-69,13,Attempted
2007,Kraków,65-69,12,Attempted
2007,Radom,65-69,15,Attempted
2007,Opole,65-69,6,Attempted
2007,Rzeszów,65-69,7,Attempted
2007,Białystok,65-69,5,Attempted
2007,Gdańsk,65-69,14,Attempted
2007,Katowice,65-69,24,Attempted
2007,Kielce,65-69,7,Attempted
2007,Olsztyn,65-69,6,Attempted
2007,Poznań,65-69,22,Attempted
2007,Szczecin,65-69,8,Attempted
2007,Warszawa,65-69,3,Attempted
2008,Wrocław,65-69,16,Attempted
2008,Bydgoszcz,65-69,7,Attempted
2008,Lublin,65-69,6,Attempted
2008,Gorzów Wlkp.,65-69,17,Attempted
2008,Łódź,65-69,16,Attempted
2008,Kraków,65-69,14,Attempted
2008,Radom,65-69,18,Attempted
2008,Opole,65-69,4,Attempted
2008,Rzeszów,65-69,8,Attempted
2008,Białystok,65-69,11,Attempted
2008,Gdańsk,65-69,15,Attempted
2008,Katowice,65-69,26,Attempted
2008,Kielce,65-69,2,Attempted
2008,Olsztyn,65-69,8,Attempted
2008,Poznań,65-69,17,Attempted
2008,Szczecin,65-69,6,Attempted
2008,Warszawa,65-69,6,Attempted
2009,Wrocław,65-69,11,Attempted
2009,Bydgoszcz,65-69,11,Attempted
2009,Lublin,65-69,14,Attempted
2009,Gorzów Wlkp.,65-69,12,Attempted
2009,Łódź,65-69,16,Attempted
2009,Kraków,65-69,26,Attempted
2009,Radom,65-69,20,Attempted
2009,Opole,65-69,7,Attempted
2009,Rzeszów,65-69,9,Attempted
2009,Białystok,65-69,10,Attempted
2009,Gdańsk,65-69,12,Attempted
2009,Katowice,65-69,21,Attempted
2009,Kielce,65-69,5,Attempted
2009,Olsztyn,65-69,7,Attempted
2009,Poznań,65-69,21,Attempted
2009,Szczecin,65-69,10,Attempted
2009,Warszawa,65-69,7,Attempted
2010,Wrocław,65-69,7,Attempted
2010,Bydgoszcz,65-69,18,Attempted
2010,Lublin,65-69,15,Attempted
2010,Gorzów Wlkp.,65-69,5,Attempted
2010,Łódź,65-69,17,Attempted
2010,Kraków,65-69,22,Attempted
2010,Radom,65-69,13,Attempted
2010,Opole,65-69,3,Attempted
2010,Rzeszów,65-69,11,Attempted
2010,Białystok,65-69,8,Attempted
2010,Gdańsk,65-69,11,Attempted
2010,Katowice,65-69,31,Attempted
2010,Kielce,65-69,3,Attempted
2010,Olsztyn,65-69,10,Attempted
2010,Poznań,65-69,11,Attempted
2010,Szczecin,65-69,13,Attempted
2010,Warszawa,65-69,11,Attempted
2011,Wrocław,65-69,6,Attempted
2011,Bydgoszcz,65-69,6,Attempted
2011,Lublin,65-69,9,Attempted
2011,Gorzów Wlkp.,65-69,5,Attempted
2011,Łódź,65-69,10,Attempted
2011,Kraków,65-69,19,Attempted
2011,Radom,65-69,19,Attempted
2011,Opole,65-69,1,Attempted
2011,Rzeszów,65-69,7,Attempted
2011,Białystok,65-69,4,Attempted
2011,Gdańsk,65-69,4,Attempted
2011,Katowice,65-69,19,Attempted
2011,Kielce,65-69,7,Attempted
2011,Olsztyn,65-69,8,Attempted
2011,Poznań,65-69,14,Attempted
2011,Szczecin,65-69,8,Attempted
2011,Warszawa,65-69,5,Attempted
2012,Wrocław,65-69,14,Attempted
2012,Bydgoszcz,65-69,15,Attempted
2012,Lublin,65-69,12,Attempted
2012,Gorzów Wlkp.,65-69,17,Attempted
2012,Łódź,65-69,19,Attempted
2012,Kraków,65-69,19,Attempted
2012,Radom,65-69,12,Attempted
2012,Opole,65-69,2,Attempted
2012,Rzeszów,65-69,8,Attempted
2012,Białystok,65-69,7,Attempted
2012,Gdańsk,65-69,9,Attempted
2012,Katowice,65-69,25,Attempted
2012,Kielce,65-69,13,Attempted
2012,Olsztyn,65-69,13,Attempted
2012,Poznań,65-69,10,Attempted
2012,Szczecin,65-69,3,Attempted
2012,Warszawa,65-69,15,Attempted
1999,Wrocław,70-74,21,Attempted
1999,Bydgoszcz,70-74,4,Attempted
1999,Lublin,70-74,10,Attempted
1999,Gorzów Wlkp.,70-74,11,Attempted
1999,Łódź,70-74,15,Attempted
1999,Kraków,70-74,8,Attempted
1999,Radom,70-74,9,Attempted
1999,Opole,70-74,8,Attempted
1999,Rzeszów,70-74,3,Attempted
1999,Białystok,70-74,13,Attempted
1999,Gdańsk,70-74,10,Attempted
1999,Katowice,70-74,12,Attempted
1999,Kielce,70-74,7,Attempted
1999,Olsztyn,70-74,5,Attempted
1999,Poznań,70-74,23,Attempted
1999,Szczecin,70-74,5,Attempted
1999,Warszawa,70-74,3,Attempted
2000,Wrocław,70-74,18,Attempted
2000,Bydgoszcz,70-74,10,Attempted
2000,Lublin,70-74,10,Attempted
2000,Gorzów Wlkp.,70-74,7,Attempted
2000,Łódź,70-74,16,Attempted
2000,Kraków,70-74,18,Attempted
2000,Radom,70-74,14,Attempted
2000,Opole,70-74,3,Attempted
2000,Rzeszów,70-74,9,Attempted
2000,Białystok,70-74,12,Attempted
2000,Gdańsk,70-74,6,Attempted
2000,Katowice,70-74,12,Attempted
2000,Kielce,70-74,5,Attempted
2000,Olsztyn,70-74,6,Attempted
2000,Poznań,70-74,21,Attempted
2000,Szczecin,70-74,2,Attempted
2000,Warszawa,70-74,5,Attempted
2001,Wrocław,70-74,16,Attempted
2001,Bydgoszcz,70-74,12,Attempted
2001,Lublin,70-74,8,Attempted
2001,Gorzów Wlkp.,70-74,8,Attempted
2001,Łódź,70-74,14,Attempted
2001,Kraków,70-74,22,Attempted
2001,Radom,70-74,16,Attempted
2001,Opole,70-74,3,Attempted
2001,Rzeszów,70-74,15,Attempted
2001,Białystok,70-74,4,Attempted
2001,Gdańsk,70-74,14,Attempted
2001,Katowice,70-74,20,Attempted
2001,Kielce,70-74,10,Attempted
2001,Olsztyn,70-74,7,Attempted
2001,Poznań,70-74,26,Attempted
2001,Szczecin,70-74,9,Attempted
2001,Warszawa,70-74,4,Attempted
2002,Wrocław,70-74,14,Attempted
2002,Bydgoszcz,70-74,7,Attempted
2002,Lublin,70-74,13,Attempted
2002,Gorzów Wlkp.,70-74,10,Attempted
2002,Łódź,70-74,16,Attempted
2002,Kraków,70-74,36,Attempted
2002,Radom,70-74,18,Attempted
2002,Opole,70-74,7,Attempted
2002,Rzeszów,70-74,9,Attempted
2002,Białystok,70-74,12,Attempted
2002,Gdańsk,70-74,15,Attempted
2002,Katowice,70-74,16,Attempted
2002,Kielce,70-74,10,Attempted
2002,Olsztyn,70-74,7,Attempted
2002,Poznań,70-74,13,Attempted
2002,Szczecin,70-74,8,Attempted
2002,Warszawa,70-74,3,Attempted
2003,Wrocław,70-74,18,Attempted
2003,Bydgoszcz,70-74,6,Attempted
2003,Lublin,70-74,10,Attempted
2003,Gorzów Wlkp.,70-74,8,Attempted
2003,Łódź,70-74,7,Attempted
2003,Kraków,70-74,14,Attempted
2003,Radom,70-74,15,Attempted
2003,Opole,70-74,11,Attempted
2003,Rzeszów,70-74,13,Attempted
2003,Białystok,70-74,9,Attempted
2003,Gdańsk,70-74,11,Attempted
2003,Katowice,70-74,15,Attempted
2003,Kielce,70-74,5,Attempted
2003,Olsztyn,70-74,5,Attempted
2003,Poznań,70-74,13,Attempted
2003,Szczecin,70-74,8,Attempted
2003,Warszawa,70-74,5,Attempted
2004,Wrocław,70-74,12,Attempted
2004,Bydgoszcz,70-74,12,Attempted
2004,Lublin,70-74,13,Attempted
2004,Gorzów Wlkp.,70-74,13,Attempted
2004,Łódź,70-74,13,Attempted
2004,Kraków,70-74,18,Attempted
2004,Radom,70-74,16,Attempted
2004,Opole,70-74,6,Attempted
2004,Rzeszów,70-74,7,Attempted
2004,Białystok,70-74,11,Attempted
2004,Gdańsk,70-74,18,Attempted
2004,Katowice,70-74,24,Attempted
2004,Kielce,70-74,5,Attempted
2004,Olsztyn,70-74,6,Attempted
2004,Poznań,70-74,17,Attempted
2004,Szczecin,70-74,9,Attempted
2004,Warszawa,70-74,14,Attempted
2005,Wrocław,70-74,15,Attempted
2005,Bydgoszcz,70-74,14,Attempted
2005,Lublin,70-74,11,Attempted
2005,Gorzów Wlkp.,70-74,10,Attempted
2005,Łódź,70-74,12,Attempted
2005,Kraków,70-74,14,Attempted
2005,Radom,70-74,17,Attempted
2005,Opole,70-74,7,Attempted
2005,Rzeszów,70-74,8,Attempted
2005,Białystok,70-74,4,Attempted
2005,Gdańsk,70-74,16,Attempted
2005,Katowice,70-74,14,Attempted
2005,Kielce,70-74,4,Attempted
2005,Olsztyn,70-74,13,Attempted
2005,Poznań,70-74,14,Attempted
2005,Szczecin,70-74,10,Attempted
2005,Warszawa,70-74,12,Attempted
2006,Wrocław,70-74,7,Attempted
2006,Bydgoszcz,70-74,11,Attempted
2006,Lublin,70-74,13,Attempted
2006,Gorzów Wlkp.,70-74,7,Attempted
2006,Łódź,70-74,11,Attempted
2006,Kraków,70-74,11,Attempted
2006,Radom,70-74,7,Attempted
2006,Opole,70-74,3,Attempted
2006,Rzeszów,70-74,6,Attempted
2006,Białystok,70-74,4,Attempted
2006,Gdańsk,70-74,16,Attempted
2006,Katowice,70-74,31,Attempted
2006,Kielce,70-74,4,Attempted
2006,Olsztyn,70-74,4,Attempted
2006,Poznań,70-74,16,Attempted
2006,Szczecin,70-74,9,Attempted
2006,Warszawa,70-74,8,Attempted
2007,Wrocław,70-74,9,Attempted
2007,Bydgoszcz,70-74,7,Attempted
2007,Lublin,70-74,6,Attempted
2007,Gorzów Wlkp.,70-74,5,Attempted
2007,Łódź,70-74,10,Attempted
2007,Kraków,70-74,16,Attempted
2007,Radom,70-74,12,Attempted
2007,Opole,70-74,4,Attempted
2007,Rzeszów,70-74,7,Attempted
2007,Białystok,70-74,7,Attempted
2007,Gdańsk,70-74,5,Attempted
2007,Katowice,70-74,22,Attempted
2007,Kielce,70-74,4,Attempted
2007,Olsztyn,70-74,5,Attempted
2007,Poznań,70-74,25,Attempted
2007,Szczecin,70-74,6,Attempted
2007,Warszawa,70-74,6,Attempted
2008,Wrocław,70-74,8,Attempted
2008,Bydgoszcz,70-74,10,Attempted
2008,Lublin,70-74,12,Attempted
2008,Gorzów Wlkp.,70-74,4,Attempted
2008,Łódź,70-74,6,Attempted
2008,Kraków,70-74,21,Attempted
2008,Radom,70-74,16,Attempted
2008,Opole,70-74,4,Attempted
2008,Rzeszów,70-74,5,Attempted
2008,Białystok,70-74,11,Attempted
2008,Gdańsk,70-74,6,Attempted
2008,Katowice,70-74,22,Attempted
2008,Kielce,70-74,8,Attempted
2008,Olsztyn,70-74,5,Attempted
2008,Poznań,70-74,8,Attempted
2008,Szczecin,70-74,9,Attempted
2008,Warszawa,70-74,6,Attempted
2009,Wrocław,70-74,10,Attempted
2009,Bydgoszcz,70-74,11,Attempted
2009,Lublin,70-74,10,Attempted
2009,Gorzów Wlkp.,70-74,9,Attempted
2009,Łódź,70-74,16,Attempted
2009,Kraków,70-74,10,Attempted
2009,Radom,70-74,13,Attempted
2009,Opole,70-74,4,Attempted
2009,Rzeszów,70-74,6,Attempted
2009,Białystok,70-74,6,Attempted
2009,Gdańsk,70-74,8,Attempted
2009,Katowice,70-74,18,Attempted
2009,Kielce,70-74,4,Attempted
2009,Olsztyn,70-74,7,Attempted
2009,Poznań,70-74,12,Attempted
2009,Szczecin,70-74,3,Attempted
2009,Warszawa,70-74,6,Attempted
2010,Wrocław,70-74,9,Attempted
2010,Bydgoszcz,70-74,15,Attempted
2010,Lublin,70-74,10,Attempted
2010,Gorzów Wlkp.,70-74,4,Attempted
2010,Łódź,70-74,11,Attempted
2010,Kraków,70-74,15,Attempted
2010,Radom,70-74,9,Attempted
2010,Opole,70-74,6,Attempted
2010,Rzeszów,70-74,5,Attempted
2010,Białystok,70-74,5,Attempted
2010,Gdańsk,70-74,6,Attempted
2010,Katowice,70-74,20,Attempted
2010,Kielce,70-74,4,Attempted
2010,Olsztyn,70-74,5,Attempted
2010,Poznań,70-74,10,Attempted
2010,Szczecin,70-74,8,Attempted
2010,Warszawa,70-74,5,Attempted
2011,Wrocław,70-74,7,Attempted
2011,Bydgoszcz,70-74,8,Attempted
2011,Lublin,70-74,6,Attempted
2011,Gorzów Wlkp.,70-74,2,Attempted
2011,Łódź,70-74,23,Attempted
2011,Kraków,70-74,18,Attempted
2011,Radom,70-74,16,Attempted
2011,Opole,70-74,8,Attempted
2011,Rzeszów,70-74,4,Attempted
2011,Białystok,70-74,3,Attempted
2011,Gdańsk,70-74,4,Attempted
2011,Katowice,70-74,19,Attempted
2011,Kielce,70-74,6,Attempted
2011,Olsztyn,70-74,3,Attempted
2011,Poznań,70-74,7,Attempted
2011,Szczecin,70-74,4,Attempted
2011,Warszawa,70-74,5,Attempted
2012,Wrocław,70-74,5,Attempted
2012,Bydgoszcz,70-74,8,Attempted
2012,Lublin,70-74,10,Attempted
2012,Gorzów Wlkp.,70-74,6,Attempted
2012,Łódź,70-74,10,Attempted
2012,Kraków,70-74,16,Attempted
2012,Radom,70-74,7,Attempted
2012,Opole,70-74,3,Attempted
2012,Rzeszów,70-74,6,Attempted
2012,Białystok,70-74,5,Attempted
2012,Gdańsk,70-74,4,Attempted
2012,Katowice,70-74,19,Attempted
2012,Kielce,70-74,15,Attempted
2012,Olsztyn,70-74,4,Attempted
2012,Poznań,70-74,5,Attempted
2012,Szczecin,70-74,4,Attempted
2012,Warszawa,70-74,10,Attempted
1999,Wrocław,75-79,11,Attempted
1999,Bydgoszcz,75-79,2,Attempted
1999,Lublin,75-79,9,Attempted
1999,Gorzów Wlkp.,75-79,2,Attempted
1999,Łódź,75-79,7,Attempted
1999,Kraków,75-79,4,Attempted
1999,Radom,75-79,7,Attempted
1999,Opole,75-79,1,Attempted
1999,Rzeszów,75-79,3,Attempted
1999,Białystok,75-79,4,Attempted
1999,Gdańsk,75-79,6,Attempted
1999,Katowice,75-79,14,Attempted
1999,Kielce,75-79,4,Attempted
1999,Olsztyn,75-79,3,Attempted
1999,Poznań,75-79,12,Attempted
1999,Szczecin,75-79,6,Attempted
1999,Warszawa,75-79,2,Attempted
2000,Wrocław,75-79,9,Attempted
2000,Bydgoszcz,75-79,9,Attempted
2000,Lublin,75-79,14,Attempted
2000,Gorzów Wlkp.,75-79,5,Attempted
2000,Łódź,75-79,9,Attempted
2000,Kraków,75-79,11,Attempted
2000,Radom,75-79,8,Attempted
2000,Opole,75-79,5,Attempted
2000,Rzeszów,75-79,11,Attempted
2000,Białystok,75-79,6,Attempted
