Year,Garnizon,Total,Age,Suicides,Result
2015,KSP Warszawa,383,60-64,32,Fatal
2015,KWP Radom,413,60-64,52,Fatal
2015,KWP Wrocław,486,60-64,54,Fatal
2015,Polska,5688,60-64,593,Fatal
2016,KWP Bydgoszcz,271,60-64,28,Fatal
2016,KWP Białystok,167,60-64,20,Fatal
2016,KWP Gdańsk,293,60-64,33,Fatal
2016,KWP Gorzów Wlkp.,171,60-64,19,Fatal
2016,KWP Katowice,650,60-64,74,Fatal
2016,KWP Kielce,210,60-64,20,Fatal
2016,KWP Kraków,443,60-64,41,Fatal
2016,KWP Łódź,379,60-64,36,Fatal
2016,KWP Lublin,341,60-64,32,Fatal
2016,KWP Olsztyn,232,60-64,16,Fatal
2016,KWP Opole,129,60-64,10,Fatal
2016,KWP Poznań,394,60-64,39,Fatal
2016,KWP Rzeszów,239,60-64,27,Fatal
2016,KWP Szczecin,265,60-64,30,Fatal
2016,KSP Warszawa,373,60-64,37,Fatal
2016,KWP Radom,398,60-64,46,Fatal
2016,KWP Wrocław,450,60-64,34,Fatal
2016,Polska,5405,60-64,542,Fatal
NA,NA,NA,60-64,NA,Fatal
NA,NA,NA,60-64,NA,Fatal
2013,KWP Bydgoszcz,259,65-69,14,Fatal
2013,KWP Białystok,171,65-69,11,Fatal
2013,KWP Gdańsk,337,65-69,23,Fatal
2013,KWP Gorzów Wlkp.,178,65-69,10,Fatal
2013,KWP Katowice,783,65-69,33,Fatal
2013,KWP Kielce,255,65-69,17,Fatal
2013,KWP Kraków,479,65-69,19,Fatal
2013,KWP Łódź,475,65-69,21,Fatal
2013,KWP Lublin,386,65-69,18,Fatal
2013,KWP Olsztyn,248,65-69,7,Fatal
2013,KWP Opole,152,65-69,6,Fatal
2013,KWP Poznań,407,65-69,27,Fatal
2013,KWP Rzeszów,264,65-69,9,Fatal
2013,KWP Szczecin,320,65-69,13,Fatal
2013,KSP Warszawa,444,65-69,23,Fatal
2013,KWP Radom,459,65-69,20,Fatal
2013,KWP Wrocław,484,65-69,23,Fatal
2013,Polska,6101,65-69,294,Fatal
2014,KWP Bydgoszcz,302,65-69,24,Fatal
2014,KWP Białystok,176,65-69,7,Fatal
2014,KWP Gdańsk,338,65-69,18,Fatal
2014,KWP Gorzów Wlkp.,162,65-69,11,Fatal
2014,KWP Katowice,720,65-69,41,Fatal
2014,KWP Kielce,237,65-69,14,Fatal
2014,KWP Kraków,500,65-69,31,Fatal
2014,KWP Łódź,454,65-69,30,Fatal
2014,KWP Lublin,365,65-69,29,Fatal
2014,KWP Olsztyn,285,65-69,13,Fatal
2014,KWP Opole,133,65-69,9,Fatal
2014,KWP Poznań,454,65-69,26,Fatal
2014,KWP Rzeszów,273,65-69,21,Fatal
2014,KWP Szczecin,319,65-69,16,Fatal
2014,KSP Warszawa,443,65-69,25,Fatal
2014,KWP Radom,450,65-69,23,Fatal
2014,KWP Wrocław,554,65-69,30,Fatal
2014,Polska,6165,65-69,368,Fatal
2015,KWP Bydgoszcz,278,65-69,10,Fatal
2015,KWP Białystok,160,65-69,10,Fatal
2015,KWP Gdańsk,333,65-69,22,Fatal
2015,KWP Gorzów Wlkp.,180,65-69,15,Fatal
2015,KWP Katowice,687,65-69,41,Fatal
2015,KWP Kielce,233,65-69,22,Fatal
2015,KWP Kraków,436,65-69,27,Fatal
2015,KWP Łódź,400,65-69,24,Fatal
2015,KWP Lublin,351,65-69,18,Fatal
2015,KWP Olsztyn,254,65-69,8,Fatal
2015,KWP Opole,144,65-69,9,Fatal
2015,KWP Poznań,400,65-69,27,Fatal
2015,KWP Rzeszów,266,65-69,19,Fatal
2015,KWP Szczecin,284,65-69,8,Fatal
2015,KSP Warszawa,383,65-69,22,Fatal
2015,KWP Radom,413,65-69,17,Fatal
2015,KWP Wrocław,486,65-69,33,Fatal
2015,Polska,5688,65-69,332,Fatal
2016,KWP Bydgoszcz,271,65-69,13,Fatal
2016,KWP Białystok,167,65-69,4,Fatal
2016,KWP Gdańsk,293,65-69,16,Fatal
2016,KWP Gorzów Wlkp.,171,65-69,11,Fatal
2016,KWP Katowice,650,65-69,36,Fatal
2016,KWP Kielce,210,65-69,18,Fatal
2016,KWP Kraków,443,65-69,41,Fatal
2016,KWP Łódź,379,65-69,29,Fatal
2016,KWP Lublin,341,65-69,25,Fatal
2016,KWP Olsztyn,232,65-69,18,Fatal
2016,KWP Opole,129,65-69,12,Fatal
2016,KWP Poznań,394,65-69,23,Fatal
2016,KWP Rzeszów,239,65-69,9,Fatal
2016,KWP Szczecin,265,65-69,18,Fatal
2016,KSP Warszawa,373,65-69,22,Fatal
2016,KWP Radom,398,65-69,26,Fatal
2016,KWP Wrocław,450,65-69,34,Fatal
2016,Polska,5405,65-69,355,Fatal
NA,NA,NA,65-69,NA,Fatal
NA,NA,NA,65-69,NA,Fatal
2013,KWP Bydgoszcz,259,70-74,8,Fatal
2013,KWP Białystok,171,70-74,3,Fatal
2013,KWP Gdańsk,337,70-74,13,Fatal
2013,KWP Gorzów Wlkp.,178,70-74,6,Fatal
2013,KWP Katowice,783,70-74,27,Fatal
2013,KWP Kielce,255,70-74,12,Fatal
2013,KWP Kraków,479,70-74,24,Fatal
2013,KWP Łódź,475,70-74,15,Fatal
2013,KWP Lublin,386,70-74,17,Fatal
2013,KWP Olsztyn,248,70-74,2,Fatal
2013,KWP Opole,152,70-74,3,Fatal
2013,KWP Poznań,407,70-74,11,Fatal
2013,KWP Rzeszów,264,70-74,9,Fatal
2013,KWP Szczecin,320,70-74,10,Fatal
2013,KSP Warszawa,444,70-74,11,Fatal
2013,KWP Radom,459,70-74,21,Fatal
2013,KWP Wrocław,484,70-74,15,Fatal
2013,Polska,6101,70-74,207,Fatal
2014,KWP Bydgoszcz,302,70-74,4,Fatal
2014,KWP Białystok,176,70-74,4,Fatal
2014,KWP Gdańsk,338,70-74,12,Fatal
2014,KWP Gorzów Wlkp.,162,70-74,7,Fatal
2014,KWP Katowice,720,70-74,35,Fatal
2014,KWP Kielce,237,70-74,14,Fatal
2014,KWP Kraków,500,70-74,15,Fatal
2014,KWP Łódź,454,70-74,14,Fatal
2014,KWP Lublin,365,70-74,10,Fatal
2014,KWP Olsztyn,285,70-74,10,Fatal
2014,KWP Opole,133,70-74,3,Fatal
2014,KWP Poznań,454,70-74,11,Fatal
2014,KWP Rzeszów,273,70-74,8,Fatal
2014,KWP Szczecin,319,70-74,6,Fatal
2014,KSP Warszawa,443,70-74,13,Fatal
2014,KWP Radom,450,70-74,14,Fatal
2014,KWP Wrocław,554,70-74,15,Fatal
2014,Polska,6165,70-74,195,Fatal
2015,KWP Bydgoszcz,278,70-74,11,Fatal
2015,KWP Białystok,160,70-74,5,Fatal
2015,KWP Gdańsk,333,70-74,13,Fatal
2015,KWP Gorzów Wlkp.,180,70-74,9,Fatal
2015,KWP Katowice,687,70-74,36,Fatal
2015,KWP Kielce,233,70-74,5,Fatal
2015,KWP Kraków,436,70-74,13,Fatal
2015,KWP Łódź,400,70-74,16,Fatal
2015,KWP Lublin,351,70-74,15,Fatal
2015,KWP Olsztyn,254,70-74,3,Fatal
2015,KWP Opole,144,70-74,5,Fatal
2015,KWP Poznań,400,70-74,3,Fatal
2015,KWP Rzeszów,266,70-74,17,Fatal
2015,KWP Szczecin,284,70-74,7,Fatal
2015,KSP Warszawa,383,70-74,9,Fatal
2015,KWP Radom,413,70-74,11,Fatal
2015,KWP Wrocław,486,70-74,16,Fatal
2015,Polska,5688,70-74,194,Fatal
2016,KWP Bydgoszcz,271,70-74,8,Fatal
2016,KWP Białystok,167,70-74,9,Fatal
2016,KWP Gdańsk,293,70-74,11,Fatal
2016,KWP Gorzów Wlkp.,171,70-74,6,Fatal
2016,KWP Katowice,650,70-74,22,Fatal
2016,KWP Kielce,210,70-74,7,Fatal
2016,KWP Kraków,443,70-74,21,Fatal
2016,KWP Łódź,379,70-74,24,Fatal
2016,KWP Lublin,341,70-74,11,Fatal
2016,KWP Olsztyn,232,70-74,8,Fatal
2016,KWP Opole,129,70-74,7,Fatal
2016,KWP Poznań,394,70-74,10,Fatal
2016,KWP Rzeszów,239,70-74,12,Fatal
2016,KWP Szczecin,265,70-74,14,Fatal
2016,KSP Warszawa,373,70-74,6,Fatal
2016,KWP Radom,398,70-74,13,Fatal
2016,KWP Wrocław,450,70-74,15,Fatal
2016,Polska,5405,70-74,204,Fatal
NA,NA,NA,70-74,NA,Fatal
NA,NA,NA,70-74,NA,Fatal
2013,KWP Bydgoszcz,259,75-79,3,Fatal
2013,KWP Białystok,171,75-79,7,Fatal
2013,KWP Gdańsk,337,75-79,9,Fatal
2013,KWP Gorzów Wlkp.,178,75-79,3,Fatal
2013,KWP Katowice,783,75-79,19,Fatal
2013,KWP Kielce,255,75-79,6,Fatal
2013,KWP Kraków,479,75-79,11,Fatal
2013,KWP Łódź,475,75-79,16,Fatal
2013,KWP Lublin,386,75-79,13,Fatal
2013,KWP Olsztyn,248,75-79,4,Fatal
2013,KWP Opole,152,75-79,6,Fatal
2013,KWP Poznań,407,75-79,12,Fatal
2013,KWP Rzeszów,264,75-79,4,Fatal
2013,KWP Szczecin,320,75-79,9,Fatal
2013,KSP Warszawa,444,75-79,9,Fatal
2013,KWP Radom,459,75-79,12,Fatal
2013,KWP Wrocław,484,75-79,10,Fatal
2013,Polska,6101,75-79,153,Fatal
2014,KWP Bydgoszcz,302,75-79,13,Fatal
2014,KWP Białystok,176,75-79,6,Fatal
2014,KWP Gdańsk,338,75-79,8,Fatal
2014,KWP Gorzów Wlkp.,162,75-79,6,Fatal
2014,KWP Katowice,720,75-79,26,Fatal
2014,KWP Kielce,237,75-79,9,Fatal
2014,KWP Kraków,500,75-79,10,Fatal
2014,KWP Łódź,454,75-79,14,Fatal
2014,KWP Lublin,365,75-79,14,Fatal
2014,KWP Olsztyn,285,75-79,9,Fatal
2014,KWP Opole,133,75-79,7,Fatal
2014,KWP Poznań,454,75-79,18,Fatal
2014,KWP Rzeszów,273,75-79,6,Fatal
2014,KWP Szczecin,319,75-79,5,Fatal
2014,KSP Warszawa,443,75-79,4,Fatal
2014,KWP Radom,450,75-79,13,Fatal
2014,KWP Wrocław,554,75-79,17,Fatal
2014,Polska,6165,75-79,185,Fatal
2015,KWP Bydgoszcz,278,75-79,5,Fatal
2015,KWP Białystok,160,75-79,7,Fatal
2015,KWP Gdańsk,333,75-79,8,Fatal
2015,KWP Gorzów Wlkp.,180,75-79,1,Fatal
2015,KWP Katowice,687,75-79,26,Fatal
2015,KWP Kielce,233,75-79,8,Fatal
2015,KWP Kraków,436,75-79,23,Fatal
2015,KWP Łódź,400,75-79,13,Fatal
2015,KWP Lublin,351,75-79,6,Fatal
2015,KWP Olsztyn,254,75-79,8,Fatal
2015,KWP Opole,144,75-79,7,Fatal
2015,KWP Poznań,400,75-79,7,Fatal
2015,KWP Rzeszów,266,75-79,8,Fatal
2015,KWP Szczecin,284,75-79,8,Fatal
2015,KSP Warszawa,383,75-79,8,Fatal
2015,KWP Radom,413,75-79,10,Fatal
2015,KWP Wrocław,486,75-79,17,Fatal
2015,Polska,5688,75-79,170,Fatal
2016,KWP Bydgoszcz,271,75-79,11,Fatal
2016,KWP Białystok,167,75-79,3,Fatal
2016,KWP Gdańsk,293,75-79,10,Fatal
2016,KWP Gorzów Wlkp.,171,75-79,4,Fatal
2016,KWP Katowice,650,75-79,29,Fatal
2016,KWP Kielce,210,75-79,7,Fatal
2016,KWP Kraków,443,75-79,21,Fatal
2016,KWP Łódź,379,75-79,13,Fatal
2016,KWP Lublin,341,75-79,8,Fatal
2016,KWP Olsztyn,232,75-79,2,Fatal
2016,KWP Opole,129,75-79,2,Fatal
2016,KWP Poznań,394,75-79,10,Fatal
2016,KWP Rzeszów,239,75-79,6,Fatal
2016,KWP Szczecin,265,75-79,7,Fatal
2016,KSP Warszawa,373,75-79,11,Fatal
2016,KWP Radom,398,75-79,9,Fatal
2016,KWP Wrocław,450,75-79,18,Fatal
2016,Polska,5405,75-79,171,Fatal
NA,NA,NA,75-79,NA,Fatal
NA,NA,NA,75-79,NA,Fatal
2013,KWP Bydgoszcz,259,80-84,6,Fatal
2013,KWP Białystok,171,80-84,3,Fatal
2013,KWP Gdańsk,337,80-84,4,Fatal
2013,KWP Gorzów Wlkp.,178,80-84,4,Fatal
2013,KWP Katowice,783,80-84,19,Fatal
2013,KWP Kielce,255,80-84,5,Fatal
2013,KWP Kraków,479,80-84,15,Fatal
2013,KWP Łódź,475,80-84,13,Fatal
2013,KWP Lublin,386,80-84,12,Fatal
2013,KWP Olsztyn,248,80-84,2,Fatal
2013,KWP Opole,152,80-84,2,Fatal
2013,KWP Poznań,407,80-84,5,Fatal
2013,KWP Rzeszów,264,80-84,5,Fatal
2013,KWP Szczecin,320,80-84,5,Fatal
2013,KSP Warszawa,444,80-84,8,Fatal
2013,KWP Radom,459,80-84,8,Fatal
2013,KWP Wrocław,484,80-84,9,Fatal
2013,Polska,6101,80-84,125,Fatal
2014,KWP Bydgoszcz,302,80-84,6,Fatal
2014,KWP Białystok,176,80-84,2,Fatal
2014,KWP Gdańsk,338,80-84,6,Fatal
2014,KWP Gorzów Wlkp.,162,80-84,6,Fatal
2014,KWP Katowice,720,80-84,14,Fatal
2014,KWP Kielce,237,80-84,7,Fatal
2014,KWP Kraków,500,80-84,19,Fatal
2014,KWP Łódź,454,80-84,12,Fatal
2014,KWP Lublin,365,80-84,7,Fatal
2014,KWP Olsztyn,285,80-84,6,Fatal
2014,KWP Opole,133,80-84,5,Fatal
2014,KWP Poznań,454,80-84,10,Fatal
2014,KWP Rzeszów,273,80-84,8,Fatal
2014,KWP Szczecin,319,80-84,7,Fatal
2014,KSP Warszawa,443,80-84,15,Fatal
2014,KWP Radom,450,80-84,7,Fatal
2014,KWP Wrocław,554,80-84,12,Fatal
2014,Polska,6165,80-84,149,Fatal
2015,KWP Bydgoszcz,278,80-84,6,Fatal
2015,KWP Białystok,160,80-84,5,Fatal
2015,KWP Gdańsk,333,80-84,10,Fatal
2015,KWP Gorzów Wlkp.,180,80-84,0,Fatal
2015,KWP Katowice,687,80-84,13,Fatal
2015,KWP Kielce,233,80-84,9,Fatal
2015,KWP Kraków,436,80-84,9,Fatal
2015,KWP Łódź,400,80-84,8,Fatal
2015,KWP Lublin,351,80-84,5,Fatal
2015,KWP Olsztyn,254,80-84,7,Fatal
2015,KWP Opole,144,80-84,3,Fatal
2015,KWP Poznań,400,80-84,4,Fatal
2015,KWP Rzeszów,266,80-84,4,Fatal
2015,KWP Szczecin,284,80-84,9,Fatal
2015,KSP Warszawa,383,80-84,6,Fatal
2015,KWP Radom,413,80-84,9,Fatal
2015,KWP Wrocław,486,80-84,14,Fatal
2015,Polska,5688,80-84,121,Fatal
2016,KWP Bydgoszcz,271,80-84,8,Fatal
2016,KWP Białystok,167,80-84,5,Fatal
2016,KWP Gdańsk,293,80-84,6,Fatal
2016,KWP Gorzów Wlkp.,171,80-84,0,Fatal
2016,KWP Katowice,650,80-84,15,Fatal
2016,KWP Kielce,210,80-84,4,Fatal
2016,KWP Kraków,443,80-84,9,Fatal
2016,KWP Łódź,379,80-84,14,Fatal
2016,KWP Lublin,341,80-84,8,Fatal
2016,KWP Olsztyn,232,80-84,7,Fatal
2016,KWP Opole,129,80-84,5,Fatal
2016,KWP Poznań,394,80-84,10,Fatal
2016,KWP Rzeszów,239,80-84,6,Fatal
2016,KWP Szczecin,265,80-84,3,Fatal
2016,KSP Warszawa,373,80-84,7,Fatal
2016,KWP Radom,398,80-84,11,Fatal
2016,KWP Wrocław,450,80-84,20,Fatal
2016,Polska,5405,80-84,138,Fatal
NA,NA,NA,80-84,NA,Fatal
NA,NA,NA,80-84,NA,Fatal
2013,KWP Bydgoszcz,259,85+,7,Fatal
2013,KWP Białystok,171,85+,5,Fatal
2013,KWP Gdańsk,337,85+,1,Fatal
2013,KWP Gorzów Wlkp.,178,85+,3,Fatal
2013,KWP Katowice,783,85+,14,Fatal
2013,KWP Kielce,255,85+,7,Fatal
2013,KWP Kraków,479,85+,10,Fatal
2013,KWP Łódź,475,85+,10,Fatal
2013,KWP Lublin,386,85+,8,Fatal
2013,KWP Olsztyn,248,85+,5,Fatal
2013,KWP Opole,152,85+,1,Fatal
2013,KWP Poznań,407,85+,7,Fatal
2013,KWP Rzeszów,264,85+,5,Fatal
2013,KWP Szczecin,320,85+,5,Fatal
2013,KSP Warszawa,444,85+,15,Fatal
2013,KWP Radom,459,85+,8,Fatal
2013,KWP Wrocław,484,85+,7,Fatal
2013,Polska,6101,85+,118,Fatal
2014,KWP Bydgoszcz,302,85+,5,Fatal
2014,KWP Białystok,176,85+,5,Fatal
2014,KWP Gdańsk,338,85+,3,Fatal
2014,KWP Gorzów Wlkp.,162,85+,3,Fatal
2014,KWP Katowice,720,85+,8,Fatal
2014,KWP Kielce,237,85+,3,Fatal
2014,KWP Kraków,500,85+,7,Fatal
2014,KWP Łódź,454,85+,13,Fatal
2014,KWP Lublin,365,85+,6,Fatal
2014,KWP Olsztyn,285,85+,3,Fatal
2014,KWP Opole,133,85+,0,Fatal
2014,KWP Poznań,454,85+,5,Fatal
2014,KWP Rzeszów,273,85+,6,Fatal
2014,KWP Szczecin,319,85+,5,Fatal
2014,KSP Warszawa,443,85+,13,Fatal
2014,KWP Radom,450,85+,5,Fatal
2014,KWP Wrocław,554,85+,8,Fatal
2014,Polska,6165,85+,98,Fatal
2015,KWP Bydgoszcz,278,85+,4,Fatal
2015,KWP Białystok,160,85+,6,Fatal
2015,KWP Gdańsk,333,85+,9,Fatal
2015,KWP Gorzów Wlkp.,180,85+,3,Fatal
2015,KWP Katowice,687,85+,13,Fatal
2015,KWP Kielce,233,85+,5,Fatal
2015,KWP Kraków,436,85+,5,Fatal
2015,KWP Łódź,400,85+,8,Fatal
2015,KWP Lublin,351,85+,8,Fatal
2015,KWP Olsztyn,254,85+,4,Fatal
2015,KWP Opole,144,85+,0,Fatal
2015,KWP Poznań,400,85+,8,Fatal
2015,KWP Rzeszów,266,85+,4,Fatal
2015,KWP Szczecin,284,85+,2,Fatal
2015,KSP Warszawa,383,85+,9,Fatal
2015,KWP Radom,413,85+,8,Fatal
2015,KWP Wrocław,486,85+,11,Fatal
2015,Polska,5688,85+,107,Fatal
2016,KWP Bydgoszcz,271,85+,2,Fatal
2016,KWP Białystok,167,85+,4,Fatal
2016,KWP Gdańsk,293,85+,8,Fatal
2016,KWP Gorzów Wlkp.,171,85+,5,Fatal
2016,KWP Katowice,650,85+,19,Fatal
2016,KWP Kielce,210,85+,5,Fatal
2016,KWP Kraków,443,85+,9,Fatal
2016,KWP Łódź,379,85+,13,Fatal
2016,KWP Lublin,341,85+,4,Fatal
2016,KWP Olsztyn,232,85+,3,Fatal
2016,KWP Opole,129,85+,3,Fatal
2016,KWP Poznań,394,85+,9,Fatal
2016,KWP Rzeszów,239,85+,9,Fatal
2016,KWP Szczecin,265,85+,5,Fatal
2016,KSP Warszawa,373,85+,17,Fatal
2016,KWP Radom,398,85+,7,Fatal
2016,KWP Wrocław,450,85+,11,Fatal
2016,Polska,5405,85+,133,Fatal
NA,NA,NA,85+,NA,Fatal
NA,NA,NA,85+,NA,Fatal
2017,KWP Bydgoszcz,247,0-6,0,Fatal
2017,KWP Białystok,142,0-6,0,Fatal
2017,KWP Gdańsk,318,0-6,0,Fatal
2017,KWP Gorzów Wlkp.,166,0-6,0,Fatal
2017,KWP Katowice,601,0-6,0,Fatal
2017,KWP Kielce,199,0-6,0,Fatal
2017,KWP Kraków,414,0-6,0,Fatal
2017,KWP Łódź,380,0-6,0,Fatal
2017,KWP Lublin,331,0-6,0,Fatal
2017,KWP Olsztyn,226,0-6,0,Fatal
2017,KWP Opole,126,0-6,0,Fatal
2017,KWP Poznań,411,0-6,0,Fatal
2017,KWP Rzeszów,285,0-6,0,Fatal
2017,KWP Szczecin,249,0-6,0,Fatal
2017,KSP Warszawa,348,0-6,0,Fatal
2017,KWP Radom,393,0-6,0,Fatal
2017,KWP Wrocław,440,0-6,0,Fatal
2017,Polska,5276,0-6,0,Fatal
2018,KWP Bydgoszcz,281,0-6,0,Fatal
2018,KWP Białystok,139,0-6,0,Fatal
2018,KWP Gdańsk,274,0-6,0,Fatal
2018,KWP Gorzów Wlkp.,153,0-6,0,Fatal
2018,KWP Katowice,596,0-6,0,Fatal
2018,KWP Kielce,181,0-6,0,Fatal
2018,KWP Kraków,398,0-6,0,Fatal
2018,KWP Łódź,391,0-6,0,Fatal
2018,KWP Lublin,321,0-6,0,Fatal
2018,KWP Olsztyn,215,0-6,0,Fatal
2018,KWP Opole,116,0-6,0,Fatal
2018,KWP Poznań,386,0-6,0,Fatal
2018,KWP Rzeszów,273,0-6,0,Fatal
2018,KWP Szczecin,262,0-6,0,Fatal
2018,KSP Warszawa,377,0-6,0,Fatal
2018,KWP Radom,392,0-6,0,Fatal
2018,KWP Wrocław,427,0-6,0,Fatal
2018,Polska,5182,0-6,0,Fatal
2019,KWP Bydgoszcz,260,0-6,0,Fatal
2019,KWP Białystok,172,0-6,0,Fatal
2019,KWP Gdańsk,313,0-6,0,Fatal
2019,KWP Gorzów Wlkp.,176,0-6,0,Fatal
2019,KWP Katowice,548,0-6,0,Fatal
2019,KWP Kielce,190,0-6,0,Fatal
2019,KWP Kraków,432,0-6,0,Fatal
2019,KWP Łódź,345,0-6,0,Fatal
2019,KWP Lublin,306,0-6,0,Fatal
2019,KWP Olsztyn,242,0-6,0,Fatal
2019,KWP Opole,129,0-6,0,Fatal
2019,KWP Poznań,438,0-6,0,Fatal
2019,KWP Rzeszów,235,0-6,0,Fatal
2019,KWP Szczecin,266,0-6,0,Fatal
2019,KSP Warszawa,349,0-6,0,Fatal
2019,KWP Radom,401,0-6,0,Fatal
2019,KWP Wrocław,453,0-6,0,Fatal
2019,Polska,5255,0-6,0,Fatal
2020,KWP Bydgoszcz,255,0-6,0,Fatal
2020,KWP Białystok,173,0-6,0,Fatal
2020,KWP Gdańsk,302,0-6,0,Fatal
2020,KWP Gorzów Wlkp.,148,0-6,0,Fatal
2020,KWP Katowice,562,0-6,0,Fatal
2020,KWP Kielce,192,0-6,0,Fatal
2020,KWP Kraków,475,0-6,0,Fatal
2020,KWP Łódź,329,0-6,0,Fatal
2020,KWP Lublin,302,0-6,0,Fatal
2020,KWP Olsztyn,245,0-6,0,Fatal
2020,KWP Opole,105,0-6,0,Fatal
2020,KWP Poznań,409,0-6,0,Fatal
2020,KWP Rzeszów,250,0-6,0,Fatal
2020,KWP Szczecin,243,0-6,0,Fatal
2020,KSP Warszawa,377,0-6,0,Fatal
2020,KWP Radom,375,0-6,0,Fatal
2020,KWP Wrocław,423,0-6,0,Fatal
2020,Polska,5165,0-6,0,Fatal
NA,NA,NA,0-6,NA,Fatal
NA,NA,NA,0-6,NA,Fatal
NA,NA,NA,0-6,NA,Fatal
NA,NA,NA,0-6,NA,Fatal
NA,NA,NA,0-6,NA,Fatal
2017,KWP Bydgoszcz,247,7-12,0,Fatal
2017,KWP Białystok,142,7-12,0,Fatal
2017,KWP Gdańsk,318,7-12,0,Fatal
2017,KWP Gorzów Wlkp.,166,7-12,0,Fatal
2017,KWP Katowice,601,7-12,0,Fatal
2017,KWP Kielce,199,7-12,0,Fatal
2017,KWP Kraków,414,7-12,0,Fatal
2017,KWP Łódź,380,7-12,0,Fatal
2017,KWP Lublin,331,7-12,0,Fatal
2017,KWP Olsztyn,226,7-12,1,Fatal
2017,KWP Opole,126,7-12,0,Fatal
2017,KWP Poznań,411,7-12,0,Fatal
2017,KWP Rzeszów,285,7-12,0,Fatal
2017,KWP Szczecin,249,7-12,0,Fatal
2017,KSP Warszawa,348,7-12,0,Fatal
2017,KWP Radom,393,7-12,0,Fatal
2017,KWP Wrocław,440,7-12,0,Fatal
2017,Polska,5276,7-12,1,Fatal
2018,KWP Bydgoszcz,281,7-12,0,Fatal
2018,KWP Białystok,139,7-12,0,Fatal
2018,KWP Gdańsk,274,7-12,0,Fatal
2018,KWP Gorzów Wlkp.,153,7-12,0,Fatal
2018,KWP Katowice,596,7-12,1,Fatal
2018,KWP Kielce,181,7-12,0,Fatal
2018,KWP Kraków,398,7-12,0,Fatal
2018,KWP Łódź,391,7-12,0,Fatal
2018,KWP Lublin,321,7-12,0,Fatal
2018,KWP Olsztyn,215,7-12,1,Fatal
2018,KWP Opole,116,7-12,2,Fatal
2018,KWP Poznań,386,7-12,0,Fatal
2018,KWP Rzeszów,273,7-12,1,Fatal
2018,KWP Szczecin,262,7-12,0,Fatal
2018,KSP Warszawa,377,7-12,0,Fatal
2018,KWP Radom,392,7-12,0,Fatal
2018,KWP Wrocław,427,7-12,0,Fatal
2018,Polska,5182,7-12,5,Fatal
2019,KWP Bydgoszcz,260,7-12,0,Fatal
2019,KWP Białystok,172,7-12,0,Fatal
2019,KWP Gdańsk,313,7-12,0,Fatal
2019,KWP Gorzów Wlkp.,176,7-12,0,Fatal
2019,KWP Katowice,548,7-12,0,Fatal
2019,KWP Kielce,190,7-12,0,Fatal
2019,KWP Kraków,432,7-12,1,Fatal
2019,KWP Łódź,345,7-12,0,Fatal
2019,KWP Lublin,306,7-12,0,Fatal
2019,KWP Olsztyn,242,7-12,1,Fatal
2019,KWP Opole,129,7-12,0,Fatal
2019,KWP Poznań,438,7-12,1,Fatal
2019,KWP Rzeszów,235,7-12,0,Fatal
2019,KWP Szczecin,266,7-12,0,Fatal
2019,KSP Warszawa,349,7-12,1,Fatal
2019,KWP Radom,401,7-12,0,Fatal
2019,KWP Wrocław,453,7-12,0,Fatal
2019,Polska,5255,7-12,4,Fatal
2020,KWP Bydgoszcz,255,7-12,0,Fatal
2020,KWP Białystok,173,7-12,0,Fatal
2020,KWP Gdańsk,302,7-12,0,Fatal
2020,KWP Gorzów Wlkp.,148,7-12,0,Fatal
2020,KWP Katowice,562,7-12,0,Fatal
2020,KWP Kielce,192,7-12,0,Fatal
2020,KWP Kraków,475,7-12,0,Fatal
2020,KWP Łódź,329,7-12,0,Fatal
2020,KWP Lublin,302,7-12,0,Fatal
2020,KWP Olsztyn,245,7-12,0,Fatal
2020,KWP Opole,105,7-12,0,Fatal
2020,KWP Poznań,409,7-12,0,Fatal
2020,KWP Rzeszów,250,7-12,0,Fatal
2020,KWP Szczecin,243,7-12,0,Fatal
2020,KSP Warszawa,377,7-12,0,Fatal
2020,KWP Radom,375,7-12,1,Fatal
2020,KWP Wrocław,423,7-12,0,Fatal
2020,Polska,5165,7-12,1,Fatal
NA,NA,NA,7-12,NA,Fatal
NA,NA,NA,7-12,NA,Fatal
NA,NA,NA,7-12,NA,Fatal
NA,NA,NA,7-12,NA,Fatal
NA,NA,NA,7-12,NA,Fatal
2017,KWP Bydgoszcz,247,13-18,5,Fatal
2017,KWP Białystok,142,13-18,6,Fatal
2017,KWP Gdańsk,318,13-18,6,Fatal
2017,KWP Gorzów Wlkp.,166,13-18,6,Fatal
2017,KWP Katowice,601,13-18,12,Fatal
2017,KWP Kielce,199,13-18,1,Fatal
2017,KWP Kraków,414,13-18,10,Fatal
2017,KWP Łódź,380,13-18,8,Fatal
2017,KWP Lublin,331,13-18,5,Fatal
2017,KWP Olsztyn,226,13-18,8,Fatal
2017,KWP Opole,126,13-18,0,Fatal
2017,KWP Poznań,411,13-18,8,Fatal
2017,KWP Rzeszów,285,13-18,4,Fatal
2017,KWP Szczecin,249,13-18,3,Fatal
2017,KSP Warszawa,348,13-18,8,Fatal
2017,KWP Radom,393,13-18,13,Fatal
2017,KWP Wrocław,440,13-18,12,Fatal
2017,Polska,5276,13-18,115,Fatal
2018,KWP Bydgoszcz,281,13-18,8,Fatal
2018,KWP Białystok,139,13-18,0,Fatal
2018,KWP Gdańsk,274,13-18,7,Fatal
