Year,Garnizon,Total,Age,Suicides,Result
2007,KWP Opole,148,60-64,7,Attempted
2007,KWP Rzeszów,198,60-64,7,Attempted
2007,KWP Białystok,215,60-64,8,Attempted
2007,KWP Gdańsk,267,60-64,18,Attempted
2007,KWP Katowice,514,60-64,27,Attempted
2007,KWP Kielce,139,60-64,4,Attempted
2007,KWP Olsztyn,306,60-64,10,Attempted
2007,KWP Poznań,428,60-64,34,Attempted
2007,KWP Szczecin,221,60-64,8,Attempted
2007,KSP Warszawa,176,60-64,10,Attempted
2007,Polska,4658,60-64,239,Attempted
2008,KWP Wrocław,311,60-64,13,Attempted
2008,KWP Bydgoszcz,323,60-64,15,Attempted
2008,KWP Lublin,398,60-64,25,Attempted
2008,KWP Gorzów Wielk.,201,60-64,12,Attempted
2008,KWP Łódź,379,60-64,32,Attempted
2008,KWP Kraków,369,60-64,27,Attempted
2008,KWP Radom,487,60-64,34,Attempted
2008,KWP Opole,157,60-64,3,Attempted
2008,KWP Rzeszów,239,60-64,13,Attempted
2008,KWP Białystok,247,60-64,9,Attempted
2008,KWP Gdańsk,287,60-64,11,Attempted
2008,KWP Katowice,536,60-64,21,Attempted
2008,KWP Kielce,135,60-64,6,Attempted
2008,KWP Olsztyn,361,60-64,17,Attempted
2008,KWP Poznań,367,60-64,27,Attempted
2008,KWP Szczecin,226,60-64,8,Attempted
2008,KSP Warszawa,214,60-64,15,Attempted
2008,Polska,5237,60-64,288,Attempted
2009,KWP Wrocław,295,60-64,19,Attempted
2009,KWP Bydgoszcz,333,60-64,25,Attempted
2009,KWP Lublin,390,60-64,17,Attempted
2009,KWP Gorzów Wielk.,285,60-64,15,Attempted
2009,KWP Łódź,471,60-64,31,Attempted
2009,KWP Kraków,463,60-64,31,Attempted
2009,KWP Radom,452,60-64,31,Attempted
2009,KWP Opole,185,60-64,10,Attempted
2009,KWP Rzeszów,242,60-64,6,Attempted
2009,KWP Białystok,251,60-64,13,Attempted
2009,KWP Gdańsk,341,60-64,17,Attempted
2009,KWP Katowice,712,60-64,33,Attempted
2009,KWP Kielce,155,60-64,18,Attempted
2009,KWP Olsztyn,395,60-64,17,Attempted
2009,KWP Poznań,451,60-64,34,Attempted
2009,KWP Szczecin,238,60-64,11,Attempted
2009,KSP Warszawa,254,60-64,17,Attempted
2009,Polska,5913,60-64,345,Attempted
2010,KWP Wrocław,266,60-64,25,Attempted
2010,KWP Bydgoszcz,291,60-64,18,Attempted
2010,KWP Lublin,359,60-64,24,Attempted
2010,KWP Gorzów Wielk.,183,60-64,15,Attempted
2010,KWP Łódź,440,60-64,30,Attempted
2010,KWP Kraków,467,60-64,20,Attempted
2010,KWP Radom,416,60-64,32,Attempted
2010,KWP Opole,186,60-64,7,Attempted
2010,KWP Rzeszów,252,60-64,22,Attempted
2010,KWP Białystok,234,60-64,14,Attempted
2010,KWP Gdańsk,268,60-64,20,Attempted
2010,KWP Katowice,698,60-64,47,Attempted
2010,KWP Kielce,208,60-64,9,Attempted
2010,KWP Olsztyn,373,60-64,14,Attempted
2010,KWP Poznań,374,60-64,27,Attempted
2010,KWP Szczecin,206,60-64,12,Attempted
2010,KSP Warszawa,235,60-64,17,Attempted
2010,Polska,5456,60-64,353,Attempted
2011,KWP Wrocław,241,60-64,16,Attempted
2011,KWP Bydgoszcz,330,60-64,25,Attempted
2011,KWP Lublin,313,60-64,25,Attempted
2011,KWP Gorzów Wielk.,214,60-64,14,Attempted
2011,KWP Łódź,436,60-64,19,Attempted
2011,KWP Kraków,439,60-64,25,Attempted
2011,KWP Radom,356,60-64,20,Attempted
2011,KWP Opole,141,60-64,5,Attempted
2011,KWP Rzeszów,197,60-64,21,Attempted
2011,KWP Białystok,220,60-64,16,Attempted
2011,KWP Gdańsk,260,60-64,15,Attempted
2011,KWP Katowice,695,60-64,47,Attempted
2011,KWP Kielce,172,60-64,24,Attempted
2011,KWP Olsztyn,336,60-64,14,Attempted
2011,KWP Poznań,326,60-64,16,Attempted
2011,KWP Szczecin,245,60-64,15,Attempted
2011,KSP Warszawa,203,60-64,14,Attempted
2011,Polska,5124,60-64,331,Attempted
2012,KWP Wrocław,262,60-64,28,Attempted
2012,KWP Bydgoszcz,348,60-64,34,Attempted
2012,KWP Lublin,302,60-64,15,Attempted
2012,KWP Gorzów Wielk.,248,60-64,27,Attempted
2012,KWP Łódź,511,60-64,35,Attempted
2012,KWP Kraków,468,60-64,25,Attempted
2012,KWP Radom,350,60-64,36,Attempted
2012,KWP Opole,148,60-64,13,Attempted
2012,KWP Rzeszów,233,60-64,19,Attempted
2012,KWP Białystok,232,60-64,20,Attempted
2012,KWP Gdańsk,247,60-64,15,Attempted
2012,KWP Katowice,612,60-64,43,Attempted
2012,KWP Kielce,576,60-64,48,Attempted
2012,KWP Olsztyn,346,60-64,18,Attempted
2012,KWP Poznań,294,60-64,29,Attempted
2012,KWP Szczecin,229,60-64,12,Attempted
2012,KSP Warszawa,385,60-64,26,Attempted
2012,Polska,5791,60-64,443,Attempted
1999,KWP Wrocław,378,65-69,7,Attempted
1999,KWP Bydgoszcz,263,65-69,9,Attempted
1999,KWP Lublin,283,65-69,14,Attempted
1999,KWP Gorzów Wielk.,194,65-69,6,Attempted
1999,KWP Łódź,410,65-69,15,Attempted
1999,KWP Kraków,302,65-69,19,Attempted
1999,KWP Radom,403,65-69,18,Attempted
1999,KWP Opole,189,65-69,15,Attempted
1999,KWP Rzeszów,205,65-69,9,Attempted
1999,KWP Białystok,216,65-69,17,Attempted
1999,KWP Gdańsk,325,65-69,15,Attempted
1999,KWP Katowice,543,65-69,16,Attempted
1999,KWP Kielce,199,65-69,12,Attempted
1999,KWP Olsztyn,201,65-69,9,Attempted
1999,KWP Poznań,644,65-69,33,Attempted
1999,KWP Szczecin,313,65-69,15,Attempted
1999,KSP Warszawa,114,65-69,6,Attempted
1999,Polska,5182,65-69,235,Attempted
2000,KWP Wrocław,431,65-69,19,Attempted
2000,KWP Bydgoszcz,262,65-69,5,Attempted
2000,KWP Lublin,288,65-69,6,Attempted
2000,KWP Gorzów Wielk.,178,65-69,6,Attempted
2000,KWP Łódź,402,65-69,18,Attempted
2000,KWP Kraków,545,65-69,29,Attempted
2000,KWP Radom,439,65-69,23,Attempted
2000,KWP Opole,176,65-69,11,Attempted
2000,KWP Rzeszów,348,65-69,20,Attempted
2000,KWP Białystok,242,65-69,12,Attempted
2000,KWP Gdańsk,337,65-69,20,Attempted
2000,KWP Katowice,574,65-69,24,Attempted
2000,KWP Kielce,197,65-69,7,Attempted
2000,KWP Olsztyn,149,65-69,2,Attempted
2000,KWP Poznań,644,65-69,27,Attempted
2000,KWP Szczecin,305,65-69,11,Attempted
2000,KSP Warszawa,104,65-69,6,Attempted
2000,Polska,5621,65-69,246,Attempted
2001,KWP Wrocław,372,65-69,16,Attempted
2001,KWP Bydgoszcz,268,65-69,14,Attempted
2001,KWP Lublin,313,65-69,7,Attempted
2001,KWP Gorzów Wielk.,246,65-69,7,Attempted
2001,KWP Łódź,380,65-69,18,Attempted
2001,KWP Kraków,591,65-69,25,Attempted
2001,KWP Radom,464,65-69,10,Attempted
2001,KWP Opole,152,65-69,7,Attempted
2001,KWP Rzeszów,316,65-69,16,Attempted
2001,KWP Białystok,221,65-69,13,Attempted
2001,KWP Gdańsk,364,65-69,14,Attempted
2001,KWP Katowice,558,65-69,22,Attempted
2001,KWP Kielce,192,65-69,5,Attempted
2001,KWP Olsztyn,240,65-69,11,Attempted
2001,KWP Poznań,641,65-69,26,Attempted
2001,KWP Szczecin,301,65-69,10,Attempted
2001,KSP Warszawa,93,65-69,3,Attempted
2001,Polska,5712,65-69,224,Attempted
2002,KWP Wrocław,372,65-69,27,Attempted
2002,KWP Bydgoszcz,233,65-69,15,Attempted
2002,KWP Lublin,329,65-69,14,Attempted
2002,KWP Gorzów Wielk.,243,65-69,9,Attempted
2002,KWP Łódź,385,65-69,13,Attempted
2002,KWP Kraków,640,65-69,30,Attempted
2002,KWP Radom,393,65-69,12,Attempted
2002,KWP Opole,157,65-69,10,Attempted
2002,KWP Rzeszów,370,65-69,25,Attempted
2002,KWP Białystok,242,65-69,13,Attempted
2002,KWP Gdańsk,391,65-69,24,Attempted
2002,KWP Katowice,643,65-69,34,Attempted
2002,KWP Kielce,206,65-69,6,Attempted
2002,KWP Olsztyn,267,65-69,15,Attempted
2002,KWP Poznań,617,65-69,30,Attempted
2002,KWP Szczecin,311,65-69,11,Attempted
2002,KSP Warszawa,129,65-69,6,Attempted
2002,Polska,5928,65-69,294,Attempted
2003,KWP Wrocław,420,65-69,21,Attempted
2003,KWP Bydgoszcz,199,65-69,7,Attempted
2003,KWP Lublin,399,65-69,21,Attempted
2003,KWP Gorzów Wielk.,180,65-69,5,Attempted
2003,KWP Łódź,335,65-69,15,Attempted
2003,KWP Kraków,481,65-69,32,Attempted
2003,KWP Radom,336,65-69,16,Attempted
2003,KWP Opole,159,65-69,10,Attempted
2003,KWP Rzeszów,258,65-69,12,Attempted
2003,KWP Białystok,259,65-69,13,Attempted
2003,KWP Gdańsk,321,65-69,13,Attempted
2003,KWP Katowice,667,65-69,30,Attempted
2003,KWP Kielce,185,65-69,7,Attempted
2003,KWP Olsztyn,235,65-69,12,Attempted
2003,KWP Poznań,511,65-69,22,Attempted
2003,KWP Szczecin,331,65-69,4,Attempted
2003,KSP Warszawa,191,65-69,9,Attempted
2003,Polska,5467,65-69,249,Attempted
2004,KWP Wrocław,450,65-69,25,Attempted
2004,KWP Bydgoszcz,361,65-69,20,Attempted
2004,KWP Lublin,415,65-69,12,Attempted
2004,KWP Gorzów Wielk.,211,65-69,4,Attempted
2004,KWP Łódź,382,65-69,11,Attempted
2004,KWP Kraków,510,65-69,23,Attempted
2004,KWP Radom,336,65-69,8,Attempted
2004,KWP Opole,182,65-69,11,Attempted
2004,KWP Rzeszów,261,65-69,17,Attempted
2004,KWP Białystok,229,65-69,8,Attempted
2004,KWP Gdańsk,301,65-69,10,Attempted
2004,KWP Katowice,644,65-69,25,Attempted
2004,KWP Kielce,237,65-69,7,Attempted
2004,KWP Olsztyn,282,65-69,14,Attempted
2004,KWP Poznań,512,65-69,21,Attempted
2004,KWP Szczecin,288,65-69,14,Attempted
2004,KSP Warszawa,292,65-69,10,Attempted
2004,Polska,5893,65-69,240,Attempted
2005,KWP Wrocław,338,65-69,12,Attempted
2005,KWP Bydgoszcz,327,65-69,12,Attempted
2005,KWP Lublin,383,65-69,14,Attempted
2005,KWP Gorzów Wielk.,191,65-69,5,Attempted
2005,KWP Łódź,378,65-69,11,Attempted
2005,KWP Kraków,471,65-69,23,Attempted
2005,KWP Radom,364,65-69,19,Attempted
2005,KWP Opole,163,65-69,10,Attempted
2005,KWP Rzeszów,270,65-69,8,Attempted
2005,KWP Białystok,223,65-69,8,Attempted
2005,KWP Gdańsk,339,65-69,22,Attempted
2005,KWP Katowice,664,65-69,31,Attempted
2005,KWP Kielce,174,65-69,10,Attempted
2005,KWP Olsztyn,308,65-69,6,Attempted
2005,KWP Poznań,496,65-69,17,Attempted
2005,KWP Szczecin,272,65-69,5,Attempted
2005,KSP Warszawa,264,65-69,8,Attempted
2005,Polska,5625,65-69,221,Attempted
2006,KWP Wrocław,320,65-69,15,Attempted
2006,KWP Bydgoszcz,251,65-69,15,Attempted
2006,KWP Lublin,345,65-69,8,Attempted
2006,KWP Gorzów Wielk.,223,65-69,9,Attempted
2006,KWP Łódź,389,65-69,18,Attempted
2006,KWP Kraków,386,65-69,18,Attempted
2006,KWP Radom,312,65-69,13,Attempted
2006,KWP Opole,181,65-69,13,Attempted
2006,KWP Rzeszów,265,65-69,8,Attempted
2006,KWP Białystok,184,65-69,8,Attempted
2006,KWP Gdańsk,347,65-69,14,Attempted
2006,KWP Katowice,626,65-69,20,Attempted
2006,KWP Kielce,187,65-69,9,Attempted
2006,KWP Olsztyn,295,65-69,8,Attempted
2006,KWP Poznań,415,65-69,16,Attempted
2006,KWP Szczecin,234,65-69,8,Attempted
2006,KSP Warszawa,192,65-69,3,Attempted
2006,Polska,5152,65-69,203,Attempted
2007,KWP Wrocław,282,65-69,14,Attempted
2007,KWP Bydgoszcz,251,65-69,15,Attempted
2007,KWP Lublin,295,65-69,10,Attempted
2007,KWP Gorzów Wielk.,190,65-69,5,Attempted
2007,KWP Łódź,390,65-69,13,Attempted
2007,KWP Kraków,337,65-69,12,Attempted
2007,KWP Radom,301,65-69,15,Attempted
2007,KWP Opole,148,65-69,6,Attempted
2007,KWP Rzeszów,198,65-69,7,Attempted
2007,KWP Białystok,215,65-69,5,Attempted
2007,KWP Gdańsk,267,65-69,14,Attempted
2007,KWP Katowice,514,65-69,24,Attempted
2007,KWP Kielce,139,65-69,7,Attempted
2007,KWP Olsztyn,306,65-69,6,Attempted
2007,KWP Poznań,428,65-69,22,Attempted
2007,KWP Szczecin,221,65-69,8,Attempted
2007,KSP Warszawa,176,65-69,3,Attempted
2007,Polska,4658,65-69,186,Attempted
2008,KWP Wrocław,311,65-69,16,Attempted
2008,KWP Bydgoszcz,323,65-69,7,Attempted
2008,KWP Lublin,398,65-69,6,Attempted
2008,KWP Gorzów Wielk.,201,65-69,17,Attempted
2008,KWP Łódź,379,65-69,16,Attempted
2008,KWP Kraków,369,65-69,14,Attempted
2008,KWP Radom,487,65-69,18,Attempted
2008,KWP Opole,157,65-69,4,Attempted
2008,KWP Rzeszów,239,65-69,8,Attempted
2008,KWP Białystok,247,65-69,11,Attempted
2008,KWP Gdańsk,287,65-69,15,Attempted
2008,KWP Katowice,536,65-69,26,Attempted
2008,KWP Kielce,135,65-69,2,Attempted
2008,KWP Olsztyn,361,65-69,8,Attempted
2008,KWP Poznań,367,65-69,17,Attempted
2008,KWP Szczecin,226,65-69,6,Attempted
2008,KSP Warszawa,214,65-69,6,Attempted
2008,Polska,5237,65-69,197,Attempted
2009,KWP Wrocław,295,65-69,11,Attempted
2009,KWP Bydgoszcz,333,65-69,11,Attempted
2009,KWP Lublin,390,65-69,14,Attempted
2009,KWP Gorzów Wielk.,285,65-69,12,Attempted
2009,KWP Łódź,471,65-69,16,Attempted
2009,KWP Kraków,463,65-69,26,Attempted
2009,KWP Radom,452,65-69,20,Attempted
2009,KWP Opole,185,65-69,7,Attempted
2009,KWP Rzeszów,242,65-69,9,Attempted
2009,KWP Białystok,251,65-69,10,Attempted
2009,KWP Gdańsk,341,65-69,12,Attempted
2009,KWP Katowice,712,65-69,21,Attempted
2009,KWP Kielce,155,65-69,5,Attempted
2009,KWP Olsztyn,395,65-69,7,Attempted
2009,KWP Poznań,451,65-69,21,Attempted
2009,KWP Szczecin,238,65-69,10,Attempted
2009,KSP Warszawa,254,65-69,7,Attempted
2009,Polska,5913,65-69,219,Attempted
2010,KWP Wrocław,266,65-69,7,Attempted
2010,KWP Bydgoszcz,291,65-69,18,Attempted
2010,KWP Lublin,359,65-69,15,Attempted
2010,KWP Gorzów Wielk.,183,65-69,5,Attempted
2010,KWP Łódź,440,65-69,17,Attempted
2010,KWP Kraków,467,65-69,22,Attempted
2010,KWP Radom,416,65-69,13,Attempted
2010,KWP Opole,186,65-69,3,Attempted
2010,KWP Rzeszów,252,65-69,11,Attempted
2010,KWP Białystok,234,65-69,8,Attempted
2010,KWP Gdańsk,268,65-69,11,Attempted
2010,KWP Katowice,698,65-69,31,Attempted
2010,KWP Kielce,208,65-69,3,Attempted
2010,KWP Olsztyn,373,65-69,10,Attempted
2010,KWP Poznań,374,65-69,11,Attempted
2010,KWP Szczecin,206,65-69,13,Attempted
2010,KSP Warszawa,235,65-69,11,Attempted
2010,Polska,5456,65-69,209,Attempted
2011,KWP Wrocław,241,65-69,6,Attempted
2011,KWP Bydgoszcz,330,65-69,6,Attempted
2011,KWP Lublin,313,65-69,9,Attempted
2011,KWP Gorzów Wielk.,214,65-69,5,Attempted
2011,KWP Łódź,436,65-69,10,Attempted
2011,KWP Kraków,439,65-69,19,Attempted
2011,KWP Radom,356,65-69,19,Attempted
2011,KWP Opole,141,65-69,1,Attempted
2011,KWP Rzeszów,197,65-69,7,Attempted
2011,KWP Białystok,220,65-69,4,Attempted
2011,KWP Gdańsk,260,65-69,4,Attempted
2011,KWP Katowice,695,65-69,19,Attempted
2011,KWP Kielce,172,65-69,7,Attempted
2011,KWP Olsztyn,336,65-69,8,Attempted
2011,KWP Poznań,326,65-69,14,Attempted
2011,KWP Szczecin,245,65-69,8,Attempted
2011,KSP Warszawa,203,65-69,5,Attempted
2011,Polska,5124,65-69,151,Attempted
2012,KWP Wrocław,262,65-69,14,Attempted
2012,KWP Bydgoszcz,348,65-69,15,Attempted
2012,KWP Lublin,302,65-69,12,Attempted
2012,KWP Gorzów Wielk.,248,65-69,17,Attempted
2012,KWP Łódź,511,65-69,19,Attempted
2012,KWP Kraków,468,65-69,19,Attempted
2012,KWP Radom,350,65-69,12,Attempted
2012,KWP Opole,148,65-69,2,Attempted
2012,KWP Rzeszów,233,65-69,8,Attempted
2012,KWP Białystok,232,65-69,7,Attempted
2012,KWP Gdańsk,247,65-69,9,Attempted
2012,KWP Katowice,612,65-69,25,Attempted
2012,KWP Kielce,576,65-69,13,Attempted
2012,KWP Olsztyn,346,65-69,13,Attempted
2012,KWP Poznań,294,65-69,10,Attempted
2012,KWP Szczecin,229,65-69,3,Attempted
2012,KSP Warszawa,385,65-69,15,Attempted
2012,Polska,5791,65-69,213,Attempted
1999,KWP Wrocław,378,70-74,21,Attempted
1999,KWP Bydgoszcz,263,70-74,4,Attempted
1999,KWP Lublin,283,70-74,10,Attempted
1999,KWP Gorzów Wielk.,194,70-74,11,Attempted
1999,KWP Łódź,410,70-74,15,Attempted
1999,KWP Kraków,302,70-74,8,Attempted
1999,KWP Radom,403,70-74,9,Attempted
1999,KWP Opole,189,70-74,8,Attempted
1999,KWP Rzeszów,205,70-74,3,Attempted
1999,KWP Białystok,216,70-74,13,Attempted
1999,KWP Gdańsk,325,70-74,10,Attempted
1999,KWP Katowice,543,70-74,12,Attempted
1999,KWP Kielce,199,70-74,7,Attempted
1999,KWP Olsztyn,201,70-74,5,Attempted
1999,KWP Poznań,644,70-74,23,Attempted
1999,KWP Szczecin,313,70-74,5,Attempted
1999,KSP Warszawa,114,70-74,3,Attempted
1999,Polska,5182,70-74,167,Attempted
2000,KWP Wrocław,431,70-74,18,Attempted
2000,KWP Bydgoszcz,262,70-74,10,Attempted
2000,KWP Lublin,288,70-74,10,Attempted
2000,KWP Gorzów Wielk.,178,70-74,7,Attempted
2000,KWP Łódź,402,70-74,16,Attempted
2000,KWP Kraków,545,70-74,18,Attempted
2000,KWP Radom,439,70-74,14,Attempted
2000,KWP Opole,176,70-74,3,Attempted
2000,KWP Rzeszów,348,70-74,9,Attempted
2000,KWP Białystok,242,70-74,12,Attempted
2000,KWP Gdańsk,337,70-74,6,Attempted
2000,KWP Katowice,574,70-74,12,Attempted
2000,KWP Kielce,197,70-74,5,Attempted
2000,KWP Olsztyn,149,70-74,6,Attempted
2000,KWP Poznań,644,70-74,21,Attempted
2000,KWP Szczecin,305,70-74,2,Attempted
2000,KSP Warszawa,104,70-74,5,Attempted
2000,Polska,5621,70-74,174,Attempted
2001,KWP Wrocław,372,70-74,16,Attempted
2001,KWP Bydgoszcz,268,70-74,12,Attempted
2001,KWP Lublin,313,70-74,8,Attempted
2001,KWP Gorzów Wielk.,246,70-74,8,Attempted
2001,KWP Łódź,380,70-74,14,Attempted
2001,KWP Kraków,591,70-74,22,Attempted
2001,KWP Radom,464,70-74,16,Attempted
2001,KWP Opole,152,70-74,3,Attempted
2001,KWP Rzeszów,316,70-74,15,Attempted
2001,KWP Białystok,221,70-74,4,Attempted
2001,KWP Gdańsk,364,70-74,14,Attempted
2001,KWP Katowice,558,70-74,20,Attempted
2001,KWP Kielce,192,70-74,10,Attempted
2001,KWP Olsztyn,240,70-74,7,Attempted
2001,KWP Poznań,641,70-74,26,Attempted
2001,KWP Szczecin,301,70-74,9,Attempted
2001,KSP Warszawa,93,70-74,4,Attempted
2001,Polska,5712,70-74,208,Attempted
2002,KWP Wrocław,372,70-74,14,Attempted
2002,KWP Bydgoszcz,233,70-74,7,Attempted
2002,KWP Lublin,329,70-74,13,Attempted
2002,KWP Gorzów Wielk.,243,70-74,10,Attempted
2002,KWP Łódź,385,70-74,16,Attempted
2002,KWP Kraków,640,70-74,36,Attempted
2002,KWP Radom,393,70-74,18,Attempted
2002,KWP Opole,157,70-74,7,Attempted
2002,KWP Rzeszów,370,70-74,9,Attempted
2002,KWP Białystok,242,70-74,12,Attempted
2002,KWP Gdańsk,391,70-74,15,Attempted
2002,KWP Katowice,643,70-74,16,Attempted
2002,KWP Kielce,206,70-74,10,Attempted
2002,KWP Olsztyn,267,70-74,7,Attempted
2002,KWP Poznań,617,70-74,13,Attempted
2002,KWP Szczecin,311,70-74,8,Attempted
2002,KSP Warszawa,129,70-74,3,Attempted
2002,Polska,5928,70-74,214,Attempted
2003,KWP Wrocław,420,70-74,18,Attempted
2003,KWP Bydgoszcz,199,70-74,6,Attempted
2003,KWP Lublin,399,70-74,10,Attempted
2003,KWP Gorzów Wielk.,180,70-74,8,Attempted
2003,KWP Łódź,335,70-74,7,Attempted
2003,KWP Kraków,481,70-74,14,Attempted
2003,KWP Radom,336,70-74,15,Attempted
2003,KWP Opole,159,70-74,11,Attempted
2003,KWP Rzeszów,258,70-74,13,Attempted
2003,KWP Białystok,259,70-74,9,Attempted
2003,KWP Gdańsk,321,70-74,11,Attempted
2003,KWP Katowice,667,70-74,15,Attempted
2003,KWP Kielce,185,70-74,5,Attempted
2003,KWP Olsztyn,235,70-74,5,Attempted
2003,KWP Poznań,511,70-74,13,Attempted
2003,KWP Szczecin,331,70-74,8,Attempted
2003,KSP Warszawa,191,70-74,5,Attempted
2003,Polska,5467,70-74,173,Attempted
2004,KWP Wrocław,450,70-74,12,Attempted
2004,KWP Bydgoszcz,361,70-74,12,Attempted
2004,KWP Lublin,415,70-74,13,Attempted
2004,KWP Gorzów Wielk.,211,70-74,13,Attempted
2004,KWP Łódź,382,70-74,13,Attempted
2004,KWP Kraków,510,70-74,18,Attempted
2004,KWP Radom,336,70-74,16,Attempted
2004,KWP Opole,182,70-74,6,Attempted
2004,KWP Rzeszów,261,70-74,7,Attempted
2004,KWP Białystok,229,70-74,11,Attempted
2004,KWP Gdańsk,301,70-74,18,Attempted
2004,KWP Katowice,644,70-74,24,Attempted
2004,KWP Kielce,237,70-74,5,Attempted
2004,KWP Olsztyn,282,70-74,6,Attempted
2004,KWP Poznań,512,70-74,17,Attempted
2004,KWP Szczecin,288,70-74,9,Attempted
2004,KSP Warszawa,292,70-74,14,Attempted
2004,Polska,5893,70-74,214,Attempted
2005,KWP Wrocław,338,70-74,15,Attempted
2005,KWP Bydgoszcz,327,70-74,14,Attempted
2005,KWP Lublin,383,70-74,11,Attempted
2005,KWP Gorzów Wielk.,191,70-74,10,Attempted
2005,KWP Łódź,378,70-74,12,Attempted
2005,KWP Kraków,471,70-74,14,Attempted
2005,KWP Radom,364,70-74,17,Attempted
2005,KWP Opole,163,70-74,7,Attempted
2005,KWP Rzeszów,270,70-74,8,Attempted
2005,KWP Białystok,223,70-74,4,Attempted
2005,KWP Gdańsk,339,70-74,16,Attempted
2005,KWP Katowice,664,70-74,14,Attempted
2005,KWP Kielce,174,70-74,4,Attempted
2005,KWP Olsztyn,308,70-74,13,Attempted
2005,KWP Poznań,496,70-74,14,Attempted
2005,KWP Szczecin,272,70-74,10,Attempted
2005,KSP Warszawa,264,70-74,12,Attempted
2005,Polska,5625,70-74,195,Attempted
2006,KWP Wrocław,320,70-74,7,Attempted
2006,KWP Bydgoszcz,251,70-74,11,Attempted
2006,KWP Lublin,345,70-74,13,Attempted
2006,KWP Gorzów Wielk.,223,70-74,7,Attempted
2006,KWP Łódź,389,70-74,11,Attempted
2006,KWP Kraków,386,70-74,11,Attempted
2006,KWP Radom,312,70-74,7,Attempted
2006,KWP Opole,181,70-74,3,Attempted
2006,KWP Rzeszów,265,70-74,6,Attempted
2006,KWP Białystok,184,70-74,4,Attempted
2006,KWP Gdańsk,347,70-74,16,Attempted
2006,KWP Katowice,626,70-74,31,Attempted
2006,KWP Kielce,187,70-74,4,Attempted
2006,KWP Olsztyn,295,70-74,4,Attempted
2006,KWP Poznań,415,70-74,16,Attempted
2006,KWP Szczecin,234,70-74,9,Attempted
2006,KSP Warszawa,192,70-74,8,Attempted
2006,Polska,5152,70-74,168,Attempted
2007,KWP Wrocław,282,70-74,9,Attempted
2007,KWP Bydgoszcz,251,70-74,7,Attempted
2007,KWP Lublin,295,70-74,6,Attempted
2007,KWP Gorzów Wielk.,190,70-74,5,Attempted
2007,KWP Łódź,390,70-74,10,Attempted
2007,KWP Kraków,337,70-74,16,Attempted
2007,KWP Radom,301,70-74,12,Attempted
2007,KWP Opole,148,70-74,4,Attempted
2007,KWP Rzeszów,198,70-74,7,Attempted
2007,KWP Białystok,215,70-74,7,Attempted
2007,KWP Gdańsk,267,70-74,5,Attempted
2007,KWP Katowice,514,70-74,22,Attempted
2007,KWP Kielce,139,70-74,4,Attempted
2007,KWP Olsztyn,306,70-74,5,Attempted
2007,KWP Poznań,428,70-74,25,Attempted
2007,KWP Szczecin,221,70-74,6,Attempted
2007,KSP Warszawa,176,70-74,6,Attempted
2007,Polska,4658,70-74,156,Attempted
2008,KWP Wrocław,311,70-74,8,Attempted
2008,KWP Bydgoszcz,323,70-74,10,Attempted
2008,KWP Lublin,398,70-74,12,Attempted
2008,KWP Gorzów Wielk.,201,70-74,4,Attempted
2008,KWP Łódź,379,70-74,6,Attempted
2008,KWP Kraków,369,70-74,21,Attempted
2008,KWP Radom,487,70-74,16,Attempted
2008,KWP Opole,157,70-74,4,Attempted
2008,KWP Rzeszów,239,70-74,5,Attempted
2008,KWP Białystok,247,70-74,11,Attempted
2008,KWP Gdańsk,287,70-74,6,Attempted
2008,KWP Katowice,536,70-74,22,Attempted
2008,KWP Kielce,135,70-74,8,Attempted
2008,KWP Olsztyn,361,70-74,5,Attempted
2008,KWP Poznań,367,70-74,8,Attempted
2008,KWP Szczecin,226,70-74,9,Attempted
2008,KSP Warszawa,214,70-74,6,Attempted
2008,Polska,5237,70-74,161,Attempted
2009,KWP Wrocław,295,70-74,10,Attempted
2009,KWP Bydgoszcz,333,70-74,11,Attempted
2009,KWP Lublin,390,70-74,10,Attempted
2009,KWP Gorzów Wielk.,285,70-74,9,Attempted
2009,KWP Łódź,471,70-74,16,Attempted
2009,KWP Kraków,463,70-74,10,Attempted
2009,KWP Radom,452,70-74,13,Attempted
2009,KWP Opole,185,70-74,4,Attempted
2009,KWP Rzeszów,242,70-74,6,Attempted
2009,KWP Białystok,251,70-74,6,Attempted
2009,KWP Gdańsk,341,70-74,8,Attempted
2009,KWP Katowice,712,70-74,18,Attempted
2009,KWP Kielce,155,70-74,4,Attempted
2009,KWP Olsztyn,395,70-74,7,Attempted
2009,KWP Poznań,451,70-74,12,Attempted
2009,KWP Szczecin,238,70-74,3,Attempted
2009,KSP Warszawa,254,70-74,6,Attempted
2009,Polska,5913,70-74,153,Attempted
2010,KWP Wrocław,266,70-74,9,Attempted
2010,KWP Bydgoszcz,291,70-74,15,Attempted
2010,KWP Lublin,359,70-74,10,Attempted
2010,KWP Gorzów Wielk.,183,70-74,4,Attempted
2010,KWP Łódź,440,70-74,11,Attempted
2010,KWP Kraków,467,70-74,15,Attempted
2010,KWP Radom,416,70-74,9,Attempted
2010,KWP Opole,186,70-74,6,Attempted
2010,KWP Rzeszów,252,70-74,5,Attempted
2010,KWP Białystok,234,70-74,5,Attempted
2010,KWP Gdańsk,268,70-74,6,Attempted
2010,KWP Katowice,698,70-74,20,Attempted
2010,KWP Kielce,208,70-74,4,Attempted
