year,garnizon,place,suicides,outcome
2002,Gdańsk,railway,8,Attempted
2002,Gdańsk,street,6,Attempted
2002,Gdańsk,park/forest,45,Attempted
2002,Gdańsk,river/lake,7,Attempted
2002,Gdańsk,medical facility,7,Attempted
2002,Gdańsk,legal_isolation,4,Attempted
2002,Gdańsk,military area,0,Attempted
2002,Gdańsk,workplace,12,Attempted
2002,Katowice,apartment,299,Attempted
2002,Katowice,garage/basement/attic,104,Attempted
2002,Katowice,farm building,65,Attempted
2002,Katowice,railway,17,Attempted
2002,Katowice,street,3,Attempted
2002,Katowice,park/forest,59,Attempted
2002,Katowice,river/lake,17,Attempted
2002,Katowice,medical facility,10,Attempted
2002,Katowice,legal_isolation,2,Attempted
2002,Katowice,military area,0,Attempted
2002,Katowice,workplace,1,Attempted
2002,Kielce,apartment,56,Attempted
2002,Kielce,garage/basement/attic,21,Attempted
2002,Kielce,farm building,72,Attempted
2002,Kielce,railway,4,Attempted
2002,Kielce,street,1,Attempted
2002,Kielce,park/forest,20,Attempted
2002,Kielce,river/lake,3,Attempted
2002,Kielce,medical facility,2,Attempted
2002,Kielce,legal_isolation,1,Attempted
2002,Kielce,military area,0,Attempted
2002,Kielce,workplace,1,Attempted
2002,Olsztyn,apartment,88,Attempted
2002,Olsztyn,garage/basement/attic,46,Attempted
2002,Olsztyn,farm building,38,Attempted
2002,Olsztyn,railway,6,Attempted
2002,Olsztyn,street,2,Attempted
2002,Olsztyn,park/forest,29,Attempted
2002,Olsztyn,river/lake,8,Attempted
2002,Olsztyn,medical facility,3,Attempted
2002,Olsztyn,legal_isolation,2,Attempted
2002,Olsztyn,military area,1,Attempted
2002,Olsztyn,workplace,3,Attempted
2002,Poznań,apartment,243,Attempted
2002,Poznań,garage/basement/attic,78,Attempted
2002,Poznań,farm building,113,Attempted
2002,Poznań,railway,32,Attempted
2002,Poznań,street,8,Attempted
2002,Poznań,park/forest,49,Attempted
2002,Poznań,river/lake,17,Attempted
2002,Poznań,medical facility,6,Attempted
2002,Poznań,legal_isolation,1,Attempted
2002,Poznań,military area,0,Attempted
2002,Poznań,workplace,9,Attempted
2002,Szczecin,apartment,125,Attempted
2002,Szczecin,garage/basement/attic,35,Attempted
2002,Szczecin,farm building,45,Attempted
2002,Szczecin,railway,8,Attempted
2002,Szczecin,street,5,Attempted
2002,Szczecin,park/forest,28,Attempted
2002,Szczecin,river/lake,13,Attempted
2002,Szczecin,medical facility,3,Attempted
2002,Szczecin,legal_isolation,5,Attempted
2002,Szczecin,military area,1,Attempted
2002,Szczecin,workplace,4,Attempted
2002,Warszawa,apartment,65,Attempted
2002,Warszawa,garage/basement/attic,10,Attempted
2002,Warszawa,farm building,5,Attempted
2002,Warszawa,railway,5,Attempted
2002,Warszawa,street,2,Attempted
2002,Warszawa,park/forest,13,Attempted
2002,Warszawa,river/lake,4,Attempted
2002,Warszawa,medical facility,3,Attempted
2002,Warszawa,legal_isolation,1,Attempted
2002,Warszawa,military area,0,Attempted
2002,Warszawa,workplace,2,Attempted
2003,Wrocław,apartment,181,Attempted
2003,Wrocław,garage/basement/attic,62,Attempted
2003,Wrocław,farm building,49,Attempted
2003,Wrocław,railway,20,Attempted
2003,Wrocław,street,5,Attempted
2003,Wrocław,park/forest,25,Attempted
2003,Wrocław,river/lake,6,Attempted
2003,Wrocław,medical facility,10,Attempted
2003,Wrocław,legal_isolation,3,Attempted
2003,Wrocław,military area,0,Attempted
2003,Wrocław,workplace,3,Attempted
2003,Bydgoszcz,apartment,66,Attempted
2003,Bydgoszcz,garage/basement/attic,29,Attempted
2003,Bydgoszcz,farm building,41,Attempted
2003,Bydgoszcz,railway,7,Attempted
2003,Bydgoszcz,street,0,Attempted
2003,Bydgoszcz,park/forest,21,Attempted
2003,Bydgoszcz,river/lake,8,Attempted
2003,Bydgoszcz,medical facility,1,Attempted
2003,Bydgoszcz,legal_isolation,0,Attempted
2003,Bydgoszcz,military area,0,Attempted
2003,Bydgoszcz,workplace,4,Attempted
2003,Lublin,apartment,135,Attempted
2003,Lublin,garage/basement/attic,37,Attempted
2003,Lublin,farm building,129,Attempted
2003,Lublin,railway,11,Attempted
2003,Lublin,street,4,Attempted
2003,Lublin,park/forest,21,Attempted
2003,Lublin,river/lake,4,Attempted
2003,Lublin,medical facility,3,Attempted
2003,Lublin,legal_isolation,3,Attempted
2003,Lublin,military area,1,Attempted
2003,Lublin,workplace,1,Attempted
2003,Gorzów Wlkp.,apartment,66,Attempted
2003,Gorzów Wlkp.,garage/basement/attic,28,Attempted
2003,Gorzów Wlkp.,farm building,24,Attempted
2003,Gorzów Wlkp.,railway,4,Attempted
2003,Gorzów Wlkp.,street,2,Attempted
2003,Gorzów Wlkp.,park/forest,21,Attempted
2003,Gorzów Wlkp.,river/lake,12,Attempted
2003,Gorzów Wlkp.,medical facility,1,Attempted
2003,Gorzów Wlkp.,legal_isolation,0,Attempted
2003,Gorzów Wlkp.,military area,0,Attempted
2003,Gorzów Wlkp.,workplace,0,Attempted
2003,Łódź,apartment,126,Attempted
2003,Łódź,garage/basement/attic,39,Attempted
2003,Łódź,farm building,76,Attempted
2003,Łódź,railway,12,Attempted
2003,Łódź,street,4,Attempted
2003,Łódź,park/forest,19,Attempted
2003,Łódź,river/lake,0,Attempted
2003,Łódź,medical facility,5,Attempted
2003,Łódź,legal_isolation,1,Attempted
2003,Łódź,military area,0,Attempted
2003,Łódź,workplace,3,Attempted
2003,Kraków,apartment,176,Attempted
2003,Kraków,garage/basement/attic,75,Attempted
2003,Kraków,farm building,87,Attempted
2003,Kraków,railway,20,Attempted
2003,Kraków,street,2,Attempted
2003,Kraków,park/forest,46,Attempted
2003,Kraków,river/lake,13,Attempted
2003,Kraków,medical facility,8,Attempted
2003,Kraków,legal_isolation,0,Attempted
2003,Kraków,military area,0,Attempted
2003,Kraków,workplace,6,Attempted
2003,Radom,apartment,108,Attempted
2003,Radom,garage/basement/attic,39,Attempted
2003,Radom,farm building,87,Attempted
2003,Radom,railway,6,Attempted
2003,Radom,street,2,Attempted
2003,Radom,park/forest,29,Attempted
2003,Radom,river/lake,5,Attempted
2003,Radom,medical facility,1,Attempted
2003,Radom,legal_isolation,2,Attempted
2003,Radom,military area,0,Attempted
2003,Radom,workplace,4,Attempted
2003,Opole,apartment,59,Attempted
2003,Opole,garage/basement/attic,23,Attempted
2003,Opole,farm building,28,Attempted
2003,Opole,railway,11,Attempted
2003,Opole,street,1,Attempted
2003,Opole,park/forest,10,Attempted
2003,Opole,river/lake,1,Attempted
2003,Opole,medical facility,4,Attempted
2003,Opole,legal_isolation,0,Attempted
2003,Opole,military area,0,Attempted
2003,Opole,workplace,3,Attempted
2003,Rzeszów,apartment,65,Attempted
2003,Rzeszów,garage/basement/attic,52,Attempted
2003,Rzeszów,farm building,65,Attempted
2003,Rzeszów,railway,4,Attempted
2003,Rzeszów,street,2,Attempted
2003,Rzeszów,park/forest,18,Attempted
2003,Rzeszów,river/lake,7,Attempted
2003,Rzeszów,medical facility,6,Attempted
2003,Rzeszów,legal_isolation,1,Attempted
2003,Rzeszów,military area,1,Attempted
2003,Rzeszów,workplace,2,Attempted
2003,Białystok,apartment,90,Attempted
2003,Białystok,garage/basement/attic,26,Attempted
2003,Białystok,farm building,61,Attempted
2003,Białystok,railway,1,Attempted
2003,Białystok,street,4,Attempted
2003,Białystok,park/forest,25,Attempted
2003,Białystok,river/lake,5,Attempted
2003,Białystok,medical facility,4,Attempted
2003,Białystok,legal_isolation,2,Attempted
2003,Białystok,military area,0,Attempted
2003,Białystok,workplace,1,Attempted
2003,Gdańsk,apartment,119,Attempted
2003,Gdańsk,garage/basement/attic,42,Attempted
2003,Gdańsk,farm building,48,Attempted
2003,Gdańsk,railway,7,Attempted
2003,Gdańsk,street,3,Attempted
2003,Gdańsk,park/forest,39,Attempted
2003,Gdańsk,river/lake,12,Attempted
2003,Gdańsk,medical facility,4,Attempted
2003,Gdańsk,legal_isolation,2,Attempted
2003,Gdańsk,military area,0,Attempted
2003,Gdańsk,workplace,8,Attempted
2003,Katowice,apartment,301,Attempted
2003,Katowice,garage/basement/attic,116,Attempted
2003,Katowice,farm building,56,Attempted
2003,Katowice,railway,24,Attempted
2003,Katowice,street,11,Attempted
2003,Katowice,park/forest,56,Attempted
2003,Katowice,river/lake,7,Attempted
2003,Katowice,medical facility,9,Attempted
2003,Katowice,legal_isolation,2,Attempted
2003,Katowice,military area,0,Attempted
2003,Katowice,workplace,13,Attempted
2003,Kielce,apartment,69,Attempted
2003,Kielce,garage/basement/attic,19,Attempted
2003,Kielce,farm building,47,Attempted
2003,Kielce,railway,3,Attempted
2003,Kielce,street,1,Attempted
2003,Kielce,park/forest,17,Attempted
2003,Kielce,river/lake,1,Attempted
2003,Kielce,medical facility,1,Attempted
2003,Kielce,legal_isolation,1,Attempted
2003,Kielce,military area,0,Attempted
2003,Kielce,workplace,1,Attempted
2003,Olsztyn,apartment,83,Attempted
2003,Olsztyn,garage/basement/attic,36,Attempted
2003,Olsztyn,farm building,44,Attempted
2003,Olsztyn,railway,7,Attempted
2003,Olsztyn,street,6,Attempted
2003,Olsztyn,park/forest,19,Attempted
2003,Olsztyn,river/lake,5,Attempted
2003,Olsztyn,medical facility,3,Attempted
2003,Olsztyn,legal_isolation,2,Attempted
2003,Olsztyn,military area,0,Attempted
2003,Olsztyn,workplace,2,Attempted
2003,Poznań,apartment,197,Attempted
2003,Poznań,garage/basement/attic,67,Attempted
2003,Poznań,farm building,103,Attempted
2003,Poznań,railway,27,Attempted
2003,Poznań,street,3,Attempted
2003,Poznań,park/forest,31,Attempted
2003,Poznań,river/lake,8,Attempted
2003,Poznań,medical facility,5,Attempted
2003,Poznań,legal_isolation,1,Attempted
2003,Poznań,military area,0,Attempted
2003,Poznań,workplace,4,Attempted
2003,Szczecin,apartment,177,Attempted
2003,Szczecin,garage/basement/attic,38,Attempted
2003,Szczecin,farm building,36,Attempted
2003,Szczecin,railway,10,Attempted
2003,Szczecin,street,2,Attempted
2003,Szczecin,park/forest,19,Attempted
2003,Szczecin,river/lake,11,Attempted
2003,Szczecin,medical facility,5,Attempted
2003,Szczecin,legal_isolation,2,Attempted
2003,Szczecin,military area,0,Attempted
2003,Szczecin,workplace,1,Attempted
2003,Warszawa,apartment,93,Attempted
2003,Warszawa,garage/basement/attic,23,Attempted
2003,Warszawa,farm building,12,Attempted
2003,Warszawa,railway,6,Attempted
2003,Warszawa,street,2,Attempted
2003,Warszawa,park/forest,15,Attempted
2003,Warszawa,river/lake,2,Attempted
2003,Warszawa,medical facility,4,Attempted
2003,Warszawa,legal_isolation,1,Attempted
2003,Warszawa,military area,0,Attempted
2003,Warszawa,workplace,6,Attempted
2004,Wrocław,apartment,185,Attempted
2004,Wrocław,garage/basement/attic,69,Attempted
2004,Wrocław,farm building,44,Attempted
2004,Wrocław,railway,17,Attempted
2004,Wrocław,street,6,Attempted
2004,Wrocław,park/forest,37,Attempted
2004,Wrocław,river/lake,11,Attempted
2004,Wrocław,medical facility,1,Attempted
2004,Wrocław,legal_isolation,1,Attempted
2004,Wrocław,military area,0,Attempted
2004,Wrocław,workplace,4,Attempted
2004,Bydgoszcz,apartment,144,Attempted
2004,Bydgoszcz,garage/basement/attic,47,Attempted
2004,Bydgoszcz,farm building,55,Attempted
2004,Bydgoszcz,railway,7,Attempted
2004,Bydgoszcz,street,2,Attempted
2004,Bydgoszcz,park/forest,33,Attempted
2004,Bydgoszcz,river/lake,10,Attempted
2004,Bydgoszcz,medical facility,2,Attempted
2004,Bydgoszcz,legal_isolation,2,Attempted
2004,Bydgoszcz,military area,0,Attempted
2004,Bydgoszcz,workplace,4,Attempted
2004,Lublin,apartment,122,Attempted
2004,Lublin,garage/basement/attic,33,Attempted
2004,Lublin,farm building,139,Attempted
2004,Lublin,railway,9,Attempted
2004,Lublin,street,4,Attempted
2004,Lublin,park/forest,26,Attempted
2004,Lublin,river/lake,6,Attempted
2004,Lublin,medical facility,3,Attempted
2004,Lublin,legal_isolation,4,Attempted
2004,Lublin,military area,0,Attempted
2004,Lublin,workplace,4,Attempted
2004,Gorzów Wlkp.,apartment,86,Attempted
2004,Gorzów Wlkp.,garage/basement/attic,23,Attempted
2004,Gorzów Wlkp.,farm building,28,Attempted
2004,Gorzów Wlkp.,railway,4,Attempted
2004,Gorzów Wlkp.,street,2,Attempted
2004,Gorzów Wlkp.,park/forest,23,Attempted
2004,Gorzów Wlkp.,river/lake,7,Attempted
2004,Gorzów Wlkp.,medical facility,2,Attempted
2004,Gorzów Wlkp.,legal_isolation,1,Attempted
2004,Gorzów Wlkp.,military area,0,Attempted
2004,Gorzów Wlkp.,workplace,1,Attempted
2004,Łódź,apartment,154,Attempted
2004,Łódź,garage/basement/attic,48,Attempted
2004,Łódź,farm building,68,Attempted
2004,Łódź,railway,9,Attempted
2004,Łódź,street,4,Attempted
2004,Łódź,park/forest,40,Attempted
2004,Łódź,river/lake,1,Attempted
2004,Łódź,medical facility,5,Attempted
2004,Łódź,legal_isolation,1,Attempted
2004,Łódź,military area,0,Attempted
2004,Łódź,workplace,0,Attempted
2004,Kraków,apartment,164,Attempted
2004,Kraków,garage/basement/attic,82,Attempted
2004,Kraków,farm building,112,Attempted
2004,Kraków,railway,12,Attempted
2004,Kraków,street,3,Attempted
2004,Kraków,park/forest,57,Attempted
2004,Kraków,river/lake,12,Attempted
2004,Kraków,medical facility,13,Attempted
2004,Kraków,legal_isolation,1,Attempted
2004,Kraków,military area,0,Attempted
2004,Kraków,workplace,4,Attempted
2004,Radom,apartment,98,Attempted
2004,Radom,garage/basement/attic,40,Attempted
2004,Radom,farm building,88,Attempted
2004,Radom,railway,5,Attempted
2004,Radom,street,7,Attempted
2004,Radom,park/forest,36,Attempted
2004,Radom,river/lake,4,Attempted
2004,Radom,medical facility,3,Attempted
2004,Radom,legal_isolation,2,Attempted
2004,Radom,military area,0,Attempted
2004,Radom,workplace,3,Attempted
2004,Opole,apartment,59,Attempted
2004,Opole,garage/basement/attic,33,Attempted
2004,Opole,farm building,25,Attempted
2004,Opole,railway,9,Attempted
2004,Opole,street,1,Attempted
2004,Opole,park/forest,14,Attempted
2004,Opole,river/lake,2,Attempted
2004,Opole,medical facility,3,Attempted
2004,Opole,legal_isolation,2,Attempted
2004,Opole,military area,0,Attempted
2004,Opole,workplace,2,Attempted
2004,Rzeszów,apartment,77,Attempted
2004,Rzeszów,garage/basement/attic,42,Attempted
2004,Rzeszów,farm building,62,Attempted
2004,Rzeszów,railway,7,Attempted
2004,Rzeszów,street,1,Attempted
2004,Rzeszów,park/forest,23,Attempted
2004,Rzeszów,river/lake,12,Attempted
2004,Rzeszów,medical facility,2,Attempted
2004,Rzeszów,legal_isolation,1,Attempted
2004,Rzeszów,military area,0,Attempted
2004,Rzeszów,workplace,1,Attempted
2004,Białystok,apartment,82,Attempted
2004,Białystok,garage/basement/attic,27,Attempted
2004,Białystok,farm building,63,Attempted
2004,Białystok,railway,1,Attempted
2004,Białystok,street,4,Attempted
2004,Białystok,park/forest,14,Attempted
2004,Białystok,river/lake,5,Attempted
2004,Białystok,medical facility,0,Attempted
2004,Białystok,legal_isolation,2,Attempted
2004,Białystok,military area,0,Attempted
2004,Białystok,workplace,4,Attempted
2004,Gdańsk,apartment,122,Attempted
2004,Gdańsk,garage/basement/attic,50,Attempted
2004,Gdańsk,farm building,33,Attempted
2004,Gdańsk,railway,9,Attempted
2004,Gdańsk,street,1,Attempted
2004,Gdańsk,park/forest,28,Attempted
2004,Gdańsk,river/lake,4,Attempted
2004,Gdańsk,medical facility,0,Attempted
2004,Gdańsk,legal_isolation,3,Attempted
2004,Gdańsk,military area,0,Attempted
2004,Gdańsk,workplace,6,Attempted
2004,Katowice,apartment,287,Attempted
2004,Katowice,garage/basement/attic,97,Attempted
2004,Katowice,farm building,64,Attempted
2004,Katowice,railway,19,Attempted
2004,Katowice,street,8,Attempted
2004,Katowice,park/forest,50,Attempted
2004,Katowice,river/lake,11,Attempted
2004,Katowice,medical facility,9,Attempted
2004,Katowice,legal_isolation,4,Attempted
2004,Katowice,military area,0,Attempted
2004,Katowice,workplace,8,Attempted
2004,Kielce,apartment,68,Attempted
2004,Kielce,garage/basement/attic,32,Attempted
2004,Kielce,farm building,60,Attempted
2004,Kielce,railway,9,Attempted
2004,Kielce,street,1,Attempted
2004,Kielce,park/forest,18,Attempted
2004,Kielce,river/lake,3,Attempted
2004,Kielce,medical facility,3,Attempted
2004,Kielce,legal_isolation,0,Attempted
2004,Kielce,military area,0,Attempted
2004,Kielce,workplace,3,Attempted
2004,Olsztyn,apartment,105,Attempted
2004,Olsztyn,garage/basement/attic,41,Attempted
2004,Olsztyn,farm building,41,Attempted
2004,Olsztyn,railway,10,Attempted
2004,Olsztyn,street,3,Attempted
2004,Olsztyn,park/forest,20,Attempted
2004,Olsztyn,river/lake,14,Attempted
2004,Olsztyn,medical facility,1,Attempted
2004,Olsztyn,legal_isolation,0,Attempted
2004,Olsztyn,military area,0,Attempted
2004,Olsztyn,workplace,2,Attempted
2004,Poznań,apartment,180,Attempted
2004,Poznań,garage/basement/attic,67,Attempted
2004,Poznań,farm building,101,Attempted
2004,Poznań,railway,27,Attempted
2004,Poznań,street,4,Attempted
2004,Poznań,park/forest,51,Attempted
2004,Poznań,river/lake,7,Attempted
2004,Poznań,medical facility,8,Attempted
2004,Poznań,legal_isolation,1,Attempted
2004,Poznań,military area,0,Attempted
2004,Poznań,workplace,8,Attempted
2004,Szczecin,apartment,133,Attempted
2004,Szczecin,garage/basement/attic,35,Attempted
2004,Szczecin,farm building,31,Attempted
2004,Szczecin,railway,5,Attempted
2004,Szczecin,street,5,Attempted
2004,Szczecin,park/forest,24,Attempted
2004,Szczecin,river/lake,7,Attempted
2004,Szczecin,medical facility,2,Attempted
2004,Szczecin,legal_isolation,0,Attempted
2004,Szczecin,military area,0,Attempted
2004,Szczecin,workplace,1,Attempted
2004,Warszawa,apartment,164,Attempted
2004,Warszawa,garage/basement/attic,30,Attempted
2004,Warszawa,farm building,20,Attempted
2004,Warszawa,railway,8,Attempted
2004,Warszawa,street,3,Attempted
2004,Warszawa,park/forest,11,Attempted
2004,Warszawa,river/lake,2,Attempted
2004,Warszawa,medical facility,11,Attempted
2004,Warszawa,legal_isolation,2,Attempted
2004,Warszawa,military area,0,Attempted
2004,Warszawa,workplace,5,Attempted
2005,Wrocław,apartment,132,Attempted
2005,Wrocław,garage/basement/attic,52,Attempted
2005,Wrocław,farm building,41,Attempted
2005,Wrocław,railway,14,Attempted
2005,Wrocław,street,2,Attempted
2005,Wrocław,park/forest,31,Attempted
2005,Wrocław,river/lake,9,Attempted
2005,Wrocław,medical facility,1,Attempted
2005,Wrocław,legal_isolation,0,Attempted
2005,Wrocław,military area,0,Attempted
2005,Wrocław,workplace,2,Attempted
2005,Bydgoszcz,apartment,114,Attempted
2005,Bydgoszcz,garage/basement/attic,55,Attempted
2005,Bydgoszcz,farm building,59,Attempted
2005,Bydgoszcz,railway,12,Attempted
2005,Bydgoszcz,street,2,Attempted
2005,Bydgoszcz,park/forest,25,Attempted
2005,Bydgoszcz,river/lake,9,Attempted
2005,Bydgoszcz,medical facility,6,Attempted
2005,Bydgoszcz,legal_isolation,2,Attempted
2005,Bydgoszcz,military area,0,Attempted
2005,Bydgoszcz,workplace,4,Attempted
2005,Lublin,apartment,119,Attempted
2005,Lublin,garage/basement/attic,46,Attempted
2005,Lublin,farm building,113,Attempted
2005,Lublin,railway,6,Attempted
2005,Lublin,street,5,Attempted
2005,Lublin,park/forest,24,Attempted
2005,Lublin,river/lake,10,Attempted
2005,Lublin,medical facility,6,Attempted
2005,Lublin,legal_isolation,2,Attempted
2005,Lublin,military area,0,Attempted
2005,Lublin,workplace,4,Attempted
2005,Gorzów Wlkp.,apartment,84,Attempted
