year,garnizon,education,suicides,outcome
2015,Bydgoszcz,technical/professional,25,Attempted
2015,Bydgoszcz,medium,14,Attempted
2015,Bydgoszcz,higher,4,Attempted
2015,Białystok,basic incomplete,1,Attempted
2015,Białystok,basic,25,Attempted
2015,Białystok,technical/professional,15,Attempted
2015,Białystok,medium,21,Attempted
2015,Białystok,higher,8,Attempted
2015,Gdańsk,basic incomplete,3,Attempted
2015,Gdańsk,basic,35,Attempted
2015,Gdańsk,technical/professional,27,Attempted
2015,Gdańsk,medium,14,Attempted
2015,Gdańsk,higher,8,Attempted
2015,Gorzów Wlkp.,basic incomplete,1,Attempted
2015,Gorzów Wlkp.,basic,20,Attempted
2015,Gorzów Wlkp.,technical/professional,12,Attempted
2015,Gorzów Wlkp.,medium,8,Attempted
2015,Gorzów Wlkp.,higher,1,Attempted
2015,Katowice,basic incomplete,1,Attempted
2015,Katowice,basic,103,Attempted
2015,Katowice,technical/professional,125,Attempted
2015,Katowice,medium,78,Attempted
2015,Katowice,higher,16,Attempted
2015,Kielce,basic incomplete,5,Attempted
2015,Kielce,basic,131,Attempted
2015,Kielce,technical/professional,144,Attempted
2015,Kielce,medium,144,Attempted
2015,Kielce,higher,36,Attempted
2015,Kraków,basic incomplete,4,Attempted
2015,Kraków,basic,75,Attempted
2015,Kraków,technical/professional,74,Attempted
2015,Kraków,medium,59,Attempted
2015,Kraków,higher,19,Attempted
2015,Łódź,basic incomplete,8,Attempted
2015,Łódź,basic,80,Attempted
2015,Łódź,technical/professional,52,Attempted
2015,Łódź,medium,60,Attempted
2015,Łódź,higher,19,Attempted
2015,Lublin,basic incomplete,3,Attempted
2015,Lublin,basic,67,Attempted
2015,Lublin,technical/professional,52,Attempted
2015,Lublin,medium,38,Attempted
2015,Lublin,higher,9,Attempted
2015,Olsztyn,basic incomplete,6,Attempted
2015,Olsztyn,basic,79,Attempted
2015,Olsztyn,technical/professional,35,Attempted
2015,Olsztyn,medium,29,Attempted
2015,Olsztyn,higher,12,Attempted
2015,Opole,basic incomplete,1,Attempted
2015,Opole,basic,41,Attempted
2015,Opole,technical/professional,32,Attempted
2015,Opole,medium,19,Attempted
2015,Opole,higher,4,Attempted
2015,Poznań,basic incomplete,2,Attempted
2015,Poznań,basic,53,Attempted
2015,Poznań,technical/professional,79,Attempted
2015,Poznań,medium,39,Attempted
2015,Poznań,higher,10,Attempted
2015,Rzeszów,basic incomplete,0,Attempted
2015,Rzeszów,basic,74,Attempted
2015,Rzeszów,technical/professional,43,Attempted
2015,Rzeszów,medium,40,Attempted
2015,Rzeszów,higher,13,Attempted
2015,Szczecin,basic incomplete,5,Attempted
2015,Szczecin,basic,55,Attempted
2015,Szczecin,technical/professional,32,Attempted
2015,Szczecin,medium,24,Attempted
2015,Szczecin,higher,7,Attempted
2015,Warszawa,basic incomplete,2,Attempted
2015,Warszawa,basic,18,Attempted
2015,Warszawa,technical/professional,13,Attempted
2015,Warszawa,medium,22,Attempted
2015,Warszawa,higher,21,Attempted
2015,Radom,basic incomplete,4,Attempted
2015,Radom,basic,70,Attempted
2015,Radom,technical/professional,44,Attempted
2015,Radom,medium,35,Attempted
2015,Radom,higher,8,Attempted
2015,Wrocław,basic incomplete,2,Attempted
2015,Wrocław,basic,49,Attempted
2015,Wrocław,technical/professional,58,Attempted
2015,Wrocław,medium,28,Attempted
2015,Wrocław,higher,12,Attempted
2016,Bydgoszcz,basic incomplete,3,Attempted
2016,Bydgoszcz,basic,24,Attempted
2016,Bydgoszcz,technical/professional,34,Attempted
2016,Bydgoszcz,medium,16,Attempted
2016,Bydgoszcz,higher,5,Attempted
2016,Białystok,basic incomplete,1,Attempted
2016,Białystok,basic,42,Attempted
2016,Białystok,technical/professional,22,Attempted
2016,Białystok,medium,28,Attempted
2016,Białystok,higher,7,Attempted
2016,Gdańsk,basic incomplete,3,Attempted
2016,Gdańsk,basic,38,Attempted
2016,Gdańsk,technical/professional,31,Attempted
2016,Gdańsk,medium,18,Attempted
2016,Gdańsk,higher,9,Attempted
2016,Gorzów Wlkp.,basic incomplete,1,Attempted
2016,Gorzów Wlkp.,basic,15,Attempted
2016,Gorzów Wlkp.,technical/professional,9,Attempted
2016,Gorzów Wlkp.,medium,7,Attempted
2016,Gorzów Wlkp.,higher,3,Attempted
2016,Katowice,basic incomplete,2,Attempted
2016,Katowice,basic,107,Attempted
2016,Katowice,technical/professional,89,Attempted
2016,Katowice,medium,70,Attempted
2016,Katowice,higher,17,Attempted
2016,Kielce,basic incomplete,1,Attempted
2016,Kielce,basic,119,Attempted
2016,Kielce,technical/professional,139,Attempted
2016,Kielce,medium,111,Attempted
2016,Kielce,higher,36,Attempted
2016,Kraków,basic incomplete,2,Attempted
2016,Kraków,basic,80,Attempted
2016,Kraków,technical/professional,85,Attempted
2016,Kraków,medium,62,Attempted
2016,Kraków,higher,22,Attempted
2016,Łódź,basic incomplete,3,Attempted
2016,Łódź,basic,129,Attempted
2016,Łódź,technical/professional,69,Attempted
2016,Łódź,medium,74,Attempted
2016,Łódź,higher,25,Attempted
2016,Lublin,basic incomplete,0,Attempted
2016,Lublin,basic,66,Attempted
2016,Lublin,technical/professional,43,Attempted
2016,Lublin,medium,25,Attempted
2016,Lublin,higher,12,Attempted
2016,Olsztyn,basic incomplete,2,Attempted
2016,Olsztyn,basic,52,Attempted
2016,Olsztyn,technical/professional,28,Attempted
2016,Olsztyn,medium,22,Attempted
2016,Olsztyn,higher,8,Attempted
2016,Opole,basic incomplete,1,Attempted
2016,Opole,basic,36,Attempted
2016,Opole,technical/professional,31,Attempted
2016,Opole,medium,16,Attempted
2016,Opole,higher,4,Attempted
2016,Poznań,basic incomplete,2,Attempted
2016,Poznań,basic,53,Attempted
2016,Poznań,technical/professional,79,Attempted
2016,Poznań,medium,30,Attempted
2016,Poznań,higher,13,Attempted
2016,Rzeszów,basic incomplete,1,Attempted
2016,Rzeszów,basic,56,Attempted
2016,Rzeszów,technical/professional,48,Attempted
2016,Rzeszów,medium,37,Attempted
2016,Rzeszów,higher,8,Attempted
2016,Szczecin,basic incomplete,1,Attempted
2016,Szczecin,basic,60,Attempted
2016,Szczecin,technical/professional,36,Attempted
2016,Szczecin,medium,30,Attempted
2016,Szczecin,higher,13,Attempted
2016,Warszawa,basic incomplete,2,Attempted
2016,Warszawa,basic,18,Attempted
2016,Warszawa,technical/professional,22,Attempted
2016,Warszawa,medium,28,Attempted
2016,Warszawa,higher,16,Attempted
2016,Radom,basic incomplete,3,Attempted
2016,Radom,basic,61,Attempted
2016,Radom,technical/professional,51,Attempted
2016,Radom,medium,33,Attempted
2016,Radom,higher,5,Attempted
2016,Wrocław,basic incomplete,2,Attempted
2016,Wrocław,basic,37,Attempted
2016,Wrocław,technical/professional,40,Attempted
2016,Wrocław,medium,37,Attempted
2016,Wrocław,higher,12,Attempted
2017,Bydgoszcz,basic incomplete,5,Attempted
2017,Bydgoszcz,basic,28,Attempted
2017,Bydgoszcz,junior high,9,Attempted
2017,Bydgoszcz,technical/professional,38,Attempted
2017,Bydgoszcz,medium,18,Attempted
2017,Bydgoszcz,post-secondary,0,Attempted
2017,Bydgoszcz,higher,4,Attempted
2017,Białystok,basic incomplete,6,Attempted
2017,Białystok,basic,43,Attempted
2017,Białystok,junior high,20,Attempted
2017,Białystok,technical/professional,20,Attempted
2017,Białystok,medium,29,Attempted
2017,Białystok,post-secondary,3,Attempted
2017,Białystok,higher,9,Attempted
2017,Gdańsk,basic incomplete,5,Attempted
2017,Gdańsk,basic,51,Attempted
2017,Gdańsk,junior high,21,Attempted
2017,Gdańsk,technical/professional,37,Attempted
2017,Gdańsk,medium,26,Attempted
2017,Gdańsk,post-secondary,0,Attempted
2017,Gdańsk,higher,17,Attempted
2017,Gorzów Wlkp.,basic incomplete,3,Attempted
2017,Gorzów Wlkp.,basic,9,Attempted
2017,Gorzów Wlkp.,junior high,7,Attempted
2017,Gorzów Wlkp.,technical/professional,13,Attempted
2017,Gorzów Wlkp.,medium,6,Attempted
2017,Gorzów Wlkp.,post-secondary,0,Attempted
2017,Gorzów Wlkp.,higher,4,Attempted
2017,Katowice,basic incomplete,14,Attempted
2017,Katowice,basic,135,Attempted
2017,Katowice,junior high,69,Attempted
2017,Katowice,technical/professional,166,Attempted
2017,Katowice,medium,150,Attempted
2017,Katowice,post-secondary,1,Attempted
2017,Katowice,higher,38,Attempted
2017,Kielce,basic incomplete,6,Attempted
2017,Kielce,basic,89,Attempted
2017,Kielce,junior high,31,Attempted
2017,Kielce,technical/professional,138,Attempted
2017,Kielce,medium,102,Attempted
2017,Kielce,post-secondary,1,Attempted
2017,Kielce,higher,27,Attempted
2017,Kraków,basic incomplete,9,Attempted
2017,Kraków,basic,82,Attempted
2017,Kraków,junior high,31,Attempted
2017,Kraków,technical/professional,97,Attempted
2017,Kraków,medium,74,Attempted
2017,Kraków,post-secondary,1,Attempted
2017,Kraków,higher,26,Attempted
2017,Łódź,basic incomplete,11,Attempted
2017,Łódź,basic,130,Attempted
2017,Łódź,junior high,44,Attempted
2017,Łódź,technical/professional,82,Attempted
2017,Łódź,medium,107,Attempted
2017,Łódź,post-secondary,3,Attempted
2017,Łódź,higher,39,Attempted
2017,Lublin,basic incomplete,3,Attempted
2017,Lublin,basic,67,Attempted
2017,Lublin,junior high,15,Attempted
2017,Lublin,technical/professional,52,Attempted
2017,Lublin,medium,52,Attempted
2017,Lublin,post-secondary,0,Attempted
2017,Lublin,higher,13,Attempted
2017,Olsztyn,basic incomplete,4,Attempted
2017,Olsztyn,basic,63,Attempted
2017,Olsztyn,junior high,25,Attempted
2017,Olsztyn,technical/professional,41,Attempted
2017,Olsztyn,medium,20,Attempted
2017,Olsztyn,post-secondary,0,Attempted
2017,Olsztyn,higher,12,Attempted
2017,Opole,basic incomplete,3,Attempted
2017,Opole,basic,27,Attempted
2017,Opole,junior high,4,Attempted
2017,Opole,technical/professional,49,Attempted
2017,Opole,medium,22,Attempted
2017,Opole,post-secondary,1,Attempted
2017,Opole,higher,3,Attempted
2017,Poznań,basic incomplete,8,Attempted
2017,Poznań,basic,68,Attempted
2017,Poznań,junior high,17,Attempted
2017,Poznań,technical/professional,97,Attempted
2017,Poznań,medium,51,Attempted
2017,Poznań,post-secondary,2,Attempted
2017,Poznań,higher,9,Attempted
2017,Rzeszów,basic incomplete,4,Attempted
2017,Rzeszów,basic,62,Attempted
2017,Rzeszów,junior high,26,Attempted
2017,Rzeszów,technical/professional,76,Attempted
2017,Rzeszów,medium,56,Attempted
2017,Rzeszów,post-secondary,1,Attempted
2017,Rzeszów,higher,15,Attempted
2017,Szczecin,basic incomplete,3,Attempted
2017,Szczecin,basic,59,Attempted
2017,Szczecin,junior high,18,Attempted
2017,Szczecin,technical/professional,46,Attempted
2017,Szczecin,medium,22,Attempted
2017,Szczecin,post-secondary,2,Attempted
2017,Szczecin,higher,8,Attempted
2017,Warszawa,basic incomplete,0,Attempted
2017,Warszawa,basic,27,Attempted
2017,Warszawa,junior high,14,Attempted
2017,Warszawa,technical/professional,29,Attempted
2017,Warszawa,medium,48,Attempted
2017,Warszawa,post-secondary,0,Attempted
2017,Warszawa,higher,24,Attempted
2017,Radom,basic incomplete,5,Attempted
2017,Radom,basic,81,Attempted
2017,Radom,junior high,24,Attempted
2017,Radom,technical/professional,59,Attempted
2017,Radom,medium,43,Attempted
2017,Radom,post-secondary,0,Attempted
2017,Radom,higher,10,Attempted
2017,Wrocław,basic incomplete,10,Attempted
2017,Wrocław,basic,48,Attempted
2017,Wrocław,junior high,18,Attempted
2017,Wrocław,technical/professional,67,Attempted
2017,Wrocław,medium,48,Attempted
2017,Wrocław,post-secondary,0,Attempted
2017,Wrocław,higher,16,Attempted
2018,Bydgoszcz,basic incomplete,5,Attempted
2018,Bydgoszcz,basic,26,Attempted
2018,Bydgoszcz,junior high,11,Attempted
2018,Bydgoszcz,technical/professional,21,Attempted
2018,Bydgoszcz,medium,21,Attempted
2018,Bydgoszcz,post-secondary,1,Attempted
2018,Bydgoszcz,higher,4,Attempted
2018,Białystok,basic incomplete,5,Attempted
2018,Białystok,basic,34,Attempted
2018,Białystok,junior high,18,Attempted
2018,Białystok,technical/professional,16,Attempted
2018,Białystok,medium,15,Attempted
2018,Białystok,post-secondary,0,Attempted
2018,Białystok,higher,3,Attempted
2018,Gdańsk,basic incomplete,12,Attempted
2018,Gdańsk,basic,43,Attempted
2018,Gdańsk,junior high,22,Attempted
2018,Gdańsk,technical/professional,25,Attempted
2018,Gdańsk,medium,27,Attempted
2018,Gdańsk,post-secondary,1,Attempted
2018,Gdańsk,higher,10,Attempted
2018,Gorzów Wlkp.,basic incomplete,4,Attempted
2018,Gorzów Wlkp.,basic,10,Attempted
2018,Gorzów Wlkp.,junior high,3,Attempted
2018,Gorzów Wlkp.,technical/professional,11,Attempted
2018,Gorzów Wlkp.,medium,6,Attempted
2018,Gorzów Wlkp.,post-secondary,0,Attempted
2018,Gorzów Wlkp.,higher,2,Attempted
2018,Katowice,basic incomplete,21,Attempted
2018,Katowice,basic,125,Attempted
2018,Katowice,junior high,56,Attempted
2018,Katowice,technical/professional,176,Attempted
2018,Katowice,medium,143,Attempted
2018,Katowice,post-secondary,2,Attempted
2018,Katowice,higher,42,Attempted
2018,Kielce,basic incomplete,7,Attempted
2018,Kielce,basic,87,Attempted
2018,Kielce,junior high,24,Attempted
2018,Kielce,technical/professional,104,Attempted
2018,Kielce,medium,102,Attempted
2018,Kielce,post-secondary,1,Attempted
2018,Kielce,higher,27,Attempted
2018,Kraków,basic incomplete,12,Attempted
2018,Kraków,basic,69,Attempted
2018,Kraków,junior high,26,Attempted
2018,Kraków,technical/professional,70,Attempted
2018,Kraków,medium,62,Attempted
2018,Kraków,post-secondary,1,Attempted
2018,Kraków,higher,31,Attempted
2018,Łódź,basic incomplete,20,Attempted
2018,Łódź,basic,88,Attempted
2018,Łódź,junior high,39,Attempted
2018,Łódź,technical/professional,76,Attempted
2018,Łódź,medium,109,Attempted
2018,Łódź,post-secondary,4,Attempted
2018,Łódź,higher,36,Attempted
2018,Lublin,basic incomplete,4,Attempted
2018,Lublin,basic,73,Attempted
2018,Lublin,junior high,19,Attempted
2018,Lublin,technical/professional,58,Attempted
2018,Lublin,medium,61,Attempted
2018,Lublin,post-secondary,1,Attempted
2018,Lublin,higher,13,Attempted
2018,Olsztyn,basic incomplete,8,Attempted
2018,Olsztyn,basic,47,Attempted
2018,Olsztyn,junior high,26,Attempted
2018,Olsztyn,technical/professional,51,Attempted
2018,Olsztyn,medium,26,Attempted
2018,Olsztyn,post-secondary,0,Attempted
2018,Olsztyn,higher,6,Attempted
2018,Opole,basic incomplete,5,Attempted
2018,Opole,basic,26,Attempted
2018,Opole,junior high,3,Attempted
2018,Opole,technical/professional,35,Attempted
2018,Opole,medium,19,Attempted
2018,Opole,post-secondary,1,Attempted
2018,Opole,higher,4,Attempted
2018,Poznań,basic incomplete,10,Attempted
2018,Poznań,basic,57,Attempted
2018,Poznań,junior high,17,Attempted
2018,Poznań,technical/professional,112,Attempted
2018,Poznań,medium,45,Attempted
2018,Poznań,post-secondary,0,Attempted
2018,Poznań,higher,13,Attempted
2018,Rzeszów,basic incomplete,10,Attempted
2018,Rzeszów,basic,49,Attempted
2018,Rzeszów,junior high,24,Attempted
2018,Rzeszów,technical/professional,69,Attempted
2018,Rzeszów,medium,60,Attempted
2018,Rzeszów,post-secondary,1,Attempted
2018,Rzeszów,higher,14,Attempted
2018,Szczecin,basic incomplete,3,Attempted
2018,Szczecin,basic,44,Attempted
2018,Szczecin,junior high,14,Attempted
2018,Szczecin,technical/professional,38,Attempted
2018,Szczecin,medium,42,Attempted
2018,Szczecin,post-secondary,0,Attempted
2018,Szczecin,higher,7,Attempted
2018,Warszawa,basic incomplete,4,Attempted
2018,Warszawa,basic,25,Attempted
2018,Warszawa,junior high,10,Attempted
2018,Warszawa,technical/professional,19,Attempted
2018,Warszawa,medium,38,Attempted
2018,Warszawa,post-secondary,1,Attempted
2018,Warszawa,higher,21,Attempted
2018,Radom,basic incomplete,6,Attempted
2018,Radom,basic,56,Attempted
2018,Radom,junior high,32,Attempted
2018,Radom,technical/professional,61,Attempted
2018,Radom,medium,34,Attempted
2018,Radom,post-secondary,0,Attempted
2018,Radom,higher,7,Attempted
2018,Wrocław,basic incomplete,11,Attempted
2018,Wrocław,basic,50,Attempted
2018,Wrocław,junior high,23,Attempted
2018,Wrocław,technical/professional,63,Attempted
2018,Wrocław,medium,67,Attempted
2018,Wrocław,post-secondary,1,Attempted
2018,Wrocław,higher,17,Attempted
2019,Bydgoszcz,basic incomplete,9,Attempted
2019,Bydgoszcz,basic,28,Attempted
2019,Bydgoszcz,junior high,9,Attempted
2019,Bydgoszcz,technical/professional,20,Attempted
2019,Bydgoszcz,medium,19,Attempted
2019,Bydgoszcz,post-secondary,1,Attempted
2019,Bydgoszcz,higher,7,Attempted
2019,Białystok,basic incomplete,8,Attempted
2019,Białystok,basic,32,Attempted
2019,Białystok,junior high,16,Attempted
2019,Białystok,technical/professional,23,Attempted
2019,Białystok,medium,37,Attempted
2019,Białystok,post-secondary,2,Attempted
2019,Białystok,higher,6,Attempted
2019,Gdańsk,basic incomplete,15,Attempted
2019,Gdańsk,basic,72,Attempted
2019,Gdańsk,junior high,16,Attempted
2019,Gdańsk,technical/professional,29,Attempted
2019,Gdańsk,medium,43,Attempted
2019,Gdańsk,post-secondary,1,Attempted
2019,Gdańsk,higher,7,Attempted
2019,Gorzów Wlkp.,basic incomplete,8,Attempted
2019,Gorzów Wlkp.,basic,17,Attempted
2019,Gorzów Wlkp.,junior high,3,Attempted
2019,Gorzów Wlkp.,technical/professional,12,Attempted
2019,Gorzów Wlkp.,medium,4,Attempted
2019,Gorzów Wlkp.,post-secondary,0,Attempted
2019,Gorzów Wlkp.,higher,6,Attempted
2019,Katowice,basic incomplete,33,Attempted
2019,Katowice,basic,127,Attempted
2019,Katowice,junior high,56,Attempted
2019,Katowice,technical/professional,148,Attempted
2019,Katowice,medium,156,Attempted
2019,Katowice,post-secondary,2,Attempted
2019,Katowice,higher,28,Attempted
2019,Kielce,basic incomplete,11,Attempted
2019,Kielce,basic,75,Attempted
2019,Kielce,junior high,28,Attempted
2019,Kielce,technical/professional,94,Attempted
2019,Kielce,medium,96,Attempted
2019,Kielce,post-secondary,0,Attempted
2019,Kielce,higher,29,Attempted
2019,Kraków,basic incomplete,19,Attempted
2019,Kraków,basic,83,Attempted
2019,Kraków,junior high,36,Attempted
2019,Kraków,technical/professional,99,Attempted
2019,Kraków,medium,82,Attempted
2019,Kraków,post-secondary,0,Attempted
2019,Kraków,higher,23,Attempted
2019,Łódź,basic incomplete,26,Attempted
2019,Łódź,basic,108,Attempted
2019,Łódź,junior high,40,Attempted
2019,Łódź,technical/professional,67,Attempted
2019,Łódź,medium,102,Attempted
2019,Łódź,post-secondary,4,Attempted
2019,Łódź,higher,36,Attempted
2019,Lublin,basic incomplete,18,Attempted
2019,Lublin,basic,53,Attempted
2019,Lublin,junior high,24,Attempted
2019,Lublin,technical/professional,51,Attempted
2019,Lublin,medium,56,Attempted
2019,Lublin,post-secondary,0,Attempted
2019,Lublin,higher,12,Attempted
2019,Olsztyn,basic incomplete,8,Attempted
2019,Olsztyn,basic,59,Attempted
2019,Olsztyn,junior high,17,Attempted
2019,Olsztyn,technical/professional,52,Attempted
2019,Olsztyn,medium,31,Attempted
2019,Olsztyn,post-secondary,0,Attempted
2019,Olsztyn,higher,14,Attempted
2019,Opole,basic incomplete,2,Attempted
2019,Opole,basic,18,Attempted
2019,Opole,junior high,9,Attempted
2019,Opole,technical/professional,38,Attempted
2019,Opole,medium,12,Attempted
2019,Opole,post-secondary,0,Attempted
2019,Opole,higher,8,Attempted
2019,Poznań,basic incomplete,8,Attempted
2019,Poznań,basic,65,Attempted
2019,Poznań,junior high,17,Attempted
2019,Poznań,technical/professional,85,Attempted
2019,Poznań,medium,61,Attempted
2019,Poznań,post-secondary,0,Attempted
2019,Poznań,higher,16,Attempted
2019,Rzeszów,basic incomplete,9,Attempted
2019,Rzeszów,basic,57,Attempted
2019,Rzeszów,junior high,22,Attempted
2019,Rzeszów,technical/professional,65,Attempted
2019,Rzeszów,medium,43,Attempted
2019,Rzeszów,post-secondary,1,Attempted
2019,Rzeszów,higher,17,Attempted
2019,Szczecin,basic incomplete,8,Attempted
2019,Szczecin,basic,52,Attempted
2019,Szczecin,junior high,13,Attempted
2019,Szczecin,technical/professional,48,Attempted
2019,Szczecin,medium,35,Attempted
2019,Szczecin,post-secondary,1,Attempted
2019,Szczecin,higher,6,Attempted
2019,Warszawa,basic incomplete,4,Attempted
2019,Warszawa,basic,27,Attempted
2019,Warszawa,junior high,16,Attempted
2019,Warszawa,technical/professional,12,Attempted
2019,Warszawa,medium,34,Attempted
2019,Warszawa,post-secondary,1,Attempted
2019,Warszawa,higher,21,Attempted
2019,Radom,basic incomplete,9,Attempted
2019,Radom,basic,65,Attempted
2019,Radom,junior high,21,Attempted
2019,Radom,technical/professional,62,Attempted
2019,Radom,medium,44,Attempted
2019,Radom,post-secondary,0,Attempted
2019,Radom,higher,14,Attempted
2019,Wrocław,basic incomplete,15,Attempted
2019,Wrocław,basic,63,Attempted
2019,Wrocław,junior high,21,Attempted
2019,Wrocław,technical/professional,84,Attempted
2019,Wrocław,medium,70,Attempted
2019,Wrocław,post-secondary,1,Attempted
2019,Wrocław,higher,22,Attempted
2020,Bydgoszcz,basic incomplete,4,Attempted
2020,Bydgoszcz,basic,22,Attempted
2020,Bydgoszcz,junior high,12,Attempted
2020,Bydgoszcz,technical/professional,21,Attempted
2020,Bydgoszcz,medium,15,Attempted
2020,Bydgoszcz,post-secondary,0,Attempted
2020,Bydgoszcz,higher,8,Attempted
2020,Białystok,basic incomplete,5,Attempted
2020,Białystok,basic,44,Attempted
2020,Białystok,junior high,5,Attempted
2020,Białystok,technical/professional,28,Attempted
2020,Białystok,medium,23,Attempted
2020,Białystok,post-secondary,1,Attempted
2020,Białystok,higher,7,Attempted
2020,Gdańsk,basic incomplete,11,Attempted
2020,Gdańsk,basic,75,Attempted
2020,Gdańsk,junior high,25,Attempted
2020,Gdańsk,technical/professional,33,Attempted
2020,Gdańsk,medium,41,Attempted
2020,Gdańsk,post-secondary,0,Attempted
2020,Gdańsk,higher,17,Attempted
2020,Gorzów Wlkp.,basic incomplete,1,Attempted
2020,Gorzów Wlkp.,basic,12,Attempted
2020,Gorzów Wlkp.,junior high,4,Attempted
2020,Gorzów Wlkp.,technical/professional,8,Attempted
2020,Gorzów Wlkp.,medium,13,Attempted
2020,Gorzów Wlkp.,post-secondary,0,Attempted
2020,Gorzów Wlkp.,higher,6,Attempted
2020,Katowice,basic incomplete,19,Attempted
2020,Katowice,basic,124,Attempted
2020,Katowice,junior high,44,Attempted
2020,Katowice,technical/professional,166,Attempted
2020,Katowice,medium,156,Attempted
2020,Katowice,post-secondary,2,Attempted
2020,Katowice,higher,46,Attempted
2020,Kielce,basic incomplete,8,Attempted
2020,Kielce,basic,64,Attempted
2020,Kielce,junior high,19,Attempted
2020,Kielce,technical/professional,110,Attempted
2020,Kielce,medium,97,Attempted
2020,Kielce,post-secondary,1,Attempted
2020,Kielce,higher,29,Attempted
2020,Kraków,basic incomplete,17,Attempted
2020,Kraków,basic,90,Attempted
2020,Kraków,junior high,39,Attempted
2020,Kraków,technical/professional,110,Attempted
2020,Kraków,medium,101,Attempted
2020,Kraków,post-secondary,2,Attempted
2020,Kraków,higher,31,Attempted
2020,Łódź,basic incomplete,25,Attempted
2020,Łódź,basic,119,Attempted
2020,Łódź,junior high,35,Attempted
2020,Łódź,technical/professional,71,Attempted
2020,Łódź,medium,101,Attempted
2020,Łódź,post-secondary,2,Attempted
2020,Łódź,higher,38,Attempted
2020,Lublin,basic incomplete,15,Attempted
2020,Lublin,basic,58,Attempted
2020,Lublin,junior high,18,Attempted
2020,Lublin,technical/professional,58,Attempted
2020,Lublin,medium,53,Attempted
2020,Lublin,post-secondary,1,Attempted
2020,Lublin,higher,24,Attempted
2020,Olsztyn,basic incomplete,10,Attempted
2020,Olsztyn,basic,65,Attempted
2020,Olsztyn,junior high,9,Attempted
2020,Olsztyn,technical/professional,60,Attempted
2020,Olsztyn,medium,33,Attempted
2020,Olsztyn,post-secondary,0,Attempted
2020,Olsztyn,higher,16,Attempted
2020,Opole,basic incomplete,7,Attempted
2020,Opole,basic,21,Attempted
2020,Opole,junior high,2,Attempted
2020,Opole,technical/professional,27,Attempted
2020,Opole,medium,15,Attempted
2020,Opole,post-secondary,0,Attempted
2020,Opole,higher,5,Attempted
2020,Poznań,basic incomplete,5,Attempted
2020,Poznań,basic,55,Attempted
2020,Poznań,junior high,16,Attempted
2020,Poznań,technical/professional,93,Attempted
2020,Poznań,medium,61,Attempted
2020,Poznań,post-secondary,4,Attempted
2020,Poznań,higher,22,Attempted
2020,Rzeszów,basic incomplete,4,Attempted
2020,Rzeszów,basic,56,Attempted
2020,Rzeszów,junior high,18,Attempted
2020,Rzeszów,technical/professional,60,Attempted
2020,Rzeszów,medium,65,Attempted
2020,Rzeszów,post-secondary,0,Attempted
2020,Rzeszów,higher,16,Attempted
2020,Szczecin,basic incomplete,10,Attempted
2020,Szczecin,basic,62,Attempted
2020,Szczecin,junior high,19,Attempted
2020,Szczecin,technical/professional,51,Attempted
2020,Szczecin,medium,33,Attempted
2020,Szczecin,post-secondary,0,Attempted
2020,Szczecin,higher,10,Attempted
2020,Warszawa,basic incomplete,4,Attempted
2020,Warszawa,basic,28,Attempted
2020,Warszawa,junior high,10,Attempted
2020,Warszawa,technical/professional,18,Attempted
2020,Warszawa,medium,36,Attempted
2020,Warszawa,post-secondary,0,Attempted
2020,Warszawa,higher,24,Attempted
2020,Radom,basic incomplete,11,Attempted
2020,Radom,basic,64,Attempted
2020,Radom,junior high,19,Attempted
2020,Radom,technical/professional,52,Attempted
2020,Radom,medium,43,Attempted
2020,Radom,post-secondary,2,Attempted
2020,Radom,higher,20,Attempted
2020,Wrocław,basic incomplete,7,Attempted
2020,Wrocław,basic,65,Attempted
2020,Wrocław,junior high,16,Attempted
2020,Wrocław,technical/professional,62,Attempted
2020,Wrocław,medium,72,Attempted
2020,Wrocław,post-secondary,2,Attempted
2020,Wrocław,higher,23,Attempted
2021,Bydgoszcz,basic incomplete,13,Attempted
2021,Bydgoszcz,basic,34,Attempted
2021,Bydgoszcz,junior high,12,Attempted
2021,Bydgoszcz,technical/professional,24,Attempted
2021,Bydgoszcz,medium,27,Attempted
2021,Bydgoszcz,post-secondary,0,Attempted
2021,Bydgoszcz,higher,7,Attempted
2021,Białystok,basic incomplete,11,Attempted
2021,Białystok,basic,41,Attempted
2021,Białystok,junior high,14,Attempted
2021,Białystok,technical/professional,28,Attempted
2021,Białystok,medium,44,Attempted
2021,Białystok,post-secondary,1,Attempted
2021,Białystok,higher,5,Attempted
2021,Gdańsk,basic incomplete,66,Attempted
2021,Gdańsk,basic,191,Attempted
2021,Gdańsk,junior high,48,Attempted
2021,Gdańsk,technical/professional,77,Attempted
2021,Gdańsk,medium,88,Attempted
2021,Gdańsk,post-secondary,1,Attempted
2021,Gdańsk,higher,31,Attempted
2021,Gorzów Wlkp.,basic incomplete,2,Attempted
2021,Gorzów Wlkp.,basic,11,Attempted
2021,Gorzów Wlkp.,junior high,7,Attempted
2021,Gorzów Wlkp.,technical/professional,11,Attempted
2021,Gorzów Wlkp.,medium,11,Attempted
2021,Gorzów Wlkp.,post-secondary,0,Attempted
2021,Gorzów Wlkp.,higher,5,Attempted
2021,Katowice,basic incomplete,44,Attempted
2021,Katowice,basic,175,Attempted
2021,Katowice,junior high,45,Attempted
2021,Katowice,technical/professional,148,Attempted
