year,garnizon,education,suicides,outcome
2007,Wrocław,basic incomplete,4,Attempted
2007,Wrocław,basic,39,Attempted
2007,Wrocław,technical/professional,45,Attempted
2007,Wrocław,medium,15,Attempted
2007,Wrocław,higher,7,Attempted
2007,Bydgoszcz,basic incomplete,4,Attempted
2007,Bydgoszcz,basic,52,Attempted
2007,Bydgoszcz,technical/professional,27,Attempted
2007,Bydgoszcz,medium,15,Attempted
2007,Bydgoszcz,higher,5,Attempted
2007,Lublin,basic incomplete,9,Attempted
2007,Lublin,basic,56,Attempted
2007,Lublin,technical/professional,49,Attempted
2007,Lublin,medium,26,Attempted
2007,Lublin,higher,5,Attempted
2007,Gorzów Wlkp.,basic incomplete,3,Attempted
2007,Gorzów Wlkp.,basic,15,Attempted
2007,Gorzów Wlkp.,technical/professional,25,Attempted
2007,Gorzów Wlkp.,medium,10,Attempted
2007,Gorzów Wlkp.,higher,3,Attempted
2007,Łódź,basic incomplete,12,Attempted
2007,Łódź,basic,70,Attempted
2007,Łódź,technical/professional,58,Attempted
2007,Łódź,medium,30,Attempted
2007,Łódź,higher,7,Attempted
2007,Kraków,basic incomplete,3,Attempted
2007,Kraków,basic,48,Attempted
2007,Kraków,technical/professional,39,Attempted
2007,Kraków,medium,30,Attempted
2007,Kraków,higher,9,Attempted
2007,Radom,basic incomplete,8,Attempted
2007,Radom,basic,58,Attempted
2007,Radom,technical/professional,57,Attempted
2007,Radom,medium,12,Attempted
2007,Radom,higher,5,Attempted
2007,Opole,basic incomplete,2,Attempted
2007,Opole,basic,17,Attempted
2007,Opole,technical/professional,19,Attempted
2007,Opole,medium,8,Attempted
2007,Opole,higher,2,Attempted
2007,Rzeszów,basic incomplete,8,Attempted
2007,Rzeszów,basic,38,Attempted
2007,Rzeszów,technical/professional,46,Attempted
2007,Rzeszów,medium,16,Attempted
2007,Rzeszów,higher,10,Attempted
2007,Białystok,basic incomplete,7,Attempted
2007,Białystok,basic,33,Attempted
2007,Białystok,technical/professional,40,Attempted
2007,Białystok,medium,18,Attempted
2007,Białystok,higher,3,Attempted
2007,Gdańsk,basic incomplete,3,Attempted
2007,Gdańsk,basic,32,Attempted
2007,Gdańsk,technical/professional,31,Attempted
2007,Gdańsk,medium,11,Attempted
2007,Gdańsk,higher,3,Attempted
2007,Katowice,basic incomplete,3,Attempted
2007,Katowice,basic,58,Attempted
2007,Katowice,technical/professional,95,Attempted
2007,Katowice,medium,31,Attempted
2007,Katowice,higher,4,Attempted
2007,Kielce,basic incomplete,3,Attempted
2007,Kielce,basic,25,Attempted
2007,Kielce,technical/professional,43,Attempted
2007,Kielce,medium,45,Attempted
2007,Kielce,higher,1,Attempted
2007,Olsztyn,basic incomplete,8,Attempted
2007,Olsztyn,basic,40,Attempted
2007,Olsztyn,technical/professional,30,Attempted
2007,Olsztyn,medium,9,Attempted
2007,Olsztyn,higher,3,Attempted
2007,Poznań,basic incomplete,9,Attempted
2007,Poznań,basic,56,Attempted
2007,Poznań,technical/professional,79,Attempted
2007,Poznań,medium,20,Attempted
2007,Poznań,higher,9,Attempted
2007,Szczecin,basic incomplete,3,Attempted
2007,Szczecin,basic,59,Attempted
2007,Szczecin,technical/professional,34,Attempted
2007,Szczecin,medium,20,Attempted
2007,Szczecin,higher,5,Attempted
2007,Warszawa,basic incomplete,1,Attempted
2007,Warszawa,basic,12,Attempted
2007,Warszawa,technical/professional,9,Attempted
2007,Warszawa,medium,20,Attempted
2007,Warszawa,higher,8,Attempted
2008,Wrocław,basic incomplete,6,Attempted
2008,Wrocław,basic,37,Attempted
2008,Wrocław,technical/professional,34,Attempted
2008,Wrocław,medium,23,Attempted
2008,Wrocław,higher,6,Attempted
2008,Bydgoszcz,basic incomplete,4,Attempted
2008,Bydgoszcz,basic,44,Attempted
2008,Bydgoszcz,technical/professional,67,Attempted
2008,Bydgoszcz,medium,36,Attempted
2008,Bydgoszcz,higher,0,Attempted
2008,Lublin,basic incomplete,10,Attempted
2008,Lublin,basic,108,Attempted
2008,Lublin,technical/professional,61,Attempted
2008,Lublin,medium,21,Attempted
2008,Lublin,higher,7,Attempted
2008,Gorzów Wlkp.,basic incomplete,2,Attempted
2008,Gorzów Wlkp.,basic,24,Attempted
2008,Gorzów Wlkp.,technical/professional,16,Attempted
2008,Gorzów Wlkp.,medium,7,Attempted
2008,Gorzów Wlkp.,higher,2,Attempted
2008,Łódź,basic incomplete,4,Attempted
2008,Łódź,basic,74,Attempted
2008,Łódź,technical/professional,63,Attempted
2008,Łódź,medium,31,Attempted
2008,Łódź,higher,9,Attempted
2008,Kraków,basic incomplete,1,Attempted
2008,Kraków,basic,45,Attempted
2008,Kraków,technical/professional,42,Attempted
2008,Kraków,medium,24,Attempted
2008,Kraków,higher,10,Attempted
2008,Radom,basic incomplete,16,Attempted
2008,Radom,basic,101,Attempted
2008,Radom,technical/professional,79,Attempted
2008,Radom,medium,19,Attempted
2008,Radom,higher,7,Attempted
2008,Opole,basic incomplete,1,Attempted
2008,Opole,basic,21,Attempted
2008,Opole,technical/professional,32,Attempted
2008,Opole,medium,10,Attempted
2008,Opole,higher,5,Attempted
2008,Rzeszów,basic incomplete,5,Attempted
2008,Rzeszów,basic,46,Attempted
2008,Rzeszów,technical/professional,36,Attempted
2008,Rzeszów,medium,20,Attempted
2008,Rzeszów,higher,6,Attempted
2008,Białystok,basic incomplete,4,Attempted
2008,Białystok,basic,51,Attempted
2008,Białystok,technical/professional,26,Attempted
2008,Białystok,medium,25,Attempted
2008,Białystok,higher,4,Attempted
2008,Gdańsk,basic incomplete,3,Attempted
2008,Gdańsk,basic,35,Attempted
2008,Gdańsk,technical/professional,17,Attempted
2008,Gdańsk,medium,15,Attempted
2008,Gdańsk,higher,2,Attempted
2008,Katowice,basic incomplete,7,Attempted
2008,Katowice,basic,54,Attempted
2008,Katowice,technical/professional,99,Attempted
2008,Katowice,medium,36,Attempted
2008,Katowice,higher,5,Attempted
2008,Kielce,basic incomplete,4,Attempted
2008,Kielce,basic,18,Attempted
2008,Kielce,technical/professional,28,Attempted
2008,Kielce,medium,7,Attempted
2008,Kielce,higher,3,Attempted
2008,Olsztyn,basic incomplete,5,Attempted
2008,Olsztyn,basic,49,Attempted
2008,Olsztyn,technical/professional,34,Attempted
2008,Olsztyn,medium,12,Attempted
2008,Olsztyn,higher,5,Attempted
2008,Poznań,basic incomplete,8,Attempted
2008,Poznań,basic,47,Attempted
2008,Poznań,technical/professional,58,Attempted
2008,Poznań,medium,21,Attempted
2008,Poznań,higher,6,Attempted
2008,Szczecin,basic incomplete,2,Attempted
2008,Szczecin,basic,42,Attempted
2008,Szczecin,technical/professional,35,Attempted
2008,Szczecin,medium,14,Attempted
2008,Szczecin,higher,4,Attempted
2008,Warszawa,basic incomplete,2,Attempted
2008,Warszawa,basic,8,Attempted
2008,Warszawa,technical/professional,8,Attempted
2008,Warszawa,medium,27,Attempted
2008,Warszawa,higher,11,Attempted
2009,Wrocław,basic incomplete,3,Attempted
2009,Wrocław,basic,29,Attempted
2009,Wrocław,technical/professional,41,Attempted
2009,Wrocław,medium,19,Attempted
2009,Wrocław,higher,3,Attempted
2009,Bydgoszcz,basic incomplete,7,Attempted
2009,Bydgoszcz,basic,39,Attempted
2009,Bydgoszcz,technical/professional,57,Attempted
2009,Bydgoszcz,medium,33,Attempted
2009,Bydgoszcz,higher,5,Attempted
2009,Lublin,basic incomplete,8,Attempted
2009,Lublin,basic,74,Attempted
2009,Lublin,technical/professional,41,Attempted
2009,Lublin,medium,23,Attempted
2009,Lublin,higher,10,Attempted
2009,Gorzów Wlkp.,basic incomplete,3,Attempted
2009,Gorzów Wlkp.,basic,26,Attempted
2009,Gorzów Wlkp.,technical/professional,27,Attempted
2009,Gorzów Wlkp.,medium,13,Attempted
2009,Gorzów Wlkp.,higher,1,Attempted
2009,Łódź,basic incomplete,6,Attempted
2009,Łódź,basic,73,Attempted
2009,Łódź,technical/professional,64,Attempted
2009,Łódź,medium,26,Attempted
2009,Łódź,higher,7,Attempted
2009,Kraków,basic incomplete,3,Attempted
2009,Kraków,basic,42,Attempted
2009,Kraków,technical/professional,69,Attempted
2009,Kraków,medium,31,Attempted
2009,Kraków,higher,13,Attempted
2009,Radom,basic incomplete,7,Attempted
2009,Radom,basic,70,Attempted
2009,Radom,technical/professional,47,Attempted
2009,Radom,medium,13,Attempted
2009,Radom,higher,2,Attempted
2009,Opole,basic incomplete,1,Attempted
2009,Opole,basic,14,Attempted
2009,Opole,technical/professional,17,Attempted
2009,Opole,medium,10,Attempted
2009,Opole,higher,8,Attempted
2009,Rzeszów,basic incomplete,4,Attempted
2009,Rzeszów,basic,38,Attempted
2009,Rzeszów,technical/professional,34,Attempted
2009,Rzeszów,medium,20,Attempted
2009,Rzeszów,higher,4,Attempted
2009,Białystok,basic incomplete,3,Attempted
2009,Białystok,basic,50,Attempted
2009,Białystok,technical/professional,28,Attempted
2009,Białystok,medium,18,Attempted
2009,Białystok,higher,3,Attempted
2009,Gdańsk,basic incomplete,4,Attempted
2009,Gdańsk,basic,36,Attempted
2009,Gdańsk,technical/professional,20,Attempted
2009,Gdańsk,medium,10,Attempted
2009,Gdańsk,higher,6,Attempted
2009,Katowice,basic incomplete,9,Attempted
2009,Katowice,basic,79,Attempted
2009,Katowice,technical/professional,109,Attempted
2009,Katowice,medium,51,Attempted
2009,Katowice,higher,12,Attempted
2009,Kielce,basic incomplete,5,Attempted
2009,Kielce,basic,30,Attempted
2009,Kielce,technical/professional,34,Attempted
2009,Kielce,medium,11,Attempted
2009,Kielce,higher,2,Attempted
2009,Olsztyn,basic incomplete,5,Attempted
2009,Olsztyn,basic,46,Attempted
2009,Olsztyn,technical/professional,27,Attempted
2009,Olsztyn,medium,19,Attempted
2009,Olsztyn,higher,4,Attempted
2009,Poznań,basic incomplete,4,Attempted
2009,Poznań,basic,54,Attempted
2009,Poznań,technical/professional,67,Attempted
2009,Poznań,medium,30,Attempted
2009,Poznań,higher,9,Attempted
2009,Szczecin,basic incomplete,2,Attempted
2009,Szczecin,basic,32,Attempted
2009,Szczecin,technical/professional,30,Attempted
2009,Szczecin,medium,14,Attempted
2009,Szczecin,higher,4,Attempted
2009,Warszawa,basic incomplete,4,Attempted
2009,Warszawa,basic,24,Attempted
2009,Warszawa,technical/professional,23,Attempted
2009,Warszawa,medium,30,Attempted
2009,Warszawa,higher,8,Attempted
2010,Wrocław,basic incomplete,2,Attempted
2010,Wrocław,basic,21,Attempted
2010,Wrocław,technical/professional,24,Attempted
2010,Wrocław,medium,23,Attempted
2010,Wrocław,higher,2,Attempted
2010,Bydgoszcz,basic incomplete,2,Attempted
2010,Bydgoszcz,basic,24,Attempted
2010,Bydgoszcz,technical/professional,39,Attempted
2010,Bydgoszcz,medium,34,Attempted
2010,Bydgoszcz,higher,5,Attempted
2010,Lublin,basic incomplete,7,Attempted
2010,Lublin,basic,55,Attempted
2010,Lublin,technical/professional,48,Attempted
2010,Lublin,medium,21,Attempted
2010,Lublin,higher,8,Attempted
2010,Gorzów Wlkp.,basic incomplete,0,Attempted
2010,Gorzów Wlkp.,basic,15,Attempted
2010,Gorzów Wlkp.,technical/professional,10,Attempted
2010,Gorzów Wlkp.,medium,6,Attempted
2010,Gorzów Wlkp.,higher,2,Attempted
2010,Łódź,basic incomplete,5,Attempted
2010,Łódź,basic,65,Attempted
2010,Łódź,technical/professional,44,Attempted
2010,Łódź,medium,24,Attempted
2010,Łódź,higher,6,Attempted
2010,Kraków,basic incomplete,6,Attempted
2010,Kraków,basic,36,Attempted
2010,Kraków,technical/professional,61,Attempted
2010,Kraków,medium,32,Attempted
2010,Kraków,higher,14,Attempted
2010,Radom,basic incomplete,7,Attempted
2010,Radom,basic,68,Attempted
2010,Radom,technical/professional,50,Attempted
2010,Radom,medium,22,Attempted
2010,Radom,higher,5,Attempted
2010,Opole,basic incomplete,0,Attempted
2010,Opole,basic,22,Attempted
2010,Opole,technical/professional,12,Attempted
2010,Opole,medium,8,Attempted
2010,Opole,higher,1,Attempted
2010,Rzeszów,basic incomplete,2,Attempted
2010,Rzeszów,basic,31,Attempted
2010,Rzeszów,technical/professional,55,Attempted
2010,Rzeszów,medium,12,Attempted
2010,Rzeszów,higher,8,Attempted
2010,Białystok,basic incomplete,4,Attempted
2010,Białystok,basic,43,Attempted
2010,Białystok,technical/professional,21,Attempted
2010,Białystok,medium,17,Attempted
2010,Białystok,higher,1,Attempted
2010,Gdańsk,basic incomplete,1,Attempted
2010,Gdańsk,basic,30,Attempted
2010,Gdańsk,technical/professional,24,Attempted
2010,Gdańsk,medium,12,Attempted
2010,Gdańsk,higher,3,Attempted
2010,Katowice,basic incomplete,6,Attempted
2010,Katowice,basic,72,Attempted
2010,Katowice,technical/professional,118,Attempted
2010,Katowice,medium,42,Attempted
2010,Katowice,higher,19,Attempted
2010,Kielce,basic incomplete,4,Attempted
2010,Kielce,basic,30,Attempted
2010,Kielce,technical/professional,42,Attempted
2010,Kielce,medium,14,Attempted
2010,Kielce,higher,1,Attempted
2010,Olsztyn,basic incomplete,3,Attempted
2010,Olsztyn,basic,40,Attempted
2010,Olsztyn,technical/professional,15,Attempted
2010,Olsztyn,medium,13,Attempted
2010,Olsztyn,higher,2,Attempted
2010,Poznań,basic incomplete,5,Attempted
2010,Poznań,basic,29,Attempted
2010,Poznań,technical/professional,47,Attempted
2010,Poznań,medium,20,Attempted
2010,Poznań,higher,6,Attempted
2010,Szczecin,basic incomplete,5,Attempted
2010,Szczecin,basic,36,Attempted
2010,Szczecin,technical/professional,22,Attempted
2010,Szczecin,medium,12,Attempted
2010,Szczecin,higher,1,Attempted
2010,Warszawa,basic incomplete,1,Attempted
2010,Warszawa,basic,18,Attempted
2010,Warszawa,technical/professional,13,Attempted
2010,Warszawa,medium,23,Attempted
2010,Warszawa,higher,6,Attempted
2011,Wrocław,basic incomplete,1,Attempted
2011,Wrocław,basic,10,Attempted
2011,Wrocław,technical/professional,26,Attempted
2011,Wrocław,medium,10,Attempted
2011,Wrocław,higher,5,Attempted
2011,Bydgoszcz,basic incomplete,4,Attempted
2011,Bydgoszcz,basic,36,Attempted
2011,Bydgoszcz,technical/professional,42,Attempted
2011,Bydgoszcz,medium,20,Attempted
2011,Bydgoszcz,higher,5,Attempted
2011,Lublin,basic incomplete,3,Attempted
2011,Lublin,basic,34,Attempted
2011,Lublin,technical/professional,36,Attempted
2011,Lublin,medium,17,Attempted
2011,Lublin,higher,10,Attempted
2011,Gorzów Wlkp.,basic incomplete,0,Attempted
2011,Gorzów Wlkp.,basic,12,Attempted
2011,Gorzów Wlkp.,technical/professional,10,Attempted
2011,Gorzów Wlkp.,medium,9,Attempted
2011,Gorzów Wlkp.,higher,2,Attempted
2011,Łódź,basic incomplete,5,Attempted
2011,Łódź,basic,45,Attempted
2011,Łódź,technical/professional,44,Attempted
2011,Łódź,medium,29,Attempted
2011,Łódź,higher,11,Attempted
2011,Kraków,basic incomplete,1,Attempted
2011,Kraków,basic,44,Attempted
2011,Kraków,technical/professional,49,Attempted
2011,Kraków,medium,26,Attempted
2011,Kraków,higher,13,Attempted
2011,Radom,basic incomplete,9,Attempted
2011,Radom,basic,69,Attempted
2011,Radom,technical/professional,30,Attempted
2011,Radom,medium,16,Attempted
2011,Radom,higher,2,Attempted
2011,Opole,basic incomplete,0,Attempted
2011,Opole,basic,10,Attempted
2011,Opole,technical/professional,11,Attempted
2011,Opole,medium,5,Attempted
2011,Opole,higher,3,Attempted
2011,Rzeszów,basic incomplete,0,Attempted
2011,Rzeszów,basic,23,Attempted
2011,Rzeszów,technical/professional,31,Attempted
2011,Rzeszów,medium,23,Attempted
2011,Rzeszów,higher,8,Attempted
2011,Białystok,basic incomplete,2,Attempted
2011,Białystok,basic,41,Attempted
2011,Białystok,technical/professional,26,Attempted
2011,Białystok,medium,17,Attempted
2011,Białystok,higher,12,Attempted
2011,Gdańsk,basic incomplete,4,Attempted
2011,Gdańsk,basic,26,Attempted
2011,Gdańsk,technical/professional,16,Attempted
2011,Gdańsk,medium,6,Attempted
2011,Gdańsk,higher,2,Attempted
2011,Katowice,basic incomplete,4,Attempted
2011,Katowice,basic,61,Attempted
2011,Katowice,technical/professional,96,Attempted
2011,Katowice,medium,40,Attempted
2011,Katowice,higher,12,Attempted
2011,Kielce,basic incomplete,2,Attempted
2011,Kielce,basic,26,Attempted
2011,Kielce,technical/professional,34,Attempted
2011,Kielce,medium,5,Attempted
2011,Kielce,higher,8,Attempted
2011,Olsztyn,basic incomplete,4,Attempted
2011,Olsztyn,basic,34,Attempted
2011,Olsztyn,technical/professional,19,Attempted
2011,Olsztyn,medium,18,Attempted
2011,Olsztyn,higher,4,Attempted
2011,Poznań,basic incomplete,3,Attempted
2011,Poznań,basic,27,Attempted
2011,Poznań,technical/professional,43,Attempted
2011,Poznań,medium,12,Attempted
2011,Poznań,higher,5,Attempted
2011,Szczecin,basic incomplete,7,Attempted
2011,Szczecin,basic,31,Attempted
2011,Szczecin,technical/professional,22,Attempted
2011,Szczecin,medium,10,Attempted
2011,Szczecin,higher,8,Attempted
2011,Warszawa,basic incomplete,3,Attempted
2011,Warszawa,basic,9,Attempted
2011,Warszawa,technical/professional,12,Attempted
2011,Warszawa,medium,19,Attempted
2011,Warszawa,higher,3,Attempted
2012,Wrocław,basic incomplete,3,Attempted
2012,Wrocław,basic,17,Attempted
2012,Wrocław,technical/professional,34,Attempted
2012,Wrocław,medium,17,Attempted
2012,Wrocław,higher,5,Attempted
2012,Bydgoszcz,basic incomplete,6,Attempted
2012,Bydgoszcz,basic,50,Attempted
2012,Bydgoszcz,technical/professional,42,Attempted
2012,Bydgoszcz,medium,25,Attempted
2012,Bydgoszcz,higher,11,Attempted
2012,Lublin,basic incomplete,3,Attempted
2012,Lublin,basic,35,Attempted
2012,Lublin,technical/professional,47,Attempted
2012,Lublin,medium,21,Attempted
2012,Lublin,higher,7,Attempted
2012,Gorzów Wlkp.,basic incomplete,2,Attempted
2012,Gorzów Wlkp.,basic,10,Attempted
2012,Gorzów Wlkp.,technical/professional,9,Attempted
2012,Gorzów Wlkp.,medium,2,Attempted
2012,Gorzów Wlkp.,higher,4,Attempted
2012,Łódź,basic incomplete,3,Attempted
2012,Łódź,basic,57,Attempted
2012,Łódź,technical/professional,49,Attempted
2012,Łódź,medium,34,Attempted
2012,Łódź,higher,7,Attempted
2012,Kraków,basic incomplete,3,Attempted
2012,Kraków,basic,50,Attempted
2012,Kraków,technical/professional,51,Attempted
2012,Kraków,medium,37,Attempted
2012,Kraków,higher,14,Attempted
2012,Radom,basic incomplete,6,Attempted
2012,Radom,basic,47,Attempted
2012,Radom,technical/professional,31,Attempted
2012,Radom,medium,19,Attempted
2012,Radom,higher,3,Attempted
2012,Opole,basic incomplete,1,Attempted
2012,Opole,basic,14,Attempted
2012,Opole,technical/professional,13,Attempted
2012,Opole,medium,6,Attempted
2012,Opole,higher,2,Attempted
2012,Rzeszów,basic incomplete,2,Attempted
2012,Rzeszów,basic,16,Attempted
2012,Rzeszów,technical/professional,30,Attempted
2012,Rzeszów,medium,14,Attempted
2012,Rzeszów,higher,4,Attempted
2012,Białystok,basic incomplete,3,Attempted
2012,Białystok,basic,39,Attempted
2012,Białystok,technical/professional,19,Attempted
2012,Białystok,medium,20,Attempted
2012,Białystok,higher,7,Attempted
2012,Gdańsk,basic incomplete,2,Attempted
2012,Gdańsk,basic,20,Attempted
2012,Gdańsk,technical/professional,19,Attempted
2012,Gdańsk,medium,16,Attempted
2012,Gdańsk,higher,4,Attempted
2012,Katowice,basic incomplete,8,Attempted
2012,Katowice,basic,45,Attempted
2012,Katowice,technical/professional,88,Attempted
2012,Katowice,medium,35,Attempted
2012,Katowice,higher,9,Attempted
2012,Kielce,basic incomplete,8,Attempted
2012,Kielce,basic,77,Attempted
2012,Kielce,technical/professional,104,Attempted
2012,Kielce,medium,80,Attempted
2012,Kielce,higher,21,Attempted
2012,Olsztyn,basic incomplete,3,Attempted
2012,Olsztyn,basic,45,Attempted
2012,Olsztyn,technical/professional,20,Attempted
2012,Olsztyn,medium,17,Attempted
2012,Olsztyn,higher,7,Attempted
2012,Poznań,basic incomplete,0,Attempted
2012,Poznań,basic,18,Attempted
2012,Poznań,technical/professional,35,Attempted
2012,Poznań,medium,17,Attempted
2012,Poznań,higher,7,Attempted
2012,Szczecin,basic incomplete,1,Attempted
2012,Szczecin,basic,27,Attempted
2012,Szczecin,technical/professional,20,Attempted
2012,Szczecin,medium,14,Attempted
2012,Szczecin,higher,2,Attempted
2012,Warszawa,basic incomplete,2,Attempted
2012,Warszawa,basic,28,Attempted
2012,Warszawa,technical/professional,13,Attempted
2012,Warszawa,medium,22,Attempted
2012,Warszawa,higher,25,Attempted
2013,Bydgoszcz,basic incomplete,1,Attempted
2013,Bydgoszcz,basic,27,Attempted
2013,Bydgoszcz,technical/professional,35,Attempted
2013,Bydgoszcz,medium,20,Attempted
2013,Bydgoszcz,higher,6,Attempted
2013,Białystok,basic incomplete,1,Attempted
2013,Białystok,basic,45,Attempted
2013,Białystok,technical/professional,24,Attempted
2013,Białystok,medium,21,Attempted
2013,Białystok,higher,5,Attempted
2013,Gdańsk,basic incomplete,1,Attempted
2013,Gdańsk,basic,22,Attempted
2013,Gdańsk,technical/professional,26,Attempted
2013,Gdańsk,medium,7,Attempted
2013,Gdańsk,higher,8,Attempted
2013,Gorzów Wlkp.,basic incomplete,2,Attempted
2013,Gorzów Wlkp.,basic,12,Attempted
2013,Gorzów Wlkp.,technical/professional,13,Attempted
2013,Gorzów Wlkp.,medium,8,Attempted
2013,Gorzów Wlkp.,higher,3,Attempted
2013,Katowice,basic incomplete,4,Attempted
2013,Katowice,basic,67,Attempted
2013,Katowice,technical/professional,92,Attempted
2013,Katowice,medium,71,Attempted
2013,Katowice,higher,24,Attempted
2013,Kielce,basic incomplete,6,Attempted
2013,Kielce,basic,101,Attempted
2013,Kielce,technical/professional,99,Attempted
2013,Kielce,medium,88,Attempted
2013,Kielce,higher,24,Attempted
2013,Kraków,basic incomplete,2,Attempted
2013,Kraków,basic,57,Attempted
2013,Kraków,technical/professional,56,Attempted
2013,Kraków,medium,39,Attempted
2013,Kraków,higher,18,Attempted
2013,Łódź,basic incomplete,7,Attempted
2013,Łódź,basic,76,Attempted
2013,Łódź,technical/professional,51,Attempted
2013,Łódź,medium,49,Attempted
2013,Łódź,higher,13,Attempted
2013,Lublin,basic incomplete,6,Attempted
2013,Lublin,basic,70,Attempted
2013,Lublin,technical/professional,42,Attempted
2013,Lublin,medium,28,Attempted
2013,Lublin,higher,10,Attempted
2013,Olsztyn,basic incomplete,4,Attempted
2013,Olsztyn,basic,53,Attempted
2013,Olsztyn,technical/professional,24,Attempted
2013,Olsztyn,medium,21,Attempted
2013,Olsztyn,higher,5,Attempted
2013,Opole,basic incomplete,2,Attempted
2013,Opole,basic,15,Attempted
2013,Opole,technical/professional,19,Attempted
2013,Opole,medium,8,Attempted
2013,Opole,higher,5,Attempted
2013,Poznań,basic incomplete,2,Attempted
2013,Poznań,basic,46,Attempted
2013,Poznań,technical/professional,52,Attempted
2013,Poznań,medium,37,Attempted
2013,Poznań,higher,9,Attempted
2013,Rzeszów,basic incomplete,1,Attempted
2013,Rzeszów,basic,35,Attempted
2013,Rzeszów,technical/professional,27,Attempted
2013,Rzeszów,medium,23,Attempted
2013,Rzeszów,higher,6,Attempted
2013,Szczecin,basic incomplete,1,Attempted
2013,Szczecin,basic,49,Attempted
2013,Szczecin,technical/professional,37,Attempted
2013,Szczecin,medium,32,Attempted
2013,Szczecin,higher,14,Attempted
2013,Warszawa,basic incomplete,1,Attempted
2013,Warszawa,basic,17,Attempted
2013,Warszawa,technical/professional,15,Attempted
2013,Warszawa,medium,26,Attempted
2013,Warszawa,higher,20,Attempted
2013,Radom,basic incomplete,4,Attempted
2013,Radom,basic,65,Attempted
2013,Radom,technical/professional,50,Attempted
2013,Radom,medium,25,Attempted
2013,Radom,higher,5,Attempted
2013,Wrocław,basic incomplete,2,Attempted
2013,Wrocław,basic,43,Attempted
2013,Wrocław,technical/professional,57,Attempted
2013,Wrocław,medium,34,Attempted
2013,Wrocław,higher,11,Attempted
2014,Bydgoszcz,basic incomplete,2,Attempted
2014,Bydgoszcz,basic,16,Attempted
2014,Bydgoszcz,technical/professional,33,Attempted
2014,Bydgoszcz,medium,16,Attempted
2014,Bydgoszcz,higher,2,Attempted
2014,Białystok,basic incomplete,0,Attempted
2014,Białystok,basic,49,Attempted
2014,Białystok,technical/professional,27,Attempted
2014,Białystok,medium,19,Attempted
2014,Białystok,higher,4,Attempted
2014,Gdańsk,basic incomplete,4,Attempted
2014,Gdańsk,basic,34,Attempted
2014,Gdańsk,technical/professional,27,Attempted
2014,Gdańsk,medium,22,Attempted
2014,Gdańsk,higher,8,Attempted
2014,Gorzów Wlkp.,basic incomplete,0,Attempted
2014,Gorzów Wlkp.,basic,12,Attempted
2014,Gorzów Wlkp.,technical/professional,5,Attempted
2014,Gorzów Wlkp.,medium,3,Attempted
2014,Gorzów Wlkp.,higher,1,Attempted
2014,Katowice,basic incomplete,5,Attempted
2014,Katowice,basic,101,Attempted
2014,Katowice,technical/professional,112,Attempted
2014,Katowice,medium,75,Attempted
2014,Katowice,higher,13,Attempted
2014,Kielce,basic incomplete,7,Attempted
2014,Kielce,basic,134,Attempted
2014,Kielce,technical/professional,179,Attempted
2014,Kielce,medium,95,Attempted
2014,Kielce,higher,41,Attempted
2014,Kraków,basic incomplete,5,Attempted
2014,Kraków,basic,85,Attempted
2014,Kraków,technical/professional,70,Attempted
2014,Kraków,medium,56,Attempted
2014,Kraków,higher,12,Attempted
2014,Łódź,basic incomplete,4,Attempted
2014,Łódź,basic,95,Attempted
2014,Łódź,technical/professional,45,Attempted
2014,Łódź,medium,53,Attempted
2014,Łódź,higher,16,Attempted
2014,Lublin,basic incomplete,5,Attempted
2014,Lublin,basic,79,Attempted
2014,Lublin,technical/professional,42,Attempted
2014,Lublin,medium,33,Attempted
2014,Lublin,higher,13,Attempted
2014,Olsztyn,basic incomplete,4,Attempted
2014,Olsztyn,basic,69,Attempted
2014,Olsztyn,technical/professional,35,Attempted
2014,Olsztyn,medium,30,Attempted
2014,Olsztyn,higher,7,Attempted
2014,Opole,basic incomplete,0,Attempted
2014,Opole,basic,24,Attempted
2014,Opole,technical/professional,22,Attempted
2014,Opole,medium,23,Attempted
2014,Opole,higher,5,Attempted
2014,Poznań,basic incomplete,3,Attempted
2014,Poznań,basic,53,Attempted
2014,Poznań,technical/professional,57,Attempted
2014,Poznań,medium,39,Attempted
2014,Poznań,higher,8,Attempted
2014,Rzeszów,basic incomplete,2,Attempted
2014,Rzeszów,basic,47,Attempted
2014,Rzeszów,technical/professional,62,Attempted
2014,Rzeszów,medium,29,Attempted
2014,Rzeszów,higher,12,Attempted
2014,Szczecin,basic incomplete,3,Attempted
2014,Szczecin,basic,63,Attempted
2014,Szczecin,technical/professional,56,Attempted
2014,Szczecin,medium,40,Attempted
2014,Szczecin,higher,12,Attempted
2014,Warszawa,basic incomplete,0,Attempted
2014,Warszawa,basic,28,Attempted
2014,Warszawa,technical/professional,12,Attempted
2014,Warszawa,medium,37,Attempted
2014,Warszawa,higher,25,Attempted
2014,Radom,basic incomplete,1,Attempted
2014,Radom,basic,87,Attempted
2014,Radom,technical/professional,59,Attempted
2014,Radom,medium,40,Attempted
2014,Radom,higher,11,Attempted
2014,Wrocław,basic incomplete,7,Attempted
2014,Wrocław,basic,53,Attempted
2014,Wrocław,technical/professional,63,Attempted
2014,Wrocław,medium,38,Attempted
2014,Wrocław,higher,15,Attempted
2015,Bydgoszcz,basic incomplete,0,Attempted
2015,Bydgoszcz,basic,29,Attempted
