year,garnizon,civil_status,suicides,outcome
2013,Kielce,widower,29,Attempted
2013,Kielce,divorced,60,Attempted
2013,Kielce,separated,9,Attempted
2013,Kraków,single,240,Attempted
2013,Kraków,married,276,Attempted
2013,Kraków,concubine,24,Attempted
2013,Kraków,widower,42,Attempted
2013,Kraków,divorced,37,Attempted
2013,Kraków,separated,5,Attempted
2013,Łódź,single,209,Attempted
2013,Łódź,married,225,Attempted
2013,Łódź,concubine,24,Attempted
2013,Łódź,widower,39,Attempted
2013,Łódź,divorced,45,Attempted
2013,Łódź,separated,5,Attempted
2013,Lublin,single,164,Attempted
2013,Lublin,married,190,Attempted
2013,Lublin,concubine,10,Attempted
2013,Lublin,widower,32,Attempted
2013,Lublin,divorced,38,Attempted
2013,Lublin,separated,4,Attempted
2013,Olsztyn,single,153,Attempted
2013,Olsztyn,married,164,Attempted
2013,Olsztyn,concubine,25,Attempted
2013,Olsztyn,widower,12,Attempted
2013,Olsztyn,divorced,34,Attempted
2013,Olsztyn,separated,3,Attempted
2013,Opole,single,61,Attempted
2013,Opole,married,91,Attempted
2013,Opole,concubine,7,Attempted
2013,Opole,widower,14,Attempted
2013,Opole,divorced,13,Attempted
2013,Opole,separated,3,Attempted
2013,Poznań,single,143,Attempted
2013,Poznań,married,209,Attempted
2013,Poznań,concubine,12,Attempted
2013,Poznań,widower,28,Attempted
2013,Poznań,divorced,43,Attempted
2013,Poznań,separated,0,Attempted
2013,Rzeszów,single,109,Attempted
2013,Rzeszów,married,161,Attempted
2013,Rzeszów,concubine,1,Attempted
2013,Rzeszów,widower,13,Attempted
2013,Rzeszów,divorced,20,Attempted
2013,Rzeszów,separated,2,Attempted
2013,Szczecin,single,133,Attempted
2013,Szczecin,married,145,Attempted
2013,Szczecin,concubine,19,Attempted
2013,Szczecin,widower,17,Attempted
2013,Szczecin,divorced,44,Attempted
2013,Szczecin,separated,1,Attempted
2013,Warszawa,single,126,Attempted
2013,Warszawa,married,176,Attempted
2013,Warszawa,concubine,20,Attempted
2013,Warszawa,widower,24,Attempted
2013,Warszawa,divorced,39,Attempted
2013,Warszawa,separated,5,Attempted
2013,Radom,single,156,Attempted
2013,Radom,married,222,Attempted
2013,Radom,concubine,19,Attempted
2013,Radom,widower,37,Attempted
2013,Radom,divorced,27,Attempted
2013,Radom,separated,4,Attempted
2013,Wrocław,single,155,Attempted
2013,Wrocław,married,180,Attempted
2013,Wrocław,concubine,30,Attempted
2013,Wrocław,widower,47,Attempted
2013,Wrocław,divorced,42,Attempted
2013,Wrocław,separated,4,Attempted
2014,Bydgoszcz,single,79,Attempted
2014,Bydgoszcz,married,142,Attempted
2014,Bydgoszcz,concubine,12,Attempted
2014,Bydgoszcz,widower,20,Attempted
2014,Bydgoszcz,divorced,25,Attempted
2014,Bydgoszcz,separated,3,Attempted
2014,Białystok,single,131,Attempted
2014,Białystok,married,106,Attempted
2014,Białystok,concubine,19,Attempted
2014,Białystok,widower,11,Attempted
2014,Białystok,divorced,20,Attempted
2014,Białystok,separated,2,Attempted
2014,Gdańsk,single,135,Attempted
2014,Gdańsk,married,171,Attempted
2014,Gdańsk,concubine,17,Attempted
2014,Gdańsk,widower,9,Attempted
2014,Gdańsk,divorced,32,Attempted
2014,Gdańsk,separated,7,Attempted
2014,Gorzów Wlkp.,single,76,Attempted
2014,Gorzów Wlkp.,married,73,Attempted
2014,Gorzów Wlkp.,concubine,5,Attempted
2014,Gorzów Wlkp.,widower,10,Attempted
2014,Gorzów Wlkp.,divorced,13,Attempted
2014,Gorzów Wlkp.,separated,3,Attempted
2014,Katowice,single,451,Attempted
2014,Katowice,married,512,Attempted
2014,Katowice,concubine,59,Attempted
2014,Katowice,widower,54,Attempted
2014,Katowice,divorced,109,Attempted
2014,Katowice,separated,4,Attempted
2014,Kielce,single,327,Attempted
2014,Kielce,married,315,Attempted
2014,Kielce,concubine,23,Attempted
2014,Kielce,widower,40,Attempted
2014,Kielce,divorced,82,Attempted
2014,Kielce,separated,4,Attempted
2014,Kraków,single,375,Attempted
2014,Kraków,married,388,Attempted
2014,Kraków,concubine,24,Attempted
2014,Kraków,widower,42,Attempted
2014,Kraków,divorced,64,Attempted
2014,Kraków,separated,4,Attempted
2014,Łódź,single,280,Attempted
2014,Łódź,married,297,Attempted
2014,Łódź,concubine,61,Attempted
2014,Łódź,widower,48,Attempted
2014,Łódź,divorced,52,Attempted
2014,Łódź,separated,6,Attempted
2014,Lublin,single,199,Attempted
2014,Lublin,married,205,Attempted
2014,Lublin,concubine,16,Attempted
2014,Lublin,widower,32,Attempted
2014,Lublin,divorced,40,Attempted
2014,Lublin,separated,3,Attempted
2014,Olsztyn,single,223,Attempted
2014,Olsztyn,married,205,Attempted
2014,Olsztyn,concubine,40,Attempted
2014,Olsztyn,widower,27,Attempted
2014,Olsztyn,divorced,42,Attempted
2014,Olsztyn,separated,2,Attempted
2014,Opole,single,77,Attempted
2014,Opole,married,92,Attempted
2014,Opole,concubine,12,Attempted
2014,Opole,widower,15,Attempted
2014,Opole,divorced,20,Attempted
2014,Opole,separated,0,Attempted
2014,Poznań,single,185,Attempted
2014,Poznań,married,249,Attempted
2014,Poznań,concubine,19,Attempted
2014,Poznań,widower,32,Attempted
2014,Poznań,divorced,53,Attempted
2014,Poznań,separated,3,Attempted
2014,Rzeszów,single,157,Attempted
2014,Rzeszów,married,181,Attempted
2014,Rzeszów,concubine,9,Attempted
2014,Rzeszów,widower,18,Attempted
2014,Rzeszów,divorced,31,Attempted
2014,Rzeszów,separated,1,Attempted
2014,Szczecin,single,174,Attempted
2014,Szczecin,married,156,Attempted
2014,Szczecin,concubine,20,Attempted
2014,Szczecin,widower,20,Attempted
2014,Szczecin,divorced,43,Attempted
2014,Szczecin,separated,0,Attempted
2014,Warszawa,single,156,Attempted
2014,Warszawa,married,185,Attempted
2014,Warszawa,concubine,19,Attempted
2014,Warszawa,widower,19,Attempted
2014,Warszawa,divorced,45,Attempted
2014,Warszawa,separated,1,Attempted
2014,Radom,single,196,Attempted
2014,Radom,married,244,Attempted
2014,Radom,concubine,23,Attempted
2014,Radom,widower,28,Attempted
2014,Radom,divorced,49,Attempted
2014,Radom,separated,1,Attempted
2014,Wrocław,single,230,Attempted
2014,Wrocław,married,219,Attempted
2014,Wrocław,concubine,44,Attempted
2014,Wrocław,widower,45,Attempted
2014,Wrocław,divorced,46,Attempted
2014,Wrocław,separated,6,Attempted
2015,Bydgoszcz,single,104,Attempted
2015,Bydgoszcz,married,131,Attempted
2015,Bydgoszcz,concubine,10,Attempted
2015,Bydgoszcz,widower,17,Attempted
2015,Bydgoszcz,divorced,28,Attempted
2015,Bydgoszcz,separated,0,Attempted
2015,Białystok,single,108,Attempted
2015,Białystok,married,114,Attempted
2015,Białystok,concubine,10,Attempted
2015,Białystok,widower,4,Attempted
2015,Białystok,divorced,22,Attempted
2015,Białystok,separated,0,Attempted
2015,Gdańsk,single,148,Attempted
2015,Gdańsk,married,142,Attempted
2015,Gdańsk,concubine,23,Attempted
2015,Gdańsk,widower,22,Attempted
2015,Gdańsk,divorced,38,Attempted
2015,Gdańsk,separated,2,Attempted
2015,Gorzów Wlkp.,single,79,Attempted
2015,Gorzów Wlkp.,married,77,Attempted
2015,Gorzów Wlkp.,concubine,14,Attempted
2015,Gorzów Wlkp.,widower,8,Attempted
2015,Gorzów Wlkp.,divorced,18,Attempted
2015,Gorzów Wlkp.,separated,1,Attempted
2015,Katowice,single,483,Attempted
2015,Katowice,married,476,Attempted
2015,Katowice,concubine,75,Attempted
2015,Katowice,widower,77,Attempted
2015,Katowice,divorced,104,Attempted
2015,Katowice,separated,13,Attempted
2015,Kielce,single,317,Attempted
2015,Kielce,married,272,Attempted
2015,Kielce,concubine,36,Attempted
2015,Kielce,widower,49,Attempted
2015,Kielce,divorced,72,Attempted
2015,Kielce,separated,5,Attempted
2015,Kraków,single,393,Attempted
2015,Kraków,married,332,Attempted
2015,Kraków,concubine,32,Attempted
2015,Kraków,widower,56,Attempted
2015,Kraków,divorced,53,Attempted
2015,Kraków,separated,2,Attempted
2015,Łódź,single,294,Attempted
2015,Łódź,married,267,Attempted
2015,Łódź,concubine,57,Attempted
2015,Łódź,widower,31,Attempted
2015,Łódź,divorced,57,Attempted
2015,Łódź,separated,5,Attempted
2015,Lublin,single,187,Attempted
2015,Lublin,married,172,Attempted
2015,Lublin,concubine,20,Attempted
2015,Lublin,widower,29,Attempted
2015,Lublin,divorced,44,Attempted
2015,Lublin,separated,11,Attempted
2015,Olsztyn,single,224,Attempted
2015,Olsztyn,married,179,Attempted
2015,Olsztyn,concubine,38,Attempted
2015,Olsztyn,widower,16,Attempted
2015,Olsztyn,divorced,43,Attempted
2015,Olsztyn,separated,4,Attempted
2015,Opole,single,80,Attempted
2015,Opole,married,83,Attempted
2015,Opole,concubine,23,Attempted
2015,Opole,widower,12,Attempted
2015,Opole,divorced,18,Attempted
2015,Opole,separated,1,Attempted
2015,Poznań,single,177,Attempted
2015,Poznań,married,239,Attempted
2015,Poznań,concubine,25,Attempted
2015,Poznań,widower,31,Attempted
2015,Poznań,divorced,40,Attempted
2015,Poznań,separated,0,Attempted
2015,Rzeszów,single,178,Attempted
2015,Rzeszów,married,192,Attempted
2015,Rzeszów,concubine,14,Attempted
2015,Rzeszów,widower,24,Attempted
2015,Rzeszów,divorced,26,Attempted
2015,Rzeszów,separated,3,Attempted
2015,Szczecin,single,156,Attempted
2015,Szczecin,married,129,Attempted
2015,Szczecin,concubine,29,Attempted
2015,Szczecin,widower,27,Attempted
2015,Szczecin,divorced,28,Attempted
2015,Szczecin,separated,4,Attempted
2015,Warszawa,single,141,Attempted
2015,Warszawa,married,140,Attempted
2015,Warszawa,concubine,19,Attempted
2015,Warszawa,widower,18,Attempted
2015,Warszawa,divorced,38,Attempted
2015,Warszawa,separated,1,Attempted
2015,Radom,single,186,Attempted
2015,Radom,married,223,Attempted
2015,Radom,concubine,17,Attempted
2015,Radom,widower,22,Attempted
2015,Radom,divorced,37,Attempted
2015,Radom,separated,4,Attempted
2015,Wrocław,single,197,Attempted
2015,Wrocław,married,193,Attempted
2015,Wrocław,concubine,31,Attempted
2015,Wrocław,widower,31,Attempted
2015,Wrocław,divorced,49,Attempted
2015,Wrocław,separated,5,Attempted
2016,Bydgoszcz,single,107,Attempted
2016,Bydgoszcz,married,141,Attempted
2016,Bydgoszcz,concubine,8,Attempted
2016,Bydgoszcz,widower,18,Attempted
2016,Bydgoszcz,divorced,16,Attempted
2016,Bydgoszcz,separated,2,Attempted
2016,Białystok,single,143,Attempted
2016,Białystok,married,128,Attempted
2016,Białystok,concubine,15,Attempted
2016,Białystok,widower,18,Attempted
2016,Białystok,divorced,28,Attempted
2016,Białystok,separated,1,Attempted
2016,Gdańsk,single,150,Attempted
2016,Gdańsk,married,139,Attempted
2016,Gdańsk,concubine,28,Attempted
2016,Gdańsk,widower,17,Attempted
2016,Gdańsk,divorced,26,Attempted
2016,Gdańsk,separated,6,Attempted
2016,Gorzów Wlkp.,single,90,Attempted
2016,Gorzów Wlkp.,married,74,Attempted
2016,Gorzów Wlkp.,concubine,16,Attempted
2016,Gorzów Wlkp.,widower,16,Attempted
2016,Gorzów Wlkp.,divorced,14,Attempted
2016,Gorzów Wlkp.,separated,1,Attempted
2016,Katowice,single,464,Attempted
2016,Katowice,married,441,Attempted
2016,Katowice,concubine,87,Attempted
2016,Katowice,widower,75,Attempted
2016,Katowice,divorced,111,Attempted
2016,Katowice,separated,5,Attempted
2016,Kielce,single,237,Attempted
2016,Kielce,married,264,Attempted
2016,Kielce,concubine,21,Attempted
2016,Kielce,widower,38,Attempted
2016,Kielce,divorced,73,Attempted
2016,Kielce,separated,4,Attempted
2016,Kraków,single,443,Attempted
2016,Kraków,married,388,Attempted
2016,Kraków,concubine,31,Attempted
2016,Kraków,widower,63,Attempted
2016,Kraków,divorced,84,Attempted
2016,Kraków,separated,3,Attempted
2016,Łódź,single,326,Attempted
2016,Łódź,married,311,Attempted
2016,Łódź,concubine,63,Attempted
2016,Łódź,widower,52,Attempted
2016,Łódź,divorced,63,Attempted
2016,Łódź,separated,2,Attempted
2016,Lublin,single,171,Attempted
2016,Lublin,married,171,Attempted
2016,Lublin,concubine,14,Attempted
2016,Lublin,widower,26,Attempted
2016,Lublin,divorced,30,Attempted
2016,Lublin,separated,2,Attempted
2016,Olsztyn,single,168,Attempted
2016,Olsztyn,married,154,Attempted
2016,Olsztyn,concubine,28,Attempted
2016,Olsztyn,widower,15,Attempted
2016,Olsztyn,divorced,29,Attempted
2016,Olsztyn,separated,3,Attempted
2016,Opole,single,89,Attempted
2016,Opole,married,73,Attempted
2016,Opole,concubine,24,Attempted
2016,Opole,widower,11,Attempted
2016,Opole,divorced,27,Attempted
2016,Opole,separated,1,Attempted
2016,Poznań,single,169,Attempted
2016,Poznań,married,231,Attempted
2016,Poznań,concubine,20,Attempted
2016,Poznań,widower,30,Attempted
2016,Poznań,divorced,40,Attempted
2016,Poznań,separated,2,Attempted
2016,Rzeszów,single,151,Attempted
2016,Rzeszów,married,190,Attempted
2016,Rzeszów,concubine,13,Attempted
2016,Rzeszów,widower,20,Attempted
2016,Rzeszów,divorced,29,Attempted
2016,Rzeszów,separated,3,Attempted
2016,Szczecin,single,132,Attempted
2016,Szczecin,married,138,Attempted
2016,Szczecin,concubine,31,Attempted
2016,Szczecin,widower,18,Attempted
2016,Szczecin,divorced,30,Attempted
2016,Szczecin,separated,3,Attempted
2016,Warszawa,single,135,Attempted
2016,Warszawa,married,152,Attempted
2016,Warszawa,concubine,18,Attempted
2016,Warszawa,widower,23,Attempted
2016,Warszawa,divorced,33,Attempted
2016,Warszawa,separated,1,Attempted
2016,Radom,single,192,Attempted
2016,Radom,married,216,Attempted
2016,Radom,concubine,20,Attempted
2016,Radom,widower,31,Attempted
2016,Radom,divorced,32,Attempted
2016,Radom,separated,2,Attempted
2016,Wrocław,single,194,Attempted
2016,Wrocław,married,190,Attempted
2016,Wrocław,concubine,29,Attempted
2016,Wrocław,widower,32,Attempted
2016,Wrocław,divorced,49,Attempted
2016,Wrocław,separated,4,Attempted
2017,Bydgoszcz,single,132,Attempted
2017,Bydgoszcz,married,131,Attempted
2017,Bydgoszcz,concubine,18,Attempted
2017,Bydgoszcz,widower,27,Attempted
2017,Bydgoszcz,divorced,17,Attempted
2017,Bydgoszcz,separated,3,Attempted
2017,Białystok,single,144,Attempted
2017,Białystok,married,108,Attempted
2017,Białystok,concubine,15,Attempted
2017,Białystok,widower,15,Attempted
2017,Białystok,divorced,33,Attempted
2017,Białystok,separated,0,Attempted
2017,Gdańsk,single,221,Attempted
2017,Gdańsk,married,168,Attempted
2017,Gdańsk,concubine,36,Attempted
2017,Gdańsk,widower,20,Attempted
2017,Gdańsk,divorced,42,Attempted
2017,Gdańsk,separated,4,Attempted
2017,Gorzów Wlkp.,single,95,Attempted
2017,Gorzów Wlkp.,married,81,Attempted
2017,Gorzów Wlkp.,concubine,19,Attempted
2017,Gorzów Wlkp.,widower,13,Attempted
2017,Gorzów Wlkp.,divorced,20,Attempted
2017,Gorzów Wlkp.,separated,1,Attempted
2017,Katowice,single,612,Attempted
2017,Katowice,married,527,Attempted
2017,Katowice,concubine,109,Attempted
2017,Katowice,widower,92,Attempted
2017,Katowice,divorced,124,Attempted
2017,Katowice,separated,6,Attempted
2017,Kielce,single,266,Attempted
2017,Kielce,married,212,Attempted
2017,Kielce,concubine,26,Attempted
2017,Kielce,widower,28,Attempted
2017,Kielce,divorced,51,Attempted
2017,Kielce,separated,2,Attempted
2017,Kraków,single,463,Attempted
2017,Kraków,married,385,Attempted
2017,Kraków,concubine,39,Attempted
2017,Kraków,widower,57,Attempted
2017,Kraków,divorced,66,Attempted
2017,Kraków,separated,4,Attempted
2017,Łódź,single,461,Attempted
2017,Łódź,married,396,Attempted
2017,Łódź,concubine,89,Attempted
2017,Łódź,widower,65,Attempted
2017,Łódź,divorced,72,Attempted
2017,Łódź,separated,7,Attempted
2017,Lublin,single,211,Attempted
2017,Lublin,married,207,Attempted
2017,Lublin,concubine,19,Attempted
2017,Lublin,widower,27,Attempted
2017,Lublin,divorced,50,Attempted
2017,Lublin,separated,5,Attempted
2017,Olsztyn,single,225,Attempted
2017,Olsztyn,married,155,Attempted
2017,Olsztyn,concubine,34,Attempted
2017,Olsztyn,widower,22,Attempted
2017,Olsztyn,divorced,40,Attempted
2017,Olsztyn,separated,0,Attempted
2017,Opole,single,98,Attempted
2017,Opole,married,88,Attempted
2017,Opole,concubine,13,Attempted
2017,Opole,widower,6,Attempted
2017,Opole,divorced,25,Attempted
2017,Opole,separated,2,Attempted
2017,Poznań,single,263,Attempted
2017,Poznań,married,244,Attempted
2017,Poznań,concubine,19,Attempted
2017,Poznań,widower,35,Attempted
2017,Poznań,divorced,55,Attempted
2017,Poznań,separated,0,Attempted
2017,Rzeszów,single,238,Attempted
2017,Rzeszów,married,227,Attempted
2017,Rzeszów,concubine,16,Attempted
2017,Rzeszów,widower,18,Attempted
2017,Rzeszów,divorced,37,Attempted
2017,Rzeszów,separated,1,Attempted
2017,Szczecin,single,169,Attempted
2017,Szczecin,married,151,Attempted
2017,Szczecin,concubine,29,Attempted
2017,Szczecin,widower,22,Attempted
2017,Szczecin,divorced,36,Attempted
2017,Szczecin,separated,3,Attempted
2017,Warszawa,single,204,Attempted
2017,Warszawa,married,160,Attempted
2017,Warszawa,concubine,19,Attempted
2017,Warszawa,widower,28,Attempted
2017,Warszawa,divorced,36,Attempted
2017,Warszawa,separated,2,Attempted
2017,Radom,single,232,Attempted
2017,Radom,married,227,Attempted
2017,Radom,concubine,25,Attempted
2017,Radom,widower,29,Attempted
2017,Radom,divorced,46,Attempted
2017,Radom,separated,4,Attempted
2017,Wrocław,single,281,Attempted
2017,Wrocław,married,206,Attempted
2017,Wrocław,concubine,45,Attempted
2017,Wrocław,widower,27,Attempted
2017,Wrocław,divorced,58,Attempted
2017,Wrocław,separated,3,Attempted
2018,Bydgoszcz,single,132,Attempted
2018,Bydgoszcz,married,138,Attempted
2018,Bydgoszcz,concubine,15,Attempted
2018,Bydgoszcz,widower,23,Attempted
2018,Bydgoszcz,divorced,32,Attempted
2018,Bydgoszcz,separated,2,Attempted
2018,Białystok,single,131,Attempted
2018,Białystok,married,102,Attempted
2018,Białystok,concubine,11,Attempted
2018,Białystok,widower,6,Attempted
2018,Białystok,divorced,27,Attempted
2018,Białystok,separated,1,Attempted
2018,Gdańsk,single,215,Attempted
2018,Gdańsk,married,171,Attempted
2018,Gdańsk,concubine,25,Attempted
2018,Gdańsk,widower,23,Attempted
2018,Gdańsk,divorced,35,Attempted
2018,Gdańsk,separated,0,Attempted
2018,Gorzów Wlkp.,single,90,Attempted
2018,Gorzów Wlkp.,married,84,Attempted
2018,Gorzów Wlkp.,concubine,15,Attempted
2018,Gorzów Wlkp.,widower,11,Attempted
2018,Gorzów Wlkp.,divorced,15,Attempted
2018,Gorzów Wlkp.,separated,3,Attempted
2018,Katowice,single,592,Attempted
2018,Katowice,married,544,Attempted
2018,Katowice,concubine,98,Attempted
2018,Katowice,widower,68,Attempted
2018,Katowice,divorced,137,Attempted
2018,Katowice,separated,8,Attempted
2018,Kielce,single,240,Attempted
2018,Kielce,married,164,Attempted
2018,Kielce,concubine,17,Attempted
2018,Kielce,widower,18,Attempted
2018,Kielce,divorced,60,Attempted
2018,Kielce,separated,3,Attempted
2018,Kraków,single,472,Attempted
2018,Kraków,married,377,Attempted
2018,Kraków,concubine,27,Attempted
2018,Kraków,widower,55,Attempted
2018,Kraków,divorced,83,Attempted
2018,Kraków,separated,7,Attempted
2018,Łódź,single,485,Attempted
2018,Łódź,married,351,Attempted
2018,Łódź,concubine,107,Attempted
2018,Łódź,widower,56,Attempted
2018,Łódź,divorced,74,Attempted
2018,Łódź,separated,5,Attempted
2018,Lublin,single,240,Attempted
2018,Lublin,married,225,Attempted
2018,Lublin,concubine,18,Attempted
2018,Lublin,widower,30,Attempted
2018,Lublin,divorced,46,Attempted
2018,Lublin,separated,6,Attempted
2018,Olsztyn,single,206,Attempted
2018,Olsztyn,married,150,Attempted
2018,Olsztyn,concubine,46,Attempted
2018,Olsztyn,widower,23,Attempted
2018,Olsztyn,divorced,36,Attempted
2018,Olsztyn,separated,0,Attempted
2018,Opole,single,84,Attempted
2018,Opole,married,79,Attempted
2018,Opole,concubine,14,Attempted
2018,Opole,widower,16,Attempted
2018,Opole,divorced,16,Attempted
2018,Opole,separated,0,Attempted
2018,Poznań,single,277,Attempted
2018,Poznań,married,247,Attempted
2018,Poznań,concubine,28,Attempted
2018,Poznań,widower,30,Attempted
2018,Poznań,divorced,49,Attempted
2018,Poznań,separated,4,Attempted
2018,Rzeszów,single,257,Attempted
2018,Rzeszów,married,204,Attempted
2018,Rzeszów,concubine,27,Attempted
2018,Rzeszów,widower,23,Attempted
2018,Rzeszów,divorced,33,Attempted
2018,Rzeszów,separated,3,Attempted
2018,Szczecin,single,152,Attempted
2018,Szczecin,married,117,Attempted
2018,Szczecin,concubine,30,Attempted
2018,Szczecin,widower,25,Attempted
2018,Szczecin,divorced,37,Attempted
2018,Szczecin,separated,2,Attempted
2018,Warszawa,single,212,Attempted
2018,Warszawa,married,154,Attempted
2018,Warszawa,concubine,25,Attempted
2018,Warszawa,widower,32,Attempted
2018,Warszawa,divorced,48,Attempted
2018,Warszawa,separated,3,Attempted
2018,Radom,single,219,Attempted
2018,Radom,married,238,Attempted
2018,Radom,concubine,30,Attempted
2018,Radom,widower,36,Attempted
2018,Radom,divorced,28,Attempted
2018,Radom,separated,4,Attempted
2018,Wrocław,single,294,Attempted
2018,Wrocław,married,219,Attempted
2018,Wrocław,concubine,53,Attempted
2018,Wrocław,widower,29,Attempted
2018,Wrocław,divorced,71,Attempted
2018,Wrocław,separated,2,Attempted
2019,Bydgoszcz,single,140,Attempted
2019,Bydgoszcz,married,128,Attempted
2019,Bydgoszcz,concubine,25,Attempted
2019,Bydgoszcz,widower,22,Attempted
2019,Bydgoszcz,divorced,27,Attempted
2019,Bydgoszcz,separated,0,Attempted
2019,Białystok,single,177,Attempted
2019,Białystok,married,130,Attempted
2019,Białystok,concubine,15,Attempted
2019,Białystok,widower,13,Attempted
2019,Białystok,divorced,23,Attempted
2019,Białystok,separated,3,Attempted
2019,Gdańsk,single,262,Attempted
2019,Gdańsk,married,214,Attempted
2019,Gdańsk,concubine,30,Attempted
2019,Gdańsk,widower,22,Attempted
2019,Gdańsk,divorced,36,Attempted
2019,Gdańsk,separated,1,Attempted
2019,Gorzów Wlkp.,single,118,Attempted
2019,Gorzów Wlkp.,married,103,Attempted
2019,Gorzów Wlkp.,concubine,16,Attempted
2019,Gorzów Wlkp.,widower,12,Attempted
2019,Gorzów Wlkp.,divorced,23,Attempted
2019,Gorzów Wlkp.,separated,1,Attempted
2019,Katowice,single,664,Attempted
2019,Katowice,married,485,Attempted
2019,Katowice,concubine,65,Attempted
2019,Katowice,widower,82,Attempted
2019,Katowice,divorced,111,Attempted
2019,Katowice,separated,10,Attempted
2019,Kielce,single,203,Attempted
2019,Kielce,married,185,Attempted
2019,Kielce,concubine,19,Attempted
2019,Kielce,widower,28,Attempted
2019,Kielce,divorced,54,Attempted
2019,Kielce,separated,4,Attempted
2019,Kraków,single,501,Attempted
2019,Kraków,married,368,Attempted
2019,Kraków,concubine,33,Attempted
2019,Kraków,widower,66,Attempted
2019,Kraków,divorced,90,Attempted
2019,Kraków,separated,8,Attempted
2019,Łódź,single,527,Attempted
2019,Łódź,married,328,Attempted
2019,Łódź,concubine,81,Attempted
2019,Łódź,widower,47,Attempted
2019,Łódź,divorced,89,Attempted
2019,Łódź,separated,4,Attempted
2019,Lublin,single,272,Attempted
2019,Lublin,married,223,Attempted
2019,Lublin,concubine,28,Attempted
2019,Lublin,widower,34,Attempted
2019,Lublin,divorced,48,Attempted
2019,Lublin,separated,4,Attempted
2019,Olsztyn,single,240,Attempted
2019,Olsztyn,married,196,Attempted
2019,Olsztyn,concubine,29,Attempted
2019,Olsztyn,widower,28,Attempted
2019,Olsztyn,divorced,33,Attempted
2019,Olsztyn,separated,0,Attempted
2019,Opole,single,90,Attempted
2019,Opole,married,71,Attempted
2019,Opole,concubine,19,Attempted
2019,Opole,widower,12,Attempted
2019,Opole,divorced,19,Attempted
2019,Opole,separated,1,Attempted
2019,Poznań,single,272,Attempted
2019,Poznań,married,280,Attempted
2019,Poznań,concubine,27,Attempted
2019,Poznań,widower,40,Attempted
2019,Poznań,divorced,53,Attempted
2019,Poznań,separated,3,Attempted
2019,Rzeszów,single,220,Attempted
2019,Rzeszów,married,219,Attempted
2019,Rzeszów,concubine,22,Attempted
2019,Rzeszów,widower,15,Attempted
2019,Rzeszów,divorced,32,Attempted
2019,Rzeszów,separated,3,Attempted
2019,Szczecin,single,198,Attempted
2019,Szczecin,married,157,Attempted
2019,Szczecin,concubine,41,Attempted
2019,Szczecin,widower,22,Attempted
2019,Szczecin,divorced,41,Attempted
2019,Szczecin,separated,3,Attempted
2019,Warszawa,single,224,Attempted
2019,Warszawa,married,149,Attempted
2019,Warszawa,concubine,27,Attempted
2019,Warszawa,widower,37,Attempted
2019,Warszawa,divorced,54,Attempted
2019,Warszawa,separated,2,Attempted
2019,Radom,single,252,Attempted
2019,Radom,married,250,Attempted
2019,Radom,concubine,27,Attempted
2019,Radom,widower,25,Attempted
2019,Radom,divorced,47,Attempted
2019,Radom,separated,3,Attempted
2019,Wrocław,single,438,Attempted
2019,Wrocław,married,252,Attempted
2019,Wrocław,concubine,66,Attempted
2019,Wrocław,widower,44,Attempted
2019,Wrocław,divorced,67,Attempted
2019,Wrocław,separated,5,Attempted
2020,Bydgoszcz,single,138,Attempted
2020,Bydgoszcz,married,127,Attempted
2020,Bydgoszcz,concubine,10,Attempted
2020,Bydgoszcz,widower,16,Attempted
2020,Bydgoszcz,divorced,30,Attempted
2020,Bydgoszcz,separated,1,Attempted
2020,Białystok,single,185,Attempted
2020,Białystok,married,152,Attempted
2020,Białystok,concubine,15,Attempted
2020,Białystok,widower,16,Attempted
2020,Białystok,divorced,28,Attempted
2020,Białystok,separated,1,Attempted
2020,Gdańsk,single,273,Attempted
2020,Gdańsk,married,223,Attempted
2020,Gdańsk,concubine,48,Attempted
2020,Gdańsk,widower,20,Attempted
2020,Gdańsk,divorced,42,Attempted
2020,Gdańsk,separated,1,Attempted
2020,Gorzów Wlkp.,single,111,Attempted
2020,Gorzów Wlkp.,married,94,Attempted
2020,Gorzów Wlkp.,concubine,17,Attempted
2020,Gorzów Wlkp.,widower,12,Attempted
2020,Gorzów Wlkp.,divorced,21,Attempted
2020,Gorzów Wlkp.,separated,1,Attempted
2020,Katowice,single,677,Attempted
2020,Katowice,married,502,Attempted
2020,Katowice,concubine,84,Attempted
2020,Katowice,widower,80,Attempted
2020,Katowice,divorced,116,Attempted
2020,Katowice,separated,2,Attempted
2020,Kielce,single,224,Attempted
2020,Kielce,married,175,Attempted
2020,Kielce,concubine,18,Attempted
2020,Kielce,widower,40,Attempted
2020,Kielce,divorced,55,Attempted
2020,Kielce,separated,5,Attempted
2020,Kraków,single,511,Attempted
2020,Kraków,married,409,Attempted
2020,Kraków,concubine,45,Attempted
2020,Kraków,widower,72,Attempted
2020,Kraków,divorced,97,Attempted
2020,Kraków,separated,2,Attempted
2020,Łódź,single,523,Attempted
2020,Łódź,married,333,Attempted
2020,Łódź,concubine,104,Attempted
2020,Łódź,widower,61,Attempted
2020,Łódź,divorced,76,Attempted
2020,Łódź,separated,3,Attempted
2020,Lublin,single,280,Attempted
2020,Lublin,married,219,Attempted
2020,Lublin,concubine,27,Attempted
2020,Lublin,widower,19,Attempted
2020,Lublin,divorced,27,Attempted
