year,garnizon,civil_status,suicides,outcome
2006,Lublin,widower,22,Attempted
2006,Lublin,divorced,21,Attempted
2006,Lublin,separated,4,Attempted
2006,Gorzów Wlkp.,single,73,Attempted
2006,Gorzów Wlkp.,married,88,Attempted
2006,Gorzów Wlkp.,concubine,16,Attempted
2006,Gorzów Wlkp.,widower,9,Attempted
2006,Gorzów Wlkp.,divorced,10,Attempted
2006,Gorzów Wlkp.,separated,1,Attempted
2006,Łódź,single,113,Attempted
2006,Łódź,married,168,Attempted
2006,Łódź,concubine,11,Attempted
2006,Łódź,widower,36,Attempted
2006,Łódź,divorced,16,Attempted
2006,Łódź,separated,5,Attempted
2006,Kraków,single,126,Attempted
2006,Kraków,married,174,Attempted
2006,Kraków,concubine,10,Attempted
2006,Kraków,widower,23,Attempted
2006,Kraków,divorced,22,Attempted
2006,Kraków,separated,3,Attempted
2006,Radom,single,106,Attempted
2006,Radom,married,146,Attempted
2006,Radom,concubine,4,Attempted
2006,Radom,widower,15,Attempted
2006,Radom,divorced,16,Attempted
2006,Radom,separated,6,Attempted
2006,Opole,single,66,Attempted
2006,Opole,married,75,Attempted
2006,Opole,concubine,7,Attempted
2006,Opole,widower,6,Attempted
2006,Opole,divorced,6,Attempted
2006,Opole,separated,2,Attempted
2006,Rzeszów,single,110,Attempted
2006,Rzeszów,married,119,Attempted
2006,Rzeszów,concubine,3,Attempted
2006,Rzeszów,widower,8,Attempted
2006,Rzeszów,divorced,13,Attempted
2006,Rzeszów,separated,4,Attempted
2006,Białystok,single,62,Attempted
2006,Białystok,married,78,Attempted
2006,Białystok,concubine,6,Attempted
2006,Białystok,widower,10,Attempted
2006,Białystok,divorced,11,Attempted
2006,Białystok,separated,0,Attempted
2006,Gdańsk,single,97,Attempted
2006,Gdańsk,married,141,Attempted
2006,Gdańsk,concubine,17,Attempted
2006,Gdańsk,widower,21,Attempted
2006,Gdańsk,divorced,18,Attempted
2006,Gdańsk,separated,6,Attempted
2006,Katowice,single,203,Attempted
2006,Katowice,married,225,Attempted
2006,Katowice,concubine,22,Attempted
2006,Katowice,widower,48,Attempted
2006,Katowice,divorced,53,Attempted
2006,Katowice,separated,9,Attempted
2006,Kielce,single,69,Attempted
2006,Kielce,married,91,Attempted
2006,Kielce,concubine,6,Attempted
2006,Kielce,widower,11,Attempted
2006,Kielce,divorced,8,Attempted
2006,Kielce,separated,0,Attempted
2006,Olsztyn,single,90,Attempted
2006,Olsztyn,married,111,Attempted
2006,Olsztyn,concubine,14,Attempted
2006,Olsztyn,widower,18,Attempted
2006,Olsztyn,divorced,23,Attempted
2006,Olsztyn,separated,1,Attempted
2006,Poznań,single,121,Attempted
2006,Poznań,married,201,Attempted
2006,Poznań,concubine,13,Attempted
2006,Poznań,widower,36,Attempted
2006,Poznań,divorced,15,Attempted
2006,Poznań,separated,3,Attempted
2006,Szczecin,single,89,Attempted
2006,Szczecin,married,84,Attempted
2006,Szczecin,concubine,15,Attempted
2006,Szczecin,widower,14,Attempted
2006,Szczecin,divorced,12,Attempted
2006,Szczecin,separated,0,Attempted
2006,Warszawa,single,64,Attempted
2006,Warszawa,married,62,Attempted
2006,Warszawa,concubine,7,Attempted
2006,Warszawa,widower,11,Attempted
2006,Warszawa,divorced,17,Attempted
2006,Warszawa,separated,1,Attempted
2007,Wrocław,single,100,Attempted
2007,Wrocław,married,107,Attempted
2007,Wrocław,concubine,14,Attempted
2007,Wrocław,widower,14,Attempted
2007,Wrocław,divorced,21,Attempted
2007,Wrocław,separated,1,Attempted
2007,Bydgoszcz,single,82,Attempted
2007,Bydgoszcz,married,107,Attempted
2007,Bydgoszcz,concubine,7,Attempted
2007,Bydgoszcz,widower,19,Attempted
2007,Bydgoszcz,divorced,16,Attempted
2007,Bydgoszcz,separated,3,Attempted
2007,Lublin,single,104,Attempted
2007,Lublin,married,126,Attempted
2007,Lublin,concubine,11,Attempted
2007,Lublin,widower,17,Attempted
2007,Lublin,divorced,17,Attempted
2007,Lublin,separated,1,Attempted
2007,Gorzów Wlkp.,single,56,Attempted
2007,Gorzów Wlkp.,married,88,Attempted
2007,Gorzów Wlkp.,concubine,5,Attempted
2007,Gorzów Wlkp.,widower,9,Attempted
2007,Gorzów Wlkp.,divorced,7,Attempted
2007,Gorzów Wlkp.,separated,4,Attempted
2007,Łódź,single,112,Attempted
2007,Łódź,married,146,Attempted
2007,Łódź,concubine,23,Attempted
2007,Łódź,widower,27,Attempted
2007,Łódź,divorced,36,Attempted
2007,Łódź,separated,6,Attempted
2007,Kraków,single,125,Attempted
2007,Kraków,married,153,Attempted
2007,Kraków,concubine,2,Attempted
2007,Kraków,widower,23,Attempted
2007,Kraków,divorced,15,Attempted
2007,Kraków,separated,6,Attempted
2007,Radom,single,89,Attempted
2007,Radom,married,136,Attempted
2007,Radom,concubine,9,Attempted
2007,Radom,widower,14,Attempted
2007,Radom,divorced,25,Attempted
2007,Radom,separated,2,Attempted
2007,Opole,single,56,Attempted
2007,Opole,married,52,Attempted
2007,Opole,concubine,11,Attempted
2007,Opole,widower,7,Attempted
2007,Opole,divorced,9,Attempted
2007,Opole,separated,1,Attempted
2007,Rzeszów,single,86,Attempted
2007,Rzeszów,married,77,Attempted
2007,Rzeszów,concubine,5,Attempted
2007,Rzeszów,widower,12,Attempted
2007,Rzeszów,divorced,9,Attempted
2007,Rzeszów,separated,1,Attempted
2007,Białystok,single,73,Attempted
2007,Białystok,married,87,Attempted
2007,Białystok,concubine,5,Attempted
2007,Białystok,widower,7,Attempted
2007,Białystok,divorced,14,Attempted
2007,Białystok,separated,4,Attempted
2007,Gdańsk,single,76,Attempted
2007,Gdańsk,married,118,Attempted
2007,Gdańsk,concubine,11,Attempted
2007,Gdańsk,widower,6,Attempted
2007,Gdańsk,divorced,13,Attempted
2007,Gdańsk,separated,3,Attempted
2007,Katowice,single,156,Attempted
2007,Katowice,married,207,Attempted
2007,Katowice,concubine,26,Attempted
2007,Katowice,widower,38,Attempted
2007,Katowice,divorced,36,Attempted
2007,Katowice,separated,6,Attempted
2007,Kielce,single,60,Attempted
2007,Kielce,married,59,Attempted
2007,Kielce,concubine,3,Attempted
2007,Kielce,widower,2,Attempted
2007,Kielce,divorced,13,Attempted
2007,Kielce,separated,0,Attempted
2007,Olsztyn,single,106,Attempted
2007,Olsztyn,married,122,Attempted
2007,Olsztyn,concubine,14,Attempted
2007,Olsztyn,widower,10,Attempted
2007,Olsztyn,divorced,21,Attempted
2007,Olsztyn,separated,1,Attempted
2007,Poznań,single,108,Attempted
2007,Poznań,married,205,Attempted
2007,Poznań,concubine,13,Attempted
2007,Poznań,widower,37,Attempted
2007,Poznań,divorced,21,Attempted
2007,Poznań,separated,6,Attempted
2007,Szczecin,single,96,Attempted
2007,Szczecin,married,62,Attempted
2007,Szczecin,concubine,5,Attempted
2007,Szczecin,widower,20,Attempted
2007,Szczecin,divorced,10,Attempted
2007,Szczecin,separated,0,Attempted
2007,Warszawa,single,52,Attempted
2007,Warszawa,married,64,Attempted
2007,Warszawa,concubine,14,Attempted
2007,Warszawa,widower,10,Attempted
2007,Warszawa,divorced,12,Attempted
2007,Warszawa,separated,1,Attempted
2008,Wrocław,single,90,Attempted
2008,Wrocław,married,120,Attempted
2008,Wrocław,concubine,22,Attempted
2008,Wrocław,widower,14,Attempted
2008,Wrocław,divorced,37,Attempted
2008,Wrocław,separated,2,Attempted
2008,Bydgoszcz,single,89,Attempted
2008,Bydgoszcz,married,147,Attempted
2008,Bydgoszcz,concubine,15,Attempted
2008,Bydgoszcz,widower,21,Attempted
2008,Bydgoszcz,divorced,29,Attempted
2008,Bydgoszcz,separated,5,Attempted
2008,Lublin,single,152,Attempted
2008,Lublin,married,162,Attempted
2008,Lublin,concubine,15,Attempted
2008,Lublin,widower,20,Attempted
2008,Lublin,divorced,25,Attempted
2008,Lublin,separated,3,Attempted
2008,Gorzów Wlkp.,single,62,Attempted
2008,Gorzów Wlkp.,married,82,Attempted
2008,Gorzów Wlkp.,concubine,10,Attempted
2008,Gorzów Wlkp.,widower,9,Attempted
2008,Gorzów Wlkp.,divorced,9,Attempted
2008,Gorzów Wlkp.,separated,0,Attempted
2008,Łódź,single,122,Attempted
2008,Łódź,married,153,Attempted
2008,Łódź,concubine,7,Attempted
2008,Łódź,widower,36,Attempted
2008,Łódź,divorced,23,Attempted
2008,Łódź,separated,3,Attempted
2008,Kraków,single,134,Attempted
2008,Kraków,married,166,Attempted
2008,Kraków,concubine,9,Attempted
2008,Kraków,widower,23,Attempted
2008,Kraków,divorced,19,Attempted
2008,Kraków,separated,3,Attempted
2008,Radom,single,156,Attempted
2008,Radom,married,206,Attempted
2008,Radom,concubine,11,Attempted
2008,Radom,widower,36,Attempted
2008,Radom,divorced,25,Attempted
2008,Radom,separated,9,Attempted
2008,Opole,single,52,Attempted
2008,Opole,married,71,Attempted
2008,Opole,concubine,7,Attempted
2008,Opole,widower,7,Attempted
2008,Opole,divorced,7,Attempted
2008,Opole,separated,4,Attempted
2008,Rzeszów,single,96,Attempted
2008,Rzeszów,married,95,Attempted
2008,Rzeszów,concubine,9,Attempted
2008,Rzeszów,widower,19,Attempted
2008,Rzeszów,divorced,10,Attempted
2008,Rzeszów,separated,2,Attempted
2008,Białystok,single,96,Attempted
2008,Białystok,married,81,Attempted
2008,Białystok,concubine,10,Attempted
2008,Białystok,widower,16,Attempted
2008,Białystok,divorced,16,Attempted
2008,Białystok,separated,1,Attempted
2008,Gdańsk,single,87,Attempted
2008,Gdańsk,married,118,Attempted
2008,Gdańsk,concubine,11,Attempted
2008,Gdańsk,widower,14,Attempted
2008,Gdańsk,divorced,16,Attempted
2008,Gdańsk,separated,2,Attempted
2008,Katowice,single,157,Attempted
2008,Katowice,married,230,Attempted
2008,Katowice,concubine,27,Attempted
2008,Katowice,widower,22,Attempted
2008,Katowice,divorced,39,Attempted
2008,Katowice,separated,10,Attempted
2008,Kielce,single,43,Attempted
2008,Kielce,married,57,Attempted
2008,Kielce,concubine,6,Attempted
2008,Kielce,widower,7,Attempted
2008,Kielce,divorced,13,Attempted
2008,Kielce,separated,3,Attempted
2008,Olsztyn,single,119,Attempted
2008,Olsztyn,married,137,Attempted
2008,Olsztyn,concubine,22,Attempted
2008,Olsztyn,widower,14,Attempted
2008,Olsztyn,divorced,21,Attempted
2008,Olsztyn,separated,0,Attempted
2008,Poznań,single,103,Attempted
2008,Poznań,married,173,Attempted
2008,Poznań,concubine,9,Attempted
2008,Poznań,widower,21,Attempted
2008,Poznań,divorced,25,Attempted
2008,Poznań,separated,3,Attempted
2008,Szczecin,single,81,Attempted
2008,Szczecin,married,87,Attempted
2008,Szczecin,concubine,6,Attempted
2008,Szczecin,widower,17,Attempted
2008,Szczecin,divorced,15,Attempted
2008,Szczecin,separated,1,Attempted
2008,Warszawa,single,64,Attempted
2008,Warszawa,married,90,Attempted
2008,Warszawa,concubine,12,Attempted
2008,Warszawa,widower,14,Attempted
2008,Warszawa,divorced,15,Attempted
2008,Warszawa,separated,0,Attempted
2009,Wrocław,single,78,Attempted
2009,Wrocław,married,119,Attempted
2009,Wrocław,concubine,22,Attempted
2009,Wrocław,widower,21,Attempted
2009,Wrocław,divorced,27,Attempted
2009,Wrocław,separated,0,Attempted
2009,Bydgoszcz,single,98,Attempted
2009,Bydgoszcz,married,150,Attempted
2009,Bydgoszcz,concubine,9,Attempted
2009,Bydgoszcz,widower,18,Attempted
2009,Bydgoszcz,divorced,13,Attempted
2009,Bydgoszcz,separated,5,Attempted
2009,Lublin,single,147,Attempted
2009,Lublin,married,169,Attempted
2009,Lublin,concubine,14,Attempted
2009,Lublin,widower,26,Attempted
2009,Lublin,divorced,13,Attempted
2009,Lublin,separated,3,Attempted
2009,Gorzów Wlkp.,single,76,Attempted
2009,Gorzów Wlkp.,married,112,Attempted
2009,Gorzów Wlkp.,concubine,13,Attempted
2009,Gorzów Wlkp.,widower,12,Attempted
2009,Gorzów Wlkp.,divorced,26,Attempted
2009,Gorzów Wlkp.,separated,3,Attempted
2009,Łódź,single,145,Attempted
2009,Łódź,married,184,Attempted
2009,Łódź,concubine,13,Attempted
2009,Łódź,widower,36,Attempted
2009,Łódź,divorced,33,Attempted
2009,Łódź,separated,4,Attempted
2009,Kraków,single,155,Attempted
2009,Kraków,married,210,Attempted
2009,Kraków,concubine,15,Attempted
2009,Kraków,widower,32,Attempted
2009,Kraków,divorced,23,Attempted
2009,Kraków,separated,6,Attempted
2009,Radom,single,153,Attempted
2009,Radom,married,199,Attempted
2009,Radom,concubine,12,Attempted
2009,Radom,widower,31,Attempted
2009,Radom,divorced,17,Attempted
2009,Radom,separated,2,Attempted
2009,Opole,single,52,Attempted
2009,Opole,married,85,Attempted
2009,Opole,concubine,6,Attempted
2009,Opole,widower,9,Attempted
2009,Opole,divorced,11,Attempted
2009,Opole,separated,2,Attempted
2009,Rzeszów,single,102,Attempted
2009,Rzeszów,married,101,Attempted
2009,Rzeszów,concubine,2,Attempted
2009,Rzeszów,widower,12,Attempted
2009,Rzeszów,divorced,15,Attempted
2009,Rzeszów,separated,4,Attempted
2009,Białystok,single,82,Attempted
2009,Białystok,married,101,Attempted
2009,Białystok,concubine,11,Attempted
2009,Białystok,widower,18,Attempted
2009,Białystok,divorced,11,Attempted
2009,Białystok,separated,5,Attempted
2009,Gdańsk,single,93,Attempted
2009,Gdańsk,married,148,Attempted
2009,Gdańsk,concubine,20,Attempted
2009,Gdańsk,widower,13,Attempted
2009,Gdańsk,divorced,21,Attempted
2009,Gdańsk,separated,4,Attempted
2009,Katowice,single,207,Attempted
2009,Katowice,married,314,Attempted
2009,Katowice,concubine,28,Attempted
2009,Katowice,widower,36,Attempted
2009,Katowice,divorced,56,Attempted
2009,Katowice,separated,7,Attempted
2009,Kielce,single,51,Attempted
2009,Kielce,married,72,Attempted
2009,Kielce,concubine,4,Attempted
2009,Kielce,widower,9,Attempted
2009,Kielce,divorced,12,Attempted
2009,Kielce,separated,1,Attempted
2009,Olsztyn,single,129,Attempted
2009,Olsztyn,married,146,Attempted
2009,Olsztyn,concubine,17,Attempted
2009,Olsztyn,widower,9,Attempted
2009,Olsztyn,divorced,27,Attempted
2009,Olsztyn,separated,1,Attempted
2009,Poznań,single,134,Attempted
2009,Poznań,married,194,Attempted
2009,Poznań,concubine,19,Attempted
2009,Poznań,widower,28,Attempted
2009,Poznań,divorced,34,Attempted
2009,Poznań,separated,1,Attempted
2009,Szczecin,single,72,Attempted
2009,Szczecin,married,90,Attempted
2009,Szczecin,concubine,14,Attempted
2009,Szczecin,widower,11,Attempted
2009,Szczecin,divorced,20,Attempted
2009,Szczecin,separated,3,Attempted
2009,Warszawa,single,88,Attempted
2009,Warszawa,married,97,Attempted
2009,Warszawa,concubine,8,Attempted
2009,Warszawa,widower,19,Attempted
2009,Warszawa,divorced,19,Attempted
2009,Warszawa,separated,2,Attempted
2010,Wrocław,single,79,Attempted
2010,Wrocław,married,109,Attempted
2010,Wrocław,concubine,16,Attempted
2010,Wrocław,widower,17,Attempted
2010,Wrocław,divorced,28,Attempted
2010,Wrocław,separated,3,Attempted
2010,Bydgoszcz,single,69,Attempted
2010,Bydgoszcz,married,129,Attempted
2010,Bydgoszcz,concubine,26,Attempted
2010,Bydgoszcz,widower,23,Attempted
2010,Bydgoszcz,divorced,16,Attempted
2010,Bydgoszcz,separated,7,Attempted
2010,Lublin,single,125,Attempted
2010,Lublin,married,161,Attempted
2010,Lublin,concubine,12,Attempted
2010,Lublin,widower,19,Attempted
2010,Lublin,divorced,26,Attempted
2010,Lublin,separated,4,Attempted
2010,Gorzów Wlkp.,single,59,Attempted
2010,Gorzów Wlkp.,married,60,Attempted
2010,Gorzów Wlkp.,concubine,8,Attempted
2010,Gorzów Wlkp.,widower,13,Attempted
2010,Gorzów Wlkp.,divorced,11,Attempted
2010,Gorzów Wlkp.,separated,1,Attempted
2010,Łódź,single,131,Attempted
2010,Łódź,married,174,Attempted
2010,Łódź,concubine,14,Attempted
2010,Łódź,widower,37,Attempted
2010,Łódź,divorced,32,Attempted
2010,Łódź,separated,4,Attempted
2010,Kraków,single,156,Attempted
2010,Kraków,married,218,Attempted
2010,Kraków,concubine,8,Attempted
2010,Kraków,widower,35,Attempted
2010,Kraków,divorced,27,Attempted
2010,Kraków,separated,2,Attempted
2010,Radom,single,135,Attempted
2010,Radom,married,190,Attempted
2010,Radom,concubine,8,Attempted
2010,Radom,widower,26,Attempted
2010,Radom,divorced,26,Attempted
2010,Radom,separated,3,Attempted
2010,Opole,single,70,Attempted
2010,Opole,married,53,Attempted
2010,Opole,concubine,8,Attempted
2010,Opole,widower,6,Attempted
2010,Opole,divorced,15,Attempted
2010,Opole,separated,1,Attempted
2010,Rzeszów,single,95,Attempted
2010,Rzeszów,married,114,Attempted
2010,Rzeszów,concubine,8,Attempted
2010,Rzeszów,widower,18,Attempted
2010,Rzeszów,divorced,11,Attempted
2010,Rzeszów,separated,0,Attempted
2010,Białystok,single,90,Attempted
2010,Białystok,married,96,Attempted
2010,Białystok,concubine,3,Attempted
2010,Białystok,widower,12,Attempted
2010,Białystok,divorced,13,Attempted
2010,Białystok,separated,2,Attempted
2010,Gdańsk,single,85,Attempted
2010,Gdańsk,married,100,Attempted
2010,Gdańsk,concubine,22,Attempted
2010,Gdańsk,widower,7,Attempted
2010,Gdańsk,divorced,22,Attempted
2010,Gdańsk,separated,1,Attempted
2010,Katowice,single,212,Attempted
2010,Katowice,married,313,Attempted
2010,Katowice,concubine,22,Attempted
2010,Katowice,widower,44,Attempted
2010,Katowice,divorced,39,Attempted
2010,Katowice,separated,3,Attempted
2010,Kielce,single,69,Attempted
2010,Kielce,married,84,Attempted
2010,Kielce,concubine,9,Attempted
2010,Kielce,widower,15,Attempted
2010,Kielce,divorced,13,Attempted
2010,Kielce,separated,2,Attempted
2010,Olsztyn,single,118,Attempted
2010,Olsztyn,married,148,Attempted
2010,Olsztyn,concubine,17,Attempted
2010,Olsztyn,widower,16,Attempted
2010,Olsztyn,divorced,24,Attempted
2010,Olsztyn,separated,2,Attempted
2010,Poznań,single,118,Attempted
2010,Poznań,married,178,Attempted
2010,Poznań,concubine,12,Attempted
2010,Poznań,widower,17,Attempted
2010,Poznań,divorced,18,Attempted
2010,Poznań,separated,3,Attempted
2010,Szczecin,single,62,Attempted
2010,Szczecin,married,81,Attempted
2010,Szczecin,concubine,19,Attempted
2010,Szczecin,widower,13,Attempted
2010,Szczecin,divorced,7,Attempted
2010,Szczecin,separated,0,Attempted
2010,Warszawa,single,77,Attempted
2010,Warszawa,married,86,Attempted
2010,Warszawa,concubine,10,Attempted
2010,Warszawa,widower,20,Attempted
2010,Warszawa,divorced,21,Attempted
2010,Warszawa,separated,3,Attempted
2011,Wrocław,single,73,Attempted
2011,Wrocław,married,93,Attempted
2011,Wrocław,concubine,16,Attempted
2011,Wrocław,widower,8,Attempted
2011,Wrocław,divorced,31,Attempted
2011,Wrocław,separated,3,Attempted
2011,Bydgoszcz,single,104,Attempted
2011,Bydgoszcz,married,141,Attempted
2011,Bydgoszcz,concubine,19,Attempted
2011,Bydgoszcz,widower,19,Attempted
2011,Bydgoszcz,divorced,21,Attempted
2011,Bydgoszcz,separated,2,Attempted
2011,Lublin,single,121,Attempted
2011,Lublin,married,141,Attempted
2011,Lublin,concubine,4,Attempted
2011,Lublin,widower,12,Attempted
2011,Lublin,divorced,15,Attempted
2011,Lublin,separated,2,Attempted
2011,Gorzów Wlkp.,single,66,Attempted
2011,Gorzów Wlkp.,married,78,Attempted
2011,Gorzów Wlkp.,concubine,11,Attempted
2011,Gorzów Wlkp.,widower,10,Attempted
2011,Gorzów Wlkp.,divorced,10,Attempted
2011,Gorzów Wlkp.,separated,0,Attempted
2011,Łódź,single,128,Attempted
2011,Łódź,married,165,Attempted
2011,Łódź,concubine,19,Attempted
2011,Łódź,widower,27,Attempted
2011,Łódź,divorced,31,Attempted
2011,Łódź,separated,1,Attempted
2011,Kraków,single,137,Attempted
2011,Kraków,married,217,Attempted
2011,Kraków,concubine,9,Attempted
2011,Kraków,widower,19,Attempted
2011,Kraków,divorced,28,Attempted
2011,Kraków,separated,2,Attempted
2011,Radom,single,119,Attempted
2011,Radom,married,152,Attempted
2011,Radom,concubine,14,Attempted
2011,Radom,widower,22,Attempted
2011,Radom,divorced,19,Attempted
2011,Radom,separated,6,Attempted
2011,Opole,single,50,Attempted
2011,Opole,married,44,Attempted
2011,Opole,concubine,5,Attempted
2011,Opole,widower,8,Attempted
2011,Opole,divorced,15,Attempted
2011,Opole,separated,1,Attempted
2011,Rzeszów,single,68,Attempted
2011,Rzeszów,married,92,Attempted
2011,Rzeszów,concubine,6,Attempted
2011,Rzeszów,widower,7,Attempted
2011,Rzeszów,divorced,11,Attempted
2011,Rzeszów,separated,1,Attempted
2011,Białystok,single,88,Attempted
2011,Białystok,married,81,Attempted
2011,Białystok,concubine,3,Attempted
2011,Białystok,widower,14,Attempted
2011,Białystok,divorced,20,Attempted
2011,Białystok,separated,1,Attempted
2011,Gdańsk,single,82,Attempted
2011,Gdańsk,married,118,Attempted
2011,Gdańsk,concubine,19,Attempted
2011,Gdańsk,widower,10,Attempted
2011,Gdańsk,divorced,17,Attempted
2011,Gdańsk,separated,0,Attempted
2011,Katowice,single,207,Attempted
2011,Katowice,married,298,Attempted
2011,Katowice,concubine,22,Attempted
2011,Katowice,widower,38,Attempted
2011,Katowice,divorced,55,Attempted
2011,Katowice,separated,3,Attempted
2011,Kielce,single,54,Attempted
2011,Kielce,married,79,Attempted
2011,Kielce,concubine,2,Attempted
2011,Kielce,widower,9,Attempted
2011,Kielce,divorced,16,Attempted
2011,Kielce,separated,2,Attempted
2011,Olsztyn,single,101,Attempted
2011,Olsztyn,married,129,Attempted
2011,Olsztyn,concubine,20,Attempted
2011,Olsztyn,widower,12,Attempted
2011,Olsztyn,divorced,21,Attempted
2011,Olsztyn,separated,1,Attempted
2011,Poznań,single,107,Attempted
2011,Poznań,married,132,Attempted
2011,Poznań,concubine,16,Attempted
2011,Poznań,widower,21,Attempted
2011,Poznań,divorced,24,Attempted
2011,Poznań,separated,0,Attempted
2011,Szczecin,single,77,Attempted
2011,Szczecin,married,86,Attempted
2011,Szczecin,concubine,12,Attempted
2011,Szczecin,widower,13,Attempted
2011,Szczecin,divorced,17,Attempted
2011,Szczecin,separated,2,Attempted
2011,Warszawa,single,76,Attempted
2011,Warszawa,married,70,Attempted
2011,Warszawa,concubine,9,Attempted
2011,Warszawa,widower,9,Attempted
2011,Warszawa,divorced,20,Attempted
2011,Warszawa,separated,1,Attempted
2012,Wrocław,single,79,Attempted
2012,Wrocław,married,103,Attempted
2012,Wrocław,concubine,17,Attempted
2012,Wrocław,widower,20,Attempted
2012,Wrocław,divorced,26,Attempted
2012,Wrocław,separated,0,Attempted
2012,Bydgoszcz,single,102,Attempted
2012,Bydgoszcz,married,159,Attempted
2012,Bydgoszcz,concubine,18,Attempted
2012,Bydgoszcz,widower,18,Attempted
2012,Bydgoszcz,divorced,24,Attempted
2012,Bydgoszcz,separated,1,Attempted
2012,Lublin,single,97,Attempted
2012,Lublin,married,137,Attempted
2012,Lublin,concubine,12,Attempted
2012,Lublin,widower,17,Attempted
2012,Lublin,divorced,18,Attempted
2012,Lublin,separated,5,Attempted
2012,Gorzów Wlkp.,single,68,Attempted
2012,Gorzów Wlkp.,married,97,Attempted
2012,Gorzów Wlkp.,concubine,8,Attempted
2012,Gorzów Wlkp.,widower,16,Attempted
2012,Gorzów Wlkp.,divorced,10,Attempted
2012,Gorzów Wlkp.,separated,0,Attempted
2012,Łódź,single,154,Attempted
2012,Łódź,married,188,Attempted
2012,Łódź,concubine,19,Attempted
2012,Łódź,widower,30,Attempted
2012,Łódź,divorced,35,Attempted
2012,Łódź,separated,3,Attempted
2012,Kraków,single,176,Attempted
2012,Kraków,married,194,Attempted
2012,Kraków,concubine,9,Attempted
2012,Kraków,widower,25,Attempted
2012,Kraków,divorced,28,Attempted
2012,Kraków,separated,2,Attempted
2012,Radom,single,122,Attempted
2012,Radom,married,146,Attempted
2012,Radom,concubine,7,Attempted
2012,Radom,widower,24,Attempted
2012,Radom,divorced,23,Attempted
2012,Radom,separated,3,Attempted
2012,Opole,single,48,Attempted
2012,Opole,married,47,Attempted
2012,Opole,concubine,9,Attempted
2012,Opole,widower,8,Attempted
2012,Opole,divorced,14,Attempted
2012,Opole,separated,0,Attempted
2012,Rzeszów,single,77,Attempted
2012,Rzeszów,married,119,Attempted
2012,Rzeszów,concubine,7,Attempted
2012,Rzeszów,widower,13,Attempted
2012,Rzeszów,divorced,9,Attempted
2012,Rzeszów,separated,0,Attempted
2012,Białystok,single,87,Attempted
2012,Białystok,married,93,Attempted
2012,Białystok,concubine,7,Attempted
2012,Białystok,widower,15,Attempted
2012,Białystok,divorced,14,Attempted
2012,Białystok,separated,1,Attempted
2012,Gdańsk,single,84,Attempted
2012,Gdańsk,married,89,Attempted
2012,Gdańsk,concubine,16,Attempted
2012,Gdańsk,widower,13,Attempted
2012,Gdańsk,divorced,22,Attempted
2012,Gdańsk,separated,3,Attempted
2012,Katowice,single,192,Attempted
2012,Katowice,married,246,Attempted
2012,Katowice,concubine,19,Attempted
2012,Katowice,widower,43,Attempted
2012,Katowice,divorced,47,Attempted
2012,Katowice,separated,3,Attempted
2012,Kielce,single,201,Attempted
2012,Kielce,married,230,Attempted
2012,Kielce,concubine,21,Attempted
2012,Kielce,widower,39,Attempted
2012,Kielce,divorced,43,Attempted
2012,Kielce,separated,5,Attempted
2012,Olsztyn,single,128,Attempted
2012,Olsztyn,married,123,Attempted
2012,Olsztyn,concubine,19,Attempted
2012,Olsztyn,widower,13,Attempted
2012,Olsztyn,divorced,21,Attempted
2012,Olsztyn,separated,0,Attempted
2012,Poznań,single,91,Attempted
2012,Poznań,married,134,Attempted
2012,Poznań,concubine,5,Attempted
2012,Poznań,widower,20,Attempted
2012,Poznań,divorced,20,Attempted
2012,Poznań,separated,0,Attempted
2012,Szczecin,single,74,Attempted
2012,Szczecin,married,65,Attempted
2012,Szczecin,concubine,20,Attempted
2012,Szczecin,widower,8,Attempted
2012,Szczecin,divorced,16,Attempted
2012,Szczecin,separated,0,Attempted
2012,Warszawa,single,137,Attempted
2012,Warszawa,married,149,Attempted
2012,Warszawa,concubine,14,Attempted
2012,Warszawa,widower,17,Attempted
2012,Warszawa,divorced,33,Attempted
2012,Warszawa,separated,2,Attempted
2013,Bydgoszcz,single,71,Attempted
2013,Bydgoszcz,married,111,Attempted
2013,Bydgoszcz,concubine,14,Attempted
2013,Bydgoszcz,widower,22,Attempted
2013,Bydgoszcz,divorced,18,Attempted
2013,Bydgoszcz,separated,3,Attempted
2013,Białystok,single,88,Attempted
2013,Białystok,married,106,Attempted
2013,Białystok,concubine,10,Attempted
2013,Białystok,widower,12,Attempted
2013,Białystok,divorced,35,Attempted
2013,Białystok,separated,1,Attempted
2013,Gdańsk,single,104,Attempted
2013,Gdańsk,married,160,Attempted
2013,Gdańsk,concubine,7,Attempted
2013,Gdańsk,widower,20,Attempted
2013,Gdańsk,divorced,43,Attempted
2013,Gdańsk,separated,1,Attempted
2013,Gorzów Wlkp.,single,76,Attempted
2013,Gorzów Wlkp.,married,95,Attempted
2013,Gorzów Wlkp.,concubine,7,Attempted
2013,Gorzów Wlkp.,widower,12,Attempted
2013,Gorzów Wlkp.,divorced,16,Attempted
2013,Gorzów Wlkp.,separated,2,Attempted
2013,Katowice,single,331,Attempted
2013,Katowice,married,434,Attempted
2013,Katowice,concubine,38,Attempted
2013,Katowice,widower,56,Attempted
2013,Katowice,divorced,83,Attempted
2013,Katowice,separated,8,Attempted
2013,Kielce,single,246,Attempted
2013,Kielce,married,288,Attempted
2013,Kielce,concubine,22,Attempted
