Year,Garnizon,Total,Age,Suicides by age,Result,Sex,Suicides by sex,Population,Percentage
2009,KWP Gdańsk,341,30-34,27,Attempted,Male,275,582205,5.857043481248014e-4
2009,KWP Katowice,712,30-34,59,Attempted,Male,580,302397,0.0023545207128377594
2009,KWP Kielce,155,30-34,9,Attempted,Male,132,195942,7.910504128772801e-4
2009,KWP Olsztyn,395,30-34,37,Attempted,Male,291,173718,0.002273800066774888
2009,KWP Poznań,451,30-34,38,Attempted,Male,368,540365,8.34621043183774e-4
2009,KWP Szczecin,238,30-34,17,Attempted,Male,178,404461,5.884374513241079e-4
2009,KSP Warszawa,254,30-34,21,Attempted,Male,200,1790658,1.4184729859079734e-4
2009,Polska,5913,30-34,462,Attempted,Male,4839,NA,NA
2010,KWP Wrocław,266,30-34,21,Attempted,Male,223,638659,4.1649769282199107e-4
2010,KWP Bydgoszcz,291,30-34,30,Attempted,Male,247,354006,8.220199657632922e-4
2010,KWP Lublin,359,30-34,27,Attempted,Male,305,342039,0.0010495879124895115
2010,KWP Gorzów Wlkp.,183,30-34,11,Attempted,Male,143,122141,0.0014982683947241302
2010,KWP Łódź,440,30-34,40,Attempted,Male,363,696708,6.31541477921884e-4
2010,KWP Kraków,467,30-34,44,Attempted,Male,397,766683,6.09117457932418e-4
2010,KWP Radom,416,30-34,28,Attempted,Male,357,213715,0.0019465175584306201
2010,KWP Opole,186,30-34,16,Attempted,Male,137,118303,0.0015722340092812525
2010,KWP Rzeszów,252,30-34,19,Attempted,Male,212,183901,0.0013703024997145203
2010,KWP Białystok,234,30-34,21,Attempted,Male,198,293407,7.975269847004332e-4
2010,KWP Gdańsk,268,30-34,26,Attempted,Male,224,582205,4.6031895981655944e-4
2010,KWP Katowice,698,30-34,61,Attempted,Male,557,302397,0.002308223957248253
2010,KWP Kielce,208,30-34,12,Attempted,Male,179,195942,0.0010615386185708015
2010,KWP Olsztyn,373,30-34,43,Attempted,Male,289,173718,0.002147158037739325
2010,KWP Poznań,374,30-34,39,Attempted,Male,313,540365,6.921247675182516e-4
2010,KWP Szczecin,206,30-34,12,Attempted,Male,150,404461,5.093198108099421e-4
2010,KSP Warszawa,235,30-34,22,Attempted,Male,186,1790658,1.3123667389306054e-4
2010,Polska,5456,30-34,472,Attempted,Male,4480,NA,NA
2011,KWP Wrocław,241,30-34,19,Attempted,Male,194,638659,3.7735317281992425e-4
2011,KWP Bydgoszcz,330,30-34,28,Attempted,Male,270,354006,9.321875900408468e-4
2011,KWP Lublin,313,30-34,33,Attempted,Male,265,342039,9.151003248167607e-4
2011,KWP Gorzów Wlkp.,214,30-34,27,Attempted,Male,175,122141,0.0017520734233386005
2011,KWP Łódź,436,30-34,44,Attempted,Male,357,696708,6.258001917589578e-4
2011,KWP Kraków,439,30-34,39,Attempted,Male,358,766683,5.725964968572409e-4
2011,KWP Radom,356,30-34,23,Attempted,Male,313,213715,0.001665769833656973
2011,KWP Opole,141,30-34,14,Attempted,Male,112,118303,0.001191854813487401
2011,KWP Rzeszów,197,30-34,13,Attempted,Male,167,183901,0.001071228541443494
2011,KWP Białystok,220,30-34,16,Attempted,Male,174,293407,7.498116950175013e-4
2011,KWP Gdańsk,260,30-34,26,Attempted,Male,222,582205,4.465780953444234e-4
2011,KWP Katowice,695,30-34,74,Attempted,Male,583,302397,0.0022983032239076444
2011,KWP Kielce,172,30-34,15,Attempted,Male,149,195942,8.778107807412398e-4
2011,KWP Olsztyn,336,30-34,34,Attempted,Male,228,173718,0.0019341691707249681
2011,KWP Poznań,326,30-34,25,Attempted,Male,274,540365,6.032959203501337e-4
2011,KWP Szczecin,245,30-34,18,Attempted,Male,196,404461,6.057444351865816e-4
2011,KSP Warszawa,203,30-34,17,Attempted,Male,158,1790658,1.1336614808634592e-4
2011,Polska,5124,30-34,465,Attempted,Male,4195,NA,NA
2012,KWP Wrocław,262,30-34,22,Attempted,Male,216,638659,4.102345696216604e-4
2012,KWP Bydgoszcz,348,30-34,33,Attempted,Male,294,354006,9.830341858612565e-4
2012,KWP Lublin,302,30-34,29,Attempted,Male,252,342039,8.829402495037116e-4
2012,KWP Gorzów Wlkp.,248,30-34,23,Attempted,Male,200,122141,0.0020304402289157615
2012,KWP Łódź,511,30-34,47,Attempted,Male,399,696708,7.334493073138244e-4
2012,KWP Kraków,468,30-34,42,Attempted,Male,386,766683,6.104217779708171e-4
2012,KWP Radom,350,30-34,37,Attempted,Male,308,213715,0.0016376950611796085
2012,KWP Opole,148,30-34,6,Attempted,Male,109,118303,0.001251024910610889
2012,KWP Rzeszów,233,30-34,21,Attempted,Male,190,183901,0.0012669860414027112
2012,KWP Białystok,232,30-34,22,Attempted,Male,196,293407,7.907105147457286e-4
2012,KWP Gdańsk,247,30-34,30,Attempted,Male,214,582205,4.242491905772022e-4
2012,KWP Katowice,612,30-34,60,Attempted,Male,480,302397,0.0020238296014841416
2012,KWP Kielce,576,30-34,46,Attempted,Male,445,195942,0.002939645405272989
2012,KWP Olsztyn,346,30-34,35,Attempted,Male,277,173718,0.001991733729377497
2012,KWP Poznań,294,30-34,19,Attempted,Male,251,540365,5.440766889047218e-4
2012,KWP Szczecin,229,30-34,21,Attempted,Male,177,404461,5.661856149294988e-4
2012,KSP Warszawa,385,30-34,32,Attempted,Male,309,1790658,2.1500476361203534e-4
2012,Polska,5791,30-34,525,Attempted,Male,4703,NA,NA
1999,KWP Wrocław,378,35-39,41,Attempted,Male,317,638659,5.918651424312505e-4
1999,KWP Bydgoszcz,263,35-39,32,Attempted,Male,227,354006,7.429252611537658e-4
1999,KWP Lublin,283,35-39,22,Attempted,Male,231,342039,8.27391028508445e-4
1999,KWP Gorzów Wlkp.,194,35-39,26,Attempted,Male,156,122141,0.0015883282435873293
1999,KWP Łódź,410,35-39,36,Attempted,Male,348,696708,5.884818316999374e-4
1999,KWP Kraków,302,35-39,25,Attempted,Male,255,766683,3.9390465159655296e-4
1999,KWP Radom,403,35-39,43,Attempted,Male,358,213715,0.0018856888847296634
1999,KWP Opole,189,35-39,22,Attempted,Male,160,118303,0.0015975926223341758
1999,KWP Rzeszów,205,35-39,18,Attempted,Male,170,183901,0.001114730208101098
1999,KWP Białystok,216,35-39,14,Attempted,Male,172,293407,7.361787551080921e-4
1999,KWP Gdańsk,325,35-39,32,Attempted,Male,270,582205,5.582226191805292e-4
1999,KWP Katowice,543,35-39,55,Attempted,Male,457,302397,0.0017956527346501454
1999,KWP Kielce,199,35-39,23,Attempted,Male,171,195942,0.001015606659113411
1999,KWP Olsztyn,201,35-39,12,Attempted,Male,169,173718,0.0011570476289158292
1999,KWP Poznań,644,35-39,64,Attempted,Male,507,540365,0.0011917870328389145
1999,KWP Szczecin,313,35-39,36,Attempted,Male,238,404461,7.738694212791839e-4
1999,KSP Warszawa,114,35-39,5,Attempted,Male,86,1790658,6.366374818642086e-5
1999,Polska,5182,35-39,506,Attempted,Male,4292,NA,NA
2000,KWP Wrocław,431,35-39,34,Attempted,Male,331,638659,6.748515248356322e-4
2000,KWP Bydgoszcz,262,35-39,24,Attempted,Male,220,354006,7.401004502748541e-4
2000,KWP Lublin,288,35-39,26,Attempted,Male,238,342039,8.420092445598309e-4
2000,KWP Gorzów Wlkp.,178,35-39,17,Attempted,Male,150,122141,0.0014573320997863124
2000,KWP Łódź,402,35-39,33,Attempted,Male,333,696708,5.76999259374085e-4
2000,KWP Kraków,545,35-39,52,Attempted,Male,437,766683,7.108544209275541e-4
2000,KWP Radom,439,35-39,43,Attempted,Male,378,213715,0.0020541375195938516
2000,KWP Opole,176,35-39,15,Attempted,Male,149,118303,0.001487705299104841
2000,KWP Rzeszów,348,35-39,29,Attempted,Male,281,183901,0.0018923224996057661
2000,KWP Białystok,242,35-39,24,Attempted,Male,202,293407,8.247928645192514e-4
2000,KWP Gdańsk,337,35-39,26,Attempted,Male,274,582205,5.788339158887333e-4
2000,KWP Katowice,574,35-39,54,Attempted,Male,450,302397,0.001898166979169767
2000,KWP Kielce,197,35-39,14,Attempted,Male,166,195942,0.0010053995570117689
2000,KWP Olsztyn,149,35-39,16,Attempted,Male,124,173718,8.577119239226793e-4
2000,KWP Poznań,644,35-39,61,Attempted,Male,486,540365,0.0011917870328389145
2000,KWP Szczecin,305,35-39,33,Attempted,Male,224,404461,7.540900111506425e-4
2000,KSP Warszawa,104,35-39,8,Attempted,Male,77,1790658,5.807920887182254e-5
2000,Polska,5621,35-39,509,Attempted,Male,4520,NA,NA
2001,KWP Wrocław,372,35-39,34,Attempted,Male,302,638659,5.824704576307544e-4
2001,KWP Bydgoszcz,268,35-39,28,Attempted,Male,225,354006,7.57049315548324e-4
2001,KWP Lublin,313,35-39,18,Attempted,Male,267,342039,9.151003248167607e-4
2001,KWP Gorzów Wlkp.,246,35-39,21,Attempted,Male,184,122141,0.0020140657109406343
2001,KWP Łódź,380,35-39,34,Attempted,Male,320,696708,5.454221854779908e-4
2001,KWP Kraków,591,35-39,54,Attempted,Male,484,766683,7.708531426939165e-4
2001,KWP Radom,464,35-39,39,Attempted,Male,406,213715,0.002171115738249538
2001,KWP Opole,152,35-39,13,Attempted,Male,130,118303,0.0012848363946814535
2001,KWP Rzeszów,316,35-39,23,Attempted,Male,248,183901,0.0017183158329753508
2001,KWP Białystok,221,35-39,21,Attempted,Male,185,293407,7.532199299948535e-4
2001,KWP Gdańsk,364,35-39,34,Attempted,Male,313,582205,6.252093334821926e-4
2001,KWP Katowice,558,35-39,44,Attempted,Male,453,302397,0.001845256401353188
2001,KWP Kielce,192,35-39,15,Attempted,Male,166,195942,9.79881801757663e-4
2001,KWP Olsztyn,240,35-39,25,Attempted,Male,206,173718,0.0013815494076606914
2001,KWP Poznań,641,35-39,51,Attempted,Male,509,540365,0.001186235229890907
2001,KWP Szczecin,301,35-39,20,Attempted,Male,211,404461,7.442003060863717e-4
2001,KSP Warszawa,93,35-39,5,Attempted,Male,68,1790658,5.193621562576438e-5
2001,Polska,5712,35-39,479,Attempted,Male,4677,NA,NA
2002,KWP Wrocław,372,35-39,26,Attempted,Male,298,638659,5.824704576307544e-4
2002,KWP Bydgoszcz,233,35-39,18,Attempted,Male,185,354006,6.581809347864161e-4
2002,KWP Lublin,329,35-39,32,Attempted,Male,288,342039,9.618786161811957e-4
2002,KWP Gorzów Wlkp.,243,35-39,19,Attempted,Male,200,122141,0.0019895039339779437
2002,KWP Łódź,385,35-39,33,Attempted,Male,323,696708,5.525987931816486e-4
2002,KWP Kraków,640,35-39,41,Attempted,Male,504,766683,8.347648245754765e-4
2002,KWP Radom,393,35-39,37,Attempted,Male,320,213715,0.001838897597267389
2002,KWP Opole,157,35-39,11,Attempted,Male,131,118303,0.0013271007497696592
2002,KWP Rzeszów,370,35-39,32,Attempted,Male,296,183901,0.002011952082914177
2002,KWP Białystok,242,35-39,19,Attempted,Male,204,293407,8.247928645192514e-4
2002,KWP Gdańsk,391,35-39,31,Attempted,Male,327,582205,6.71584751075652e-4
2002,KWP Katowice,643,35-39,54,Attempted,Male,511,302397,0.0021263438460037633
2002,KWP Kielce,206,35-39,23,Attempted,Male,170,195942,0.0010513315164691593
2002,KWP Olsztyn,267,35-39,24,Attempted,Male,212,173718,0.0015369737160225193
2002,KWP Poznań,617,35-39,48,Attempted,Male,472,540365,0.001141820806306848
2002,KWP Szczecin,311,35-39,28,Attempted,Male,235,404461,7.689245687470485e-4
2002,KSP Warszawa,129,35-39,9,Attempted,Male,100,1790658,7.204055715831834e-5
2002,Polska,5928,35-39,485,Attempted,Male,4776,NA,NA
2003,KWP Wrocław,420,35-39,34,Attempted,Male,336,638659,6.576279360347228e-4
2003,KWP Bydgoszcz,199,35-39,14,Attempted,Male,160,354006,5.621373649034198e-4
2003,KWP Lublin,399,35-39,30,Attempted,Male,344,342039,0.001166533640900599
2003,KWP Gorzów Wlkp.,180,35-39,14,Attempted,Male,129,122141,0.0014737066177614396
2003,KWP Łódź,335,35-39,19,Attempted,Male,279,696708,4.808327161450708e-4
2003,KWP Kraków,481,35-39,29,Attempted,Male,385,766683,6.273779384700065e-4
2003,KWP Radom,336,35-39,22,Attempted,Male,290,213715,0.001572187258732424
2003,KWP Opole,159,35-39,14,Attempted,Male,132,118303,0.0013440064918049416
2003,KWP Rzeszów,258,35-39,24,Attempted,Male,198,183901,0.001402928749707723
2003,KWP Białystok,259,35-39,23,Attempted,Male,214,293407,8.827328591342401e-4
2003,KWP Gdańsk,321,35-39,31,Attempted,Male,270,582205,5.513521869444612e-4
2003,KWP Katowice,667,35-39,63,Attempted,Male,525,302397,0.0022057097127286315
2003,KWP Kielce,185,35-39,11,Attempted,Male,162,195942,9.441569444019149e-4
2003,KWP Olsztyn,235,35-39,19,Attempted,Male,212,173718,0.001352767128334427
2003,KWP Poznań,511,35-39,53,Attempted,Male,396,540365,9.456571021439213e-4
2003,KWP Szczecin,331,35-39,33,Attempted,Male,247,404461,8.183730940684021e-4
2003,KSP Warszawa,191,35-39,13,Attempted,Male,149,1790658,1.0666470090882793e-4
2003,Polska,5467,35-39,446,Attempted,Male,4428,NA,NA
2004,KWP Wrocław,450,35-39,26,Attempted,Male,356,638659,7.04601360037203e-4
2004,KWP Bydgoszcz,361,35-39,32,Attempted,Male,290,354006,0.001019756727287108
2004,KWP Lublin,415,35-39,27,Attempted,Male,373,342039,0.0012133119322650342
2004,KWP Gorzów Wlkp.,211,35-39,12,Attempted,Male,174,122141,0.0017275116463759098
2004,KWP Łódź,382,35-39,24,Attempted,Male,317,696708,5.482928285594539e-4
2004,KWP Kraków,510,35-39,46,Attempted,Male,419,766683,6.652032195835828e-4
2004,KWP Radom,336,35-39,20,Attempted,Male,288,213715,0.001572187258732424
2004,KWP Opole,182,35-39,10,Attempted,Male,147,118303,0.0015384225252106879
2004,KWP Rzeszów,261,35-39,21,Attempted,Male,212,183901,0.0014192418747043245
2004,KWP Białystok,229,35-39,23,Attempted,Male,195,293407,7.804858098136718e-4
2004,KWP Gdańsk,301,35-39,29,Attempted,Male,240,582205,5.170000257641209e-4
2004,KWP Katowice,644,35-39,56,Attempted,Male,509,302397,0.0021296507571172993
2004,KWP Kielce,237,35-39,24,Attempted,Male,200,195942,0.0012095415990446153
2004,KWP Olsztyn,282,35-39,30,Attempted,Male,242,173718,0.0016233205540013124
2004,KWP Poznań,512,35-39,32,Attempted,Male,400,540365,9.475077031265904e-4
2004,KWP Szczecin,288,35-39,24,Attempted,Male,215,404461,7.120587646274919e-4
2004,KSP Warszawa,292,35-39,18,Attempted,Male,222,1790658,1.6306854798627096e-4
2004,Polska,5893,35-39,454,Attempted,Male,4799,NA,NA
2005,KWP Wrocław,338,35-39,24,Attempted,Male,268,638659,5.292339104279436e-4
2005,KWP Bydgoszcz,327,35-39,29,Attempted,Male,267,354006,9.237131574041118e-4
2005,KWP Lublin,383,35-39,25,Attempted,Male,315,342039,0.001119755349536164
2005,KWP Gorzów Wlkp.,191,35-39,10,Attempted,Male,152,122141,0.0015637664666246387
2005,KWP Łódź,378,35-39,39,Attempted,Male,305,696708,5.425515423965277e-4
2005,KWP Kraków,471,35-39,33,Attempted,Male,395,766683,6.143347380860147e-4
2005,KWP Radom,364,35-39,24,Attempted,Male,324,213715,0.0017032028636267927
2005,KWP Opole,163,35-39,10,Attempted,Male,123,118303,0.0013778179758755062
2005,KWP Rzeszów,270,35-39,22,Attempted,Male,227,183901,0.001468181249694129
2005,KWP Białystok,223,35-39,21,Attempted,Male,181,293407,7.600363999495581e-4
2005,KWP Gdańsk,339,35-39,24,Attempted,Male,279,582205,5.822691320067673e-4
2005,KWP Katowice,664,35-39,42,Attempted,Male,549,302397,0.002195788979388023
2005,KWP Kielce,174,35-39,18,Attempted,Male,153,195942,8.880178828428821e-4
2005,KWP Olsztyn,308,35-39,19,Attempted,Male,256,173718,0.0017729884064978873
2005,KWP Poznań,496,35-39,45,Attempted,Male,381,540365,9.178980874038844e-4
2005,KWP Szczecin,272,35-39,19,Attempted,Male,222,404461,6.72499944370409e-4
2005,KSP Warszawa,264,35-39,17,Attempted,Male,199,1790658,1.4743183790539568e-4
2005,Polska,5625,35-39,421,Attempted,Male,4596,NA,NA
2006,KWP Wrocław,320,35-39,25,Attempted,Male,253,638659,5.010498560264554e-4
2006,KWP Bydgoszcz,251,35-39,16,Attempted,Male,218,354006,7.090275306068258e-4
2006,KWP Lublin,345,35-39,18,Attempted,Male,293,342039,0.0010086569075456308
2006,KWP Gorzów Wlkp.,223,35-39,25,Attempted,Male,179,122141,0.0018257587542266725
2006,KWP Łódź,389,35-39,27,Attempted,Male,320,696708,5.583400793445748e-4
2006,KWP Kraków,386,35-39,27,Attempted,Male,306,766683,5.034675348220843e-4
2006,KWP Radom,312,35-39,25,Attempted,Male,271,213715,0.0014598881688229653
2006,KWP Opole,181,35-39,9,Attempted,Male,135,118303,0.0015299696541930467
2006,KWP Rzeszów,265,35-39,24,Attempted,Male,228,183901,0.0014409927080331266
2006,KWP Białystok,184,35-39,15,Attempted,Male,151,293407,6.271152358328192e-4
2006,KWP Gdańsk,347,35-39,35,Attempted,Male,274,582205,5.960099964789035e-4
2006,KWP Katowice,626,35-39,57,Attempted,Male,508,302397,0.0020701263570736483
2006,KWP Kielce,187,35-39,13,Attempted,Male,157,195942,9.543640465035572e-4
2006,KWP Olsztyn,295,35-39,21,Attempted,Male,224,173718,0.0016981544802496
2006,KWP Poznań,415,35-39,38,Attempted,Male,330,540365,7.679994078076855e-4
2006,KWP Szczecin,234,35-39,14,Attempted,Male,183,404461,5.785477462598371e-4
2006,KSP Warszawa,192,35-39,12,Attempted,Male,144,1790658,1.0722315484028775e-4
2006,Polska,5152,35-39,401,Attempted,Male,4174,NA,NA
2007,KWP Wrocław,282,35-39,15,Attempted,Male,229,638659,4.4155018562331384e-4
2007,KWP Bydgoszcz,251,35-39,21,Attempted,Male,197,354006,7.090275306068258e-4
2007,KWP Lublin,295,35-39,30,Attempted,Male,247,342039,8.624747470317712e-4
2007,KWP Gorzów Wlkp.,190,35-39,14,Attempted,Male,152,122141,0.0015555792076370751
2007,KWP Łódź,390,35-39,38,Attempted,Male,298,696708,5.597754008853063e-4
2007,KWP Kraków,337,35-39,23,Attempted,Male,269,766683,4.395558529405243e-4
2007,KWP Radom,301,35-39,28,Attempted,Male,257,213715,0.0014084177526144633
2007,KWP Opole,148,35-39,11,Attempted,Male,123,118303,0.001251024910610889
2007,KWP Rzeszów,198,35-39,15,Attempted,Male,160,183901,0.0010766662497756945
2007,KWP Białystok,215,35-39,27,Attempted,Male,185,293407,7.327705201307399e-4
2007,KWP Gdańsk,267,35-39,13,Attempted,Male,225,582205,4.5860135175754247e-4
2007,KWP Katowice,514,35-39,46,Attempted,Male,409,302397,0.001699752312357596
2007,KWP Kielce,139,35-39,9,Attempted,Male,119,195942,7.093935960641414e-4
2007,KWP Olsztyn,306,35-39,22,Attempted,Male,229,173718,0.0017614754947673816
2007,KWP Poznań,428,35-39,27,Attempted,Male,321,540365,7.920572205823842e-4
2007,KWP Szczecin,221,35-39,16,Attempted,Male,163,404461,5.464062048009574e-4
2007,KSP Warszawa,176,35-39,17,Attempted,Male,147,1790658,9.828789193693044e-5
2007,Polska,4658,35-39,372,Attempted,Male,3730,NA,NA
2008,KWP Wrocław,311,35-39,31,Attempted,Male,257,638659,4.869578288257114e-4
2008,KWP Bydgoszcz,323,35-39,23,Attempted,Male,262,354006,9.124139138884652e-4
2008,KWP Lublin,398,35-39,27,Attempted,Male,327,342039,0.0011636099976903218
2008,KWP Gorzów Wlkp.,201,35-39,16,Attempted,Male,157,122141,0.0016456390565002743
2008,KWP Łódź,379,35-39,26,Attempted,Male,299,696708,5.439868639372592e-4
2008,KWP Kraków,369,35-39,30,Attempted,Male,308,766683,4.812940941692981e-4
2008,KWP Radom,487,35-39,26,Attempted,Male,423,213715,0.0022787356994127695
2008,KWP Opole,157,35-39,15,Attempted,Male,119,118303,0.0013271007497696592
2008,KWP Rzeszów,239,35-39,8,Attempted,Male,192,183901,0.001299612291395914
2008,KWP Białystok,247,35-39,18,Attempted,Male,202,293407,8.418340394060128e-4
2008,KWP Gdańsk,287,35-39,16,Attempted,Male,237,582205,4.929535129378827e-4
2008,KWP Katowice,536,35-39,40,Attempted,Male,411,302397,0.001772504356855392
2008,KWP Kielce,135,35-39,12,Attempted,Male,118,195942,6.889793918608567e-4
2008,KWP Olsztyn,361,35-39,27,Attempted,Male,268,173718,0.00207808056735629
2008,KWP Poznań,367,35-39,25,Attempted,Male,297,540365,6.791705606395677e-4
2008,KWP Szczecin,226,35-39,15,Attempted,Male,165,404461,5.587683361312957e-4
2008,KSP Warszawa,214,35-39,20,Attempted,Male,165,1790658,1.1950914133240407e-4
2008,Polska,5237,35-39,375,Attempted,Male,4207,NA,NA
2009,KWP Wrocław,295,35-39,31,Attempted,Male,243,638659,4.6190533602438863e-4
2009,KWP Bydgoszcz,333,35-39,36,Attempted,Male,284,354006,9.406620226775817e-4
2009,KWP Lublin,390,35-39,30,Attempted,Male,326,342039,0.0011402208520081044
2009,KWP Gorzów Wlkp.,285,35-39,31,Attempted,Male,233,122141,0.002333368811455613
2009,KWP Łódź,471,35-39,36,Attempted,Male,385,696708,6.760364456845623e-4
2009,KWP Kraków,463,35-39,46,Attempted,Male,390,766683,6.039001777788213e-4
2009,KWP Radom,452,35-39,34,Attempted,Male,390,213715,0.0021149661932948084
2009,KWP Opole,185,35-39,23,Attempted,Male,150,118303,0.0015637811382636113
2009,KWP Rzeszów,242,35-39,16,Attempted,Male,210,183901,0.0013159254163925156
2009,KWP Białystok,251,35-39,19,Attempted,Male,204,293407,8.554669793154219e-4
2009,KWP Gdańsk,341,35-39,34,Attempted,Male,275,582205,5.857043481248014e-4
2009,KWP Katowice,712,35-39,62,Attempted,Male,580,302397,0.0023545207128377594
2009,KWP Kielce,155,35-39,17,Attempted,Male,132,195942,7.910504128772801e-4
2009,KWP Olsztyn,395,35-39,44,Attempted,Male,291,173718,0.002273800066774888
2009,KWP Poznań,451,35-39,44,Attempted,Male,368,540365,8.34621043183774e-4
2009,KWP Szczecin,238,35-39,22,Attempted,Male,178,404461,5.884374513241079e-4
2009,KSP Warszawa,254,35-39,18,Attempted,Male,200,1790658,1.4184729859079734e-4
2009,Polska,5913,35-39,543,Attempted,Male,4839,NA,NA
2010,KWP Wrocław,266,35-39,23,Attempted,Male,223,638659,4.1649769282199107e-4
2010,KWP Bydgoszcz,291,35-39,23,Attempted,Male,247,354006,8.220199657632922e-4
2010,KWP Lublin,359,35-39,30,Attempted,Male,305,342039,0.0010495879124895115
2010,KWP Gorzów Wlkp.,183,35-39,9,Attempted,Male,143,122141,0.0014982683947241302
2010,KWP Łódź,440,35-39,31,Attempted,Male,363,696708,6.31541477921884e-4
