year,garnizon,sex,suicides,outcome
2018,KWP Bydgoszcz,Male,329,Attempted
2018,KWP Białystok,Male,272,Attempted
2018,KWP Gdańsk,Male,422,Attempted
2018,KWP Gorzów Wlkp.,Male,228,Attempted
2018,KWP Katowice,Male,1189,Attempted
2018,KWP Kielce,Male,382,Attempted
2018,KWP Kraków,Male,707,Attempted
2018,KWP Łódź,Male,859,Attempted
2018,KWP Lublin,Male,476,Attempted
2018,KWP Olsztyn,Male,440,Attempted
2018,KWP Opole,Male,163,Attempted
2018,KWP Poznań,Male,577,Attempted
2018,KWP Rzeszów,Male,454,Attempted
2018,KWP Szczecin,Male,343,Attempted
2018,KSP Warszawa,Male,391,Attempted
2018,KWP Radom,Male,510,Attempted
2018,KWP Wrocław,Male,622,Attempted
2019,KWP Bydgoszcz,Male,325,Attempted
2019,KWP Białystok,Male,328,Attempted
2019,KWP Gdańsk,Male,477,Attempted
2019,KWP Gorzów Wlkp.,Male,290,Attempted
2019,KWP Katowice,Male,1091,Attempted
2019,KWP Kielce,Male,359,Attempted
2019,KWP Kraków,Male,758,Attempted
2019,KWP Łódź,Male,852,Attempted
2019,KWP Lublin,Male,505,Attempted
2019,KWP Olsztyn,Male,481,Attempted
2019,KWP Opole,Male,170,Attempted
2019,KWP Poznań,Male,603,Attempted
2019,KWP Rzeszów,Male,412,Attempted
2019,KWP Szczecin,Male,395,Attempted
2019,KSP Warszawa,Male,384,Attempted
2019,KWP Radom,Male,556,Attempted
2019,KWP Wrocław,Male,796,Attempted
2020,KWP Bydgoszcz,Male,316,Attempted
2020,KWP Białystok,Male,381,Attempted
2020,KWP Gdańsk,Male,500,Attempted
2020,KWP Gorzów Wlkp.,Male,240,Attempted
2020,KWP Katowice,Male,1182,Attempted
2020,KWP Kielce,Male,386,Attempted
2020,KWP Kraków,Male,806,Attempted
2020,KWP Łódź,Male,842,Attempted
2020,KWP Lublin,Male,472,Attempted
2020,KWP Olsztyn,Male,433,Attempted
2020,KWP Opole,Male,145,Attempted
2020,KWP Poznań,Male,602,Attempted
2020,KWP Rzeszów,Male,436,Attempted
2020,KWP Szczecin,Male,400,Attempted
2020,KSP Warszawa,Male,409,Attempted
2020,KWP Radom,Male,511,Attempted
2020,KWP Wrocław,Male,735,Attempted
2021,KWP Bydgoszcz,Male,337,Attempted
2021,KWP Białystok,Male,389,Attempted
2021,KWP Gdańsk,Male,1036,Attempted
2021,KWP Gorzów Wlkp.,Male,244,Attempted
2021,KWP Katowice,Male,1182,Attempted
2021,KWP Kielce,Male,369,Attempted
2021,KWP Kraków,Male,795,Attempted
2021,KWP Łódź,Male,864,Attempted
2021,KWP Lublin,Male,501,Attempted
2021,KWP Olsztyn,Male,390,Attempted
2021,KWP Opole,Male,186,Attempted
2021,KWP Poznań,Male,635,Attempted
2021,KWP Rzeszów,Male,482,Attempted
2021,KWP Szczecin,Male,403,Attempted
2021,KSP Warszawa,Male,460,Attempted
2021,KWP Radom,Male,529,Attempted
2021,KWP Wrocław,Male,703,Attempted
2017,KWP Bydgoszcz,Female,69,Attempted
2017,KWP Białystok,Female,91,Attempted
2017,KWP Gdańsk,Female,154,Attempted
2017,KWP Gorzów Wlkp.,Female,55,Attempted
2017,KWP Katowice,Female,504,Attempted
2017,KWP Kielce,Female,138,Attempted
2017,KWP Kraków,Female,307,Attempted
2017,KWP Łódź,Female,359,Attempted
2017,KWP Lublin,Female,107,Attempted
2017,KWP Olsztyn,Female,137,Attempted
2017,KWP Opole,Female,44,Attempted
2017,KWP Poznań,Female,117,Attempted
2017,KWP Rzeszów,Female,116,Attempted
2017,KWP Szczecin,Female,96,Attempted
2017,KSP Warszawa,Female,77,Attempted
2017,KWP Radom,Female,106,Attempted
2017,KWP Wrocław,Female,146,Attempted
2018,KWP Bydgoszcz,Female,84,Attempted
2018,KWP Białystok,Female,74,Attempted
2018,KWP Gdańsk,Female,147,Attempted
2018,KWP Gorzów Wlkp.,Female,66,Attempted
2018,KWP Katowice,Female,497,Attempted
2018,KWP Kielce,Female,135,Attempted
2018,KWP Kraków,Female,326,Attempted
2018,KWP Łódź,Female,381,Attempted
2018,KWP Lublin,Female,136,Attempted
2018,KWP Olsztyn,Female,106,Attempted
2018,KWP Opole,Female,47,Attempted
2018,KWP Poznań,Female,129,Attempted
2018,KWP Rzeszów,Female,138,Attempted
2018,KWP Szczecin,Female,78,Attempted
2018,KSP Warszawa,Female,106,Attempted
2018,KWP Radom,Female,116,Attempted
2018,KWP Wrocław,Female,237,Attempted
2019,KWP Bydgoszcz,Female,76,Attempted
2019,KWP Białystok,Female,133,Attempted
2019,KWP Gdańsk,Female,198,Attempted
2019,KWP Gorzów Wlkp.,Female,79,Attempted
2019,KWP Katowice,Female,529,Attempted
2019,KWP Kielce,Female,153,Attempted
2019,KWP Kraków,Female,317,Attempted
2019,KWP Łódź,Female,400,Attempted
2019,KWP Lublin,Female,162,Attempted
2019,KWP Olsztyn,Female,130,Attempted
2019,KWP Opole,Female,45,Attempted
2019,KWP Poznań,Female,144,Attempted
2019,KWP Rzeszów,Female,133,Attempted
2019,KWP Szczecin,Female,131,Attempted
2019,KSP Warszawa,Female,133,Attempted
2019,KWP Radom,Female,115,Attempted
2019,KWP Wrocław,Female,299,Attempted
2020,KWP Bydgoszcz,Female,79,Attempted
2020,KWP Białystok,Female,117,Attempted
2020,KWP Gdańsk,Female,224,Attempted
2020,KWP Gorzów Wlkp.,Female,75,Attempted
2020,KWP Katowice,Female,527,Attempted
2020,KWP Kielce,Female,147,Attempted
2020,KWP Kraków,Female,342,Attempted
2020,KWP Łódź,Female,421,Attempted
2020,KWP Lublin,Female,154,Attempted
2020,KWP Olsztyn,Female,133,Attempted
2020,KWP Opole,Female,49,Attempted
2020,KWP Poznań,Female,144,Attempted
2020,KWP Rzeszów,Female,144,Attempted
2020,KWP Szczecin,Female,129,Attempted
2020,KSP Warszawa,Female,139,Attempted
2020,KWP Radom,Female,143,Attempted
2020,KWP Wrocław,Female,249,Attempted
2021,KWP Bydgoszcz,Female,111,Attempted
2021,KWP Białystok,Female,153,Attempted
2021,KWP Gdańsk,Female,639,Attempted
2021,KWP Gorzów Wlkp.,Female,89,Attempted
2021,KWP Katowice,Female,624,Attempted
2021,KWP Kielce,Female,159,Attempted
2021,KWP Kraków,Female,422,Attempted
2021,KWP Łódź,Female,487,Attempted
2021,KWP Lublin,Female,224,Attempted
2021,KWP Olsztyn,Female,195,Attempted
2021,KWP Opole,Female,40,Attempted
2021,KWP Poznań,Female,171,Attempted
2021,KWP Rzeszów,Female,149,Attempted
2021,KWP Szczecin,Female,191,Attempted
2021,KSP Warszawa,Female,161,Attempted
2021,KWP Radom,Female,146,Attempted
2021,KWP Wrocław,Female,331,Attempted
1999,KWP Wrocław,Male,287,Fatal
1999,KWP Bydgoszcz,Male,214,Fatal
1999,KWP Lublin,Male,214,Fatal
1999,KWP Gorzów Wlkp.,Male,145,Fatal
1999,KWP Łódź,Male,334,Fatal
1999,KWP Kraków,Male,240,Fatal
1999,KWP Radom,Male,353,Fatal
1999,KWP Opole,Male,133,Fatal
1999,KWP Rzeszów,Male,159,Fatal
1999,KWP Białystok,Male,154,Fatal
1999,KWP Gdańsk,Male,251,Fatal
1999,KWP Katowice,Male,421,Fatal
1999,KWP Kielce,Male,164,Fatal
1999,KWP Olsztyn,Male,156,Fatal
1999,KWP Poznań,Male,466,Fatal
1999,KWP Szczecin,Male,197,Fatal
1999,KSP Warszawa,Male,79,Fatal
2000,KWP Wrocław,Male,310,Fatal
2000,KWP Bydgoszcz,Male,201,Fatal
2000,KWP Lublin,Male,217,Fatal
2000,KWP Gorzów Wlkp.,Male,135,Fatal
2000,KWP Łódź,Male,302,Fatal
2000,KWP Kraków,Male,390,Fatal
2000,KWP Radom,Male,355,Fatal
2000,KWP Opole,Male,133,Fatal
2000,KWP Rzeszów,Male,258,Fatal
2000,KWP Białystok,Male,173,Fatal
2000,KWP Gdańsk,Male,250,Fatal
2000,KWP Katowice,Male,400,Fatal
2000,KWP Kielce,Male,154,Fatal
2000,KWP Olsztyn,Male,115,Fatal
2000,KWP Poznań,Male,443,Fatal
2000,KWP Szczecin,Male,182,Fatal
2000,KSP Warszawa,Male,72,Fatal
2001,KWP Wrocław,Male,274,Fatal
2001,KWP Bydgoszcz,Male,206,Fatal
2001,KWP Lublin,Male,233,Fatal
2001,KWP Gorzów Wlkp.,Male,164,Fatal
2001,KWP Łódź,Male,298,Fatal
2001,KWP Kraków,Male,425,Fatal
2001,KWP Radom,Male,379,Fatal
2001,KWP Opole,Male,117,Fatal
2001,KWP Rzeszów,Male,231,Fatal
2001,KWP Białystok,Male,160,Fatal
2001,KWP Gdańsk,Male,286,Fatal
2001,KWP Katowice,Male,397,Fatal
2001,KWP Kielce,Male,155,Fatal
2001,KWP Olsztyn,Male,180,Fatal
2001,KWP Poznań,Male,458,Fatal
2001,KWP Szczecin,Male,162,Fatal
2001,KSP Warszawa,Male,59,Fatal
2002,KWP Wrocław,Male,281,Fatal
2002,KWP Bydgoszcz,Male,174,Fatal
2002,KWP Lublin,Male,255,Fatal
2002,KWP Gorzów Wlkp.,Male,172,Fatal
2002,KWP Łódź,Male,285,Fatal
2002,KWP Kraków,Male,430,Fatal
2002,KWP Radom,Male,304,Fatal
2002,KWP Opole,Male,116,Fatal
2002,KWP Rzeszów,Male,264,Fatal
2002,KWP Białystok,Male,171,Fatal
2002,KWP Gdańsk,Male,305,Fatal
2002,KWP Katowice,Male,439,Fatal
2002,KWP Kielce,Male,156,Fatal
2002,KWP Olsztyn,Male,184,Fatal
2002,KWP Poznań,Male,406,Fatal
2002,KWP Szczecin,Male,182,Fatal
2002,KSP Warszawa,Male,91,Fatal
2003,KWP Wrocław,Male,305,Fatal
2003,KWP Bydgoszcz,Male,147,Fatal
2003,KWP Lublin,Male,315,Fatal
2003,KWP Gorzów Wlkp.,Male,111,Fatal
2003,KWP Łódź,Male,252,Fatal
2003,KWP Kraków,Male,341,Fatal
2003,KWP Radom,Male,275,Fatal
2003,KWP Opole,Male,109,Fatal
2003,KWP Rzeszów,Male,180,Fatal
2003,KWP Białystok,Male,186,Fatal
2003,KWP Gdańsk,Male,254,Fatal
2003,KWP Katowice,Male,429,Fatal
2003,KWP Kielce,Male,150,Fatal
2003,KWP Olsztyn,Male,182,Fatal
2003,KWP Poznań,Male,339,Fatal
2003,KWP Szczecin,Male,185,Fatal
2003,KSP Warszawa,Male,130,Fatal
2004,KWP Wrocław,Male,319,Fatal
2004,KWP Bydgoszcz,Male,265,Fatal
2004,KWP Lublin,Male,307,Fatal
2004,KWP Gorzów Wlkp.,Male,131,Fatal
2004,KWP Łódź,Male,286,Fatal
2004,KWP Kraków,Male,369,Fatal
2004,KWP Radom,Male,271,Fatal
2004,KWP Opole,Male,129,Fatal
2004,KWP Rzeszów,Male,183,Fatal
2004,KWP Białystok,Male,157,Fatal
2004,KWP Gdańsk,Male,215,Fatal
2004,KWP Katowice,Male,395,Fatal
2004,KWP Kielce,Male,186,Fatal
2004,KWP Olsztyn,Male,190,Fatal
2004,KWP Poznań,Male,345,Fatal
2004,KWP Szczecin,Male,164,Fatal
2004,KSP Warszawa,Male,192,Fatal
2005,KWP Wrocław,Male,243,Fatal
2005,KWP Bydgoszcz,Male,230,Fatal
2005,KWP Lublin,Male,255,Fatal
2005,KWP Gorzów Wlkp.,Male,124,Fatal
2005,KWP Łódź,Male,261,Fatal
2005,KWP Kraków,Male,347,Fatal
2005,KWP Radom,Male,306,Fatal
2005,KWP Opole,Male,93,Fatal
2005,KWP Rzeszów,Male,194,Fatal
2005,KWP Białystok,Male,153,Fatal
2005,KWP Gdańsk,Male,243,Fatal
2005,KWP Katowice,Male,428,Fatal
2005,KWP Kielce,Male,140,Fatal
2005,KWP Olsztyn,Male,179,Fatal
2005,KWP Poznań,Male,329,Fatal
2005,KWP Szczecin,Male,184,Fatal
2005,KSP Warszawa,Male,176,Fatal
2006,KWP Wrocław,Male,233,Fatal
2006,KWP Bydgoszcz,Male,196,Fatal
2006,KWP Lublin,Male,239,Fatal
2006,KWP Gorzów Wlkp.,Male,134,Fatal
2006,KWP Łódź,Male,267,Fatal
2006,KWP Kraków,Male,261,Fatal
2006,KWP Radom,Male,246,Fatal
2006,KWP Opole,Male,88,Fatal
2006,KWP Rzeszów,Male,191,Fatal
2006,KWP Białystok,Male,110,Fatal
2006,KWP Gdańsk,Male,240,Fatal
2006,KWP Katowice,Male,377,Fatal
2006,KWP Kielce,Male,145,Fatal
2006,KWP Olsztyn,Male,161,Fatal
2006,KWP Poznań,Male,288,Fatal
2006,KWP Szczecin,Male,142,Fatal
2006,KSP Warszawa,Male,126,Fatal
2007,KWP Wrocław,Male,198,Fatal
2007,KWP Bydgoszcz,Male,169,Fatal
2007,KWP Lublin,Male,194,Fatal
2007,KWP Gorzów Wlkp.,Male,124,Fatal
2007,KWP Łódź,Male,242,Fatal
2007,KWP Kraków,Male,206,Fatal
2007,KWP Radom,Male,228,Fatal
2007,KWP Opole,Male,75,Fatal
2007,KWP Rzeszów,Male,128,Fatal
2007,KWP Białystok,Male,141,Fatal
2007,KWP Gdańsk,Male,178,Fatal
2007,KWP Katowice,Male,281,Fatal
2007,KWP Kielce,Male,106,Fatal
2007,KWP Olsztyn,Male,138,Fatal
2007,KWP Poznań,Male,270,Fatal
2007,KWP Szczecin,Male,114,Fatal
2007,KSP Warszawa,Male,132,Fatal
2008,KWP Wrocław,Male,228,Fatal
2008,KWP Bydgoszcz,Male,228,Fatal
2008,KWP Lublin,Male,258,Fatal
2008,KWP Gorzów Wlkp.,Male,107,Fatal
2008,KWP Łódź,Male,241,Fatal
2008,KWP Kraków,Male,258,Fatal
2008,KWP Radom,Male,377,Fatal
2008,KWP Opole,Male,76,Fatal
2008,KWP Rzeszów,Male,135,Fatal
2008,KWP Białystok,Male,152,Fatal
2008,KWP Gdańsk,Male,196,Fatal
2008,KWP Katowice,Male,303,Fatal
2008,KWP Kielce,Male,105,Fatal
2008,KWP Olsztyn,Male,147,Fatal
2008,KWP Poznań,Male,252,Fatal
2008,KWP Szczecin,Male,124,Fatal
2008,KSP Warszawa,Male,146,Fatal
2009,KWP Wrocław,Male,208,Fatal
2009,KWP Bydgoszcz,Male,233,Fatal
2009,KWP Lublin,Male,263,Fatal
2009,KWP Gorzów Wlkp.,Male,149,Fatal
2009,KWP Łódź,Male,315,Fatal
2009,KWP Kraków,Male,317,Fatal
2009,KWP Radom,Male,336,Fatal
2009,KWP Opole,Male,101,Fatal
2009,KWP Rzeszów,Male,157,Fatal
2009,KWP Białystok,Male,148,Fatal
2009,KWP Gdańsk,Male,214,Fatal
2009,KWP Katowice,Male,401,Fatal
2009,KWP Kielce,Male,113,Fatal
2009,KWP Olsztyn,Male,169,Fatal
2009,KWP Poznań,Male,310,Fatal
2009,KWP Szczecin,Male,137,Fatal
2009,KSP Warszawa,Male,168,Fatal
2010,KWP Wrocław,Male,206,Fatal
2010,KWP Bydgoszcz,Male,221,Fatal
2010,KWP Lublin,Male,254,Fatal
2010,KWP Gorzów Wlkp.,Male,108,Fatal
2010,KWP Łódź,Male,290,Fatal
2010,KWP Kraków,Male,302,Fatal
2010,KWP Radom,Male,313,Fatal
2010,KWP Opole,Male,76,Fatal
2010,KWP Rzeszów,Male,169,Fatal
2010,KWP Białystok,Male,145,Fatal
2010,KWP Gdańsk,Male,177,Fatal
2010,KWP Katowice,Male,395,Fatal
2010,KWP Kielce,Male,163,Fatal
2010,KWP Olsztyn,Male,167,Fatal
2010,KWP Poznań,Male,262,Fatal
2010,KWP Szczecin,Male,113,Fatal
2010,KSP Warszawa,Male,156,Fatal
2011,KWP Wrocław,Male,173,Fatal
2011,KWP Bydgoszcz,Male,226,Fatal
2011,KWP Lublin,Male,221,Fatal
2011,KWP Gorzów Wlkp.,Male,117,Fatal
2011,KWP Łódź,Male,291,Fatal
2011,KWP Kraków,Male,288,Fatal
2011,KWP Radom,Male,294,Fatal
2011,KWP Opole,Male,61,Fatal
2011,KWP Rzeszów,Male,129,Fatal
2011,KWP Białystok,Male,135,Fatal
2011,KWP Gdańsk,Male,187,Fatal
2011,KWP Katowice,Male,384,Fatal
2011,KWP Kielce,Male,133,Fatal
2011,KWP Olsztyn,Male,143,Fatal
2011,KWP Poznań,Male,228,Fatal
2011,KWP Szczecin,Male,136,Fatal
2011,KSP Warszawa,Male,148,Fatal
2012,KWP Wrocław,Male,187,Fatal
2012,KWP Bydgoszcz,Male,255,Fatal
2012,KWP Lublin,Male,204,Fatal
2012,KWP Gorzów Wlkp.,Male,126,Fatal
2012,KWP Łódź,Male,300,Fatal
2012,KWP Kraków,Male,298,Fatal
2012,KWP Radom,Male,287,Fatal
2012,KWP Opole,Male,81,Fatal
2012,KWP Rzeszów,Male,162,Fatal
2012,KWP Białystok,Male,153,Fatal
2012,KWP Gdańsk,Male,176,Fatal
2012,KWP Katowice,Male,318,Fatal
2012,KWP Kielce,Male,262,Fatal
2012,KWP Olsztyn,Male,173,Fatal
2012,KWP Poznań,Male,214,Fatal
2012,KWP Szczecin,Male,107,Fatal
2012,KSP Warszawa,Male,266,Fatal
1999,KWP Wrocław,Female,52,Fatal
1999,KWP Bydgoszcz,Female,34,Fatal
1999,KWP Lublin,Female,47,Fatal
1999,KWP Gorzów Wlkp.,Female,34,Fatal
1999,KWP Łódź,Female,58,Fatal
1999,KWP Kraków,Female,42,Fatal
1999,KWP Radom,Female,41,Fatal
1999,KWP Opole,Female,22,Fatal
1999,KWP Rzeszów,Female,30,Fatal
1999,KWP Białystok,Female,36,Fatal
1999,KWP Gdańsk,Female,49,Fatal
1999,KWP Katowice,Female,67,Fatal
1999,KWP Kielce,Female,26,Fatal
1999,KWP Olsztyn,Female,23,Fatal
1999,KWP Poznań,Female,106,Fatal
1999,KWP Szczecin,Female,39,Fatal
1999,KSP Warszawa,Female,22,Fatal
2000,KWP Wrocław,Female,84,Fatal
2000,KWP Bydgoszcz,Female,39,Fatal
2000,KWP Lublin,Female,42,Fatal
2000,KWP Gorzów Wlkp.,Female,21,Fatal
2000,KWP Łódź,Female,64,Fatal
2000,KWP Kraków,Female,84,Fatal
2000,KWP Radom,Female,53,Fatal
2000,KWP Opole,Female,21,Fatal
2000,KWP Rzeszów,Female,56,Fatal
2000,KWP Białystok,Female,32,Fatal
2000,KWP Gdańsk,Female,50,Fatal
2000,KWP Katowice,Female,91,Fatal
2000,KWP Kielce,Female,30,Fatal
2000,KWP Olsztyn,Female,22,Fatal
2000,KWP Poznań,Female,108,Fatal
2000,KWP Szczecin,Female,37,Fatal
2000,KSP Warszawa,Female,23,Fatal
2001,KWP Wrocław,Female,58,Fatal
2001,KWP Bydgoszcz,Female,39,Fatal
2001,KWP Lublin,Female,38,Fatal
2001,KWP Gorzów Wlkp.,Female,46,Fatal
2001,KWP Łódź,Female,44,Fatal
2001,KWP Kraków,Female,83,Fatal
2001,KWP Radom,Female,47,Fatal
2001,KWP Opole,Female,17,Fatal
2001,KWP Rzeszów,Female,62,Fatal
2001,KWP Białystok,Female,27,Fatal
2001,KWP Gdańsk,Female,39,Fatal
2001,KWP Katowice,Female,76,Fatal
2001,KWP Kielce,Female,24,Fatal
2001,KWP Olsztyn,Female,26,Fatal
2001,KWP Poznań,Female,93,Fatal
2001,KWP Szczecin,Female,46,Fatal
2001,KSP Warszawa,Female,22,Fatal
2002,KWP Wrocław,Female,66,Fatal
2002,KWP Bydgoszcz,Female,42,Fatal
2002,KWP Lublin,Female,33,Fatal
2002,KWP Gorzów Wlkp.,Female,22,Fatal
2002,KWP Łódź,Female,53,Fatal
2002,KWP Kraków,Female,112,Fatal
2002,KWP Radom,Female,65,Fatal
2002,KWP Opole,Female,18,Fatal
2002,KWP Rzeszów,Female,56,Fatal
2002,KWP Białystok,Female,27,Fatal
2002,KWP Gdańsk,Female,55,Fatal
2002,KWP Katowice,Female,105,Fatal
2002,KWP Kielce,Female,34,Fatal
2002,KWP Olsztyn,Female,44,Fatal
2002,KWP Poznań,Female,100,Fatal
2002,KWP Szczecin,Female,28,Fatal
2002,KSP Warszawa,Female,25,Fatal
2003,KWP Wrocław,Female,70,Fatal
2003,KWP Bydgoszcz,Female,36,Fatal
2003,KWP Lublin,Female,40,Fatal
2003,KWP Gorzów Wlkp.,Female,32,Fatal
2003,KWP Łódź,Female,48,Fatal
2003,KWP Kraków,Female,75,Fatal
2003,KWP Radom,Female,35,Fatal
2003,KWP Opole,Female,19,Fatal
2003,KWP Rzeszów,Female,49,Fatal
2003,KWP Białystok,Female,31,Fatal
2003,KWP Gdańsk,Female,42,Fatal
2003,KWP Katowice,Female,93,Fatal
2003,KWP Kielce,Female,19,Fatal
2003,KWP Olsztyn,Female,17,Fatal
2003,KWP Poznań,Female,67,Fatal
2003,KWP Szczecin,Female,34,Fatal
2003,KSP Warszawa,Female,37,Fatal
2004,KWP Wrocław,Female,78,Fatal
2004,KWP Bydgoszcz,Female,60,Fatal
2004,KWP Lublin,Female,35,Fatal
2004,KWP Gorzów Wlkp.,Female,24,Fatal
2004,KWP Łódź,Female,52,Fatal
2004,KWP Kraków,Female,72,Fatal
2004,KWP Radom,Female,41,Fatal
2004,KWP Opole,Female,19,Fatal
2004,KWP Rzeszów,Female,29,Fatal
2004,KWP Białystok,Female,23,Fatal
2004,KWP Gdańsk,Female,46,Fatal
2004,KWP Katowice,Female,91,Fatal
2004,KWP Kielce,Female,29,Fatal
2004,KWP Olsztyn,Female,29,Fatal
2004,KWP Poznań,Female,79,Fatal
2004,KWP Szczecin,Female,33,Fatal
2004,KSP Warszawa,Female,49,Fatal
2005,KWP Wrocław,Female,63,Fatal
2005,KWP Bydgoszcz,Female,47,Fatal
2005,KWP Lublin,Female,54,Fatal
2005,KWP Gorzów Wlkp.,Female,18,Fatal
2005,KWP Łódź,Female,52,Fatal
2005,KWP Kraków,Female,64,Fatal
2005,KWP Radom,Female,35,Fatal
2005,KWP Opole,Female,18,Fatal
2005,KWP Rzeszów,Female,29,Fatal
2005,KWP Białystok,Female,28,Fatal
2005,KWP Gdańsk,Female,47,Fatal
2005,KWP Katowice,Female,77,Fatal
2005,KWP Kielce,Female,17,Fatal
2005,KWP Olsztyn,Female,26,Fatal
2005,KWP Poznań,Female,87,Fatal
2005,KWP Szczecin,Female,25,Fatal
2005,KSP Warszawa,Female,49,Fatal
2006,KWP Wrocław,Female,56,Fatal
2006,KWP Bydgoszcz,Female,29,Fatal
2006,KWP Lublin,Female,37,Fatal
2006,KWP Gorzów Wlkp.,Female,26,Fatal
2006,KWP Łódź,Female,47,Fatal
2006,KWP Kraków,Female,56,Fatal
2006,KWP Radom,Female,31,Fatal
2006,KWP Opole,Female,19,Fatal
2006,KWP Rzeszów,Female,25,Fatal
2006,KWP Białystok,Female,19,Fatal
2006,KWP Gdańsk,Female,52,Fatal
2006,KWP Katowice,Female,71,Fatal
2006,KWP Kielce,Female,28,Fatal
2006,KWP Olsztyn,Female,25,Fatal
2006,KWP Poznań,Female,60,Fatal
2006,KWP Szczecin,Female,23,Fatal
2006,KSP Warszawa,Female,42,Fatal
2007,KWP Wrocław,Female,41,Fatal
2007,KWP Bydgoszcz,Female,46,Fatal
2007,KWP Lublin,Female,37,Fatal
2007,KWP Gorzów Wlkp.,Female,28,Fatal
2007,KWP Łódź,Female,55,Fatal
2007,KWP Kraków,Female,47,Fatal
2007,KWP Radom,Female,36,Fatal
2007,KWP Opole,Female,13,Fatal
2007,KWP Rzeszów,Female,17,Fatal
2007,KWP Białystok,Female,19,Fatal
2007,KWP Gdańsk,Female,30,Fatal
2007,KWP Katowice,Female,65,Fatal
2007,KWP Kielce,Female,17,Fatal
2007,KWP Olsztyn,Female,19,Fatal
2007,KWP Poznań,Female,90,Fatal
2007,KWP Szczecin,Female,24,Fatal
2007,KSP Warszawa,Female,22,Fatal
2008,KWP Wrocław,Female,44,Fatal
2008,KWP Bydgoszcz,Female,41,Fatal
2008,KWP Lublin,Female,41,Fatal
2008,KWP Gorzów Wlkp.,Female,22,Fatal
2008,KWP Łódź,Female,60,Fatal
2008,KWP Kraków,Female,44,Fatal
2008,KWP Radom,Female,58,Fatal
2008,KWP Opole,Female,9,Fatal
2008,KWP Rzeszów,Female,27,Fatal
2008,KWP Białystok,Female,30,Fatal
2008,KWP Gdańsk,Female,32,Fatal
2008,KWP Katowice,Female,65,Fatal
2008,KWP Kielce,Female,14,Fatal
2008,KWP Olsztyn,Female,31,Fatal
2008,KWP Poznań,Female,44,Fatal
2008,KWP Szczecin,Female,28,Fatal
2008,KSP Warszawa,Female,41,Fatal
2009,KWP Wrocław,Female,40,Fatal
2009,KWP Bydgoszcz,Female,43,Fatal
2009,KWP Lublin,Female,46,Fatal
2009,KWP Gorzów Wlkp.,Female,21,Fatal
2009,KWP Łódź,Female,54,Fatal
2009,KWP Kraków,Female,46,Fatal
2009,KWP Radom,Female,49,Fatal
2009,KWP Opole,Female,15,Fatal
2009,KWP Rzeszów,Female,19,Fatal
2009,KWP Białystok,Female,25,Fatal
2009,KWP Gdańsk,Female,46,Fatal
2009,KWP Katowice,Female,67,Fatal
2009,KWP Kielce,Female,14,Fatal
2009,KWP Olsztyn,Female,19,Fatal
2009,KWP Poznań,Female,70,Fatal
2009,KWP Szczecin,Female,31,Fatal
2009,KSP Warszawa,Female,40,Fatal
2010,KWP Wrocław,Female,35,Fatal
2010,KWP Bydgoszcz,Female,31,Fatal
2010,KWP Lublin,Female,31,Fatal
2010,KWP Gorzów Wlkp.,Female,21,Fatal
2010,KWP Łódź,Female,44,Fatal
2010,KWP Kraków,Female,47,Fatal
2010,KWP Radom,Female,41,Fatal
2010,KWP Opole,Female,18,Fatal
2010,KWP Rzeszów,Female,22,Fatal
2010,KWP Białystok,Female,23,Fatal
2010,KWP Gdańsk,Female,30,Fatal
2010,KWP Katowice,Female,73,Fatal
2010,KWP Kielce,Female,21,Fatal
2010,KWP Olsztyn,Female,30,Fatal
2010,KWP Poznań,Female,46,Fatal
2010,KWP Szczecin,Female,23,Fatal
2010,KSP Warszawa,Female,34,Fatal
2011,KWP Wrocław,Female,35,Fatal
2011,KWP Bydgoszcz,Female,45,Fatal
2011,KWP Lublin,Female,28,Fatal
2011,KWP Gorzów Wlkp.,Female,20,Fatal
2011,KWP Łódź,Female,51,Fatal
2011,KWP Kraków,Female,54,Fatal
2011,KWP Radom,Female,34,Fatal
2011,KWP Opole,Female,7,Fatal
2011,KWP Rzeszów,Female,23,Fatal
2011,KWP Białystok,Female,27,Fatal
2011,KWP Gdańsk,Female,25,Fatal
2011,KWP Katowice,Female,51,Fatal
2011,KWP Kielce,Female,21,Fatal
2011,KWP Olsztyn,Female,30,Fatal
2011,KWP Poznań,Female,38,Fatal
2011,KWP Szczecin,Female,19,Fatal
2011,KSP Warszawa,Female,37,Fatal
2012,KWP Wrocław,Female,44,Fatal
2012,KWP Bydgoszcz,Female,36,Fatal
2012,KWP Lublin,Female,32,Fatal
2012,KWP Gorzów Wlkp.,Female,28,Fatal
2012,KWP Łódź,Female,73,Fatal
2012,KWP Kraków,Female,35,Fatal
2012,KWP Radom,Female,36,Fatal
2012,KWP Opole,Female,18,Fatal
2012,KWP Rzeszów,Female,30,Fatal
2012,KWP Białystok,Female,23,Fatal
2012,KWP Gdańsk,Female,18,Fatal
2012,KWP Katowice,Female,61,Fatal
2012,KWP Kielce,Female,49,Fatal
2012,KWP Olsztyn,Female,21,Fatal
2012,KWP Poznań,Female,31,Fatal
2012,KWP Szczecin,Female,21,Fatal
2012,KSP Warszawa,Female,52,Fatal
2013,KWP Bydgoszcz,Male,216,Fatal
2013,KWP Białystok,Male,145,Fatal
2013,KWP Gdańsk,Male,299,Fatal
2013,KWP Gorzów Wlkp.,Male,148,Fatal
