year,garnizon,outcome,total,percentage
2012,KWP Rzeszów,Attempted,233,0.0012669860414027112
2012,KWP Rzeszów,Fatal,192,0.0010440399997824917
2012,KWP Szczecin,Attempted,229,5.661856149294988e-4
2012,KWP Szczecin,Fatal,128,3.1647056205666305e-4
2012,KWP Wrocław,Attempted,262,4.102345696216604e-4
2012,KWP Wrocław,Fatal,231,3.616953648190975e-4
2013,KSP Warszawa,Attempted,510,2.8481150504451434e-4
2013,KSP Warszawa,Fatal,444,2.4795354556816544e-4
2013,KWP Białystok,Attempted,283,9.645304985906949e-4
2013,KWP Białystok,Fatal,171,5.828081811272396e-4
2013,KWP Bydgoszcz,Attempted,303,8.55917696310232e-4
2013,KWP Bydgoszcz,Fatal,259,7.316260176381191e-4
2013,KWP Gdańsk,Attempted,399,6.853256155477882e-4
2013,KWP Gdańsk,Fatal,337,5.788339158887333e-4
2013,KWP Gorzów Wlkp.,Attempted,265,0.002169623631704342
2013,KWP Gorzów Wlkp.,Fatal,178,0.0014573320997863124
2013,KWP Katowice,Attempted,1149,0.00379964086945307
2013,KWP Katowice,Fatal,783,0.0025893114018988284
2013,KWP Kielce,Attempted,725,0.003700074511845342
2013,KWP Kielce,Fatal,255,0.0013014055179593961
2013,KWP Kraków,Attempted,752,9.808486688761848e-4
2013,KWP Kraków,Fatal,479,6.247692983932081e-4
2013,KWP Łódź,Attempted,698,0.001001854435430625
2013,KWP Łódź,Fatal,474,6.803424103067569e-4
2013,KWP Lublin,Attempted,474,0.0013858068816713883
2013,KWP Lublin,Fatal,386,0.0011285262791669956
2013,KWP Olsztyn,Attempted,461,0.0026537261538815784
2013,KWP Olsztyn,Fatal,248,0.0014276010545827146
2013,KWP Opole,Attempted,218,0.0018427258818457689
2013,KWP Opole,Fatal,152,0.0012848363946814535
2013,KWP Poznań,Attempted,504,9.327028952652374e-4
2013,KWP Poznań,Fatal,407,7.531945999463325e-4
2013,KWP Radom,Attempted,527,0.0024659008492618675
2013,KWP Radom,Fatal,459,0.0021477200945184006
2013,KWP Rzeszów,Attempted,327,0.0017781306246295561
2013,KWP Rzeszów,Fatal,264,0.0014355549997009261
2013,KWP Szczecin,Attempted,416,0.001028529326684155
2013,KWP Szczecin,Fatal,320,7.911764051416576e-4
2013,KWP Wrocław,Attempted,563,8.815345904465451e-4
2013,KWP Wrocław,Fatal,484,7.578379072400138e-4
2014,KSP Warszawa,Attempted,539,3.010066690568495e-4
2014,KSP Warszawa,Fatal,443,2.4739509163670563e-4
2014,KWP Białystok,Attempted,358,0.0012201481218921157
2014,KWP Białystok,Fatal,176,5.99849356014001e-4
2014,KWP Bydgoszcz,Attempted,326,9.208883465252002e-4
2014,KWP Bydgoszcz,Fatal,302,8.530928854313203e-4
2014,KWP Gdańsk,Attempted,449,7.712060184986388e-4
2014,KWP Gdańsk,Fatal,338,5.805515239477503e-4
2014,KWP Gorzów Wlkp.,Attempted,241,0.0019731294160028165
2014,KWP Gorzów Wlkp.,Fatal,162,0.0013263359559852956
2014,KWP Katowice,Attempted,1407,0.004652823936745404
2014,KWP Katowice,Fatal,720,0.002380976001746049
2014,KWP Kielce,Attempted,839,0.004281879331638955
2014,KWP Kielce,Fatal,237,0.0012095415990446153
2014,KWP Kraków,Attempted,1004,0.0013095373185527787
2014,KWP Kraków,Fatal,500,6.52160019199591e-4
2014,KWP Łódź,Attempted,893,0.0012817421358732783
2014,KWP Łódź,Fatal,454,6.516359794921258e-4
2014,KWP Lublin,Attempted,532,0.0015553781878674653
2014,KWP Lublin,Fatal,365,0.0010671297717511747
2014,KWP Olsztyn,Attempted,627,0.0036092978275135564
2014,KWP Olsztyn,Fatal,285,0.001640589921597071
2014,KWP Opole,Attempted,228,0.0019272545920221804
2014,KWP Opole,Fatal,133,0.0011242318453462718
2014,KWP Poznań,Attempted,601,0.001112211190584142
2014,KWP Poznań,Fatal,454,8.401728461317813e-4
2014,KWP Radom,Attempted,598,0.0027981189902440166
2014,KWP Radom,Fatal,450,0.002105607935802354
2014,KWP Rzeszów,Attempted,425,0.0023110260411852027
2014,KWP Rzeszów,Fatal,273,0.0014844943746907303
2014,KWP Szczecin,Attempted,457,0.0011298988035929299
2014,KWP Szczecin,Fatal,319,7.887039788755899e-4
2014,KWP Wrocław,Attempted,683,0.0010694282864564658
2014,KWP Wrocław,Fatal,554,8.67442563245801e-4
2015,KSP Warszawa,Attempted,484,2.702917028265587e-4
2015,KSP Warszawa,Fatal,383,2.138878557491157e-4
2015,KWP Białystok,Attempted,310,0.0010565528429792063
2015,KWP Białystok,Fatal,160,5.453175963763645e-4
2015,KWP Bydgoszcz,Attempted,344,9.7173494234561e-4
2015,KWP Bydgoszcz,Fatal,278,7.852974243374406e-4
2015,KWP Gdańsk,Attempted,470,8.07275787737996e-4
2015,KWP Gdańsk,Fatal,333,5.719634836526653e-4
2015,KWP Gorzów Wlkp.,Attempted,278,0.002276057998542668
2015,KWP Gorzów Wlkp.,Fatal,180,0.0014737066177614396
2015,KWP Katowice,Attempted,1511,0.004996742692553167
2015,KWP Katowice,Fatal,687,0.0022718479349993553
2015,KWP Kielce,Attempted,793,0.004047115983301181
2015,KWP Kielce,Fatal,233,0.0011891273948413305
2015,KWP Kraków,Attempted,898,0.0011712793944824655
2015,KWP Kraków,Fatal,436,5.686835367420433e-4
2015,KWP Łódź,Attempted,906,0.0013004013159027886
2015,KWP Łódź,Fatal,400,5.741286162926219e-4
2015,KWP Lublin,Attempted,502,0.0014676688915591497
2015,KWP Lublin,Fatal,351,0.001026198766807294
2015,KWP Olsztyn,Attempted,589,0.003390552504633947
2015,KWP Olsztyn,Fatal,254,0.0014621397897742318
2015,KWP Opole,Attempted,235,0.001986424689145668
2015,KWP Opole,Fatal,144,0.0012172134265403245
2015,KWP Poznań,Attempted,574,0.001062244964052076
2015,KWP Poznań,Fatal,400,7.402403930676487e-4
2015,KWP Radom,Attempted,559,0.002615632969141146
2015,KWP Radom,Fatal,413,0.0019324801721919379
2015,KWP Rzeszów,Attempted,466,0.0025339720828054225
2015,KWP Rzeszów,Fatal,266,0.001446430416365327
2015,KWP Szczecin,Attempted,435,0.001075505425739441
2015,KWP Szczecin,Fatal,284,7.021690595632212e-4
2015,KWP Wrocław,Attempted,619,9.692183152511748e-4
2015,KWP Wrocław,Fatal,486,7.609694688401791e-4
2016,KSP Warszawa,Attempted,475,2.652656174434202e-4
2016,KSP Warszawa,Fatal,373,2.0830331643451736e-4
2016,KWP Białystok,Attempted,389,0.0013258034061900364
2016,KWP Białystok,Fatal,167,5.691752412178305e-4
2016,KWP Bydgoszcz,Attempted,351,9.915086184979916e-4
2016,KWP Bydgoszcz,Fatal,271,7.65523748185059e-4
2016,KWP Gdańsk,Attempted,461,7.918173152068429e-4
2016,KWP Gdańsk,Fatal,293,5.032591612919848e-4
2016,KWP Gorzów Wlkp.,Attempted,284,0.002325181552468049
2016,KWP Gorzów Wlkp.,Fatal,171,0.0014000212868733677
2016,KWP Katowice,Attempted,1436,0.004748724359037953
2016,KWP Katowice,Fatal,650,0.0021494922237985164
2016,KWP Kielce,Attempted,670,0.003419379204050178
2016,KWP Kielce,Fatal,210,0.0010717457206724438
2016,KWP Kraków,Attempted,1029,0.0013421453195127581
2016,KWP Kraków,Fatal,443,5.778137770108376e-4
2016,KWP Łódź,Attempted,1003,0.0014396275053537493
2016,KWP Łódź,Fatal,379,5.439868639372592e-4
2016,KWP Lublin,Attempted,465,0.0013594940927788937
2016,KWP Lublin,Fatal,341,9.96962334704522e-4
2016,KWP Olsztyn,Attempted,483,0.0027803681829171416
2016,KWP Olsztyn,Fatal,232,0.0013354977607386684
2016,KWP Opole,Attempted,244,0.0020625005283044385
2016,KWP Opole,Fatal,129,0.0010904203612757072
2016,KWP Poznań,Attempted,549,0.0010159799394853478
2016,KWP Poznań,Fatal,394,7.29136787171634e-4
2016,KWP Radom,Attempted,558,0.0026109538403949186
2016,KWP Radom,Fatal,398,0.0018622932409985261
2016,KWP Rzeszów,Attempted,441,0.0023980293745004106
2016,KWP Rzeszów,Fatal,239,0.001299612291395914
2016,KWP Szczecin,Attempted,415,0.0010260569004180873
2016,KWP Szczecin,Fatal,265,6.551929605079352e-4
2016,KWP Wrocław,Attempted,608,9.519947264502653e-4
2016,KWP Wrocław,Fatal,450,7.04601360037203e-4
2017,KSP Warszawa,Attempted,461,2.574472624029826e-4
2017,KSP Warszawa,Fatal,348,1.9434196814802158e-4
2017,KWP Białystok,Attempted,348,0.0011860657721185928
2017,KWP Białystok,Fatal,142,4.8396936678402356e-4
2017,KWP Bydgoszcz,Attempted,385,0.001087552188380988
2017,KWP Bydgoszcz,Fatal,247,6.977282870911793e-4
2017,KWP Gdańsk,Attempted,587,0.0010082359306429866
2017,KWP Gdańsk,Fatal,318,5.461993627674101e-4
2017,KWP Gorzów Wlkp.,Attempted,288,0.0023579305884183035
2017,KWP Gorzów Wlkp.,Fatal,166,0.00135908499193555
2017,KWP Katowice,Attempted,1667,0.005512620826264811
2017,KWP Katowice,Fatal,601,0.0019874535792352437
2017,KWP Kielce,Attempted,610,0.0031131661410009085
2017,KWP Kielce,Fatal,199,0.001015606659113411
2017,KWP Kraków,Attempted,1022,0.001333015079243964
2017,KWP Kraków,Fatal,413,5.386841758588622e-4
2017,KWP Łódź,Attempted,1267,0.0018185523921068797
2017,KWP Łódź,Fatal,380,5.454221854779908e-4
2017,KWP Lublin,Attempted,557,0.001628469268124395
2017,KWP Lublin,Fatal,331,9.677259026017501e-4
2017,KWP Olsztyn,Attempted,563,0.003240884652137372
2017,KWP Olsztyn,Fatal,226,0.0013009590255471512
2017,KWP Opole,Attempted,234,0.0019779718181280274
2017,KWP Opole,Fatal,126,0.0010650617482227838
2017,KWP Poznań,Attempted,678,0.0012547074662496646
2017,KWP Poznań,Fatal,411,7.605970038770091e-4
2017,KWP Radom,Attempted,643,0.003008679783824252
2017,KWP Radom,Fatal,393,0.001838897597267389
2017,KWP Rzeszów,Attempted,580,0.003153870832676277
2017,KWP Rzeszów,Fatal,285,0.0015497468746771361
2017,KWP Szczecin,Attempted,466,0.0011521506399875389
2017,KWP Szczecin,Fatal,249,6.156341402508524e-4
2017,KWP Wrocław,Attempted,782,0.0012244405856646505
2017,KWP Wrocław,Fatal,440,6.889435520363763e-4
2018,KSP Warszawa,Attempted,497,2.775516039355365e-4
2018,KSP Warszawa,Fatal,377,2.105371321603567e-4
2018,KWP Białystok,Attempted,346,0.0011792493021638884
2018,KWP Białystok,Fatal,139,4.7374466185196674e-4
2018,KWP Bydgoszcz,Attempted,413,0.0011666468929905143
2018,KWP Bydgoszcz,Fatal,281,7.937718569741756e-4
2018,KWP Gdańsk,Attempted,569,9.773189855806802e-4
2018,KWP Gdańsk,Fatal,274,4.7062460817066156e-4
2018,KWP Gorzów Wlkp.,Attempted,294,0.0024070541423436846
2018,KWP Gorzów Wlkp.,Fatal,153,0.0012526506250972237
2018,KWP Katowice,Attempted,1686,0.005575452137421998
2018,KWP Katowice,Fatal,596,0.001970919023667563
2018,KWP Kielce,Attempted,517,0.0026385358932745403
2018,KWP Kielce,Fatal,181,9.237427401986302e-4
2018,KWP Kraków,Attempted,1033,0.001347362599666355
2018,KWP Kraków,Fatal,398,5.191193752828744e-4
2018,KWP Łódź,Attempted,1240,0.0017797987105071277
2018,KWP Łódź,Fatal,391,5.612107224260379e-4
2018,KWP Lublin,Attempted,612,0.0017892696446896407
2018,KWP Lublin,Fatal,321,9.384894704989781e-4
2018,KWP Olsztyn,Attempted,546,0.003143024902428073
2018,KWP Olsztyn,Fatal,215,0.0012376380110293694
2018,KWP Opole,Attempted,210,0.0017751029137046397
2018,KWP Opole,Fatal,116,9.805330380463725e-4
2018,KWP Poznań,Attempted,706,0.0013065242937644
2018,KWP Poznań,Fatal,386,7.14331979310281e-4
2018,KWP Radom,Attempted,626,0.002929134595138385
2018,KWP Radom,Fatal,392,0.0018342184685211614
2018,KWP Rzeszów,Attempted,592,0.0032191233326626825
2018,KWP Rzeszów,Fatal,273,0.0014844943746907303
2018,KWP Szczecin,Attempted,421,0.0010408914580144935
2018,KWP Szczecin,Fatal,262,6.477756817097322e-4
2018,KWP Wrocław,Attempted,859,0.0013450057072710163
2018,KWP Wrocław,Fatal,427,6.685884016353014e-4
2019,KSP Warszawa,Attempted,517,2.887206825647332e-4
2019,KSP Warszawa,Fatal,349,1.9490042207948139e-4
2019,KWP Białystok,Attempted,461,0.0015711963245594004
2019,KWP Białystok,Fatal,172,5.862164161045919e-4
2019,KWP Bydgoszcz,Attempted,401,0.0011327491624435744
2019,KWP Bydgoszcz,Fatal,260,7.344508285170308e-4
2019,KWP Gdańsk,Attempted,675,0.0011593854398364836
2019,KWP Gdańsk,Fatal,313,5.37611322472325e-4
2019,KWP Gorzów Wlkp.,Attempted,369,0.0030210985664109514
2019,KWP Gorzów Wlkp.,Fatal,176,0.0014409575818111855
2019,KWP Katowice,Attempted,1620,0.005357196003928611
2019,KWP Katowice,Fatal,548,0.0018121872902178262
2019,KWP Kielce,Attempted,512,0.0026130181380204344
2019,KWP Kielce,Fatal,190,9.696746996560206e-4
2019,KWP Kraków,Attempted,1075,0.0014021440412791207
2019,KWP Kraków,Fatal,432,5.634662565884466e-4
2019,KWP Łódź,Attempted,1252,0.0017970225689959065
2019,KWP Łódź,Fatal,345,4.951859315523863e-4
2019,KWP Lublin,Attempted,667,0.0019500700212548862
2019,KWP Lublin,Fatal,306,8.946348223448203e-4
2019,KWP Olsztyn,Attempted,611,0.0035171945336695105
2019,KWP Olsztyn,Fatal,242,0.0013930623193911973
2019,KWP Opole,Attempted,215,0.0018173672687928455
2019,KWP Opole,Fatal,129,0.0010904203612757072
2019,KWP Poznań,Attempted,747,0.001382398934053834
2019,KWP Poznań,Fatal,438,8.105632304090753e-4
2019,KWP Radom,Attempted,671,0.0031396953887186207
2019,KWP Radom,Fatal,400,0.001871651498490981
2019,KWP Rzeszów,Attempted,545,0.0029635510410492604
2019,KWP Rzeszów,Fatal,235,0.0012778614580671122
2019,KWP Szczecin,Attempted,526,0.0013004962159515999
2019,KWP Szczecin,Fatal,266,6.576653867740029e-4
2019,KWP Wrocław,Attempted,1095,0.0017145299760905272
2019,KWP Wrocław,Fatal,452,7.077329216373683e-4
2020,KSP Warszawa,Attempted,548,3.06032754439988e-4
2020,KSP Warszawa,Fatal,377,2.105371321603567e-4
2020,KWP Białystok,Attempted,498,0.0016973010187214348
2020,KWP Białystok,Fatal,173,5.896246510819442e-4
2020,KWP Bydgoszcz,Attempted,395,0.0011158002971701044
2020,KWP Bydgoszcz,Fatal,254,7.175019632435608e-4
2020,KWP Gdańsk,Attempted,724,0.0012435482347283174
2020,KWP Gdańsk,Fatal,302,5.187176338231379e-4
2020,KWP Gorzów Wlkp.,Attempted,315,0.0025789865810825195
2020,KWP Gorzów Wlkp.,Fatal,148,0.001211714330159406
2020,KWP Katowice,Attempted,1709,0.005651511093033331
2020,KWP Katowice,Fatal,562,0.0018584840458073328
2020,KWP Kielce,Attempted,533,0.002720192710087679
2020,KWP Kielce,Fatal,192,9.79881801757663e-4
2020,KWP Kraków,Attempted,1148,0.001497359404082261
2020,KWP Kraków,Fatal,475,6.195520182396114e-4
2020,KWP Łódź,Attempted,1263,0.0018128111059439536
2020,KWP Łódź,Fatal,329,4.7222078690068147e-4
2020,KWP Lublin,Attempted,626,0.0018302006496335214
2020,KWP Lublin,Fatal,302,8.829402495037116e-4
2020,KWP Olsztyn,Attempted,566,0.0032581540197331306
2020,KWP Olsztyn,Fatal,245,0.001410331686986956
2020,KWP Opole,Attempted,194,0.0016398569774223816
2020,KWP Opole,Fatal,105,0.00088755145685231985
2020,KWP Poznań,Attempted,746,0.001380548333071165
2020,KWP Poznań,Fatal,409,7.568958019116708e-4
2020,KWP Radom,Attempted,654,0.003060150200032754
2020,KWP Radom,Fatal,375,0.0017546732798352947
2020,KWP Rzeszów,Attempted,580,0.003153870832676277
2020,KWP Rzeszów,Fatal,250,0.0013594270830501194
2020,KWP Szczecin,Attempted,529,0.0013079134947498027
2020,KWP Szczecin,Fatal,243,6.007995826544462e-4
2020,KWP Wrocław,Attempted,984,0.0015407283072813504
2020,KWP Wrocław,Fatal,423,6.623252784349708e-4
2021,KSP Warszawa,Attempted,621,3.467998914365557e-4
2021,KSP Warszawa,Fatal,407,2.2729075010415167e-4
2021,KWP Białystok,Attempted,542,0.001847263357724935
2021,KWP Białystok,Fatal,147,5.010105416707849e-4
2021,KWP Bydgoszcz,Attempted,448,0.0012655152737524222
2021,KWP Bydgoszcz,Fatal,278,7.852974243374406e-4
2021,KWP Gdańsk,Attempted,1675,0.0028769934988534967
2021,KWP Gdańsk,Fatal,320,5.496345788854442e-4
2021,KWP Gorzów Wlkp.,Attempted,333,0.0027263572428586633
2021,KWP Gorzów Wlkp.,Fatal,177,0.001449144840798749
2021,KWP Katowice,Attempted,1806,0.005972281471046339
2021,KWP Katowice,Fatal,582,0.0019246222680780562
2021,KWP Kielce,Attempted,528,0.002694674954833573
2021,KWP Kielce,Fatal,188,9.594675975543784e-4
2021,KWP Kraków,Attempted,1217,0.0015873574867318043
2021,KWP Kraków,Fatal,422,5.504230562044548e-4
2021,KWP Łódź,Attempted,1351,0.0019391194015283303
2021,KWP Łódź,Fatal,325,4.6647950073775525e-4
2021,KWP Lublin,Attempted,725,0.0021196413274509633
2021,KWP Lublin,Fatal,320,9.35565827288701e-4
2021,KWP Olsztyn,Attempted,585,0.0033675266811729354
2021,KWP Olsztyn,Fatal,218,0.001254907378625128
2021,KWP Opole,Attempted,226,0.001910348849986898
2021,KWP Opole,Fatal,120,0.001014344522116937
2021,KWP Poznań,Attempted,806,0.0014915843920313122
2021,KWP Poznań,Fatal,413,7.642982058423474e-4
2021,KWP Radom,Attempted,675,0.0031584119037035303
2021,KWP Radom,Fatal,359,0.0016798072198956555
2021,KWP Rzeszów,Attempted,631,0.0034311939576185013
2021,KWP Rzeszów,Fatal,269,0.0014627435413619284
2021,KWP Szczecin,Attempted,594,0.001468621202044202
2021,KWP Szczecin,Fatal,245,6.057444351865816e-4
2021,KWP Wrocław,Attempted,1034,0.0016190173472854842
2021,KWP Wrocław,Fatal,410,6.41970128033896e-4
