year,garnizon,age,suicides,outcome
2021,KWP Łódź,35-39,162,Attempted
2021,KWP Lublin,35-39,57,Attempted
2021,KWP Olsztyn,35-39,53,Attempted
2021,KWP Opole,35-39,34,Attempted
2021,KWP Poznań,35-39,86,Attempted
2021,KWP Rzeszów,35-39,77,Attempted
2021,KWP Szczecin,35-39,63,Attempted
2021,KSP Warszawa,35-39,59,Attempted
2021,KWP Radom,35-39,81,Attempted
2021,KWP Wrocław,35-39,124,Attempted
2017,KWP Bydgoszcz,40-44,32,Attempted
2017,KWP Białystok,40-44,23,Attempted
2017,KWP Gdańsk,40-44,65,Attempted
2017,KWP Gorzów Wlkp.,40-44,24,Attempted
2017,KWP Katowice,40-44,168,Attempted
2017,KWP Kielce,40-44,63,Attempted
2017,KWP Kraków,40-44,96,Attempted
2017,KWP Łódź,40-44,115,Attempted
2017,KWP Lublin,40-44,54,Attempted
2017,KWP Olsztyn,40-44,49,Attempted
2017,KWP Opole,40-44,22,Attempted
2017,KWP Poznań,40-44,75,Attempted
2017,KWP Rzeszów,40-44,50,Attempted
2017,KWP Szczecin,40-44,33,Attempted
2017,KSP Warszawa,40-44,48,Attempted
2017,KWP Radom,40-44,57,Attempted
2017,KWP Wrocław,40-44,65,Attempted
2018,KWP Bydgoszcz,40-44,33,Attempted
2018,KWP Białystok,40-44,30,Attempted
2018,KWP Gdańsk,40-44,63,Attempted
2018,KWP Gorzów Wlkp.,40-44,38,Attempted
2018,KWP Katowice,40-44,186,Attempted
2018,KWP Kielce,40-44,48,Attempted
2018,KWP Kraków,40-44,112,Attempted
2018,KWP Łódź,40-44,125,Attempted
2018,KWP Lublin,40-44,55,Attempted
2018,KWP Olsztyn,40-44,52,Attempted
2018,KWP Opole,40-44,18,Attempted
2018,KWP Poznań,40-44,60,Attempted
2018,KWP Rzeszów,40-44,55,Attempted
2018,KWP Szczecin,40-44,29,Attempted
2018,KSP Warszawa,40-44,48,Attempted
2018,KWP Radom,40-44,70,Attempted
2018,KWP Wrocław,40-44,93,Attempted
2019,KWP Bydgoszcz,40-44,38,Attempted
2019,KWP Białystok,40-44,38,Attempted
2019,KWP Gdańsk,40-44,67,Attempted
2019,KWP Gorzów Wlkp.,40-44,32,Attempted
2019,KWP Katowice,40-44,145,Attempted
2019,KWP Kielce,40-44,62,Attempted
2019,KWP Kraków,40-44,99,Attempted
2019,KWP Łódź,40-44,125,Attempted
2019,KWP Lublin,40-44,70,Attempted
2019,KWP Olsztyn,40-44,61,Attempted
2019,KWP Opole,40-44,15,Attempted
2019,KWP Poznań,40-44,81,Attempted
2019,KWP Rzeszów,40-44,57,Attempted
2019,KWP Szczecin,40-44,43,Attempted
2019,KSP Warszawa,40-44,52,Attempted
2019,KWP Radom,40-44,55,Attempted
2019,KWP Wrocław,40-44,102,Attempted
2020,KWP Bydgoszcz,40-44,32,Attempted
2020,KWP Białystok,40-44,53,Attempted
2020,KWP Gdańsk,40-44,76,Attempted
2020,KWP Gorzów Wlkp.,40-44,39,Attempted
2020,KWP Katowice,40-44,195,Attempted
2020,KWP Kielce,40-44,49,Attempted
2020,KWP Kraków,40-44,128,Attempted
2020,KWP Łódź,40-44,110,Attempted
2020,KWP Lublin,40-44,64,Attempted
2020,KWP Olsztyn,40-44,51,Attempted
2020,KWP Opole,40-44,17,Attempted
2020,KWP Poznań,40-44,97,Attempted
2020,KWP Rzeszów,40-44,54,Attempted
2020,KWP Szczecin,40-44,54,Attempted
2020,KSP Warszawa,40-44,47,Attempted
2020,KWP Radom,40-44,64,Attempted
2020,KWP Wrocław,40-44,105,Attempted
2021,KWP Bydgoszcz,40-44,41,Attempted
2021,KWP Białystok,40-44,54,Attempted
2021,KWP Gdańsk,40-44,162,Attempted
2021,KWP Gorzów Wlkp.,40-44,35,Attempted
2021,KWP Katowice,40-44,166,Attempted
2021,KWP Kielce,40-44,49,Attempted
2021,KWP Kraków,40-44,115,Attempted
2021,KWP Łódź,40-44,138,Attempted
2021,KWP Lublin,40-44,70,Attempted
2021,KWP Olsztyn,40-44,70,Attempted
2021,KWP Opole,40-44,21,Attempted
2021,KWP Poznań,40-44,95,Attempted
2021,KWP Rzeszów,40-44,55,Attempted
2021,KWP Szczecin,40-44,60,Attempted
2021,KSP Warszawa,40-44,63,Attempted
2021,KWP Radom,40-44,81,Attempted
2021,KWP Wrocław,40-44,111,Attempted
2017,KWP Bydgoszcz,45-49,37,Attempted
2017,KWP Białystok,45-49,23,Attempted
2017,KWP Gdańsk,45-49,40,Attempted
2017,KWP Gorzów Wlkp.,45-49,19,Attempted
2017,KWP Katowice,45-49,134,Attempted
2017,KWP Kielce,45-49,54,Attempted
2017,KWP Kraków,45-49,81,Attempted
2017,KWP Łódź,45-49,107,Attempted
2017,KWP Lublin,45-49,43,Attempted
2017,KWP Olsztyn,45-49,49,Attempted
2017,KWP Opole,45-49,19,Attempted
2017,KWP Poznań,45-49,54,Attempted
2017,KWP Rzeszów,45-49,41,Attempted
2017,KWP Szczecin,45-49,33,Attempted
2017,KSP Warszawa,45-49,25,Attempted
2017,KWP Radom,45-49,53,Attempted
2017,KWP Wrocław,45-49,61,Attempted
2018,KWP Bydgoszcz,45-49,32,Attempted
2018,KWP Białystok,45-49,28,Attempted
2018,KWP Gdańsk,45-49,37,Attempted
2018,KWP Gorzów Wlkp.,45-49,27,Attempted
2018,KWP Katowice,45-49,149,Attempted
2018,KWP Kielce,45-49,44,Attempted
2018,KWP Kraków,45-49,107,Attempted
2018,KWP Łódź,45-49,97,Attempted
2018,KWP Lublin,45-49,52,Attempted
2018,KWP Olsztyn,45-49,48,Attempted
2018,KWP Opole,45-49,21,Attempted
2018,KWP Poznań,45-49,67,Attempted
2018,KWP Rzeszów,45-49,41,Attempted
2018,KWP Szczecin,45-49,32,Attempted
2018,KSP Warszawa,45-49,29,Attempted
2018,KWP Radom,45-49,42,Attempted
2018,KWP Wrocław,45-49,51,Attempted
2019,KWP Bydgoszcz,45-49,24,Attempted
2019,KWP Białystok,45-49,30,Attempted
2019,KWP Gdańsk,45-49,37,Attempted
2019,KWP Gorzów Wlkp.,45-49,33,Attempted
2019,KWP Katowice,45-49,164,Attempted
2019,KWP Kielce,45-49,37,Attempted
2019,KWP Kraków,45-49,83,Attempted
2019,KWP Łódź,45-49,120,Attempted
2019,KWP Lublin,45-49,57,Attempted
2019,KWP Olsztyn,45-49,40,Attempted
2019,KWP Opole,45-49,19,Attempted
2019,KWP Poznań,45-49,62,Attempted
2019,KWP Rzeszów,45-49,50,Attempted
2019,KWP Szczecin,45-49,39,Attempted
2019,KSP Warszawa,45-49,39,Attempted
2019,KWP Radom,45-49,60,Attempted
2019,KWP Wrocław,45-49,77,Attempted
2020,KWP Bydgoszcz,45-49,30,Attempted
2020,KWP Białystok,45-49,45,Attempted
2020,KWP Gdańsk,45-49,49,Attempted
2020,KWP Gorzów Wlkp.,45-49,16,Attempted
2020,KWP Katowice,45-49,134,Attempted
2020,KWP Kielce,45-49,37,Attempted
2020,KWP Kraków,45-49,96,Attempted
2020,KWP Łódź,45-49,120,Attempted
2020,KWP Lublin,45-49,46,Attempted
2020,KWP Olsztyn,45-49,62,Attempted
2020,KWP Opole,45-49,13,Attempted
2020,KWP Poznań,45-49,58,Attempted
2020,KWP Rzeszów,45-49,48,Attempted
2020,KWP Szczecin,45-49,47,Attempted
2020,KSP Warszawa,45-49,54,Attempted
2020,KWP Radom,45-49,55,Attempted
2020,KWP Wrocław,45-49,84,Attempted
2021,KWP Bydgoszcz,45-49,50,Attempted
2021,KWP Białystok,45-49,37,Attempted
2021,KWP Gdańsk,45-49,127,Attempted
2021,KWP Gorzów Wlkp.,45-49,26,Attempted
2021,KWP Katowice,45-49,155,Attempted
2021,KWP Kielce,45-49,38,Attempted
2021,KWP Kraków,45-49,100,Attempted
2021,KWP Łódź,45-49,104,Attempted
2021,KWP Lublin,45-49,77,Attempted
2021,KWP Olsztyn,45-49,55,Attempted
2021,KWP Opole,45-49,10,Attempted
2021,KWP Poznań,45-49,62,Attempted
2021,KWP Rzeszów,45-49,46,Attempted
2021,KWP Szczecin,45-49,44,Attempted
2021,KSP Warszawa,45-49,60,Attempted
2021,KWP Radom,45-49,58,Attempted
2021,KWP Wrocław,45-49,69,Attempted
2017,KWP Bydgoszcz,50-54,27,Attempted
2017,KWP Białystok,50-54,25,Attempted
2017,KWP Gdańsk,50-54,51,Attempted
2017,KWP Gorzów Wlkp.,50-54,20,Attempted
2017,KWP Katowice,50-54,114,Attempted
2017,KWP Kielce,50-54,48,Attempted
2017,KWP Kraków,50-54,77,Attempted
2017,KWP Łódź,50-54,85,Attempted
2017,KWP Lublin,50-54,39,Attempted
2017,KWP Olsztyn,50-54,36,Attempted
2017,KWP Opole,50-54,16,Attempted
2017,KWP Poznań,50-54,47,Attempted
2017,KWP Rzeszów,50-54,53,Attempted
2017,KWP Szczecin,50-54,37,Attempted
2017,KSP Warszawa,50-54,30,Attempted
2017,KWP Radom,50-54,45,Attempted
2017,KWP Wrocław,50-54,46,Attempted
2018,KWP Bydgoszcz,50-54,28,Attempted
2018,KWP Białystok,50-54,27,Attempted
2018,KWP Gdańsk,50-54,29,Attempted
2018,KWP Gorzów Wlkp.,50-54,19,Attempted
2018,KWP Katowice,50-54,100,Attempted
2018,KWP Kielce,50-54,35,Attempted
2018,KWP Kraków,50-54,75,Attempted
2018,KWP Łódź,50-54,87,Attempted
2018,KWP Lublin,50-54,49,Attempted
2018,KWP Olsztyn,50-54,42,Attempted
2018,KWP Opole,50-54,10,Attempted
2018,KWP Poznań,50-54,59,Attempted
2018,KWP Rzeszów,50-54,42,Attempted
2018,KWP Szczecin,50-54,30,Attempted
2018,KSP Warszawa,50-54,37,Attempted
2018,KWP Radom,50-54,46,Attempted
2018,KWP Wrocław,50-54,63,Attempted
2019,KWP Bydgoszcz,50-54,22,Attempted
2019,KWP Białystok,50-54,42,Attempted
2019,KWP Gdańsk,50-54,47,Attempted
2019,KWP Gorzów Wlkp.,50-54,16,Attempted
2019,KWP Katowice,50-54,97,Attempted
2019,KWP Kielce,50-54,31,Attempted
2019,KWP Kraków,50-54,76,Attempted
2019,KWP Łódź,50-54,60,Attempted
2019,KWP Lublin,50-54,47,Attempted
2019,KWP Olsztyn,50-54,38,Attempted
2019,KWP Opole,50-54,14,Attempted
2019,KWP Poznań,50-54,53,Attempted
2019,KWP Rzeszów,50-54,37,Attempted
2019,KWP Szczecin,50-54,32,Attempted
2019,KSP Warszawa,50-54,29,Attempted
2019,KWP Radom,50-54,53,Attempted
2019,KWP Wrocław,50-54,47,Attempted
2020,KWP Bydgoszcz,50-54,26,Attempted
2020,KWP Białystok,50-54,26,Attempted
2020,KWP Gdańsk,50-54,59,Attempted
2020,KWP Gorzów Wlkp.,50-54,21,Attempted
2020,KWP Katowice,50-54,105,Attempted
2020,KWP Kielce,50-54,38,Attempted
2020,KWP Kraków,50-54,73,Attempted
2020,KWP Łódź,50-54,88,Attempted
2020,KWP Lublin,50-54,37,Attempted
2020,KWP Olsztyn,50-54,41,Attempted
2020,KWP Opole,50-54,17,Attempted
2020,KWP Poznań,50-54,42,Attempted
2020,KWP Rzeszów,50-54,57,Attempted
2020,KWP Szczecin,50-54,36,Attempted
2020,KSP Warszawa,50-54,35,Attempted
2020,KWP Radom,50-54,54,Attempted
2020,KWP Wrocław,50-54,49,Attempted
2021,KWP Bydgoszcz,50-54,30,Attempted
2021,KWP Białystok,50-54,35,Attempted
2021,KWP Gdańsk,50-54,86,Attempted
2021,KWP Gorzów Wlkp.,50-54,15,Attempted
2021,KWP Katowice,50-54,99,Attempted
2021,KWP Kielce,50-54,28,Attempted
2021,KWP Kraków,50-54,83,Attempted
2021,KWP Łódź,50-54,73,Attempted
2021,KWP Lublin,50-54,37,Attempted
2021,KWP Olsztyn,50-54,29,Attempted
2021,KWP Opole,50-54,19,Attempted
2021,KWP Poznań,50-54,65,Attempted
2021,KWP Rzeszów,50-54,54,Attempted
2021,KWP Szczecin,50-54,41,Attempted
2021,KSP Warszawa,50-54,42,Attempted
2021,KWP Radom,50-54,54,Attempted
2021,KWP Wrocław,50-54,47,Attempted
2017,KWP Bydgoszcz,55-59,21,Attempted
2017,KWP Białystok,55-59,35,Attempted
2017,KWP Gdańsk,55-59,38,Attempted
2017,KWP Gorzów Wlkp.,55-59,22,Attempted
2017,KWP Katowice,55-59,128,Attempted
2017,KWP Kielce,55-59,45,Attempted
2017,KWP Kraków,55-59,97,Attempted
2017,KWP Łódź,55-59,93,Attempted
2017,KWP Lublin,55-59,58,Attempted
2017,KWP Olsztyn,55-59,40,Attempted
2017,KWP Opole,55-59,22,Attempted
2017,KWP Poznań,55-59,55,Attempted
2017,KWP Rzeszów,55-59,57,Attempted
2017,KWP Szczecin,55-59,39,Attempted
2017,KSP Warszawa,55-59,41,Attempted
2017,KWP Radom,55-59,48,Attempted
2017,KWP Wrocław,55-59,72,Attempted
2018,KWP Bydgoszcz,55-59,32,Attempted
2018,KWP Białystok,55-59,25,Attempted
2018,KWP Gdańsk,55-59,34,Attempted
2018,KWP Gorzów Wlkp.,55-59,22,Attempted
2018,KWP Katowice,55-59,152,Attempted
2018,KWP Kielce,55-59,40,Attempted
2018,KWP Kraków,55-59,70,Attempted
2018,KWP Łódź,55-59,75,Attempted
2018,KWP Lublin,55-59,49,Attempted
2018,KWP Olsztyn,55-59,31,Attempted
2018,KWP Opole,55-59,14,Attempted
2018,KWP Poznań,55-59,55,Attempted
2018,KWP Rzeszów,55-59,55,Attempted
2018,KWP Szczecin,55-59,34,Attempted
2018,KSP Warszawa,55-59,34,Attempted
2018,KWP Radom,55-59,54,Attempted
2018,KWP Wrocław,55-59,65,Attempted
2019,KWP Bydgoszcz,55-59,31,Attempted
2019,KWP Białystok,55-59,24,Attempted
2019,KWP Gdańsk,55-59,33,Attempted
2019,KWP Gorzów Wlkp.,55-59,25,Attempted
2019,KWP Katowice,55-59,88,Attempted
2019,KWP Kielce,55-59,26,Attempted
2019,KWP Kraków,55-59,88,Attempted
2019,KWP Łódź,55-59,65,Attempted
2019,KWP Lublin,55-59,49,Attempted
2019,KWP Olsztyn,55-59,29,Attempted
2019,KWP Opole,55-59,12,Attempted
2019,KWP Poznań,55-59,58,Attempted
2019,KWP Rzeszów,55-59,42,Attempted
2019,KWP Szczecin,55-59,34,Attempted
2019,KSP Warszawa,55-59,33,Attempted
2019,KWP Radom,55-59,68,Attempted
2019,KWP Wrocław,55-59,52,Attempted
2020,KWP Bydgoszcz,55-59,36,Attempted
2020,KWP Białystok,55-59,33,Attempted
2020,KWP Gdańsk,55-59,50,Attempted
2020,KWP Gorzów Wlkp.,55-59,19,Attempted
2020,KWP Katowice,55-59,101,Attempted
2020,KWP Kielce,55-59,43,Attempted
2020,KWP Kraków,55-59,60,Attempted
2020,KWP Łódź,55-59,67,Attempted
2020,KWP Lublin,55-59,44,Attempted
2020,KWP Olsztyn,55-59,35,Attempted
2020,KWP Opole,55-59,12,Attempted
2020,KWP Poznań,55-59,49,Attempted
2020,KWP Rzeszów,55-59,28,Attempted
2020,KWP Szczecin,55-59,31,Attempted
2020,KSP Warszawa,55-59,28,Attempted
2020,KWP Radom,55-59,48,Attempted
2020,KWP Wrocław,55-59,43,Attempted
2021,KWP Bydgoszcz,55-59,28,Attempted
2021,KWP Białystok,55-59,37,Attempted
2021,KWP Gdańsk,55-59,62,Attempted
2021,KWP Gorzów Wlkp.,55-59,20,Attempted
2021,KWP Katowice,55-59,115,Attempted
2021,KWP Kielce,55-59,47,Attempted
2021,KWP Kraków,55-59,71,Attempted
2021,KWP Łódź,55-59,87,Attempted
2021,KWP Lublin,55-59,57,Attempted
2021,KWP Olsztyn,55-59,40,Attempted
2021,KWP Opole,55-59,16,Attempted
2021,KWP Poznań,55-59,54,Attempted
2021,KWP Rzeszów,55-59,39,Attempted
2021,KWP Szczecin,55-59,24,Attempted
2021,KSP Warszawa,55-59,33,Attempted
2021,KWP Radom,55-59,41,Attempted
2021,KWP Wrocław,55-59,53,Attempted
2017,KWP Bydgoszcz,60-64,36,Attempted
2017,KWP Białystok,60-64,21,Attempted
2017,KWP Gdańsk,60-64,43,Attempted
2017,KWP Gorzów Wlkp.,60-64,21,Attempted
2017,KWP Katowice,60-64,81,Attempted
2017,KWP Kielce,60-64,36,Attempted
2017,KWP Kraków,60-64,53,Attempted
2017,KWP Łódź,60-64,87,Attempted
2017,KWP Lublin,60-64,55,Attempted
2017,KWP Olsztyn,60-64,32,Attempted
2017,KWP Opole,60-64,10,Attempted
2017,KWP Poznań,60-64,53,Attempted
2017,KWP Rzeszów,60-64,39,Attempted
2017,KWP Szczecin,60-64,43,Attempted
2017,KSP Warszawa,60-64,44,Attempted
2017,KWP Radom,60-64,55,Attempted
2017,KWP Wrocław,60-64,50,Attempted
2018,KWP Bydgoszcz,60-64,37,Attempted
2018,KWP Białystok,60-64,25,Attempted
2018,KWP Gdańsk,60-64,38,Attempted
2018,KWP Gorzów Wlkp.,60-64,19,Attempted
2018,KWP Katowice,60-64,86,Attempted
2018,KWP Kielce,60-64,40,Attempted
2018,KWP Kraków,60-64,68,Attempted
2018,KWP Łódź,60-64,72,Attempted
2018,KWP Lublin,60-64,41,Attempted
2018,KWP Olsztyn,60-64,33,Attempted
2018,KWP Opole,60-64,18,Attempted
2018,KWP Poznań,60-64,62,Attempted
2018,KWP Rzeszów,60-64,36,Attempted
2018,KWP Szczecin,60-64,41,Attempted
2018,KSP Warszawa,60-64,35,Attempted
2018,KWP Radom,60-64,59,Attempted
2018,KWP Wrocław,60-64,58,Attempted
2019,KWP Bydgoszcz,60-64,42,Attempted
2019,KWP Białystok,60-64,29,Attempted
2019,KWP Gdańsk,60-64,49,Attempted
2019,KWP Gorzów Wlkp.,60-64,29,Attempted
2019,KWP Katowice,60-64,78,Attempted
2019,KWP Kielce,60-64,30,Attempted
2019,KWP Kraków,60-64,73,Attempted
2019,KWP Łódź,60-64,61,Attempted
2019,KWP Lublin,60-64,43,Attempted
2019,KWP Olsztyn,60-64,51,Attempted
2019,KWP Opole,60-64,20,Attempted
2019,KWP Poznań,60-64,51,Attempted
2019,KWP Rzeszów,60-64,48,Attempted
2019,KWP Szczecin,60-64,46,Attempted
2019,KSP Warszawa,60-64,36,Attempted
2019,KWP Radom,60-64,45,Attempted
2019,KWP Wrocław,60-64,57,Attempted
2020,KWP Bydgoszcz,60-64,29,Attempted
2020,KWP Białystok,60-64,29,Attempted
2020,KWP Gdańsk,60-64,42,Attempted
2020,KWP Gorzów Wlkp.,60-64,40,Attempted
2020,KWP Katowice,60-64,121,Attempted
2020,KWP Kielce,60-64,44,Attempted
2020,KWP Kraków,60-64,79,Attempted
2020,KWP Łódź,60-64,68,Attempted
2020,KWP Lublin,60-64,48,Attempted
2020,KWP Olsztyn,60-64,28,Attempted
2020,KWP Opole,60-64,13,Attempted
2020,KWP Poznań,60-64,53,Attempted
2020,KWP Rzeszów,60-64,45,Attempted
2020,KWP Szczecin,60-64,29,Attempted
2020,KSP Warszawa,60-64,21,Attempted
2020,KWP Radom,60-64,58,Attempted
2020,KWP Wrocław,60-64,63,Attempted
2021,KWP Bydgoszcz,60-64,35,Attempted
2021,KWP Białystok,60-64,22,Attempted
2021,KWP Gdańsk,60-64,52,Attempted
2021,KWP Gorzów Wlkp.,60-64,29,Attempted
2021,KWP Katowice,60-64,99,Attempted
2021,KWP Kielce,60-64,28,Attempted
2021,KWP Kraków,60-64,67,Attempted
2021,KWP Łódź,60-64,71,Attempted
2021,KWP Lublin,60-64,50,Attempted
2021,KWP Olsztyn,60-64,32,Attempted
2021,KWP Opole,60-64,13,Attempted
2021,KWP Poznań,60-64,49,Attempted
2021,KWP Rzeszów,60-64,43,Attempted
2021,KWP Szczecin,60-64,32,Attempted
2021,KSP Warszawa,60-64,30,Attempted
2021,KWP Radom,60-64,40,Attempted
2021,KWP Wrocław,60-64,58,Attempted
2017,KWP Bydgoszcz,65-69,21,Attempted
2017,KWP Białystok,65-69,12,Attempted
2017,KWP Gdańsk,65-69,23,Attempted
2017,KWP Gorzów Wlkp.,65-69,17,Attempted
2017,KWP Katowice,65-69,55,Attempted
2017,KWP Kielce,65-69,28,Attempted
2017,KWP Kraków,65-69,45,Attempted
2017,KWP Łódź,65-69,51,Attempted
2017,KWP Lublin,65-69,31,Attempted
2017,KWP Olsztyn,65-69,21,Attempted
2017,KWP Opole,65-69,13,Attempted
2017,KWP Poznań,65-69,34,Attempted
2017,KWP Rzeszów,65-69,26,Attempted
2017,KWP Szczecin,65-69,21,Attempted
2017,KSP Warszawa,65-69,25,Attempted
2017,KWP Radom,65-69,38,Attempted
2017,KWP Wrocław,65-69,48,Attempted
2018,KWP Bydgoszcz,65-69,17,Attempted
2018,KWP Białystok,65-69,10,Attempted
2018,KWP Gdańsk,65-69,26,Attempted
2018,KWP Gorzów Wlkp.,65-69,18,Attempted
2018,KWP Katowice,65-69,65,Attempted
2018,KWP Kielce,65-69,16,Attempted
2018,KWP Kraków,65-69,35,Attempted
2018,KWP Łódź,65-69,42,Attempted
2018,KWP Lublin,65-69,24,Attempted
2018,KWP Olsztyn,65-69,27,Attempted
2018,KWP Opole,65-69,6,Attempted
2018,KWP Poznań,65-69,37,Attempted
2018,KWP Rzeszów,65-69,19,Attempted
2018,KWP Szczecin,65-69,22,Attempted
2018,KSP Warszawa,65-69,27,Attempted
2018,KWP Radom,65-69,42,Attempted
2018,KWP Wrocław,65-69,35,Attempted
2019,KWP Bydgoszcz,65-69,20,Attempted
2019,KWP Białystok,65-69,22,Attempted
2019,KWP Gdańsk,65-69,32,Attempted
2019,KWP Gorzów Wlkp.,65-69,18,Attempted
2019,KWP Katowice,65-69,67,Attempted
2019,KWP Kielce,65-69,31,Attempted
2019,KWP Kraków,65-69,49,Attempted
2019,KWP Łódź,65-69,49,Attempted
2019,KWP Lublin,65-69,28,Attempted
2019,KWP Olsztyn,65-69,28,Attempted
2019,KWP Opole,65-69,13,Attempted
2019,KWP Poznań,65-69,35,Attempted
2019,KWP Rzeszów,65-69,25,Attempted
2019,KWP Szczecin,65-69,31,Attempted
2019,KSP Warszawa,65-69,32,Attempted
2019,KWP Radom,65-69,38,Attempted
2019,KWP Wrocław,65-69,60,Attempted
2020,KWP Bydgoszcz,65-69,16,Attempted
2020,KWP Białystok,65-69,8,Attempted
2020,KWP Gdańsk,65-69,30,Attempted
2020,KWP Gorzów Wlkp.,65-69,12,Attempted
2020,KWP Katowice,65-69,58,Attempted
2020,KWP Kielce,65-69,27,Attempted
2020,KWP Kraków,65-69,67,Attempted
2020,KWP Łódź,65-69,51,Attempted
2020,KWP Lublin,65-69,39,Attempted
2020,KWP Olsztyn,65-69,33,Attempted
2020,KWP Opole,65-69,10,Attempted
2020,KWP Poznań,65-69,40,Attempted
2020,KWP Rzeszów,65-69,23,Attempted
2020,KWP Szczecin,65-69,15,Attempted
2020,KSP Warszawa,65-69,36,Attempted
2020,KWP Radom,65-69,34,Attempted
2020,KWP Wrocław,65-69,58,Attempted
2021,KWP Bydgoszcz,65-69,28,Attempted
2021,KWP Białystok,65-69,29,Attempted
2021,KWP Gdańsk,65-69,45,Attempted
2021,KWP Gorzów Wlkp.,65-69,17,Attempted
2021,KWP Katowice,65-69,61,Attempted
2021,KWP Kielce,65-69,26,Attempted
2021,KWP Kraków,65-69,51,Attempted
2021,KWP Łódź,65-69,47,Attempted
2021,KWP Lublin,65-69,45,Attempted
2021,KWP Olsztyn,65-69,27,Attempted
2021,KWP Opole,65-69,9,Attempted
2021,KWP Poznań,65-69,40,Attempted
2021,KWP Rzeszów,65-69,25,Attempted
2021,KWP Szczecin,65-69,31,Attempted
2021,KSP Warszawa,65-69,27,Attempted
2021,KWP Radom,65-69,38,Attempted
2021,KWP Wrocław,65-69,41,Attempted
2017,KWP Bydgoszcz,70-74,14,Attempted
2017,KWP Białystok,70-74,3,Attempted
2017,KWP Gdańsk,70-74,9,Attempted
2017,KWP Gorzów Wlkp.,70-74,10,Attempted
2017,KWP Katowice,70-74,36,Attempted
2017,KWP Kielce,70-74,21,Attempted
2017,KWP Kraków,70-74,32,Attempted
2017,KWP Łódź,70-74,24,Attempted
2017,KWP Lublin,70-74,8,Attempted
2017,KWP Olsztyn,70-74,14,Attempted
2017,KWP Opole,70-74,3,Attempted
2017,KWP Poznań,70-74,16,Attempted
2017,KWP Rzeszów,70-74,12,Attempted
2017,KWP Szczecin,70-74,15,Attempted
2017,KSP Warszawa,70-74,16,Attempted
2017,KWP Radom,70-74,21,Attempted
2017,KWP Wrocław,70-74,20,Attempted
2018,KWP Bydgoszcz,70-74,16,Attempted
2018,KWP Białystok,70-74,6,Attempted
2018,KWP Gdańsk,70-74,17,Attempted
2018,KWP Gorzów Wlkp.,70-74,11,Attempted
2018,KWP Katowice,70-74,37,Attempted
2018,KWP Kielce,70-74,12,Attempted
2018,KWP Kraków,70-74,38,Attempted
2018,KWP Łódź,70-74,31,Attempted
2018,KWP Lublin,70-74,23,Attempted
2018,KWP Olsztyn,70-74,15,Attempted
2018,KWP Opole,70-74,11,Attempted
2018,KWP Poznań,70-74,12,Attempted
2018,KWP Rzeszów,70-74,22,Attempted
2018,KWP Szczecin,70-74,14,Attempted
2018,KSP Warszawa,70-74,25,Attempted
2018,KWP Radom,70-74,13,Attempted
2018,KWP Wrocław,70-74,25,Attempted
2019,KWP Bydgoszcz,70-74,15,Attempted
2019,KWP Białystok,70-74,6,Attempted
2019,KWP Gdańsk,70-74,19,Attempted
2019,KWP Gorzów Wlkp.,70-74,14,Attempted
2019,KWP Katowice,70-74,42,Attempted
2019,KWP Kielce,70-74,23,Attempted
2019,KWP Kraków,70-74,28,Attempted
2019,KWP Łódź,70-74,33,Attempted
2019,KWP Lublin,70-74,17,Attempted
2019,KWP Olsztyn,70-74,19,Attempted
2019,KWP Opole,70-74,7,Attempted
2019,KWP Poznań,70-74,34,Attempted
2019,KWP Rzeszów,70-74,17,Attempted
2019,KWP Szczecin,70-74,20,Attempted
2019,KSP Warszawa,70-74,20,Attempted
2019,KWP Radom,70-74,21,Attempted
2019,KWP Wrocław,70-74,36,Attempted
2020,KWP Bydgoszcz,70-74,16,Attempted
2020,KWP Białystok,70-74,9,Attempted
2020,KWP Gdańsk,70-74,19,Attempted
2020,KWP Gorzów Wlkp.,70-74,13,Attempted
2020,KWP Katowice,70-74,41,Attempted
2020,KWP Kielce,70-74,15,Attempted
2020,KWP Kraków,70-74,40,Attempted
2020,KWP Łódź,70-74,38,Attempted
2020,KWP Lublin,70-74,16,Attempted
2020,KWP Olsztyn,70-74,13,Attempted
2020,KWP Opole,70-74,7,Attempted
2020,KWP Poznań,70-74,22,Attempted
2020,KWP Rzeszów,70-74,27,Attempted
2020,KWP Szczecin,70-74,21,Attempted
2020,KSP Warszawa,70-74,29,Attempted
2020,KWP Radom,70-74,19,Attempted
2020,KWP Wrocław,70-74,28,Attempted
2021,KWP Bydgoszcz,70-74,15,Attempted
2021,KWP Białystok,70-74,9,Attempted
2021,KWP Gdańsk,70-74,28,Attempted
2021,KWP Gorzów Wlkp.,70-74,8,Attempted
2021,KWP Katowice,70-74,58,Attempted
2021,KWP Kielce,70-74,12,Attempted
2021,KWP Kraków,70-74,26,Attempted
2021,KWP Łódź,70-74,35,Attempted
2021,KWP Lublin,70-74,25,Attempted
2021,KWP Olsztyn,70-74,18,Attempted
2021,KWP Opole,70-74,12,Attempted
2021,KWP Poznań,70-74,21,Attempted
2021,KWP Rzeszów,70-74,19,Attempted
2021,KWP Szczecin,70-74,24,Attempted
2021,KSP Warszawa,70-74,19,Attempted
2021,KWP Radom,70-74,26,Attempted
2021,KWP Wrocław,70-74,38,Attempted
2017,KWP Bydgoszcz,75-79,9,Attempted
