year,garnizon,age,suicides,outcome
2009,KWP Poznań,40-44,43,Attempted
2009,KWP Szczecin,40-44,7,Attempted
2009,KSP Warszawa,40-44,21,Attempted
2010,KWP Wrocław,40-44,12,Attempted
2010,KWP Bydgoszcz,40-44,20,Attempted
2010,KWP Lublin,40-44,26,Attempted
2010,KWP Gorzów Wlkp.,40-44,14,Attempted
2010,KWP Łódź,40-44,43,Attempted
2010,KWP Kraków,40-44,46,Attempted
2010,KWP Radom,40-44,39,Attempted
2010,KWP Opole,40-44,13,Attempted
2010,KWP Rzeszów,40-44,23,Attempted
2010,KWP Białystok,40-44,20,Attempted
2010,KWP Gdańsk,40-44,22,Attempted
2010,KWP Katowice,40-44,65,Attempted
2010,KWP Kielce,40-44,21,Attempted
2010,KWP Olsztyn,40-44,33,Attempted
2010,KWP Poznań,40-44,32,Attempted
2010,KWP Szczecin,40-44,10,Attempted
2010,KSP Warszawa,40-44,15,Attempted
2011,KWP Wrocław,40-44,22,Attempted
2011,KWP Bydgoszcz,40-44,21,Attempted
2011,KWP Lublin,40-44,23,Attempted
2011,KWP Gorzów Wlkp.,40-44,18,Attempted
2011,KWP Łódź,40-44,45,Attempted
2011,KWP Kraków,40-44,37,Attempted
2011,KWP Radom,40-44,30,Attempted
2011,KWP Opole,40-44,9,Attempted
2011,KWP Rzeszów,40-44,17,Attempted
2011,KWP Białystok,40-44,16,Attempted
2011,KWP Gdańsk,40-44,21,Attempted
2011,KWP Katowice,40-44,53,Attempted
2011,KWP Kielce,40-44,8,Attempted
2011,KWP Olsztyn,40-44,23,Attempted
2011,KWP Poznań,40-44,32,Attempted
2011,KWP Szczecin,40-44,23,Attempted
2011,KSP Warszawa,40-44,17,Attempted
2012,KWP Wrocław,40-44,22,Attempted
2012,KWP Bydgoszcz,40-44,37,Attempted
2012,KWP Lublin,40-44,22,Attempted
2012,KWP Gorzów Wlkp.,40-44,18,Attempted
2012,KWP Łódź,40-44,37,Attempted
2012,KWP Kraków,40-44,35,Attempted
2012,KWP Radom,40-44,34,Attempted
2012,KWP Opole,40-44,12,Attempted
2012,KWP Rzeszów,40-44,15,Attempted
2012,KWP Białystok,40-44,22,Attempted
2012,KWP Gdańsk,40-44,22,Attempted
2012,KWP Katowice,40-44,44,Attempted
2012,KWP Kielce,40-44,43,Attempted
2012,KWP Olsztyn,40-44,21,Attempted
2012,KWP Poznań,40-44,24,Attempted
2012,KWP Szczecin,40-44,19,Attempted
2012,KSP Warszawa,40-44,28,Attempted
1999,KWP Wrocław,45-49,43,Attempted
1999,KWP Bydgoszcz,45-49,37,Attempted
1999,KWP Lublin,45-49,43,Attempted
1999,KWP Gorzów Wlkp.,45-49,33,Attempted
1999,KWP Łódź,45-49,64,Attempted
1999,KWP Kraków,45-49,41,Attempted
1999,KWP Radom,45-49,52,Attempted
1999,KWP Opole,45-49,26,Attempted
1999,KWP Rzeszów,45-49,34,Attempted
1999,KWP Białystok,45-49,35,Attempted
1999,KWP Gdańsk,45-49,48,Attempted
1999,KWP Katowice,45-49,71,Attempted
1999,KWP Kielce,45-49,20,Attempted
1999,KWP Olsztyn,45-49,31,Attempted
1999,KWP Poznań,45-49,84,Attempted
1999,KWP Szczecin,45-49,39,Attempted
1999,KSP Warszawa,45-49,18,Attempted
2000,KWP Wrocław,45-49,64,Attempted
2000,KWP Bydgoszcz,45-49,40,Attempted
2000,KWP Lublin,45-49,32,Attempted
2000,KWP Gorzów Wlkp.,45-49,26,Attempted
2000,KWP Łódź,45-49,49,Attempted
2000,KWP Kraków,45-49,68,Attempted
2000,KWP Radom,45-49,63,Attempted
2000,KWP Opole,45-49,21,Attempted
2000,KWP Rzeszów,45-49,37,Attempted
2000,KWP Białystok,45-49,29,Attempted
2000,KWP Gdańsk,45-49,54,Attempted
2000,KWP Katowice,45-49,78,Attempted
2000,KWP Kielce,45-49,24,Attempted
2000,KWP Olsztyn,45-49,22,Attempted
2000,KWP Poznań,45-49,81,Attempted
2000,KWP Szczecin,45-49,44,Attempted
2000,KSP Warszawa,45-49,9,Attempted
2001,KWP Wrocław,45-49,50,Attempted
2001,KWP Bydgoszcz,45-49,33,Attempted
2001,KWP Lublin,45-49,42,Attempted
2001,KWP Gorzów Wlkp.,45-49,36,Attempted
2001,KWP Łódź,45-49,56,Attempted
2001,KWP Kraków,45-49,95,Attempted
2001,KWP Radom,45-49,70,Attempted
2001,KWP Opole,45-49,18,Attempted
2001,KWP Rzeszów,45-49,43,Attempted
2001,KWP Białystok,45-49,21,Attempted
2001,KWP Gdańsk,45-49,50,Attempted
2001,KWP Katowice,45-49,81,Attempted
2001,KWP Kielce,45-49,28,Attempted
2001,KWP Olsztyn,45-49,27,Attempted
2001,KWP Poznań,45-49,92,Attempted
2001,KWP Szczecin,45-49,37,Attempted
2001,KSP Warszawa,45-49,9,Attempted
2002,KWP Wrocław,45-49,47,Attempted
2002,KWP Bydgoszcz,45-49,29,Attempted
2002,KWP Lublin,45-49,41,Attempted
2002,KWP Gorzów Wlkp.,45-49,27,Attempted
2002,KWP Łódź,45-49,48,Attempted
2002,KWP Kraków,45-49,82,Attempted
2002,KWP Radom,45-49,66,Attempted
2002,KWP Opole,45-49,17,Attempted
2002,KWP Rzeszów,45-49,58,Attempted
2002,KWP Białystok,45-49,23,Attempted
2002,KWP Gdańsk,45-49,43,Attempted
2002,KWP Katowice,45-49,70,Attempted
2002,KWP Kielce,45-49,36,Attempted
2002,KWP Olsztyn,45-49,38,Attempted
2002,KWP Poznań,45-49,88,Attempted
2002,KWP Szczecin,45-49,37,Attempted
2002,KSP Warszawa,45-49,16,Attempted
2003,KWP Wrocław,45-49,51,Attempted
2003,KWP Bydgoszcz,45-49,22,Attempted
2003,KWP Lublin,45-49,56,Attempted
2003,KWP Gorzów Wlkp.,45-49,30,Attempted
2003,KWP Łódź,45-49,62,Attempted
2003,KWP Kraków,45-49,69,Attempted
2003,KWP Radom,45-49,44,Attempted
2003,KWP Opole,45-49,20,Attempted
2003,KWP Rzeszów,45-49,26,Attempted
2003,KWP Białystok,45-49,37,Attempted
2003,KWP Gdańsk,45-49,42,Attempted
2003,KWP Katowice,45-49,85,Attempted
2003,KWP Kielce,45-49,27,Attempted
2003,KWP Olsztyn,45-49,27,Attempted
2003,KWP Poznań,45-49,72,Attempted
2003,KWP Szczecin,45-49,51,Attempted
2003,KSP Warszawa,45-49,24,Attempted
2004,KWP Wrocław,45-49,70,Attempted
2004,KWP Bydgoszcz,45-49,47,Attempted
2004,KWP Lublin,45-49,44,Attempted
2004,KWP Gorzów Wlkp.,45-49,22,Attempted
2004,KWP Łódź,45-49,66,Attempted
2004,KWP Kraków,45-49,56,Attempted
2004,KWP Radom,45-49,46,Attempted
2004,KWP Opole,45-49,25,Attempted
2004,KWP Rzeszów,45-49,30,Attempted
2004,KWP Białystok,45-49,28,Attempted
2004,KWP Gdańsk,45-49,35,Attempted
2004,KWP Katowice,45-49,76,Attempted
2004,KWP Kielce,45-49,30,Attempted
2004,KWP Olsztyn,45-49,47,Attempted
2004,KWP Poznań,45-49,72,Attempted
2004,KWP Szczecin,45-49,33,Attempted
2004,KSP Warszawa,45-49,25,Attempted
2005,KWP Wrocław,45-49,46,Attempted
2005,KWP Bydgoszcz,45-49,46,Attempted
2005,KWP Lublin,45-49,44,Attempted
2005,KWP Gorzów Wlkp.,45-49,18,Attempted
2005,KWP Łódź,45-49,46,Attempted
2005,KWP Kraków,45-49,65,Attempted
2005,KWP Radom,45-49,49,Attempted
2005,KWP Opole,45-49,20,Attempted
2005,KWP Rzeszów,45-49,40,Attempted
2005,KWP Białystok,45-49,22,Attempted
2005,KWP Gdańsk,45-49,45,Attempted
2005,KWP Katowice,45-49,78,Attempted
2005,KWP Kielce,45-49,29,Attempted
2005,KWP Olsztyn,45-49,48,Attempted
2005,KWP Poznań,45-49,66,Attempted
2005,KWP Szczecin,45-49,33,Attempted
2005,KSP Warszawa,45-49,38,Attempted
2006,KWP Wrocław,45-49,37,Attempted
2006,KWP Bydgoszcz,45-49,35,Attempted
2006,KWP Lublin,45-49,47,Attempted
2006,KWP Gorzów Wlkp.,45-49,22,Attempted
2006,KWP Łódź,45-49,44,Attempted
2006,KWP Kraków,45-49,46,Attempted
2006,KWP Radom,45-49,47,Attempted
2006,KWP Opole,45-49,21,Attempted
2006,KWP Rzeszów,45-49,34,Attempted
2006,KWP Białystok,45-49,19,Attempted
2006,KWP Gdańsk,45-49,44,Attempted
2006,KWP Katowice,45-49,64,Attempted
2006,KWP Kielce,45-49,27,Attempted
2006,KWP Olsztyn,45-49,37,Attempted
2006,KWP Poznań,45-49,68,Attempted
2006,KWP Szczecin,45-49,24,Attempted
2006,KSP Warszawa,45-49,21,Attempted
2007,KWP Wrocław,45-49,36,Attempted
2007,KWP Bydgoszcz,45-49,33,Attempted
2007,KWP Lublin,45-49,27,Attempted
2007,KWP Gorzów Wlkp.,45-49,22,Attempted
2007,KWP Łódź,45-49,49,Attempted
2007,KWP Kraków,45-49,39,Attempted
2007,KWP Radom,45-49,27,Attempted
2007,KWP Opole,45-49,24,Attempted
2007,KWP Rzeszów,45-49,21,Attempted
2007,KWP Białystok,45-49,23,Attempted
2007,KWP Gdańsk,45-49,29,Attempted
2007,KWP Katowice,45-49,44,Attempted
2007,KWP Kielce,45-49,16,Attempted
2007,KWP Olsztyn,45-49,30,Attempted
2007,KWP Poznań,45-49,55,Attempted
2007,KWP Szczecin,45-49,26,Attempted
2007,KSP Warszawa,45-49,27,Attempted
2008,KWP Wrocław,45-49,33,Attempted
2008,KWP Bydgoszcz,45-49,38,Attempted
2008,KWP Lublin,45-49,34,Attempted
2008,KWP Gorzów Wlkp.,45-49,18,Attempted
2008,KWP Łódź,45-49,44,Attempted
2008,KWP Kraków,45-49,42,Attempted
2008,KWP Radom,45-49,60,Attempted
2008,KWP Opole,45-49,14,Attempted
2008,KWP Rzeszów,45-49,27,Attempted
2008,KWP Białystok,45-49,29,Attempted
2008,KWP Gdańsk,45-49,35,Attempted
2008,KWP Katowice,45-49,51,Attempted
2008,KWP Kielce,45-49,20,Attempted
2008,KWP Olsztyn,45-49,38,Attempted
2008,KWP Poznań,45-49,34,Attempted
2008,KWP Szczecin,45-49,19,Attempted
2008,KSP Warszawa,45-49,20,Attempted
2009,KWP Wrocław,45-49,34,Attempted
2009,KWP Bydgoszcz,45-49,28,Attempted
2009,KWP Lublin,45-49,43,Attempted
2009,KWP Gorzów Wlkp.,45-49,31,Attempted
2009,KWP Łódź,45-49,40,Attempted
2009,KWP Kraków,45-49,47,Attempted
2009,KWP Radom,45-49,57,Attempted
2009,KWP Opole,45-49,19,Attempted
2009,KWP Rzeszów,45-49,27,Attempted
2009,KWP Białystok,45-49,26,Attempted
2009,KWP Gdańsk,45-49,36,Attempted
2009,KWP Katowice,45-49,77,Attempted
2009,KWP Kielce,45-49,26,Attempted
2009,KWP Olsztyn,45-49,48,Attempted
2009,KWP Poznań,45-49,59,Attempted
2009,KWP Szczecin,45-49,28,Attempted
2009,KSP Warszawa,45-49,27,Attempted
2010,KWP Wrocław,45-49,26,Attempted
2010,KWP Bydgoszcz,45-49,22,Attempted
2010,KWP Lublin,45-49,37,Attempted
2010,KWP Gorzów Wlkp.,45-49,18,Attempted
2010,KWP Łódź,45-49,30,Attempted
2010,KWP Kraków,45-49,52,Attempted
2010,KWP Radom,45-49,35,Attempted
2010,KWP Opole,45-49,19,Attempted
2010,KWP Rzeszów,45-49,29,Attempted
2010,KWP Białystok,45-49,17,Attempted
2010,KWP Gdańsk,45-49,28,Attempted
2010,KWP Katowice,45-49,68,Attempted
2010,KWP Kielce,45-49,22,Attempted
2010,KWP Olsztyn,45-49,36,Attempted
2010,KWP Poznań,45-49,38,Attempted
2010,KWP Szczecin,45-49,17,Attempted
2010,KSP Warszawa,45-49,26,Attempted
2011,KWP Wrocław,45-49,16,Attempted
2011,KWP Bydgoszcz,45-49,39,Attempted
2011,KWP Lublin,45-49,34,Attempted
2011,KWP Gorzów Wlkp.,45-49,18,Attempted
2011,KWP Łódź,45-49,31,Attempted
2011,KWP Kraków,45-49,41,Attempted
2011,KWP Radom,45-49,28,Attempted
2011,KWP Opole,45-49,11,Attempted
2011,KWP Rzeszów,45-49,21,Attempted
2011,KWP Białystok,45-49,19,Attempted
2011,KWP Gdańsk,45-49,23,Attempted
2011,KWP Katowice,45-49,72,Attempted
2011,KWP Kielce,45-49,16,Attempted
2011,KWP Olsztyn,45-49,20,Attempted
2011,KWP Poznań,45-49,26,Attempted
2011,KWP Szczecin,45-49,23,Attempted
2011,KSP Warszawa,45-49,13,Attempted
2012,KWP Wrocław,45-49,18,Attempted
2012,KWP Bydgoszcz,45-49,32,Attempted
2012,KWP Lublin,45-49,22,Attempted
2012,KWP Gorzów Wlkp.,45-49,19,Attempted
2012,KWP Łódź,45-49,46,Attempted
2012,KWP Kraków,45-49,47,Attempted
2012,KWP Radom,45-49,29,Attempted
2012,KWP Opole,45-49,13,Attempted
2012,KWP Rzeszów,45-49,18,Attempted
2012,KWP Białystok,45-49,22,Attempted
2012,KWP Gdańsk,45-49,23,Attempted
2012,KWP Katowice,45-49,57,Attempted
2012,KWP Kielce,45-49,55,Attempted
2012,KWP Olsztyn,45-49,29,Attempted
2012,KWP Poznań,45-49,30,Attempted
2012,KWP Szczecin,45-49,16,Attempted
2012,KSP Warszawa,45-49,32,Attempted
1999,KWP Wrocław,50-54,34,Attempted
1999,KWP Bydgoszcz,50-54,25,Attempted
1999,KWP Lublin,50-54,25,Attempted
1999,KWP Gorzów Wlkp.,50-54,15,Attempted
1999,KWP Łódź,50-54,39,Attempted
1999,KWP Kraków,50-54,29,Attempted
1999,KWP Radom,50-54,40,Attempted
1999,KWP Opole,50-54,10,Attempted
1999,KWP Rzeszów,50-54,15,Attempted
1999,KWP Białystok,50-54,12,Attempted
1999,KWP Gdańsk,50-54,28,Attempted
1999,KWP Katowice,50-54,53,Attempted
1999,KWP Kielce,50-54,24,Attempted
1999,KWP Olsztyn,50-54,13,Attempted
1999,KWP Poznań,50-54,61,Attempted
1999,KWP Szczecin,50-54,25,Attempted
1999,KSP Warszawa,50-54,12,Attempted
2000,KWP Wrocław,50-54,42,Attempted
2000,KWP Bydgoszcz,50-54,26,Attempted
2000,KWP Lublin,50-54,27,Attempted
2000,KWP Gorzów Wlkp.,50-54,18,Attempted
2000,KWP Łódź,50-54,45,Attempted
2000,KWP Kraków,50-54,49,Attempted
2000,KWP Radom,50-54,44,Attempted
2000,KWP Opole,50-54,13,Attempted
2000,KWP Rzeszów,50-54,34,Attempted
2000,KWP Białystok,50-54,21,Attempted
2000,KWP Gdańsk,50-54,41,Attempted
2000,KWP Katowice,50-54,51,Attempted
2000,KWP Kielce,50-54,21,Attempted
2000,KWP Olsztyn,50-54,17,Attempted
2000,KWP Poznań,50-54,70,Attempted
2000,KWP Szczecin,50-54,21,Attempted
2000,KSP Warszawa,50-54,9,Attempted
2001,KWP Wrocław,50-54,31,Attempted
2001,KWP Bydgoszcz,50-54,34,Attempted
2001,KWP Lublin,50-54,34,Attempted
2001,KWP Gorzów Wlkp.,50-54,36,Attempted
2001,KWP Łódź,50-54,58,Attempted
2001,KWP Kraków,50-54,60,Attempted
2001,KWP Radom,50-54,44,Attempted
2001,KWP Opole,50-54,19,Attempted
2001,KWP Rzeszów,50-54,42,Attempted
2001,KWP Białystok,50-54,20,Attempted
2001,KWP Gdańsk,50-54,49,Attempted
2001,KWP Katowice,50-54,57,Attempted
2001,KWP Kielce,50-54,22,Attempted
2001,KWP Olsztyn,50-54,21,Attempted
2001,KWP Poznań,50-54,75,Attempted
2001,KWP Szczecin,50-54,31,Attempted
2001,KSP Warszawa,50-54,13,Attempted
2002,KWP Wrocław,50-54,50,Attempted
2002,KWP Bydgoszcz,50-54,34,Attempted
2002,KWP Lublin,50-54,39,Attempted
2002,KWP Gorzów Wlkp.,50-54,27,Attempted
2002,KWP Łódź,50-54,46,Attempted
2002,KWP Kraków,50-54,74,Attempted
2002,KWP Radom,50-54,33,Attempted
2002,KWP Opole,50-54,16,Attempted
2002,KWP Rzeszów,50-54,43,Attempted
2002,KWP Białystok,50-54,18,Attempted
2002,KWP Gdańsk,50-54,62,Attempted
2002,KWP Katowice,50-54,72,Attempted
2002,KWP Kielce,50-54,21,Attempted
2002,KWP Olsztyn,50-54,29,Attempted
2002,KWP Poznań,50-54,77,Attempted
2002,KWP Szczecin,50-54,28,Attempted
2002,KSP Warszawa,50-54,18,Attempted
2003,KWP Wrocław,50-54,59,Attempted
2003,KWP Bydgoszcz,50-54,31,Attempted
2003,KWP Lublin,50-54,48,Attempted
2003,KWP Gorzów Wlkp.,50-54,19,Attempted
2003,KWP Łódź,50-54,45,Attempted
2003,KWP Kraków,50-54,60,Attempted
2003,KWP Radom,50-54,32,Attempted
2003,KWP Opole,50-54,10,Attempted
2003,KWP Rzeszów,50-54,30,Attempted
2003,KWP Białystok,50-54,27,Attempted
2003,KWP Gdańsk,50-54,42,Attempted
2003,KWP Katowice,50-54,65,Attempted
2003,KWP Kielce,50-54,21,Attempted
2003,KWP Olsztyn,50-54,24,Attempted
2003,KWP Poznań,50-54,72,Attempted
2003,KWP Szczecin,50-54,42,Attempted
2003,KSP Warszawa,50-54,22,Attempted
2004,KWP Wrocław,50-54,40,Attempted
2004,KWP Bydgoszcz,50-54,48,Attempted
2004,KWP Lublin,50-54,52,Attempted
2004,KWP Gorzów Wlkp.,50-54,20,Attempted
2004,KWP Łódź,50-54,58,Attempted
2004,KWP Kraków,50-54,58,Attempted
2004,KWP Radom,50-54,38,Attempted
2004,KWP Opole,50-54,27,Attempted
2004,KWP Rzeszów,50-54,27,Attempted
2004,KWP Białystok,50-54,27,Attempted
2004,KWP Gdańsk,50-54,40,Attempted
2004,KWP Katowice,50-54,76,Attempted
2004,KWP Kielce,50-54,40,Attempted
2004,KWP Olsztyn,50-54,28,Attempted
2004,KWP Poznań,50-54,76,Attempted
2004,KWP Szczecin,50-54,26,Attempted
2004,KSP Warszawa,50-54,33,Attempted
2005,KWP Wrocław,50-54,41,Attempted
2005,KWP Bydgoszcz,50-54,38,Attempted
2005,KWP Lublin,50-54,52,Attempted
2005,KWP Gorzów Wlkp.,50-54,20,Attempted
2005,KWP Łódź,50-54,40,Attempted
2005,KWP Kraków,50-54,54,Attempted
2005,KWP Radom,50-54,60,Attempted
2005,KWP Opole,50-54,24,Attempted
2005,KWP Rzeszów,50-54,30,Attempted
2005,KWP Białystok,50-54,25,Attempted
2005,KWP Gdańsk,50-54,37,Attempted
2005,KWP Katowice,50-54,88,Attempted
2005,KWP Kielce,50-54,25,Attempted
2005,KWP Olsztyn,50-54,25,Attempted
2005,KWP Poznań,50-54,50,Attempted
2005,KWP Szczecin,50-54,26,Attempted
2005,KSP Warszawa,50-54,35,Attempted
2006,KWP Wrocław,50-54,38,Attempted
2006,KWP Bydgoszcz,50-54,24,Attempted
2006,KWP Lublin,50-54,41,Attempted
2006,KWP Gorzów Wlkp.,50-54,24,Attempted
2006,KWP Łódź,50-54,50,Attempted
2006,KWP Kraków,50-54,39,Attempted
2006,KWP Radom,50-54,42,Attempted
2006,KWP Opole,50-54,16,Attempted
2006,KWP Rzeszów,50-54,29,Attempted
2006,KWP Białystok,50-54,15,Attempted
2006,KWP Gdańsk,50-54,44,Attempted
2006,KWP Katowice,50-54,68,Attempted
2006,KWP Kielce,50-54,24,Attempted
2006,KWP Olsztyn,50-54,36,Attempted
2006,KWP Poznań,50-54,51,Attempted
2006,KWP Szczecin,50-54,19,Attempted
2006,KSP Warszawa,50-54,31,Attempted
2007,KWP Wrocław,50-54,21,Attempted
2007,KWP Bydgoszcz,50-54,23,Attempted
2007,KWP Lublin,50-54,38,Attempted
2007,KWP Gorzów Wlkp.,50-54,30,Attempted
2007,KWP Łódź,50-54,43,Attempted
2007,KWP Kraków,50-54,29,Attempted
2007,KWP Radom,50-54,38,Attempted
2007,KWP Opole,50-54,9,Attempted
2007,KWP Rzeszów,50-54,19,Attempted
2007,KWP Białystok,50-54,29,Attempted
2007,KWP Gdańsk,50-54,33,Attempted
2007,KWP Katowice,50-54,44,Attempted
2007,KWP Kielce,50-54,14,Attempted
2007,KWP Olsztyn,50-54,40,Attempted
2007,KWP Poznań,50-54,48,Attempted
2007,KWP Szczecin,50-54,17,Attempted
2007,KSP Warszawa,50-54,26,Attempted
2008,KWP Wrocław,50-54,56,Attempted
2008,KWP Bydgoszcz,50-54,34,Attempted
2008,KWP Lublin,50-54,32,Attempted
2008,KWP Gorzów Wlkp.,50-54,16,Attempted
2008,KWP Łódź,50-54,55,Attempted
2008,KWP Kraków,50-54,50,Attempted
2008,KWP Radom,50-54,56,Attempted
2008,KWP Opole,50-54,15,Attempted
2008,KWP Rzeszów,50-54,25,Attempted
2008,KWP Białystok,50-54,24,Attempted
2008,KWP Gdańsk,50-54,33,Attempted
2008,KWP Katowice,50-54,59,Attempted
2008,KWP Kielce,50-54,14,Attempted
2008,KWP Olsztyn,50-54,38,Attempted
2008,KWP Poznań,50-54,51,Attempted
2008,KWP Szczecin,50-54,28,Attempted
2008,KSP Warszawa,50-54,24,Attempted
2009,KWP Wrocław,50-54,33,Attempted
2009,KWP Bydgoszcz,50-54,47,Attempted
2009,KWP Lublin,50-54,41,Attempted
2009,KWP Gorzów Wlkp.,50-54,33,Attempted
2009,KWP Łódź,50-54,68,Attempted
2009,KWP Kraków,50-54,57,Attempted
2009,KWP Radom,50-54,48,Attempted
2009,KWP Opole,50-54,28,Attempted
2009,KWP Rzeszów,50-54,35,Attempted
2009,KWP Białystok,50-54,29,Attempted
2009,KWP Gdańsk,50-54,46,Attempted
2009,KWP Katowice,50-54,83,Attempted
2009,KWP Kielce,50-54,23,Attempted
2009,KWP Olsztyn,50-54,38,Attempted
2009,KWP Poznań,50-54,56,Attempted
2009,KWP Szczecin,50-54,25,Attempted
2009,KSP Warszawa,50-54,31,Attempted
2010,KWP Wrocław,50-54,28,Attempted
2010,KWP Bydgoszcz,50-54,44,Attempted
2010,KWP Lublin,50-54,50,Attempted
2010,KWP Gorzów Wlkp.,50-54,23,Attempted
2010,KWP Łódź,50-54,60,Attempted
2010,KWP Kraków,50-54,56,Attempted
2010,KWP Radom,50-54,61,Attempted
2010,KWP Opole,50-54,15,Attempted
2010,KWP Rzeszów,50-54,28,Attempted
2010,KWP Białystok,50-54,36,Attempted
2010,KWP Gdańsk,50-54,24,Attempted
2010,KWP Katowice,50-54,73,Attempted
2010,KWP Kielce,50-54,27,Attempted
2010,KWP Olsztyn,50-54,43,Attempted
2010,KWP Poznań,50-54,50,Attempted
2010,KWP Szczecin,50-54,18,Attempted
2010,KSP Warszawa,50-54,24,Attempted
2011,KWP Wrocław,50-54,40,Attempted
2011,KWP Bydgoszcz,50-54,34,Attempted
2011,KWP Lublin,50-54,38,Attempted
2011,KWP Gorzów Wlkp.,50-54,27,Attempted
2011,KWP Łódź,50-54,44,Attempted
2011,KWP Kraków,50-54,56,Attempted
2011,KWP Radom,50-54,55,Attempted
2011,KWP Opole,50-54,17,Attempted
2011,KWP Rzeszów,50-54,18,Attempted
2011,KWP Białystok,50-54,28,Attempted
2011,KWP Gdańsk,50-54,27,Attempted
2011,KWP Katowice,50-54,75,Attempted
2011,KWP Kielce,50-54,27,Attempted
2011,KWP Olsztyn,50-54,46,Attempted
2011,KWP Poznań,50-54,45,Attempted
2011,KWP Szczecin,50-54,24,Attempted
2011,KSP Warszawa,50-54,28,Attempted
2012,KWP Wrocław,50-54,27,Attempted
2012,KWP Bydgoszcz,50-54,36,Attempted
2012,KWP Lublin,50-54,34,Attempted
2012,KWP Gorzów Wlkp.,50-54,22,Attempted
2012,KWP Łódź,50-54,62,Attempted
2012,KWP Kraków,50-54,63,Attempted
2012,KWP Radom,50-54,43,Attempted
2012,KWP Opole,50-54,12,Attempted
2012,KWP Rzeszów,50-54,34,Attempted
2012,KWP Białystok,50-54,17,Attempted
2012,KWP Gdańsk,50-54,25,Attempted
2012,KWP Katowice,50-54,56,Attempted
2012,KWP Kielce,50-54,67,Attempted
2012,KWP Olsztyn,50-54,32,Attempted
2012,KWP Poznań,50-54,39,Attempted
2012,KWP Szczecin,50-54,22,Attempted
2012,KSP Warszawa,50-54,45,Attempted
1999,KWP Wrocław,55-59,18,Attempted
1999,KWP Bydgoszcz,55-59,18,Attempted
1999,KWP Lublin,55-59,13,Attempted
1999,KWP Gorzów Wlkp.,55-59,5,Attempted
1999,KWP Łódź,55-59,24,Attempted
1999,KWP Kraków,55-59,21,Attempted
1999,KWP Radom,55-59,31,Attempted
1999,KWP Opole,55-59,15,Attempted
1999,KWP Rzeszów,55-59,14,Attempted
1999,KWP Białystok,55-59,12,Attempted
1999,KWP Gdańsk,55-59,22,Attempted
1999,KWP Katowice,55-59,37,Attempted
1999,KWP Kielce,55-59,13,Attempted
1999,KWP Olsztyn,55-59,22,Attempted
1999,KWP Poznań,55-59,32,Attempted
1999,KWP Szczecin,55-59,13,Attempted
1999,KSP Warszawa,55-59,3,Attempted
2000,KWP Wrocław,55-59,23,Attempted
2000,KWP Bydgoszcz,55-59,14,Attempted
2000,KWP Lublin,55-59,27,Attempted
2000,KWP Gorzów Wlkp.,55-59,9,Attempted
2000,KWP Łódź,55-59,19,Attempted
2000,KWP Kraków,55-59,32,Attempted
2000,KWP Radom,55-59,18,Attempted
2000,KWP Opole,55-59,10,Attempted
2000,KWP Rzeszów,55-59,18,Attempted
2000,KWP Białystok,55-59,14,Attempted
2000,KWP Gdańsk,55-59,24,Attempted
2000,KWP Katowice,55-59,34,Attempted
2000,KWP Kielce,55-59,13,Attempted
2000,KWP Olsztyn,55-59,3,Attempted
2000,KWP Poznań,55-59,43,Attempted
2000,KWP Szczecin,55-59,16,Attempted
2000,KSP Warszawa,55-59,3,Attempted
2001,KWP Wrocław,55-59,20,Attempted
2001,KWP Bydgoszcz,55-59,13,Attempted
2001,KWP Lublin,55-59,17,Attempted
2001,KWP Gorzów Wlkp.,55-59,13,Attempted
2001,KWP Łódź,55-59,24,Attempted
2001,KWP Kraków,55-59,34,Attempted
2001,KWP Radom,55-59,24,Attempted
2001,KWP Opole,55-59,11,Attempted
2001,KWP Rzeszów,55-59,16,Attempted
2001,KWP Białystok,55-59,14,Attempted
2001,KWP Gdańsk,55-59,24,Attempted
2001,KWP Katowice,55-59,44,Attempted
2001,KWP Kielce,55-59,10,Attempted
2001,KWP Olsztyn,55-59,18,Attempted
2001,KWP Poznań,55-59,39,Attempted
2001,KWP Szczecin,55-59,12,Attempted
2001,KSP Warszawa,55-59,5,Attempted
2002,KWP Wrocław,55-59,18,Attempted
2002,KWP Bydgoszcz,55-59,12,Attempted
2002,KWP Lublin,55-59,15,Attempted
2002,KWP Gorzów Wlkp.,55-59,16,Attempted
2002,KWP Łódź,55-59,27,Attempted
2002,KWP Kraków,55-59,50,Attempted
2002,KWP Radom,55-59,21,Attempted
2002,KWP Opole,55-59,15,Attempted
2002,KWP Rzeszów,55-59,22,Attempted
2002,KWP Białystok,55-59,9,Attempted
2002,KWP Gdańsk,55-59,27,Attempted
2002,KWP Katowice,55-59,48,Attempted
2002,KWP Kielce,55-59,18,Attempted
2002,KWP Olsztyn,55-59,11,Attempted
2002,KWP Poznań,55-59,38,Attempted
2002,KWP Szczecin,55-59,14,Attempted
2002,KSP Warszawa,55-59,11,Attempted
2003,KWP Wrocław,55-59,26,Attempted
2003,KWP Bydgoszcz,55-59,16,Attempted
2003,KWP Lublin,55-59,22,Attempted
2003,KWP Gorzów Wlkp.,55-59,13,Attempted
2003,KWP Łódź,55-59,26,Attempted
2003,KWP Kraków,55-59,45,Attempted
2003,KWP Radom,55-59,16,Attempted
2003,KWP Opole,55-59,7,Attempted
